id,margin,ford,carter,other,hex_color
50025,7.44%, 52.05%, 44.60%, 0.35%,840071
50027,13.79%, 55.80%, 42.01%, 2.20%,8e056b
51001,3.28%, 47.13%, 50.41%, 2.46%,780680
51003,10.67%, 54.62%, 43.95%, 1.43%,8b0370
51005,16.55%, 41.17%, 57.73%, 1.10%,680293
51007,2.34%, 47.25%, 49.60%, 3.15%,78087e
51009,3.61%, 50.87%, 47.26%, 1.86%,810478
51011,6.78%, 50.84%, 44.06%, 0.98%,810270
51013,2.42%, 47.95%, 50.37%, 1.69%,7a0480
51015,19.23%, 57.53%, 38.29%, 2.04%,920561
51017,7.30%, 45.96%, 53.26%, 0.78%,750187
51019,6.24%, 45.31%, 51.55%, 3.15%,730883
51021,4.26%, 51.91%, 47.65%, 0.45%,840179
51023,8.95%, 44.14%, 53.10%, 2.76%,700787
51025,12.07%, 42.11%, 54.18%, 3.71%,6b098a
51027,18.09%, 35.89%, 53.98%, 1.19%,5b0389
51029,18.41%, 39.57%, 57.98%, 2.45%,640693
51031,25.22%, 60.78%, 35.56%, 3.67%,9a095a
51033,29.52%, 34.36%, 63.89%, 1.75%,5704a2
51035,9.03%, 53.75%, 44.71%, 1.54%,890372
51036,52.08%, 22.50%, 74.58%, 2.92%,3907be
51037,6.58%, 46.04%, 52.62%, 1.34%,750386
51041,32.25%, 65.54%, 33.29%, 1.17%,a70254
51043,5.87%, 51.54%, 45.67%, 2.79%,830774
51045,33.41%, 32.75%, 66.17%, 1.08%,5302a8
51047,11.45%, 54.64%, 43.19%, 2.17%,8b056e
51049,0.65%, 46.57%, 47.23%, 3.37%,760878
51051,13.55%, 42.28%, 55.83%, 1.89%,6b048e
51053,22.56%, 37.28%, 59.83%, 2.89%,5f0798
51057,2.71%, 50.55%, 47.84%, 1.61%,800479
51059,8.93%, 53.62%, 44.69%, 1.70%,880471
51061,7.83%, 51.75%, 43.92%, 4.32%,830b6f
51063,8.74%, 52.76%, 44.03%, 3.21%,860870
51065,4.30%, 46.79%, 51.08%, 2.13%,770582
51067,28.50%, 34.63%, 63.13%, 2.24%,5805a0
51069,20.45%, 59.52%, 39.08%, 1.40%,970363
51071,15.55%, 40.53%, 56.08%, 3.40%,67088f
51073,2.05%, 47.24%, 49.28%, 3.48%,78087d
51075,3.48%, 47.23%, 50.71%, 2.07%,780581
51077,2.00%, 48.33%, 50.33%, 1.34%,7b0380
51079,9.39%, 51.41%, 42.02%, 1.27%,83036b
51081,35.00%, 31.18%, 66.18%, 2.63%,4f06a8
51083,3.53%, 46.51%, 50.04%, 3.45%,76087f
51085,30.74%, 64.72%, 33.98%, 1.29%,a50356
51087,34.32%, 65.82%, 31.50%, 2.68%,a70650
51089,25.39%, 35.02%, 60.41%, 2.20%,59059a
51091,12.01%, 55.57%, 43.55%, 0.88%,8d026f
51093,20.36%, 38.78%, 59.14%, 2.08%,620596
51095,2.88%, 49.36%, 46.48%, 1.69%,7d0476
51097,16.72%, 39.06%, 55.77%, 5.17%,630d8e
51099,4.39%, 46.75%, 51.15%, 2.10%,770582
51101,3.04%, 50.60%, 47.56%, 1.84%,810479
51103,19.64%, 58.44%, 38.81%, 2.75%,950762
51105,7.16%, 45.50%, 52.65%, 1.85%,740486
51107,6.74%, 51.79%, 45.05%, 3.16%,840872
51109,13.75%, 41.89%, 55.64%, 2.47%,6a068d
51111,2.11%, 49.73%, 47.62%, 2.66%,7e0679
51113,7.56%, 52.97%, 45.42%, 1.61%,870473
51115,18.14%, 57.77%, 39.63%, 2.60%,930665
51117,3.96%, 50.44%, 46.48%, 3.08%,800776
51119,9.74%, 52.91%, 43.17%, 3.92%,86096e
51121,2.74%, 50.64%, 47.89%, 1.47%,81037a
51125,22.60%, 37.65%, 60.24%, 2.11%,600599
51127,2.99%, 47.62%, 50.61%, 1.78%,790481
51131,8.79%, 43.15%, 51.93%, 2.47%,6e0684
51133,8.56%, 52.52%, 43.97%, 3.51%,850870
51135,1.38%, 47.61%, 48.99%, 3.41%,79087c
51137,4.65%, 49.39%, 44.74%, 3.41%,7d0872
51139,5.17%, 51.52%, 46.35%, 2.13%,830576
51141,7.27%, 43.69%, 50.96%, 2.92%,6f0781
51143,6.94%, 51.21%, 44.26%, 4.53%,820b70
51145,13.26%, 55.28%, 42.02%, 2.70%,8c066b
51147,5.27%, 50.36%, 45.09%, 4.55%,800b72
51149,7.58%, 45.44%, 53.02%, 1.53%,730387
51153,0.73%, 49.00%, 48.26%, 2.74%,7c067b
51155,7.36%, 44.84%, 52.20%, 2.96%,720785
51157,9.59%, 44.47%, 54.06%, 1.46%,710389
51159,23.03%, 60.80%, 37.76%, 1.44%,9b0360
51161,1.73%, 50.42%, 48.69%, 0.89%,80027c
51163,7.45%, 43.66%, 51.11%, 0.85%,6f0282
51165,27.99%, 61.87%, 33.88%, 2.08%,9d0556
51167,16.19%, 40.19%, 56.38%, 3.43%,66088f
51169,1.93%, 45.43%, 47.36%, 0.92%,730278
51171,29.83%, 64.05%, 34.22%, 1.73%,a30457
51173,2.01%, 47.29%, 49.30%, 3.41%,78087d
51175,17.54%, 40.18%, 57.72%, 2.11%,660593
51177,13.23%, 42.46%, 55.69%, 1.85%,6c048e
51179,4.73%, 46.84%, 51.57%, 1.59%,770483
51181,31.77%, 32.79%, 64.56%, 2.65%,5306a4
51183,27.77%, 33.22%, 60.99%, 3.05%,54079b
51185,14.88%, 41.41%, 56.29%, 2.30%,69058f
51187,3.62%, 45.80%, 49.42%, 2.64%,74067e
51191,2.27%, 48.98%, 46.71%, 2.25%,7c0577
51193,9.76%, 41.79%, 51.55%, 0.90%,6a0283
51195,10.81%, 42.63%, 53.43%, 3.94%,6c0a88
51197,7.92%, 51.34%, 43.42%, 3.00%,82076e
51199,8.30%, 53.61%, 45.32%, 1.07%,880273
51510,7.86%, 44.53%, 52.38%, 3.09%,710785
51515,3.44%, 45.47%, 48.91%, 0.48%,73017c
51520,6.29%, 46.27%, 52.55%, 1.18%,750386
51530,11.98%, 41.61%, 53.59%, 2.27%,6a0588
51540,1.25%, 48.11%, 49.36%, 2.52%,7a067d
51550,14.93%, 39.96%, 54.89%, 2.44%,65068b
51570,27.14%, 61.88%, 34.74%, 3.37%,9d0858
51580,20.44%, 37.06%, 57.50%, 2.18%,5e0592
51590,22.14%, 59.46%, 37.33%, 3.21%,97085f
51595,7.72%, 52.23%, 44.50%, 3.27%,850871
51600,9.08%, 53.36%, 44.28%, 2.36%,880670
51610,2.64%, 50.63%, 47.99%, 1.37%,81037a
51620,0.48%, 49.21%, 48.73%, 2.05%,7d057c
51630,0.45%, 49.07%, 49.51%, 1.42%,7d037e
51640,3.80%, 47.59%, 51.39%, 1.01%,790283
51650,11.60%, 41.67%, 53.27%, 2.20%,6a0587
51660,29.36%, 63.01%, 33.65%, 3.34%,a00855
51670,0.94%, 48.21%, 47.28%, 2.22%,7a0578
51678,4.03%, 50.47%, 46.44%, 3.10%,800776
51680,26.62%, 61.18%, 34.56%, 4.26%,9c0a58
51683,9.26%, 53.30%, 44.05%, 2.65%,870670
51685,22.29%, 37.34%, 59.63%, 3.03%,5f0798
51690,4.96%, 45.38%, 50.34%, 2.21%,730580
51700,4.82%, 47.01%, 51.83%, 1.17%,770284
51710,15.90%, 39.91%, 55.82%, 2.08%,65058e
51720,16.36%, 40.35%, 56.71%, 2.94%,660790
51730,21.49%, 38.53%, 60.02%, 1.44%,620399
51735,12.16%, 55.34%, 43.18%, 1.48%,8d036e
51740,27.49%, 35.51%, 63.01%, 1.48%,5a03a0
51750,9.61%, 44.74%, 54.34%, 0.92%,72028a
51760,9.04%, 44.73%, 53.77%, 1.50%,720389
51770,16.57%, 41.00%, 57.57%, 1.43%,680392
51775,2.39%, 48.29%, 50.68%, 1.04%,7b0281
51790,22.00%, 59.53%, 37.53%, 2.94%,97075f
51800,20.37%, 38.86%, 59.24%, 1.90%,630497
51810,13.81%, 54.46%, 40.66%, 2.35%,8a0567
51820,22.30%, 59.64%, 37.35%, 3.01%,98075f
51830,5.82%, 51.77%, 45.95%, 2.28%,840575
51840,26.67%, 62.85%, 36.18%, 0.97%,a0025c
53001,21.06%, 58.56%, 37.50%, 3.94%,950a5f
53003,2.51%, 47.22%, 49.73%, 3.05%,78077e
53005,31.29%, 63.95%, 32.67%, 3.38%,a30853
53007,15.35%, 56.13%, 40.78%, 3.09%,8f0767
53009,4.70%, 49.67%, 44.97%, 2.78%,7e0772
53011,5.13%, 45.65%, 50.78%, 1.17%,740281
53013,15.93%, 56.69%, 40.76%, 2.56%,900667
53015,8.54%, 44.11%, 52.66%, 3.23%,700886
53017,8.62%, 53.09%, 44.48%, 2.43%,870671
53019,2.25%, 45.86%, 48.11%, 3.37%,74087a
53021,12.52%, 54.51%, 42.00%, 3.49%,8b086b
53023,17.69%, 57.18%, 39.49%, 3.33%,910864
53025,7.98%, 51.87%, 43.89%, 1.99%,84056f
53027,16.80%, 39.61%, 56.41%, 1.75%,65048f
53029,13.79%, 55.33%, 41.54%, 3.13%,8d0769
53031,1.95%, 45.86%, 47.82%, 3.05%,740779
53033,5.57%, 50.79%, 45.22%, 1.41%,810373
53035,5.08%, 45.56%, 50.64%, 1.47%,740381
53037,0.93%, 47.57%, 48.50%, 1.27%,79037b
53039,5.54%, 44.99%, 50.53%, 2.27%,720580
53041,9.01%, 51.65%, 42.64%, 3.08%,83076c
53043,18.64%, 57.57%, 38.93%, 3.50%,920863
53045,11.53%, 42.14%, 53.67%, 1.82%,6b0488
53047,0.76%, 47.05%, 47.81%, 2.23%,770579
53049,20.37%, 37.84%, 58.20%, 1.35%,600394
53051,0.54%, 47.82%, 48.36%, 3.82%,79097b
53053,2.24%, 46.92%, 49.16%, 1.21%,77037d
53055,14.27%, 53.68%, 39.41%, 2.82%,880764
53057,1.27%, 48.66%, 47.39%, 1.80%,7c0478
53059,12.59%, 41.55%, 54.15%, 1.21%,69038a
53061,0.21%, 47.95%, 48.16%, 1.75%,7a047a
53063,9.87%, 53.37%, 43.50%, 3.13%,88076e
53065,9.83%, 51.81%, 41.98%, 6.21%,840f6b
53067,0.56%, 47.67%, 48.23%, 1.56%,79037a
53069,13.92%, 41.17%, 55.09%, 3.74%,68098c
53071,21.04%, 59.15%, 38.11%, 2.74%,960661
53073,0.64%, 48.00%, 47.36%, 1.30%,7a0378
53075,13.08%, 54.21%, 41.13%, 1.83%,8a0468
53077,9.47%, 53.12%, 43.65%, 3.23%,87086f
54001,5.99%, 47.01%, 52.99%,-,770087
54003,4.19%, 52.10%, 47.90%,-,84007a
54005,47.03%, 26.48%, 73.52%,-,4300bb
54007,35.43%, 32.29%, 67.71%,-,5200ac
54009,26.21%, 36.89%, 63.11%,-,5e00a0
54011,2.88%, 48.56%, 51.44%,-,7b0083
54013,25.75%, 37.12%, 62.88%,-,5e00a0
54015,34.99%, 32.51%, 67.49%,-,5200ac
54017,18.33%, 59.17%, 40.83%,-,960068
54019,47.90%, 26.05%, 73.95%,-,4200bc
54021,24.17%, 37.91%, 62.09%,-,60009e
54023,38.45%, 69.23%, 30.77%,-,b0004e
54025,17.16%, 41.42%, 58.58%,-,690095
54027,19.36%, 40.32%, 59.68%,-,660098
54029,22.16%, 38.92%, 61.08%,-,63009b
54031,23.40%, 38.30%, 61.70%,-,61009d
54033,17.18%, 41.41%, 58.59%,-,690095
54035,0.24%, 50.12%, 49.88%,-,7f007f
54037,14.42%, 42.79%, 57.21%,-,6d0091
54039,11.89%, 44.06%, 55.94%,-,70008e
54041,2.91%, 48.54%, 51.46%,-,7b0083
54043,27.41%, 36.30%, 63.70%,-,5c00a2
54045,53.09%, 23.46%, 76.54%,-,3b00c3
54047,43.99%, 28.01%, 71.99%,-,4700b7
54049,26.28%, 36.86%, 63.14%,-,5d00a1
54051,12.62%, 43.69%, 56.31%,-,6f008f
54053,13.06%, 43.47%, 56.53%,-,6e0090
54055,15.54%, 42.23%, 57.77%,-,6b0093
54057,6.96%, 46.52%, 53.48%,-,760088
54059,48.39%, 25.80%, 74.20%,-,4100bd
54061,15.49%, 42.25%, 57.75%,-,6b0093
54063,9.05%, 45.48%, 54.52%,-,73008b
54065,10.24%, 55.12%, 44.88%,-,8c0072
54067,28.60%, 35.70%, 64.30%,-,5b00a3
54069,2.71%, 51.36%, 48.64%,-,82007c
54071,15.04%, 42.48%, 57.52%,-,6c0092
54073,2.75%, 48.62%, 51.38%,-,7b0083
54075,14.50%, 42.75%, 57.25%,-,6d0091
54077,1.10%, 50.55%, 49.45%,-,80007e
54079,12.99%, 43.50%, 56.50%,-,6e0090
54081,30.03%, 34.98%, 65.02%,-,5900a5
54083,20.21%, 39.89%, 60.11%,-,650099
54085,19.38%, 59.69%, 40.31%,-,980066
54087,4.50%, 47.75%, 52.25%,-,790085
54089,27.26%, 36.37%, 63.63%,-,5c00a2
54091,14.92%, 42.54%, 57.46%,-,6c0092
54093,24.93%, 37.54%, 62.46%,-,5f009f
54095,16.09%, 58.05%, 41.95%,-,94006a
54097,15.37%, 57.68%, 42.32%,-,93006b
54099,24.73%, 37.63%, 62.37%,-,5f009f
54101,50.23%, 24.88%, 75.12%,-,3f00bf
54103,14.14%, 42.93%, 57.07%,-,6d0091
54105,6.82%, 46.59%, 53.41%,-,760088
54107,3.69%, 51.84%, 48.16%,-,84007a
54109,28.93%, 35.54%, 64.46%,-,5a00a4
55001,12.74%, 42.54%, 55.28%, 2.18%,6c058c
55003,20.64%, 38.25%, 58.89%, 2.86%,610796
55005,7.84%, 45.13%, 52.97%, 1.90%,730487
55007,18.84%, 39.21%, 58.05%, 0.72%,630194
55009,4.15%, 50.62%, 46.47%, 0.86%,810276
55011,9.40%, 44.25%, 53.65%, 2.10%,700588
55013,17.80%, 39.93%, 57.74%, 2.33%,650593
55015,2.65%, 50.18%, 47.53%, 2.30%,7f0579
55017,16.93%, 40.50%, 57.42%, 2.08%,670592
55019,8.32%, 44.35%, 52.67%, 2.98%,710786
55021,3.11%, 50.63%, 47.52%, 1.85%,810479
55023,3.28%, 47.11%, 50.39%, 2.50%,780680
55025,12.36%, 41.60%, 53.96%, 1.40%,6a0389
55027,11.67%, 54.79%, 43.12%, 2.10%,8b056d
55029,17.55%, 57.43%, 39.88%, 2.69%,920665
55031,30.92%, 33.40%, 64.32%, 2.29%,5505a4
55033,7.54%, 44.99%, 52.53%, 2.47%,720685
55035,5.30%, 46.36%, 51.66%, 1.99%,760583
55037,2.24%, 48.00%, 50.23%, 1.77%,7a0480
55039,14.19%, 55.79%, 41.59%, 2.62%,8e066a
55041,22.88%, 37.84%, 60.72%, 1.44%,60039a
55043,10.70%, 54.11%, 43.41%, 2.49%,89066e
55045,11.14%, 54.31%, 43.17%, 2.52%,8a066e
55047,18.72%, 58.41%, 39.69%, 1.91%,940465
55049,0.66%, 48.34%, 49.00%, 2.66%,7b067c
55051,27.87%, 35.26%, 63.13%, 1.61%,5904a0
55053,4.53%, 46.89%, 51.42%, 1.69%,770483
55055,10.24%, 53.89%, 43.65%, 2.45%,89066f
55057,2.97%, 46.73%, 49.71%, 1.34%,77037e
55059,10.22%, 43.61%, 53.82%, 2.57%,6f0689
55061,1.72%, 47.93%, 49.65%, 2.42%,7a067e
55063,18.04%, 58.06%, 40.02%, 1.91%,940466
55065,3.57%, 50.48%, 46.91%, 2.60%,800677
55067,5.55%, 51.85%, 46.29%, 1.86%,840476
55069,1.09%, 48.38%, 49.48%, 2.14%,7b057e
55071,10.28%, 43.62%, 53.90%, 2.48%,6f0689
55073,6.32%, 45.62%, 51.94%, 2.44%,740684
55075,0.63%, 49.30%, 48.68%, 2.02%,7d057c
55077,1.75%, 50.05%, 48.30%, 1.65%,7f047b
55078,39.39%, 28.88%, 68.27%, 0.71%,4901ae
55079,12.66%, 42.09%, 54.75%, 3.16%,6b088b
55081,5.56%, 51.85%, 46.28%, 1.87%,840476
55083,2.37%, 47.84%, 50.21%, 1.95%,790480
55085,0.88%, 49.26%, 48.38%, 2.37%,7d067b
55087,10.06%, 54.02%, 43.95%, 2.03%,890570
55089,26.81%, 62.17%, 35.36%, 2.48%,9e065a
55091,19.29%, 39.35%, 58.64%, 2.01%,640595
55093,16.80%, 40.36%, 57.16%, 2.48%,660691
55095,15.59%, 41.27%, 56.85%, 1.88%,690490
55097,24.36%, 36.28%, 60.65%, 0.75%,5c019a
55099,11.14%, 43.30%, 54.44%, 2.26%,6e058a
55101,0.46%, 49.00%, 48.54%, 2.45%,7c067b
55103,10.08%, 54.13%, 44.04%, 1.83%,8a0470
55105,0.48%, 49.04%, 48.56%, 2.40%,7d067b
55107,19.06%, 39.15%, 58.21%, 2.63%,630694
55109,15.62%, 41.16%, 56.77%, 2.07%,680590
55111,1.94%, 49.90%, 47.96%, 2.14%,7f057a
55113,5.67%, 46.06%, 51.74%, 2.20%,750583
55115,11.27%, 54.64%, 43.37%, 1.99%,8b056e
55117,4.00%, 47.13%, 51.13%, 1.74%,780482
55119,6.45%, 45.45%, 51.90%, 2.65%,730684
55121,7.48%, 45.56%, 53.05%, 1.39%,740387
55123,5.03%, 51.56%, 46.54%, 1.90%,830476
55125,20.69%, 59.30%, 38.61%, 2.09%,970562
55127,18.12%, 57.79%, 39.67%, 2.55%,930665
55129,11.10%, 43.20%, 54.30%, 2.50%,6e068a
55131,12.84%, 55.17%, 42.33%, 2.49%,8c066b
55133,18.96%, 58.22%, 39.26%, 2.52%,940664
55135,22.12%, 60.13%, 38.00%, 1.87%,990460
55137,11.90%, 54.94%, 43.04%, 2.03%,8c056d
55139,13.20%, 55.35%, 42.16%, 2.49%,8d066b
55141,2.43%, 50.00%, 47.58%, 2.42%,7f0679
56001,17.82%, 57.94%, 40.12%, 1.94%,930466
56003,31.58%, 65.66%, 34.08%, 0.25%,a70056
56005,33.75%, 66.19%, 32.43%, 1.38%,a80352
56007,8.29%, 54.01%, 45.72%, 0.27%,890074
56009,31.01%, 65.37%, 34.36%, 0.27%,a60057
56011,36.70%, 67.23%, 30.53%, 2.24%,ab054d
56013,19.53%, 59.51%, 39.98%, 0.51%,970165
56015,9.96%, 54.86%, 44.90%, 0.24%,8b0072
56017,19.13%, 59.39%, 40.27%, 0.34%,970066
56019,43.44%, 71.25%, 27.81%, 0.94%,b50246
56021,7.69%, 53.48%, 45.79%, 0.73%,880174
56023,22.48%, 60.93%, 38.45%, 0.62%,9b0162
56025,22.64%, 60.83%, 38.19%, 0.97%,9b0261
56027,41.64%, 70.55%, 28.91%, 0.54%,b30149
56029,37.46%, 68.33%, 30.88%, 0.79%,ae024e
56031,7.28%, 53.45%, 46.17%, 0.38%,880075
56033,25.15%, 62.21%, 37.06%, 0.74%,9e015e
56035,41.40%, 70.32%, 28.92%, 0.77%,b30149
56037,6.03%, 46.69%, 52.72%, 0.59%,770186
56039,36.97%, 67.40%, 30.43%, 2.17%,ab054d
56041,14.83%, 55.73%, 40.91%, 0.42%,8e0168
56043,33.69%, 66.68%, 32.99%, 0.34%,aa0054
56045,30.80%, 65.22%, 34.41%, 0.37%,a60057
60010,0%,-,-,-,000000
60020,0%,-,-,-,000000
60030,0%,-,-,-,000000
60040,0%,-,-,-,000000
60050,0%,-,-,-,000000
66010,0%,-,-,-,000000
69085,0%,-,-,-,000000
69100,0%,-,-,-,000000
69110,0%,-,-,-,000000
69120,0%,-,-,-,000000
72001,0%,-,-,-,000000
72003,0%,-,-,-,000000
72005,0%,-,-,-,000000
72007,0%,-,-,-,000000
72009,0%,-,-,-,000000
72011,0%,-,-,-,000000
72013,0%,-,-,-,000000
72015,0%,-,-,-,000000
72017,0%,-,-,-,000000
72019,0%,-,-,-,000000
72021,0%,-,-,-,000000
72023,0%,-,-,-,000000
72025,0%,-,-,-,000000
72027,0%,-,-,-,000000
72029,0%,-,-,-,000000
72031,0%,-,-,-,000000
72033,0%,-,-,-,000000
72035,0%,-,-,-,000000
72037,0%,-,-,-,000000
72039,0%,-,-,-,000000
72041,0%,-,-,-,000000
72043,0%,-,-,-,000000
72045,0%,-,-,-,000000
72047,0%,-,-,-,000000
72049,0%,-,-,-,000000
72051,0%,-,-,-,000000
72053,0%,-,-,-,000000
72054,0%,-,-,-,000000
72055,0%,-,-,-,000000
72057,0%,-,-,-,000000
72059,0%,-,-,-,000000
72061,0%,-,-,-,000000
72063,0%,-,-,-,000000
72065,0%,-,-,-,000000
72067,0%,-,-,-,000000
72069,0%,-,-,-,000000
72071,0%,-,-,-,000000
72073,0%,-,-,-,000000
72075,0%,-,-,-,000000
72077,0%,-,-,-,000000
72079,0%,-,-,-,000000
72081,0%,-,-,-,000000
72083,0%,-,-,-,000000
72085,0%,-,-,-,000000
72087,0%,-,-,-,000000
72089,0%,-,-,-,000000
72091,0%,-,-,-,000000
72093,0%,-,-,-,000000
72095,0%,-,-,-,000000
72097,0%,-,-,-,000000
72099,0%,-,-,-,000000
72101,0%,-,-,-,000000
72103,0%,-,-,-,000000
72105,0%,-,-,-,000000
72107,0%,-,-,-,000000
72109,0%,-,-,-,000000
72111,0%,-,-,-,000000
72113,0%,-,-,-,000000
72115,0%,-,-,-,000000
72117,0%,-,-,-,000000
72119,0%,-,-,-,000000
72121,0%,-,-,-,000000
72123,0%,-,-,-,000000
72125,0%,-,-,-,000000
72127,0%,-,-,-,000000
72129,0%,-,-,-,000000
72131,0%,-,-,-,000000
72133,0%,-,-,-,000000
72135,0%,-,-,-,000000
72137,0%,-,-,-,000000
72139,0%,-,-,-,000000
72141,0%,-,-,-,000000
72143,0%,-,-,-,000000
72145,0%,-,-,-,000000
72147,0%,-,-,-,000000
72149,0%,-,-,-,000000
72151,0%,-,-,-,000000
72153,0%,-,-,-,000000
74300,0%,-,-,-,000000
78010,0%,-,-,-,000000
78020,0%,-,-,-,000000
78030,0%,-,-,-,000000
