id,margin,ford,carter,other,hex_color
28051,30.24%, 33.85%, 64.08%, 2.07%,5605a3
28053,19.26%, 38.29%, 57.55%, 4.16%,610a92
28055,25.37%, 34.07%, 59.43%, 6.50%,561097
28057,34.71%, 32.11%, 66.82%, 1.07%,5102aa
28059,14.94%, 55.26%, 40.32%, 4.41%,8c0b66
28061,13.66%, 42.74%, 56.39%, 0.87%,6c028f
28063,51.96%, 22.83%, 74.78%, 2.39%,3a06be
28065,18.71%, 39.76%, 58.47%, 1.77%,650495
28067,4.45%, 51.49%, 47.04%, 1.46%,830377
28069,18.17%, 40.38%, 58.56%, 1.06%,660295
28071,7.66%, 44.73%, 52.39%, 2.89%,720785
28073,12.77%, 54.71%, 41.93%, 3.36%,8b086a
28075,18.24%, 58.39%, 40.14%, 1.47%,940366
28077,3.00%, 47.54%, 50.54%, 1.92%,790480
28079,7.11%, 45.36%, 52.47%, 2.17%,730585
28081,6.97%, 45.10%, 52.07%, 2.83%,730784
28083,2.09%, 46.64%, 48.73%, 2.60%,76067c
28085,19.64%, 58.55%, 38.90%, 2.55%,950663
28087,12.39%, 54.44%, 42.05%, 3.51%,8a086b
28089,12.39%, 42.75%, 55.14%, 2.10%,6d058c
28091,0.16%, 49.36%, 49.20%, 1.43%,7d037d
28093,49.07%, 24.30%, 73.37%, 2.33%,3d05bb
28095,12.11%, 42.17%, 54.27%, 3.56%,6b098a
28097,2.73%, 47.19%, 49.93%, 2.88%,78077f
28099,0.41%, 49.35%, 49.76%, 0.88%,7d027e
28101,16.02%, 57.00%, 40.97%, 2.03%,910568
28103,6.31%, 44.97%, 51.28%, 3.75%,720982
28105,8.79%, 53.41%, 44.62%, 1.97%,880571
28107,24.00%, 36.85%, 60.85%, 2.31%,5d059b
28109,7.16%, 44.82%, 51.98%, 3.20%,720884
28111,11.76%, 40.99%, 52.75%, 3.25%,680886
28113,0.77%, 48.16%, 48.92%, 2.92%,7a077c
28115,28.05%, 34.59%, 62.64%, 2.77%,58079f
28117,29.65%, 33.85%, 63.51%, 2.64%,5606a1
28119,32.98%, 31.82%, 64.80%, 3.39%,5108a5
28121,24.21%, 60.95%, 36.75%, 2.30%,9b055d
28123,0.08%, 48.86%, 48.78%, 2.36%,7c067c
28125,10.58%, 41.81%, 52.39%, 5.80%,6a0e85
28127,8.68%, 53.91%, 45.23%, 0.87%,890273
28129,12.40%, 54.75%, 42.35%, 2.91%,8b076b
28131,2.23%, 48.05%, 50.27%, 1.68%,7a0480
28133,10.79%, 43.07%, 53.86%, 3.07%,6d0789
28135,16.09%, 40.86%, 56.95%, 2.19%,680591
28137,19.42%, 38.80%, 58.22%, 2.98%,620794
28139,37.82%, 30.08%, 67.90%, 2.02%,4c05ad
28141,30.23%, 33.72%, 63.95%, 2.33%,5505a3
28143,27.00%, 34.51%, 61.50%, 3.99%,580a9c
28145,32.82%, 32.73%, 65.56%, 1.71%,5304a7
28147,10.96%, 42.83%, 53.79%, 3.39%,6d0889
28149,15.28%, 55.39%, 40.11%, 4.50%,8d0b66
28151,11.99%, 41.18%, 53.17%, 5.65%,690e87
28153,4.42%, 47.06%, 51.48%, 1.46%,780383
28155,6.42%, 45.39%, 51.81%, 2.80%,730784
28157,32.28%, 33.11%, 65.38%, 1.51%,5403a6
28159,3.81%, 46.96%, 50.77%, 2.27%,770581
28161,17.65%, 40.15%, 57.81%, 2.04%,660593
28163,2.38%, 50.23%, 47.85%, 1.92%,80047a
29001,17.14%, 57.47%, 40.34%,-,920066
29003,1.42%, 50.38%, 48.96%, 0.66%,80017c
29005,0.87%, 49.87%, 49.01%, 1.12%,7f027c
29007,2.01%, 48.75%, 50.76%, 0.49%,7c0181
29009,0.07%, 49.79%, 49.72%, 0.48%,7e017e
29011,7.52%, 53.34%, 45.81%, 0.85%,880274
29013,12.21%, 43.60%, 55.80%, 0.60%,6f018e
29015,3.42%, 51.46%, 48.04%, 0.50%,83017a
29017,12.90%, 43.46%, 56.36%, 0.19%,6e008f
29019,3.73%, 46.92%, 50.65%,-,770081
29021,2.87%, 48.19%, 51.07%, 0.74%,7a0182
29023,8.73%, 45.41%, 54.14%, 0.46%,73018a
29025,0.45%, 49.47%, 49.92%, 0.61%,7e017f
29027,2.70%, 50.85%, 48.15%, 1.00%,81027a
29029,5.80%, 52.51%, 46.71%, 0.78%,850177
29031,9.36%, 54.42%, 45.07%, 0.51%,8a0172
29033,2.93%, 48.31%, 51.24%, 0.44%,7b0182
29035,15.55%, 41.95%, 57.50%, 0.55%,6a0192
29037,11.18%, 43.98%, 55.16%, 0.86%,70028c
29039,11.28%, 55.43%, 44.15%, 0.42%,8d0170
29041,17.81%, 40.89%, 58.70%, 0.40%,680195
29043,8.56%, 53.93%, 45.37%, 0.70%,890173
29045,2.96%, 48.32%, 51.28%, 0.40%,7b0182
29047,3.15%, 47.71%, 50.86%, 1.42%,790381
29049,9.84%, 44.75%, 54.59%, 0.65%,72018b
29051,28.53%, 63.86%, 35.32%, 0.82%,a2025a
29053,8.91%, 54.25%, 45.34%, 0.41%,8a0173
29055,4.99%, 47.18%, 52.17%, 0.64%,780185
29057,9.00%, 54.31%, 45.31%, 0.38%,8a0073
29059,0.47%, 49.49%, 49.96%, 0.55%,7e017f
29061,7.90%, 45.79%, 53.69%, 0.52%,740188
29063,7.52%, 46.02%, 53.53%, 0.45%,750188
29065,9.22%, 45.05%, 54.27%, 0.69%,72018a
29067,14.38%, 56.82%, 42.45%, 0.73%,90016c
29069,36.32%, 31.73%, 68.06%, 0.21%,5000ad
29071,2.25%, 50.29%, 48.04%, 1.66%,80047a
29073,39.12%, 69.08%, 29.95%, 0.97%,b0024c
29075,11.82%, 43.92%, 55.74%, 0.35%,6f008e
29077,5.36%, 52.20%, 46.84%, 0.96%,850277
29079,0.93%, 50.18%, 49.25%, 0.57%,7f017d
29081,3.62%, 51.49%, 47.87%, 0.64%,83017a
29083,11.73%, 43.89%, 55.62%, 0.49%,6f018d
29085,0.18%, 49.72%, 49.54%, 0.74%,7e017e
29087,7.47%, 53.56%, 46.08%, 0.36%,880075
29089,24.01%, 37.61%, 61.62%, 0.78%,5f019d
29091,5.71%, 46.76%, 52.47%, 0.78%,770185
29093,19.87%, 39.81%, 59.68%, 0.52%,650198
29095,12.20%, 43.07%, 55.27%, 1.66%,6d048c
29097,6.77%, 53.15%, 46.38%, 0.48%,870176
29099,15.71%, 41.58%, 57.29%, 1.13%,6a0292
29101,0.34%, 49.14%, 49.47%, 1.39%,7d037e
29103,4.03%, 47.57%, 51.60%, 0.82%,790283
29105,3.71%, 47.99%, 51.69%, 0.32%,7a0083
29107,3.10%, 51.28%, 48.18%, 0.54%,82017a
29109,4.21%, 51.93%, 47.72%, 0.34%,840079
29111,11.19%, 44.10%, 55.28%, 0.62%,70018c
29113,10.96%, 43.99%, 54.95%, 1.06%,70028c
29115,13.52%, 43.03%, 56.55%, 0.41%,6d0190
29117,11.80%, 43.90%, 55.69%, 0.41%,6f018e
29119,2.65%, 48.28%, 50.93%, 0.79%,7b0281
29121,12.17%, 43.70%, 55.88%, 0.42%,6f018e
29123,12.28%, 43.59%, 55.88%, 0.53%,6f018e
29125,9.44%, 45.08%, 54.52%, 0.39%,72008b
29127,5.34%, 47.17%, 52.51%, 0.33%,780085
29129,6.89%, 46.44%, 53.33%, 0.23%,760087
29131,19.75%, 59.64%, 39.89%, 0.47%,980165
29133,31.92%, 33.87%, 65.79%, 0.33%,5600a7
29135,11.07%, 55.39%, 44.32%, 0.29%,8d0071
29137,31.27%, 34.09%, 65.35%, 0.56%,5601a6
29139,2.48%, 50.83%, 48.35%, 0.82%,81027b
29141,1.66%, 50.60%, 48.94%, 0.46%,81017c
29143,30.99%, 34.39%, 65.38%, 0.23%,5700a6
29145,0.68%, 49.94%, 49.26%, 0.80%,7f027d
29147,3.32%, 47.81%, 51.13%, 1.06%,790282
29149,38.85%, 30.23%, 69.07%, 0.70%,4d01b0
29151,22.95%, 61.19%, 38.24%, 0.57%,9c0161
29153,13.30%, 56.49%, 43.19%, 0.32%,90006e
29155,29.57%, 35.12%, 64.69%, 0.19%,5900a4
29157,18.57%, 59.06%, 40.49%, 0.45%,960167
29159,3.55%, 48.01%, 51.56%, 0.42%,7a0183
29161,0.86%, 49.18%, 50.04%, 0.78%,7d017f
29163,5.79%, 46.84%, 52.64%, 0.52%,770186
29165,3.21%, 47.51%, 50.73%, 1.76%,790481
29167,3.03%, 51.29%, 48.26%, 0.45%,82017b
29169,20.71%, 39.42%, 60.13%, 0.44%,640199
29171,13.61%, 56.63%, 43.02%, 0.35%,90006d
29173,26.72%, 36.23%, 62.95%, 0.81%,5c02a0
29175,23.68%, 37.91%, 61.59%, 0.51%,60019d
29177,31.70%, 33.72%, 65.42%, 0.86%,5502a6
29179,41.72%, 29.01%, 70.73%, 0.26%,4900b4
29181,22.07%, 38.63%, 60.71%, 0.66%,62019a
29183,8.30%, 53.60%, 45.30%, 1.10%,880273
29185,11.28%, 44.07%, 55.35%, 0.58%,70018d
29186,15.82%, 41.72%, 57.54%, 0.74%,6a0192
29187,11.63%, 44.01%, 55.63%, 0.36%,70008d
29189,11.06%, 54.57%, 43.51%, 1.93%,8b046e
29195,9.29%, 45.03%, 54.31%, 0.66%,72018a
29197,8.55%, 45.53%, 54.08%, 0.38%,740089
29199,5.92%, 46.73%, 52.65%, 0.62%,770186
29201,19.17%, 40.31%, 59.48%, 0.21%,660097
29203,32.68%, 33.29%, 65.97%, 0.74%,5401a8
29205,20.91%, 39.25%, 60.16%, 0.59%,640199
29207,20.85%, 39.45%, 60.30%, 0.25%,640099
29209,18.81%, 59.17%, 40.36%, 0.46%,960166
29211,3.84%, 47.75%, 51.58%, 0.67%,790183
29213,12.82%, 56.28%, 43.46%, 0.26%,8f006e
29215,16.21%, 41.63%, 57.84%, 0.52%,6a0193
29217,13.89%, 42.78%, 56.67%, 0.55%,6d0190
29219,19.34%, 59.19%, 39.85%, 0.96%,960265
29221,16.65%, 41.36%, 58.01%, 0.64%,690193
29223,20.65%, 39.59%, 60.25%, 0.16%,640099
29225,3.40%, 47.98%, 51.39%, 0.63%,7a0183
29227,11.32%, 44.08%, 55.40%, 0.51%,70018d
29229,9.95%, 54.87%, 44.92%, 0.21%,8b0072
29510,33.56%, 32.47%, 66.03%, 1.51%,5203a8
30001,40.87%, 69.46%, 28.59%, 1.95%,b10448
30003,9.56%, 44.49%, 54.05%, 1.46%,710389
30005,0.26%, 49.25%, 49.51%, 1.24%,7d037e
30007,18.93%, 59.04%, 40.10%, 0.86%,960266
30009,6.63%, 52.44%, 45.81%, 1.76%,850474
30011,22.02%, 57.41%, 35.39%,-,92005a
30013,2.00%, 50.11%, 48.11%, 1.78%,7f047a
30015,7.10%, 52.35%, 45.25%,-,850073
30017,12.31%, 55.25%, 42.94%, 1.81%,8c046d
30019,1.16%, 49.79%, 48.63%, 1.59%,7e047c
30021,8.83%, 53.21%, 44.38%,-,870071
30023,26.91%, 35.57%, 62.48%, 1.94%,5a049f
30025,4.84%, 51.98%, 47.13%, 0.89%,840278
30027,17.63%, 57.73%, 40.10%,-,930066
30029,14.15%, 55.69%, 41.53%,-,8e0069
30031,27.76%, 63.36%, 35.60%, 1.05%,a1025a
30033,38.18%, 67.79%, 29.61%,-,ac004b
30035,3.68%, 50.81%, 47.13%,-,810078
30037,8.26%, 53.08%, 44.82%,-,870072
30039,18.63%, 58.65%, 40.02%, 1.34%,950366
30041,8.32%, 45.10%, 53.42%, 1.49%,730388
30043,6.67%, 52.26%, 45.59%,-,850074
30045,2.29%, 50.12%, 47.83%,-,7f0079
30047,7.71%, 52.83%, 45.12%,-,860073
30049,11.00%, 54.84%, 43.84%, 1.32%,8b036f
30051,11.35%, 54.86%, 43.51%, 1.63%,8b046e
30053,2.05%, 48.02%, 50.07%, 1.91%,7a047f
30055,1.27%, 48.70%, 49.97%, 1.33%,7c037f
30057,31.34%, 64.67%, 33.33%, 1.99%,a40554
30059,21.41%, 60.17%, 38.76%, 1.06%,990262
30061,9.25%, 44.85%, 54.10%, 1.06%,720289
30063,3.93%, 51.36%, 47.43%, 1.22%,820378
30065,9.44%, 54.09%, 44.65%, 1.26%,890371
30067,15.98%, 57.16%, 41.18%, 1.66%,910469
30069,30.51%, 63.75%, 33.23%,-,a20054
30071,9.25%, 54.18%, 44.93%, 0.88%,8a0272
30073,8.03%, 52.89%, 44.86%,-,860072
30075,20.57%, 55.30%, 34.74%,-,8d0058
30077,10.44%, 54.56%, 44.12%, 1.32%,8b0370
30079,17.86%, 58.59%, 40.73%, 0.69%,950167
30081,15.99%, 56.29%, 40.30%,-,8f0066
30083,5.35%, 51.35%, 46.00%,-,820075
30085,6.08%, 46.38%, 52.47%, 1.15%,760285
30087,4.16%, 51.16%, 47.01%, 1.83%,820477
30089,0.36%, 48.60%, 48.24%,-,7b007b
30091,16.43%, 41.05%, 57.48%, 1.47%,680392
30093,20.26%, 39.28%, 59.53%, 1.19%,640397
30095,11.50%, 54.88%, 43.38%, 1.75%,8b046e
30097,38.16%, 68.41%, 30.26%, 1.33%,ae034d
30099,6.70%, 51.72%, 45.02%,-,830072
30101,14.94%, 56.43%, 41.49%,-,8f0069
30103,13.48%, 55.85%, 42.38%, 1.77%,8e046c
30105,3.39%, 50.82%, 47.43%, 1.75%,810478
30107,16.67%, 57.20%, 40.53%,-,910067
30109,6.37%, 44.57%, 50.94%,-,710081
30111,15.57%, 57.11%, 41.54%, 1.35%,910369
31001,20.75%, 59.37%, 38.62%, 2.00%,970562
31003,29.92%, 64.01%, 34.09%, 1.90%,a30456
31005,49.24%, 73.66%, 24.43%, 1.91%,bb043e
31007,13.84%, 54.78%, 40.94%, 4.29%,8b0a68
31009,35.07%, 66.59%, 31.52%, 1.90%,a90450
31011,20.54%, 59.21%, 38.67%, 2.12%,960562
31013,31.45%, 64.56%, 33.11%, 2.34%,a40554
31015,11.64%, 55.13%, 43.49%, 1.37%,8c036e
31017,37.25%, 67.59%, 30.34%, 2.07%,ac054d
31019,29.64%, 63.36%, 33.72%, 2.93%,a10755
31021,28.61%, 63.27%, 34.66%, 2.07%,a10558
31023,12.36%, 42.36%, 54.72%, 2.93%,6c078b
31025,8.43%, 53.31%, 44.88%, 1.81%,870472
31027,3.99%, 50.74%, 46.74%, 2.52%,810677
31029,21.73%, 59.16%, 37.43%, 3.41%,96085f
31031,40.44%, 68.83%, 28.38%, 2.79%,af0748
31033,15.30%, 56.39%, 41.09%, 2.52%,8f0668
31035,23.90%, 60.87%, 36.97%, 2.16%,9b055e
31037,16.93%, 57.34%, 40.41%, 2.26%,920567
31039,40.41%, 69.19%, 28.78%, 2.03%,b00549
31041,31.58%, 63.72%, 32.15%, 4.13%,a20a51
31043,6.79%, 52.67%, 45.89%, 1.44%,860375
31045,29.67%, 62.56%, 32.89%, 2.23%,9f0553
31047,37.80%, 67.79%, 29.99%, 2.22%,ac054c
31049,31.74%, 65.16%, 33.42%, 1.43%,a60355
31051,20.82%, 59.35%, 38.53%, 2.13%,970562
31053,25.54%, 62.03%, 36.48%, 1.49%,9e035d
31055,19.74%, 58.73%, 38.99%, 2.28%,950563
31057,25.10%, 61.28%, 36.18%, 2.53%,9c065c
31059,16.59%, 57.15%, 40.56%, 2.29%,910567
31061,10.59%, 54.09%, 43.50%, 2.40%,89066e
31063,24.83%, 60.80%, 35.96%, 3.24%,9b085b
31065,23.39%, 60.21%, 36.82%, 2.96%,99075d
31067,7.00%, 52.54%, 45.54%, 1.92%,850474
31069,33.50%, 64.36%, 30.86%, 2.36%,a4064e
31071,34.17%, 64.76%, 30.60%, 1.25%,a5034e
31073,31.91%, 64.82%, 32.90%, 2.28%,a50553
31075,44.39%, 70.40%, 26.01%, 3.59%,b30942
31077,5.27%, 46.05%, 51.32%, 2.63%,750682
31079,27.93%, 62.90%, 34.96%, 2.14%,a00559
31081,33.48%, 65.46%, 31.98%, 2.56%,a60651
31083,19.78%, 58.76%, 38.98%, 2.26%,950563
31085,20.72%, 59.14%, 38.42%, 2.45%,960661
31087,6.47%, 51.85%, 45.38%, 0.75%,840173
31089,31.03%, 64.21%, 33.18%, 2.61%,a30654
31091,53.40%, 76.35%, 22.95%, 0.70%,c2013a
31093,1.68%, 49.78%, 48.10%, 2.12%,7e057a
31095,11.69%, 54.88%, 43.18%, 1.94%,8b046e
31097,7.45%, 52.87%, 45.42%, 1.71%,860473
31099,19.56%, 58.58%, 39.02%, 2.40%,950663
31101,35.80%, 66.09%, 30.29%, 1.57%,a8044d
31103,23.99%, 60.72%, 36.73%, 2.55%,9a065d
31105,28.04%, 62.82%, 34.78%, 2.40%,a00658
31107,14.78%, 56.08%, 41.30%, 2.62%,8f0669
31109,15.54%, 56.47%, 40.94%, 0.41%,8f0168
31111,13.51%, 55.55%, 42.04%, 2.42%,8d066b
31113,17.61%, 57.29%, 39.68%, 3.04%,920765
31115,34.87%, 65.57%, 30.70%, 1.10%,a7024e
31117,35.14%, 66.37%, 31.23%, 2.40%,a9064f
31119,38.52%, 68.49%, 29.97%, 1.54%,ae034c
31121,23.47%, 60.21%, 36.74%, 3.05%,99075d
31123,15.97%, 56.79%, 40.82%, 2.40%,900668
31125,8.76%, 53.05%, 44.30%, 2.65%,870670
31127,19.38%, 59.06%, 39.67%, 1.27%,960365
31129,10.20%, 54.37%, 44.17%, 1.46%,8a0370
31131,20.51%, 59.56%, 39.06%, 1.38%,970363
31133,7.74%, 52.86%, 45.11%, 2.03%,860573
31135,21.77%, 59.49%, 37.72%, 2.79%,970760
31137,45.29%, 71.19%, 25.90%, 2.91%,b50742
31139,36.00%, 66.95%, 30.95%, 2.10%,aa054e
31141,31.52%, 64.56%, 33.04%, 2.41%,a40654
31143,19.88%, 58.86%, 38.98%, 2.16%,960563
31145,26.11%, 61.91%, 35.80%, 2.29%,9d055b
31147,12.49%, 55.43%, 42.94%, 1.63%,8d046d
31149,47.27%, 72.55%, 25.27%, 2.18%,b90540
31151,15.45%, 41.15%, 56.61%, 2.24%,680590
31153,22.99%, 60.44%, 37.46%, 2.10%,9a055f
31155,4.49%, 51.24%, 46.75%, 2.01%,820577
31157,22.58%, 60.05%, 37.48%, 2.47%,99065f
31159,10.25%, 54.12%, 43.87%, 2.02%,8a056f
31161,40.40%, 67.83%, 27.43%, 0.20%,ac0045
31163,6.83%, 44.67%, 51.51%, 1.77%,710483
31165,22.99%, 60.25%, 37.26%, 2.49%,99065f
31167,30.84%, 64.26%, 33.42%, 2.32%,a30555
31169,20.21%, 59.35%, 39.14%, 1.52%,970363
31171,51.28%, 73.29%, 22.01%, 1.92%,ba0438
31173,11.24%, 53.91%, 42.67%, 3.43%,89086c
31175,19.68%, 57.31%, 37.63%, 1.63%,92045f
31177,25.63%, 62.17%, 36.54%, 1.29%,9e035d
31179,38.62%, 67.99%, 29.37%, 2.64%,ad064a
31181,5.61%, 51.90%, 46.29%, 1.80%,840476
31183,29.36%, 62.84%, 33.49%, 1.61%,a00455
31185,42.17%, 69.62%, 27.45%, 2.93%,b10745
32001,12.55%, 53.04%, 40.49%, 2.47%,870667
32003,2.86%, 46.92%, 49.78%, 3.31%,77087e
32005,21.98%, 58.60%, 36.61%, 1.72%,95045d
32007,24.51%, 60.32%, 35.81%, 3.87%,99095b
32009,7.93%, 43.51%, 51.44%, 0.72%,6e0183
32011,23.34%, 58.24%, 34.90%, 2.36%,940658
32013,11.84%, 53.38%, 41.55%, 1.66%,880469
32015,3.83%, 49.96%, 46.13%, 3.92%,7f0975
32017,4.15%, 50.04%, 45.89%, 1.64%,7f0475
32019,4.85%, 49.69%, 44.83%, 1.75%,7e0472
32021,9.91%, 42.56%, 52.47%, 1.43%,6c0385
32023,9.69%, 42.53%, 52.22%, 1.78%,6c0485
32027,0.15%, 46.93%, 46.78%, 1.92%,770477
32029,5.66%, 43.08%, 48.74%, 0.79%,6d027c
32031,14.24%, 54.98%, 40.74%, 1.27%,8c0367
32033,12.46%, 41.27%, 53.73%, 0.45%,690189
32510,14.42%, 54.11%, 39.69%, 2.44%,890665
33001,22.97%, 60.78%, 37.81%, 1.42%,9a0360
33003,42.52%, 70.18%, 27.66%, 2.16%,b20546
33005,9.29%, 53.87%, 44.57%, 1.56%,890371
33007,1.99%, 48.46%, 50.45%, 1.09%,7b0280
33009,22.72%, 60.34%, 37.62%, 2.04%,99055f
33011,7.97%, 53.11%, 45.15%, 1.74%,870473
33013,18.74%, 58.62%, 39.87%, 1.51%,950365
33015,9.82%, 53.92%, 44.11%, 1.97%,890570
33017,0.01%, 48.86%, 48.85%, 2.28%,7c057c
33019,2.70%, 50.57%, 47.88%, 1.55%,80037a
34001,6.49%, 45.56%, 52.05%, 2.40%,740684
34003,13.32%, 55.86%, 42.54%, 1.60%,8e046c
34005,1.85%, 48.07%, 49.92%, 2.01%,7a057f
34007,13.32%, 42.33%, 55.65%, 2.02%,6b058d
34009,8.21%, 53.18%, 44.97%, 1.85%,870472
34011,17.16%, 40.84%, 58.00%, 1.17%,680293
34013,12.83%, 42.40%, 55.23%, 2.36%,6c068c
34015,5.10%, 46.33%, 51.43%, 2.24%,760583
34017,11.10%, 43.55%, 54.64%, 1.81%,6f048b
34019,21.31%, 59.50%, 38.20%, 2.30%,970561
34021,8.53%, 44.67%, 53.20%, 2.13%,710587
34023,3.87%, 47.14%, 51.01%, 1.85%,780482
34025,10.43%, 54.29%, 43.87%, 1.84%,8a046f
34027,24.47%, 61.45%, 36.98%, 1.57%,9c045e
34029,15.69%, 56.93%, 41.24%, 1.82%,910469
34031,5.36%, 51.20%, 45.84%, 2.97%,820774
34033,4.75%, 46.60%, 51.35%, 2.05%,760582
34035,16.73%, 57.15%, 40.43%, 2.42%,910667
34037,22.57%, 60.19%, 37.62%, 2.18%,99055f
34039,5.13%, 51.56%, 46.42%, 2.02%,830576
34041,3.37%, 50.67%, 47.29%, 2.04%,810578
35001,8.92%, 53.98%, 45.06%, 0.96%,890272
35003,7.51%, 53.18%, 45.67%, 1.15%,870274
35005,19.46%, 59.26%, 39.79%, 0.95%,970265
35006,0%,-,-,-,000000
35007,9.17%, 45.13%, 54.29%, 0.58%,73018a
35009,10.81%, 54.87%, 44.06%, 1.07%,8b0270
35011,3.53%, 47.93%, 51.47%, 0.60%,7a0183
35013,7.08%, 53.09%, 46.01%, 0.89%,870275
35015,8.14%, 45.59%, 53.73%, 0.68%,740189
35017,11.59%, 43.90%, 55.49%, 0.61%,6f018d
35019,13.53%, 42.68%, 56.22%, 1.10%,6c028f
35021,15.04%, 57.08%, 42.04%, 0.88%,91026b
35023,2.56%, 48.56%, 51.12%, 0.33%,7b0082
35025,14.51%, 56.82%, 42.31%, 0.87%,90026b
35027,24.04%, 61.64%, 37.59%, 0.77%,9d015f
35028,29.84%, 64.43%, 34.59%, 0.98%,a40258
35029,1.59%, 50.25%, 48.65%, 1.10%,80027c
35031,19.31%, 39.83%, 59.14%, 1.04%,650296
35033,22.62%, 38.29%, 60.91%, 0.80%,61029b
35035,5.12%, 52.10%, 46.98%, 0.92%,840277
35037,0.86%, 49.08%, 49.94%, 0.98%,7d027f
35039,37.44%, 30.75%, 68.19%, 1.06%,4e02ad
35041,2.46%, 50.85%, 48.39%, 0.76%,81017b
35043,10.38%, 44.34%, 54.72%, 0.94%,71028b
35045,11.37%, 55.13%, 43.77%, 1.10%,8c026f
35047,24.00%, 37.17%, 61.17%, 1.66%,5e049b
35049,9.81%, 44.53%, 54.34%, 1.13%,71028a
35051,3.10%, 51.04%, 47.95%, 1.01%,82027a
35053,6.90%, 45.86%, 52.76%, 1.38%,740386
35055,18.65%, 40.07%, 58.72%, 1.21%,660395
35057,2.12%, 48.54%, 50.66%, 0.80%,7b0281
35059,7.95%, 53.30%, 45.35%, 1.35%,870373
35061,4.32%, 47.43%, 51.75%, 0.82%,780283
36001,1.42%, 48.87%, 50.29%, 0.84%,7c0280
36003,31.29%, 65.35%, 34.06%, 0.59%,a60156
36005,42.07%, 28.70%, 70.77%, 0.52%,4901b4
36007,11.60%, 55.53%, 43.93%, 0.54%,8d0170
36009,17.06%, 58.25%, 41.19%, 0.55%,940169
36011,19.28%, 59.31%, 40.03%, 0.66%,970166
36013,10.23%, 54.90%, 44.68%, 0.42%,8b0171
36015,9.03%, 54.28%, 45.25%, 0.47%,8a0173
36017,25.35%, 62.43%, 37.08%, 0.49%,9f015e
36019,14.31%, 56.94%, 42.63%, 0.42%,91016c
36021,20.16%, 59.72%, 39.56%, 0.71%,980164
36023,23.36%, 61.32%, 37.96%, 0.72%,9c0160
36025,26.17%, 62.76%, 36.59%, 0.66%,a0015d
36027,15.29%, 56.94%, 41.65%, 1.41%,91036a
36029,2.01%, 48.65%, 50.66%, 0.69%,7c0181
36031,21.62%, 60.59%, 38.97%, 0.44%,9a0163
36033,9.89%, 54.77%, 44.87%, 0.36%,8b0072
36035,13.12%, 56.23%, 43.10%, 0.67%,8f016d
36037,14.74%, 57.04%, 42.30%, 0.65%,91016b
36039,18.84%, 59.02%, 40.18%, 0.80%,960266
36041,37.21%, 68.43%, 31.22%, 0.36%,ae004f
36043,8.76%, 54.14%, 45.37%, 0.49%,8a0173
36045,20.27%, 59.95%, 39.68%, 0.36%,980065
36047,37.26%, 31.08%, 68.34%, 0.58%,4f01ae
36049,21.55%, 60.62%, 39.07%, 0.30%,9a0063
36051,18.54%, 58.96%, 40.43%, 0.61%,960167
36053,27.86%, 63.74%, 35.87%, 0.39%,a2005b
36055,10.73%, 55.14%, 44.40%, 0.46%,8c0171
36057,8.13%, 53.70%, 45.57%, 0.74%,880174
36059,4.14%, 51.78%, 47.64%, 0.58%,840179
36061,47.68%, 25.54%, 73.22%, 1.24%,4103ba
36063,2.70%, 51.09%, 48.39%, 0.52%,82017b
36065,9.32%, 54.40%, 45.08%, 0.52%,8a0172
36067,20.45%, 59.96%, 39.51%, 0.52%,980164
36069,19.96%, 59.59%, 39.63%, 0.79%,970265
36071,10.28%, 54.80%, 44.51%, 0.69%,8b0171
36073,20.42%, 59.87%, 39.45%, 0.68%,980164
36075,18.82%, 59.19%, 40.36%, 0.45%,960166
36077,20.24%, 59.77%, 39.54%, 0.69%,980164
36079,21.36%, 60.31%, 38.95%, 0.73%,990163
36081,21.60%, 38.95%, 60.54%, 0.51%,63019a
36083,16.15%, 57.76%, 41.60%, 0.64%,93016a
36085,8.67%, 54.11%, 45.45%, 0.44%,890173
36087,3.36%, 51.30%, 47.93%, 0.77%,82017a
36089,11.88%, 55.71%, 43.83%, 0.46%,8e016f
36091,23.25%, 61.29%, 38.04%, 0.68%,9c0161
36093,11.98%, 54.58%, 42.60%, 2.82%,8b076c
36095,15.21%, 57.16%, 41.95%, 0.89%,91026a
36097,19.22%, 59.35%, 40.13%, 0.51%,970166
36099,14.17%, 56.70%, 42.53%, 0.77%,90016c
36101,22.30%, 60.93%, 38.63%, 0.44%,9b0162
36103,8.83%, 54.10%, 45.27%, 0.63%,890173
36105,1.71%, 48.79%, 50.50%, 0.70%,7c0180
36107,25.70%, 62.58%, 36.89%, 0.53%,9f015e
36109,9.26%, 53.93%, 44.67%, 1.40%,890371
36111,7.80%, 53.44%, 45.64%, 0.92%,880274
36113,33.24%, 66.39%, 33.15%, 0.46%,a90154
36115,31.34%, 65.40%, 34.06%, 0.54%,a60156
36117,23.02%, 61.24%, 38.22%, 0.55%,9c0161
36119,9.20%, 54.26%, 45.06%, 0.68%,8a0172
36121,25.67%, 62.59%, 36.92%, 0.49%,9f015e
36123,33.09%, 66.30%, 33.21%, 0.49%,a90154
37001,15.52%, 41.94%, 57.46%, 0.60%,6a0192
37003,6.28%, 46.73%, 53.00%, 0.27%,770087
37005,24.85%, 37.40%, 62.26%, 0.34%,5f009e
37007,49.64%, 25.04%, 74.68%, 0.28%,3f00be
