id,margin,coolidge,davis,other,lafollette,hex_color
13043,84.39%, 5.20%, 89.59%,5.2%, 5.20%,0d0de4
13045,49.57%, 20.72%, 70.29%,8.98%, 8.98%,3416b3
13047,44.96%, 25.97%, 70.92%,3.11%, 3.11%,4207b4
13049,73.60%, 11.24%, 84.83%,3.93%, 3.93%,1c0ad8
13051,49.44%, 20.42%, 69.86%,9.72%, 9.72%,3418b2
13053,85.46%, 6.17%, 91.63%,2.2%, 2.20%,0f05e9
13055,58.37%, 19.99%, 78.36%,1.65%,-,3204c7
13057,16.43%, 39.99%, 56.42%,3.59%, 3.59%,65098f
13059,67.90%, 14.35%, 82.26%,3.39%, 3.39%,2408d1
13061,58.91%, 15.41%, 74.32%,10.27%, 10.27%,271abd
13063,50.25%, 11.68%, 69.29%,19.04%, 19.04%,1d30b0
13065,82.26%, 4.91%, 88.68%,6.42%, 6.42%,0c10e2
13067,52.25%, 18.95%, 71.20%,9.84%, 9.84%,3019b5
13069,66.46%, 9.54%, 78.46%,12.0%, 12.00%,181ec8
13071,71.12%, 10.67%, 81.79%,7.54%, 7.54%,1b13d0
13073,55.33%, 15.67%, 71.00%,13.33%, 13.33%,2721b5
13075,78.83%, 7.57%, 86.40%,6.02%, 6.02%,130fdc
13077,84.42%, 6.00%, 90.42%,3.58%, 3.58%,0f09e6
13079,90.11%,-, 94.12%,5.88%, 4.01%,000ef0
13081,87.82%, 4.41%, 92.23%,3.36%, 3.36%,0b08eb
13083,59.92%, 16.06%, 75.98%,7.96%, 7.96%,2814c1
13085,2.75%, 48.35%, 51.10%,0.55%,-,7b0182
13087,52.71%, 16.38%, 69.09%,14.53%, 14.53%,2925b0
13089,52.05%, 18.20%, 70.26%,11.54%, 11.54%,2e1db3
13091,89.11%, 5.19%, 94.30%,0.51%,-,0d01f0
13093,85.56%, 7.06%, 92.62%,0.31%,-,1200ec
13095,68.34%, 12.71%, 81.05%,6.24%, 6.24%,200fce
13097,38.43%, 14.96%, 61.74%,23.3%, 23.30%,263b9d
13099,66.44%, 5.06%, 80.69%,14.25%, 14.25%,0c24cd
13101,95.15%, 2.22%, 97.37%,0.4%,-,0501f8
13103,73.40%, 9.61%, 83.00%,7.39%, 7.39%,1812d3
13105,64.72%, 5.59%, 79.56%,14.84%, 14.84%,0e25ca
13107,86.69%, 5.04%, 91.73%,3.23%, 3.23%,0c08e9
13109,92.87%, 2.54%, 95.41%,2.05%, 2.05%,0605f3
13111,20.90%, 60.40%, 39.49%,0.11%,-,9a0064
13113,66.56%, 7.43%, 79.57%,13.0%, 13.00%,1221ca
13115,55.76%, 18.05%, 73.81%,8.14%, 8.14%,2e14bc
13117,40.49%, 28.93%, 69.42%,1.65%,-,4904b1
13119,59.55%, 12.93%, 73.31%,13.76%, 13.76%,2023ba
13121,36.41%, 25.55%, 61.96%,12.49%, 12.49%,411f9d
13123,8.06%, 54.03%, 45.97%,0.0%,-,890075
13125,20.98%, 12.68%, 54.15%,33.17%, 33.17%,20548a
13127,33.92%, 29.18%, 63.09%,7.73%, 7.73%,4a13a0
13129,35.67%, 29.63%, 65.30%,5.07%, 5.07%,4b0ca6
13131,85.71%, 6.35%, 92.06%,1.59%,-,1004ea
13133,52.75%, 9.86%, 71.45%,18.69%, 18.69%,192fb6
13135,60.27%, 15.52%, 75.79%,8.7%, 8.70%,2716c1
13137,40.77%, 27.01%, 67.79%,5.2%, 5.20%,440dac
13139,59.47%, 15.57%, 75.04%,9.39%, 9.39%,2717bf
13141,81.17%, 7.14%, 88.31%,4.55%, 4.55%,120be1
13143,17.81%, 54.01%, 36.19%,9.8%, 9.80%,89185c
13145,80.66%, 3.87%, 88.39%,7.74%, 7.74%,0913e1
13147,59.27%, 5.82%, 76.72%,17.46%, 17.46%,0e2cc3
13149,79.13%, 9.49%, 88.62%,1.9%,-,1804e1
13151,73.81%, 7.42%, 83.19%,9.38%, 9.38%,1217d4
13153,89.88%, 4.39%, 94.27%,1.35%,-,0b03f0
13155,71.91%, 10.80%, 82.72%,6.48%, 6.48%,1b10d2
13157,70.10%, 11.70%, 81.80%,6.51%, 6.51%,1d10d0
13159,72.38%, 12.95%, 85.33%,1.71%,-,2104d9
13161,49.70%, 23.35%, 73.05%,3.59%, 3.59%,3b09ba
13163,58.50%, 15.10%, 73.61%,11.29%, 11.29%,261cbb
13165,73.33%, 6.67%, 83.33%,10.0%, 10.00%,1119d4
13167,63.16%, 14.18%, 77.34%,8.48%, 8.48%,2415c5
13169,87.58%, 5.87%, 93.45%,0.68%,-,0e01ee
13171,83.73%, 5.72%, 89.46%,4.82%, 4.82%,0e0ce4
13173,76.92%, 11.41%, 88.34%,0.25%,-,1d00e1
13175,77.44%, 9.31%, 86.76%,3.93%, 3.93%,170add
13177,76.73%, 9.39%, 86.12%,4.49%, 4.49%,170bdb
13179,69.95%, 9.38%, 80.29%,10.34%, 10.34%,171acc
13181,43.59%, 9.57%, 67.01%,23.42%, 23.42%,183baa
13183,80.32%, 3.37%, 88.48%,8.16%, 8.16%,0814e1
13185,85.55%, 4.71%, 90.42%,4.87%, 4.87%,0c0ce6
13187,51.46%, 23.22%, 74.69%,2.09%, 2.09%,3b05be
13189,1.96%, 6.61%, 47.68%,45.71%, 45.71%,107479
13191,47.98%, 25.43%, 73.41%,1.16%,-,4002bb
13193,79.60%, 6.93%, 86.53%,6.53%, 6.53%,1110dc
13195,55.83%, 17.64%, 73.47%,8.89%, 8.89%,2c16bb
13197,75.08%, 9.66%, 84.74%,5.61%, 5.61%,180ed8
13199,40.87%, 7.74%, 66.57%,25.69%, 25.69%,1341a9
13201,44.26%, 24.59%, 68.85%,6.56%, 6.56%,3e10af
13205,81.74%, 6.09%, 87.83%,6.09%, 6.09%,0f0fdf
13207,79.27%, 8.34%, 87.61%,4.04%, 4.04%,150adf
13209,58.72%, 19.21%, 77.92%,2.87%, 2.87%,3007c6
13211,61.46%, 16.41%, 77.86%,5.73%, 5.73%,290ec6
13213,11.10%, 42.33%, 53.43%,4.25%, 4.25%,6b0a88
13215,76.56%, 9.03%, 85.59%,5.38%, 5.38%,170dda
13217,60.74%, 14.63%, 75.37%,10.0%, 10.00%,2519c0
13219,56.07%, 11.89%, 72.09%,16.02%, 16.02%,1e28b7
13221,82.39%, 6.56%, 88.96%,4.48%, 4.48%,100be2
13223,4.44%, 40.95%, 45.40%,13.65%, 13.65%,682273
13225,0%,-,-,0.0%,-,000000
13227,20.71%, 60.25%, 39.54%,0.21%,-,990064
13229,62.67%, 16.57%, 79.24%,4.19%, 4.19%,2a0aca
13231,81.65%, 4.07%, 88.79%,7.14%, 7.14%,0a12e2
13233,22.35%, 33.38%, 55.73%,10.9%, 10.90%,551b8e
13235,83.94%, 5.89%, 89.84%,4.27%, 4.27%,0f0ae5
13237,96.15%,-, 97.65%,2.35%,-,0005f9
13239,86.67%, 5.33%, 92.00%,2.67%, 2.67%,0d06ea
13241,56.83%, 19.73%, 76.56%,3.71%, 3.71%,3209c3
13243,65.55%, 13.41%, 78.96%,7.62%, 7.62%,2213c9
13245,22.71%, 33.71%, 56.43%,9.86%, 9.86%,55198f
13247,81.57%, 5.53%, 88.02%,6.45%, 6.45%,0e10e0
13249,90.39%, 4.27%, 94.66%,1.07%,-,0a02f1
13251,46.55%, 25.15%, 71.70%,3.14%, 3.14%,4008b6
13253,72.24%, 9.80%, 82.04%,8.16%, 8.16%,1814d1
13255,82.32%, 5.28%, 88.52%,6.2%, 6.20%,0d0fe1
13257,80.63%, 6.68%, 87.31%,6.01%, 6.01%,110fde
13259,80.65%, 5.16%, 87.74%,7.1%, 7.10%,0d12df
13261,75.31%, 8.48%, 83.79%,7.73%, 7.73%,1513d5
13263,87.07%, 6.27%, 93.35%,0.38%,-,0f00ee
13265,57.00%,-, 77.82%,22.19%, 20.82%,0038c6
13267,72.32%, 5.02%, 83.65%,11.33%, 11.33%,0c1cd5
13269,56.38%, 19.75%, 76.13%,4.12%, 4.12%,320ac2
13271,63.63%, 15.03%, 78.66%,6.32%, 6.32%,2610c8
13273,84.05%, 6.47%, 90.52%,3.02%, 3.02%,1007e6
13275,79.63%, 7.86%, 87.49%,4.65%, 4.65%,140bdf
13277,81.01%, 5.55%, 87.73%,6.72%, 6.72%,0e11df
13279,74.60%, 8.47%, 83.07%,8.47%, 8.47%,1515d3
13281,11.73%, 55.76%, 44.02%,0.22%,-,8e0070
13283,77.38%, 10.71%, 88.10%,1.19%,-,1b03e0
13285,74.64%, 9.80%, 84.44%,5.76%, 5.76%,180ed7
13287,32.09%, 30.97%, 63.06%,5.97%, 5.97%,4e0fa0
13289,77.78%, 8.02%, 85.80%,6.17%, 6.17%,140fda
13291,4.72%, 45.88%, 50.61%,3.51%, 3.51%,740881
13293,72.98%, 6.37%, 83.30%,10.33%, 10.33%,101ad4
13295,32.26%, 32.86%, 65.12%,2.02%, 2.02%,5305a6
13297,76.39%, 8.78%, 85.17%,6.05%, 6.05%,160fd9
13299,60.82%, 10.82%, 75.00%,14.18%, 14.18%,1b24bf
13301,40.05%, 9.30%, 65.37%,25.32%, 25.32%,1740a6
13303,65.08%, 13.47%, 78.55%,7.98%, 7.98%,2214c8
13305,69.18%, 6.56%, 81.31%,12.13%, 12.13%,101ecf
13307,81.25%, 6.25%, 87.50%,6.25%, 6.25%,0f0fdf
13309,77.68%,-, 88.84%,11.16%, 11.16%,001ce2
13311,48.92%, 24.31%, 73.23%,2.46%, 2.46%,3d06ba
13313,28.46%, 33.47%, 61.92%,4.61%, 4.61%,550b9d
13315,80.20%, 4.29%, 87.96%,7.76%, 7.76%,0a13e0
13317,59.63%, 4.09%, 77.77%,18.14%, 18.14%,0a2ec6
13319,64.59%, 15.86%, 80.45%,3.68%, 3.68%,2809cd
13321,74.01%, 5.47%, 84.27%,10.26%, 10.26%,0d1ad6
15001,0%,-,-,0.0%,-,000000
15003,0%,-,-,0.0%,-,000000
15005,0%,-,-,0.0%,-,000000
15007,0%,-,-,0.0%,-,000000
15009,0%,-,-,0.0%,-,000000
16001,25.95%, 54.47%, 17.01%,28.52%, 28.52%,8a482b
16003,5.31%, 42.24%, 20.82%,36.94%, 36.94%,6b5e35
16005,6.03%, 44.99%, 16.05%,38.96%, 38.96%,726328
16007,24.55%, 54.19%, 29.63%,16.18%, 16.18%,8a294b
16009,6.86%, 46.98%, 12.90%,40.12%, 40.12%,776620
16011,20.72%, 53.45%, 13.82%,32.73%, 32.73%,885323
16013,10.74%, 41.59%, 30.85%,27.56%, 27.56%,6a464e
16015,7.98%, 43.02%, 21.95%,35.03%, 35.03%,6d5937
16017,6.89%, 40.19%, 12.73%,47.08%, 47.08%,667820
16019,15.27%, 53.62%, 8.02%,38.35%, 38.35%,886114
16021,7.76%, 46.97%, 13.82%,39.21%, 39.21%,776323
16023,14.06%, 46.01%, 22.05%,31.95%, 31.95%,755138
16025,11.86%, 35.26%, 17.63%,47.11%, 47.11%,59782c
16027,13.50%, 38.40%, 9.70%,51.9%, 51.90%,618418
16029,34.72%, 58.80%, 17.13%,24.07%, 24.07%,953d2b
16031,17.80%, 52.01%, 13.78%,34.21%, 34.21%,845723
16033,44.96%, 69.47%, 6.02%,24.51%, 24.51%,b13e0f
16035,11.09%, 47.47%, 16.16%,36.38%, 36.38%,795c29
16037,15.02%, 45.99%, 30.97%,23.03%, 23.03%,753a4e
16039,5.64%, 38.01%, 18.35%,43.64%, 43.64%,606f2e
16041,24.31%, 51.87%, 20.58%,27.55%, 27.55%,844634
16043,5.04%, 45.30%, 14.45%,40.26%, 40.26%,736624
16045,2.74%, 41.31%, 14.64%,44.05%, 44.05%,697025
16047,8.32%, 45.42%, 17.47%,37.1%, 37.10%,735e2c
16049,1.85%, 38.17%, 21.81%,40.02%, 40.02%,616637
16051,11.11%, 50.07%, 10.96%,38.96%, 38.96%,7f631b
16053,9.25%, 46.76%, 15.74%,37.51%, 37.51%,775f28
16055,0.45%, 44.84%, 10.77%,44.39%, 44.39%,72711b
16057,18.90%, 52.28%, 14.35%,33.37%, 33.37%,855524
16059,30.47%, 54.38%, 23.92%,21.7%, 21.70%,8a373c
16061,5.14%, 32.44%, 29.99%,37.57%, 37.57%,525f4c
16063,20.82%, 54.36%, 12.10%,33.54%, 33.54%,8a551e
16065,30.46%, 53.82%, 22.83%,23.36%, 23.36%,893b3a
16067,12.37%, 39.92%, 7.79%,52.29%, 52.29%,658513
16069,7.69%, 42.42%, 22.85%,34.73%, 34.73%,6c583a
16071,9.36%, 42.81%, 23.73%,33.45%, 33.45%,6d553c
16073,6.93%, 36.53%, 20.01%,43.46%, 43.46%,5d6e33
16075,11.15%, 47.39%, 16.38%,36.23%, 36.23%,785c29
16077,4.16%, 43.13%, 17.89%,38.97%, 38.97%,6d632d
16079,16.08%, 51.02%, 14.04%,34.94%, 34.94%,825923
16081,26.97%, 55.70%, 15.58%,28.73%, 28.73%,8e4927
16083,20.17%, 51.04%, 18.09%,30.87%, 30.87%,824e2e
16085,1.00%, 40.57%, 17.86%,41.57%, 41.57%,676a2d
16087,4.44%, 41.33%, 21.77%,36.9%, 36.90%,695e37
17001,5.56%, 40.92%, 35.35%,23.729999999999997%, 23.33%,683c5a
17003,23.76%, 58.10%, 34.34%,7.56%, 7.46%,941357
17005,23.43%, 56.88%, 33.45%,9.680000000000001%, 9.13%,911855
17007,56.27%, 75.37%, 5.38%,19.25%, 19.11%,c0310d
17009,12.98%, 41.49%, 54.46%,4.05%, 3.52%,690a8a
17011,33.76%, 60.38%, 12.74%,26.89%, 26.62%,994420
17013,0.89%, 48.12%, 47.23%,4.66%, 4.24%,7a0b78
17015,30.18%, 60.93%, 8.06%,31.0%, 30.75%,9b4f14
17017,3.02%, 41.23%, 38.21%,20.56%, 20.32%,693461
17019,39.79%, 62.81%, 23.02%,14.17%, 13.89%,a0243a
17021,9.79%, 46.08%, 36.29%,17.64%, 17.07%,752c5c
17023,5.75%, 51.55%, 45.79%,2.6599999999999997%, 2.30%,830674
17025,6.43%, 49.60%, 43.17%,7.22%, 6.92%,7e126e
17027,19.11%, 29.69%, 21.32%,48.989999999999995%, 48.80%,4b7c36
17029,18.42%, 54.90%, 36.49%,8.610000000000001%, 8.39%,8b155d
17031,41.56%, 61.87%, 20.31%,17.82%, 17.61%,9d2d33
17033,6.44%, 51.25%, 44.81%,3.94%, 3.86%,820a72
17035,5.95%, 51.09%, 45.14%,3.77%, 3.60%,820973
17037,64.36%, 76.40%, 11.20%,12.389999999999999%, 12.03%,c21f1c
17039,27.51%, 58.77%, 31.27%,9.959999999999999%, 9.61%,95194f
17041,23.81%, 55.65%, 31.84%,12.5%, 12.02%,8d1f51
17043,53.97%, 72.81%, 8.15%,19.03%, 18.84%,b93014
17045,8.93%, 52.31%, 43.38%,4.300000000000001%, 4.15%,850a6e
17047,43.09%, 69.59%, 26.49%,3.92%, 3.54%,b10943
17049,8.12%, 39.18%, 47.30%,13.52%, 13.27%,632278
17051,3.31%, 48.43%, 45.13%,6.4399999999999995%, 6.06%,7b1073
17053,54.03%, 70.53%, 16.50%,12.97%, 12.82%,b3212a
17055,5.77%, 39.59%, 33.82%,26.580000000000002%, 25.14%,644356
17057,20.38%, 48.35%, 27.96%,23.7%, 23.16%,7b3c47
17059,12.96%, 39.16%, 52.12%,8.719999999999999%, 8.04%,631684
17061,12.63%, 39.73%, 52.35%,7.92%, 7.74%,651485
17063,39.17%, 63.97%, 10.94%,25.08%, 24.79%,a33f1b
17065,8.43%, 44.02%, 52.44%,3.54%, 3.31%,700985
17067,11.56%, 51.83%, 40.27%,7.8999999999999995%, 7.47%,841466
17069,0.71%, 49.06%, 48.34%,2.6%, 2.49%,7d067b
17071,52.54%, 72.87%, 20.32%,6.8%, 6.50%,b91133
17073,55.73%, 72.39%, 10.69%,16.919999999999998%, 16.65%,b82b1b
17075,44.39%, 64.07%, 19.68%,16.25%, 16.01%,a32932
17077,13.18%, 49.30%, 36.12%,14.57%, 14.16%,7d255c
17079,1.78%, 47.37%, 49.15%,3.48%, 3.14%,78087d
17081,7.02%, 44.57%, 51.59%,3.84%, 3.59%,710983
17083,4.75%, 44.44%, 49.19%,6.38%, 6.05%,71107d
17085,16.41%, 50.36%, 15.29%,34.35%, 33.95%,805726
17087,26.03%, 60.59%, 34.57%,4.84%, 4.62%,9a0c58
17089,61.13%, 76.34%, 8.21%,15.46%, 15.21%,c22714
17091,48.85%, 67.47%, 13.47%,19.06%, 18.61%,ac3022
17093,69.36%, 79.68%, 9.80%,10.52%, 10.32%,cb1a18
17095,45.35%, 65.89%, 13.30%,20.810000000000002%, 20.55%,a83521
17097,60.28%, 75.48%, 8.31%,16.2%, 15.20%,c02915
17099,38.77%, 60.47%, 17.55%,21.98%, 21.70%,9a382c
17101,5.63%, 51.50%, 45.87%,2.63%,-,830674
17103,49.73%, 69.36%, 19.63%,11.01%, 10.69%,b01c32
17105,45.15%, 64.53%, 19.37%,16.1%, 15.89%,a42931
17107,27.15%, 57.16%, 30.01%,12.83%, 12.44%,91204c
17109,28.35%, 60.99%, 32.63%,6.38%, 6.06%,9b1053
17111,45.23%, 67.24%, 10.54%,22.23%, 22.01%,ab381a
17113,32.87%, 55.95%, 23.07%,20.98%, 20.73%,8e353a
17115,35.81%, 60.22%, 24.40%,15.370000000000001%, 15.07%,99273e
17117,7.38%, 39.24%, 28.08%,32.67%, 31.86%,645347
17119,16.88%, 47.61%, 30.74%,21.650000000000002%, 21.42%,79374e
17121,8.38%, 44.01%, 35.63%,20.36%, 19.96%,70335a
17123,30.01%, 58.41%, 28.40%,13.190000000000001%, 12.73%,942148
17125,14.76%, 52.72%, 37.96%,9.309999999999999%, 9.04%,861760
17127,51.07%, 71.44%, 20.37%,8.19%, 7.75%,b61433
17129,18.73%, 56.18%, 37.45%,6.36%, 6.11%,8f105f
17131,47.65%, 68.30%, 20.66%,11.040000000000001%, 10.82%,ae1c34
17133,20.66%, 48.35%, 27.70%,23.95%, 23.73%,7b3d46
17135,14.14%, 47.26%, 33.12%,19.62%, 19.00%,783254
17137,16.86%, 55.40%, 38.54%,6.0600000000000005%, 5.91%,8d0f62
17139,10.58%, 53.10%, 42.52%,4.39%, 3.98%,870b6c
17141,56.97%, 71.61%, 13.48%,14.91%, 14.64%,b62622
17143,32.33%, 58.55%, 14.71%,26.73%, 26.22%,954425
17145,7.39%, 39.76%, 32.37%,27.87%, 27.30%,654752
17147,34.98%, 64.31%, 29.34%,6.3500000000000005%, 5.99%,a3104a
17149,3.98%, 45.59%, 49.57%,4.8500000000000005%, 4.40%,740c7e
17151,36.41%, 66.51%, 30.10%,3.38%, 3.26%,a9084c
17153,30.37%, 61.57%, 31.20%,7.23%, 7.16%,9d124f
17155,35.08%, 61.50%, 11.72%,26.78%, 26.42%,9c441d
17157,7.29%, 41.61%, 34.32%,24.07%, 23.81%,6a3d57
17159,5.41%, 50.07%, 44.66%,5.26%, 4.79%,7f0d71
17161,25.93%, 57.69%, 10.19%,32.13%, 31.76%,935119
17163,16.59%, 45.85%, 29.26%,24.89%, 24.45%,743f4a
17165,15.82%, 47.03%, 31.21%,21.759999999999998%, 21.20%,77374f
17167,23.77%, 51.58%, 27.81%,20.6%, 19.92%,833446
17169,2.22%, 46.21%, 48.43%,5.37%, 5.05%,750d7b
17171,5.28%, 50.49%, 45.21%,4.3100000000000005%, 4.08%,800a73
17173,2.92%, 48.13%, 45.21%,6.67%, 6.16%,7a1173
17175,50.42%, 71.07%, 20.65%,8.28%, 8.17%,b51534
17177,21.89%, 53.27%, 15.12%,31.61%, 31.38%,875026
17179,27.96%, 52.11%, 23.49%,24.41%, 24.15%,843e3b
17181,18.28%, 39.16%, 57.44%,3.4%, 3.28%,630892
17183,29.89%, 54.64%, 19.70%,25.66%, 24.75%,8b4132
17185,2.17%, 45.61%, 43.44%,10.940000000000001%, 10.48%,741b6e
17187,42.10%, 65.07%, 22.97%,11.959999999999999%, 11.53%,a51e3a
17189,28.30%, 56.43%, 28.13%,15.44%, 15.03%,8f2747
17191,7.37%, 52.70%, 45.34%,1.96%,-,860473
17193,7.06%, 44.71%, 51.77%,3.5100000000000002%, 3.29%,720884
17195,60.83%, 74.04%, 12.56%,13.4%, 13.21%,bc2220
17197,41.90%, 64.16%, 13.26%,22.59%, 22.26%,a33921
17199,15.70%, 45.27%, 29.57%,25.16%, 24.72%,73404b
17201,50.44%, 71.32%, 7.23%,21.439999999999998%, 20.88%,b53612
17203,32.98%, 57.48%, 24.49%,18.04%, 17.77%,922e3e
18001,12.04%, 41.34%, 53.38%,5.27%, 4.85%,690d88
18003,17.10%, 54.12%, 37.03%,8.85%, 8.35%,8a165e
18005,15.82%, 56.62%, 40.80%,2.59%, 2.33%,900668
18007,20.50%, 58.14%, 37.64%,4.22%, 3.86%,940a5f
18009,6.60%, 51.10%, 44.50%,4.3999999999999995%, 3.80%,820b71
18011,6.64%, 52.57%, 45.93%,1.5%,-,860375
18013,23.11%, 36.93%, 60.04%,3.03%, 2.30%,5e0799
18015,10.40%, 53.52%, 43.11%,3.37%, 2.99%,88086d
18017,26.22%, 55.89%, 29.67%,14.44%, 13.95%,8e244b
18019,6.31%, 51.70%, 45.38%,2.9200000000000004%, 2.74%,830773
18021,4.97%, 48.86%, 43.88%,7.26%, 6.92%,7c126f
18023,10.09%, 53.88%, 43.79%,2.33%,-,89056f
18025,10.49%, 43.08%, 53.57%,3.34%, 2.76%,6d0888
18027,6.95%, 51.42%, 44.46%,4.12%, 3.90%,830a71
18029,2.71%, 48.11%, 45.41%,6.4799999999999995%, 6.10%,7a1073
18031,8.79%, 52.94%, 44.15%,2.91%, 2.65%,860770
18033,17.57%, 54.63%, 37.05%,8.32%, 7.82%,8b155e
18035,28.20%, 61.74%, 33.55%,4.71%, 3.29%,9d0c55
18037,33.18%, 30.53%, 63.71%,5.76%, 5.68%,4d0ea2
18039,41.21%, 64.50%, 23.29%,12.209999999999999%, 11.54%,a41f3b
18041,27.57%, 62.16%, 34.58%,3.2600000000000002%, 2.87%,9e0858
18043,1.64%, 46.50%, 48.15%,5.359999999999999%, 5.10%,760d7a
18045,5.50%, 51.28%, 45.78%,2.9400000000000004%, 2.66%,820774
18047,8.34%, 44.43%, 52.78%,2.79%, 2.56%,710786
18049,13.92%, 55.53%, 41.61%,2.86%, 2.46%,8d076a
18051,6.65%, 49.62%, 42.98%,7.4%, 6.94%,7e126d
18053,20.16%, 55.10%, 34.95%,9.95%, 9.29%,8c1959
18055,4.85%, 45.93%, 41.09%,12.979999999999999%, 12.62%,752168
18057,31.99%, 64.91%, 32.92%,2.17%,-,a50553
18059,3.50%, 47.27%, 50.77%,1.95%,-,780481
18061,1.35%, 48.31%, 49.67%,2.02%,-,7b057e
18063,24.10%, 61.02%, 36.92%,2.05%,-,9b055e
18065,23.68%, 60.85%, 37.18%,1.97%,-,9b055e
18067,28.69%, 60.05%, 31.36%,8.6%, 7.93%,99154f
18069,13.35%, 51.42%, 38.07%,10.5%, 10.00%,831a61
18071,11.39%, 41.63%, 53.02%,5.3500000000000005%, 5.03%,6a0d87
18073,33.85%, 64.36%, 30.51%,5.13%, 4.92%,a40d4d
18075,8.64%, 52.83%, 44.19%,2.9800000000000004%, 2.47%,860770
18077,13.66%, 55.50%, 41.84%,2.6599999999999997%, 2.36%,8d066a
18079,12.04%, 54.41%, 42.36%,3.23%, 2.86%,8a086c
18081,2.61%, 50.77%, 48.16%,1.07%,-,81027a
18083,0.57%, 44.31%, 44.88%,10.809999999999999%, 10.36%,701b72
18085,20.83%, 58.33%, 37.50%,4.16%, 3.58%,940a5f
18087,31.15%, 63.34%, 32.20%,4.46%, 4.17%,a10b52
18089,41.84%, 64.61%, 22.76%,12.64%, 12.14%,a4203a
18091,33.70%, 61.22%, 27.52%,11.26%, 10.97%,9c1c46
18093,24.68%, 60.70%, 36.02%,3.28%, 3.07%,9a085b
18095,19.95%, 57.64%, 37.69%,4.68%, 4.01%,920b60
18097,22.15%, 59.13%, 36.98%,3.88%, 3.63%,96095e
18099,10.71%, 53.22%, 42.51%,4.27%, 3.75%,870a6c
18101,3.77%, 46.77%, 50.54%,2.69%, 2.54%,770680
18103,13.79%, 51.49%, 37.70%,10.809999999999999%, 10.11%,831b60
18105,13.77%, 55.22%, 41.45%,3.33%, 3.08%,8c0869
18107,18.59%, 58.52%, 39.93%,1.55%,-,950365
18109,13.42%, 55.58%, 42.17%,2.25%,-,8d056b
18111,26.38%, 60.37%, 33.99%,5.65%, 5.36%,990e56
18113,15.68%, 55.72%, 40.04%,4.24%, 3.83%,8e0a66
18115,3.28%, 46.98%, 50.26%,2.76%, 2.09%,770780
18117,14.37%, 56.04%, 41.66%,2.3%,-,8e056a
18119,0.78%, 47.41%, 48.19%,4.3999999999999995%, 4.06%,780b7a
18121,23.99%, 59.12%, 35.13%,5.75%, 5.03%,960e59
18123,8.96%, 44.30%, 53.25%,2.44%, 2.32%,700687
18125,3.53%, 48.78%, 45.25%,5.9799999999999995%, 5.55%,7c0f73
18127,47.96%, 67.76%, 19.80%,12.45%, 12.18%,ac1f32
18129,0.68%, 48.82%, 48.14%,3.0500000000000003%, 2.66%,7c077a
18131,15.59%, 55.03%, 39.44%,5.53%, 5.11%,8c0e64
18133,1.70%, 49.14%, 47.44%,3.42%, 3.25%,7d0878
18135,31.45%, 64.10%, 32.65%,3.24%, 2.27%,a30853
18137,4.56%, 49.02%, 44.45%,6.53%, 6.32%,7d1071
18139,26.71%, 62.58%, 35.87%,1.55%,-,9f035b
18141,21.00%, 57.65%, 36.65%,5.71%, 5.36%,930e5d
18143,8.50%, 44.59%, 53.08%,2.33%,-,710587
18145,5.32%, 51.52%, 46.20%,2.29%,-,830575
18147,0.15%, 48.59%, 48.75%,2.66%, 2.33%,7b067c
18149,17.61%, 53.00%, 35.39%,11.6%, 11.40%,871d5a
18151,41.25%, 68.52%, 27.27%,4.220000000000001%, 3.66%,ae0a45
18153,0.61%, 42.64%, 43.25%,14.11%, 13.36%,6c236e
18155,1.40%, 48.29%, 49.69%,2.02%,-,7b057e
18157,21.81%, 58.40%, 36.59%,5.010000000000001%, 4.69%,940c5d
18159,6.42%, 51.33%, 44.91%,3.7600000000000002%, 3.20%,820972
18161,19.20%, 58.77%, 39.57%,1.66%,-,950464
18163,18.61%, 55.29%, 36.68%,8.03%, 7.77%,8c145d
18165,18.72%, 49.14%, 30.42%,20.43%, 19.70%,7d344d
18167,17.66%, 52.74%, 35.08%,12.19%, 11.66%,861f59
18169,26.77%, 60.44%, 33.67%,5.890000000000001%, 5.07%,9a0f55
18171,43.26%, 69.66%, 26.39%,3.9499999999999997%, 3.65%,b10a43
18173,7.43%, 51.49%, 44.06%,4.44%, 3.98%,830b70
18175,6.17%, 46.37%, 52.55%,1.08%,-,760286
18177,27.44%, 59.75%, 32.31%,7.949999999999999%, 7.52%,981452
18179,6.91%, 44.92%, 51.83%,3.26%, 2.40%,720884
18181,16.84%, 56.36%, 39.52%,4.12%, 3.84%,8f0a64
18183,11.61%, 54.84%, 43.23%,1.94%,-,8b046e
19001,46.07%, 67.29%, 11.45%,21.25%, 21.22%,ab361d
19003,27.71%, 54.28%, 19.12%,26.599999999999998%, 26.58%,8a4330
19005,4.95%, 38.40%, 17.97%,43.63%, 43.34%,616f2d
19007,32.92%, 57.14%, 18.08%,24.779999999999998%, 24.22%,913f2e
19009,28.79%, 53.86%, 21.00%,25.14%, 25.07%,894035
19011,32.65%, 58.13%, 15.96%,25.92%, 25.48%,944228
19013,43.00%, 65.29%, 12.31%,22.400000000000002%, 22.28%,a6391f
19015,0.25%, 45.57%, 6.42%,45.38%, 45.32%,747310
19017,9.21%, 48.32%, 12.46%,39.22%, 39.11%,7b641f
19019,42.53%, 63.10%, 20.58%,16.32%, 16.29%,a02934
