id,margin,coolidge,davis,other,lafollette,hex_color
24023,32.59%, 61.79%, 29.20%,9.01%, 8.89%,9d164a
24025,3.82%, 45.69%, 49.51%,4.8%, 4.58%,740c7e
24027,15.42%, 38.48%, 53.90%,7.62%, 7.39%,621389
24029,12.82%, 42.51%, 55.34%,2.15%,-,6c058d
24031,7.48%, 44.01%, 51.49%,4.5%, 4.32%,700b83
24033,6.24%, 46.98%, 40.74%,12.290000000000001%, 11.83%,771f67
24035,30.54%, 33.74%, 64.28%,1.98%,-,5605a3
24037,7.99%, 44.64%, 52.63%,2.73%, 2.51%,710686
24039,5.18%, 51.19%, 46.01%,2.81%, 2.41%,820775
24041,7.43%, 44.66%, 52.10%,3.25%, 3.21%,710884
24043,20.64%, 54.21%, 33.57%,12.219999999999999%, 12.02%,8a1f55
24045,7.81%, 43.82%, 51.62%,4.5600000000000005%, 4.53%,6f0b83
24047,22.70%, 38.29%, 60.99%,0.72%,-,61019b
24510,5.74%, 42.63%, 36.89%,20.490000000000002%, 20.19%,6c345e
25001,75.22%, 85.50%, 10.27%,4.23%, 3.95%,da0a1a
25003,32.96%, 61.05%, 28.09%,10.86%, 10.52%,9b1b47
25005,43.97%, 66.23%, 22.25%,11.52%, 10.82%,a81d38
25007,78.97%, 86.91%, 7.94%,5.140000000000001%, 5.07%,dd0d14
25009,48.21%, 66.58%, 18.37%,15.04%, 14.61%,a9262e
25011,62.93%, 77.12%, 14.19%,8.68%, 8.51%,c41624
25013,35.36%, 59.97%, 24.61%,15.41%, 15.07%,98273e
25015,42.26%, 66.23%, 23.97%,9.790000000000001%, 9.58%,a8183d
25017,38.39%, 63.68%, 25.29%,11.04%, 10.78%,a21c40
25019,60.85%, 79.64%, 18.79%,1.57%,-,cb042f
25021,52.64%, 71.10%, 18.45%,10.450000000000001%, 10.15%,b51a2f
25023,51.37%, 68.97%, 17.60%,13.44%, 13.01%,af222c
25025,11.69%, 47.14%, 35.45%,17.41%, 16.93%,782c5a
25027,43.80%, 67.14%, 23.34%,9.530000000000001%, 9.21%,ab183b
26001,59.37%, 72.32%, 12.96%,14.719999999999999%, 12.61%,b82521
26003,45.82%, 66.52%, 9.34%,24.14%, 20.70%,a93d17
26005,66.16%, 79.32%, 13.16%,7.53%, 6.70%,ca1321
26007,60.26%, 75.78%, 15.52%,8.69%, 7.99%,c11627
26009,64.10%, 76.79%, 12.68%,10.530000000000001%, 9.23%,c31a20
26011,45.58%, 67.57%, 21.99%,10.440000000000001%, 9.71%,ac1a38
26013,55.45%, 71.84%, 8.72%,19.45%, 16.39%,b73116
26015,45.14%, 70.72%, 25.58%,3.71%, 3.03%,b40941
26017,39.13%, 64.75%, 25.62%,9.629999999999999%, 8.68%,a51841
26019,57.74%, 73.84%, 7.61%,18.560000000000002%, 16.10%,bc2f13
26021,45.59%, 63.73%, 18.15%,18.13%, 17.08%,a22e2e
26023,40.45%, 64.67%, 24.22%,11.110000000000001%, 10.14%,a41c3d
26025,55.99%, 71.91%, 15.91%,12.18%, 11.01%,b71f28
26027,29.23%, 59.93%, 30.70%,9.37%, 8.50%,98174e
26029,69.98%, 79.65%, 9.66%,10.690000000000001%, 9.21%,cb1b18
26031,40.39%, 64.16%, 23.77%,12.08%, 10.55%,a31e3c
26033,63.25%, 77.44%, 7.34%,15.219999999999999%, 14.18%,c52612
26035,63.19%, 77.67%, 14.48%,7.85%, 6.35%,c61424
26037,61.08%, 76.81%, 15.73%,7.470000000000001%, 6.90%,c31328
26039,58.77%, 72.92%, 14.15%,12.93%, 11.89%,b92024
26041,5.83%, 49.83%, 4.85%,45.32%, 44.00%,7f730c
26043,46.04%, 68.66%, 6.05%,25.28%, 22.62%,af400f
26045,51.63%, 73.66%, 22.03%,4.31%, 3.53%,bb0a38
26047,51.51%, 69.23%, 17.72%,13.05%, 11.49%,b0212d
26049,73.48%, 83.82%, 10.34%,5.8500000000000005%, 5.20%,d50e1a
26051,67.89%, 78.36%, 10.47%,11.17%, 9.94%,c71c1a
26053,43.43%, 66.54%, 6.32%,24.97%, 23.11%,a93f10
26055,61.63%, 74.86%, 10.41%,14.72%, 13.23%,be251a
26057,55.26%, 76.09%, 20.82%,3.09%, 2.26%,c20735
26059,47.78%, 68.45%, 20.67%,10.88%, 9.89%,ae1b34
26061,73.54%, 83.02%, 6.27%,10.71%, 9.48%,d31b0f
26063,72.08%, 81.14%, 9.07%,9.79%, 9.02%,ce1817
26065,67.21%, 81.16%, 13.95%,4.88%, 4.31%,ce0c23
26067,51.48%, 73.21%, 21.74%,5.06%, 4.31%,ba0c37
26069,57.71%, 71.43%, 12.68%,15.89%, 13.72%,b62820
26071,38.52%, 65.06%, 5.73%,29.21%, 26.54%,a54a0e
26073,59.32%, 77.08%, 17.75%,5.17%, 4.19%,c40d2d
26075,49.32%, 69.18%, 19.86%,10.950000000000001%, 10.14%,b01b32
26077,60.67%, 75.31%, 14.64%,10.05%, 9.32%,c01925
26079,55.51%, 70.46%, 14.95%,14.59%, 12.91%,b32526
26081,63.08%, 76.61%, 13.53%,9.86%, 9.08%,c31922
26083,86.85%, 91.15%, 3.21%,5.65%, 4.30%,e80e08
26085,48.65%, 68.79%, 20.14%,11.07%, 10.30%,af1c33
26087,71.31%, 83.65%, 12.34%,4.01%, 3.29%,d50a1f
26089,62.70%, 75.36%, 12.66%,11.98%, 10.47%,c01e20
26091,51.16%, 72.65%, 21.48%,5.87%, 5.21%,b90e36
26093,39.29%, 67.37%, 28.09%,4.54%, 3.78%,ab0b47
26095,70.02%, 80.65%, 10.63%,8.72%, 7.87%,cd161b
26097,19.54%, 51.62%, 32.08%,16.3%, 15.46%,832951
26099,49.93%, 69.96%, 20.03%,10.01%, 9.45%,b21933
26101,37.47%, 58.09%, 20.62%,21.279999999999998%, 20.31%,943634
26103,49.11%, 70.70%, 6.11%,23.18%, 21.59%,b43b0f
26105,51.83%, 67.18%, 15.35%,17.48%, 14.90%,ab2c27
26107,61.22%, 76.96%, 15.73%,7.31%, 6.02%,c41228
26109,21.68%, 53.35%, 13.59%,33.06%, 31.67%,885422
26111,66.74%, 79.08%, 12.34%,8.57%, 7.07%,c9151f
26113,74.81%, 85.09%, 10.27%,4.64%, 3.90%,d80b1a
26115,25.74%, 58.12%, 32.38%,9.5%, 8.73%,941852
26117,63.09%, 78.97%, 15.88%,5.15%, 3.97%,c90d28
26119,41.37%, 63.93%, 11.97%,24.099999999999998%, 22.56%,a33d1e
26121,67.20%, 79.22%, 8.03%,12.76%, 12.02%,ca2014
26123,65.78%, 79.22%, 13.44%,7.34%, 6.22%,ca1222
26125,69.60%, 81.27%, 11.66%,7.07%, 6.25%,cf121d
26127,60.34%, 74.94%, 14.61%,10.45%, 8.54%,bf1a25
26129,67.38%, 79.32%, 11.94%,8.75%, 7.22%,ca161e
26131,58.18%, 71.42%, 13.24%,15.34%, 12.67%,b62721
26133,63.35%, 77.79%, 14.44%,7.78%, 6.53%,c61324
26135,71.25%, 82.24%, 10.99%,6.76%, 6.34%,d1111c
26137,57.74%, 73.81%, 16.06%,10.13%, 9.23%,bc1928
26139,65.97%, 78.55%, 12.57%,8.879999999999999%, 8.20%,c81620
26141,48.66%, 67.45%, 12.56%,19.98%, 18.79%,ab3220
26143,55.11%, 69.64%, 14.24%,16.11%, 14.53%,b12924
26145,50.12%, 67.99%, 17.87%,14.14%, 13.38%,ad242d
26147,60.73%, 76.54%, 15.80%,7.66%, 7.18%,c31328
26149,39.30%, 65.43%, 26.13%,8.44%, 7.37%,a61542
26151,73.84%, 84.53%, 10.70%,4.76%, 3.98%,d70c1b
26153,32.19%, 61.34%, 7.69%,30.97%, 29.15%,9c4e13
26155,58.87%, 72.99%, 14.12%,12.89%, 11.09%,ba2024
26157,68.83%, 80.37%, 11.55%,8.08%, 7.01%,cc141d
26159,55.60%, 71.55%, 15.95%,12.5%, 11.34%,b61f28
26161,54.07%, 72.24%, 18.17%,9.58%, 8.71%,b8182e
26163,68.25%, 80.11%, 7.10%,12.78%, 11.86%,cc2012
26165,65.79%, 77.47%, 11.68%,10.85%, 8.74%,c51b1d
27001,15.02%, 53.67%, 4.18%,39.01%, 38.65%,88630a
27003,22.94%, 57.15%, 8.32%,34.54%, 34.21%,915815
27005,0.42%, 45.51%, 6.65%,47.84%, 45.92%,747910
27007,1.45%, 46.22%, 5.04%,48.730000000000004%, 47.67%,757c0c
27009,0.39%, 41.90%, 14.71%,43.39%, 42.28%,6a6e25
27011,0.48%, 46.14%, 7.87%,45.989999999999995%, 45.66%,757514
27013,19.63%, 55.09%, 9.13%,35.78%, 35.46%,8c5b17
27015,31.94%, 31.87%, 3.82%,64.32000000000001%, 63.81%,51a409
27017,9.34%, 49.76%, 4.80%,40.690000000000005%, 40.42%,7e670c
27019,12.58%, 40.20%, 6.50%,53.31%, 52.78%,668710
27021,14.46%, 54.13%, 5.22%,40.660000000000004%, 39.67%,8a670d
27023,12.27%, 42.29%, 2.77%,54.95%, 54.57%,6b8c07
27025,8.71%, 52.80%, 2.66%,44.540000000000006%, 44.09%,867106
27027,3.99%, 44.55%, 6.35%,49.1%, 48.54%,717d10
27029,21.05%, 37.54%, 3.17%,59.290000000000006%, 58.59%,5f9708
27031,40.69%, 67.97%, 4.18%,27.849999999999998%, 27.27%,ad470a
27033,18.93%, 56.99%, 4.54%,38.47%, 38.07%,91620b
27035,5.98%, 50.07%, 4.94%,45.0%, 44.09%,7f720c
27037,4.81%, 42.34%, 10.01%,47.66%, 47.16%,6b7919
27039,37.35%, 65.97%, 4.97%,29.060000000000002%, 28.62%,a84a0c
27041,16.25%, 39.15%, 5.09%,55.76%, 55.39%,638e0c
27043,23.66%, 58.11%, 7.17%,34.71%, 34.45%,945812
27045,31.12%, 62.75%, 5.20%,32.050000000000004%, 31.62%,a0510d
27047,32.69%, 63.75%, 4.98%,31.27%, 31.06%,a24f0c
27049,23.59%, 59.05%, 5.30%,35.65%, 35.46%,965a0d
27051,2.15%, 49.21%, 3.47%,47.32%, 47.06%,7d7808
27053,24.67%, 59.02%, 6.31%,34.67%, 34.35%,965810
27055,15.22%, 53.58%, 7.74%,38.68%, 38.37%,886213
27057,22.03%, 57.81%, 5.86%,36.33%, 35.78%,935c0e
27059,18.53%, 39.54%,-,60.46%, 58.07%,649a00
27061,29.42%, 60.10%, 6.01%,31.080000000000002%, 30.67%,994f0f
27063,5.57%, 48.96%, 7.22%,43.82%, 43.39%,7c6f12
27065,0.44%, 47.57%, 4.04%,48.39%, 48.01%,797b0a
27067,16.58%, 40.16%, 2.77%,57.06%, 56.74%,669107
27069,5.47%, 42.88%, 8.01%,49.11000000000001%, 48.34%,6d7d14
27071,18.71%, 37.42%, 5.41%,57.18%, 56.13%,5f910d
27073,6.92%, 52.26%,-,47.739999999999995%, 45.33%,857900
27075,2.53%, 46.63%, 2.24%,51.13999999999999%, 49.16%,768205
27077,7.84%, 42.71%, 5.59%,51.699999999999996%, 50.55%,6c830e
27079,4.34%, 38.19%, 18.50%,43.31%, 42.52%,616e2f
27081,4.23%, 48.03%, 7.30%,44.669999999999995%, 43.80%,7a7112
27083,12.89%, 53.70%, 5.10%,41.21%, 40.81%,88690d
27085,0.82%, 44.89%, 8.90%,46.22%, 45.71%,727516
27087,24.91%, 33.69%, 6.53%,59.78%, 58.60%,559810
27089,13.57%, 40.03%, 5.53%,54.440000000000005%, 53.60%,668a0e
27091,22.68%, 56.24%, 9.97%,33.79%, 33.56%,8f5619
27093,2.52%, 45.47%, 6.02%,48.52%, 47.99%,737b0f
27095,1.31%, 48.79%, 3.38%,47.83%, 47.47%,7c7908
27097,5.56%, 41.63%, 10.23%,48.129999999999995%, 47.19%,6a7a1a
27099,17.88%, 55.69%, 6.21%,38.11%, 37.81%,8e610f
27101,0.32%, 45.80%, 7.52%,46.68%, 46.12%,747713
27103,6.16%, 50.05%, 5.70%,44.25%, 43.89%,7f700e
27105,0.65%, 46.10%, 6.85%,47.06%, 46.75%,757811
27107,4.06%, 45.77%, 3.92%,50.309999999999995%, 49.83%,748009
27109,21.86%, 56.50%, 8.46%,35.03%, 34.64%,905915
27111,16.22%, 55.45%, 4.17%,40.38999999999999%, 39.23%,8d660a
27113,33.08%, 31.20%, 4.05%,64.75%, 64.28%,4fa50a
27115,7.61%, 42.03%, 7.28%,50.68%, 49.64%,6b8112
27117,1.91%, 48.16%, 5.10%,46.74%, 46.25%,7a770d
27119,5.84%, 43.94%, 5.80%,50.26%, 49.78%,70800e
27121,4.52%, 45.88%, 3.33%,50.79%, 50.41%,748108
27123,5.88%, 47.66%, 10.13%,42.22%, 41.78%,796b19
27125,17.13%, 35.19%, 11.66%,53.15%, 52.33%,59871d
27127,8.55%, 50.66%, 6.72%,42.63%, 42.11%,816c11
27129,6.18%, 42.66%, 8.03%,49.300000000000004%, 48.84%,6c7d14
27131,35.71%, 61.26%, 12.49%,26.25%, 25.55%,9c421f
27133,10.77%, 51.98%, 6.57%,41.45%, 41.20%,846910
27135,16.86%, 38.99%, 4.44%,56.57%, 55.85%,63900b
27137,21.46%, 57.31%, 3.99%,36.56%, 35.85%,925d0a
27139,22.19%, 29.29%, 18.34%,52.36%, 51.48%,4a852e
27141,33.63%, 63.65%, 5.84%,30.509999999999998%, 30.02%,a24d0e
27143,23.44%, 34.57%, 6.74%,58.69%, 58.00%,589511
27145,16.84%, 37.36%, 7.82%,54.81%, 54.20%,5f8b13
27147,32.51%, 59.50%, 13.16%,27.34%, 26.99%,974521
27149,6.03%, 48.99%, 7.51%,43.51%, 42.97%,7c6e13
27151,25.68%, 33.60%, 6.79%,59.61%, 59.28%,559811
27153,13.15%, 53.00%, 6.65%,40.35%, 39.85%,876610
27155,12.87%, 39.32%, 7.93%,52.75%, 52.20%,648614
27157,0.36%, 44.93%, 10.21%,44.86%, 44.57%,72721a
27159,18.33%, 54.83%, 5.25%,36.769999999999996%, 36.51%,8b5d0d
27161,17.41%, 37.13%, 7.89%,54.99%, 54.54%,5e8c14
27163,13.22%, 52.40%, 8.17%,39.43%, 39.18%,856414
27165,13.85%, 53.57%, 6.51%,39.93%, 39.72%,886510
27167,3.23%, 47.17%, 8.61%,44.22%, 43.94%,787015
27169,3.94%, 43.53%, 8.53%,47.949999999999996%, 47.47%,6f7a15
27171,1.93%, 47.52%, 6.20%,46.28%, 45.59%,79760f
27173,19.74%, 38.70%, 2.56%,58.74%, 58.43%,629506
28001,46.02%, 26.30%, 72.32%,1.38%,-,4303b8
28003,78.18%, 10.86%, 89.04%,0.1%,-,1b00e3
28005,83.00%, 8.50%, 91.50%,0.0%,-,1500e9
28007,83.86%, 6.74%, 90.60%,2.66%, 2.66%,1106e7
28009,87.39%, 6.04%, 93.44%,0.52%,-,0f01ee
28011,60.10%, 16.90%, 77.00%,6.1%, 6.10%,2b0fc4
28013,66.57%, 4.94%, 80.82%,14.24%, 14.24%,0c24ce
28015,85.49%, 7.25%, 92.75%,0.0%,-,1200ec
28017,85.81%, 6.07%, 91.88%,2.05%, 2.05%,0f05ea
28019,85.12%, 7.44%, 92.56%,0.0%,-,1200ec
28021,95.48%, 2.26%, 97.74%,0.0%,-,0500f9
28023,87.38%, 6.24%, 93.62%,0.14%,-,0f00ee
28025,86.54%, 6.73%, 93.27%,0.0%,-,1100ed
28027,83.68%, 8.16%, 91.84%,0.0%,-,1400ea
28029,95.96%, 2.02%, 97.98%,0.0%,-,0500f9
28031,75.70%, 4.98%, 85.36%,9.66%, 9.66%,0c18d9
28033,96.86%,-, 98.43%,1.57%,-,0004fa
28035,78.26%, 7.31%, 85.57%,7.12%, 7.12%,1212da
28037,88.52%, 5.74%, 94.26%,0.0%,-,0e00f0
28039,76.14%, 11.93%, 88.07%,0.0%,-,1e00e0
28041,87.27%, 6.37%, 93.63%,0.0%,-,1000ee
28043,96.42%,-, 98.21%,1.79%,-,0004fa
28045,38.79%, 27.08%, 65.87%,7.05%, 7.05%,4511a7
28047,67.42%, 13.99%, 81.41%,4.6%, 4.60%,230bcf
28049,85.33%, 5.45%, 90.77%,3.78%, 3.78%,0d09e7
28051,85.45%, 7.27%, 92.73%,0.0%,-,1200ec
28053,90.02%, 4.99%, 95.01%,0.0%,-,0c00f2
28055,76.22%, 11.89%, 88.11%,0.0%,-,1e00e0
28057,86.95%, 6.53%, 93.47%,0.0%,-,1000ee
28059,72.82%, 13.50%, 86.32%,0.17%,-,2200dc
28061,90.67%, 4.62%, 95.30%,0.08%,-,0b00f3
28063,81.72%, 9.14%, 90.86%,0.0%,-,1700e7
28065,78.54%, 10.73%, 89.27%,0.0%,-,1b00e3
28067,60.51%, 10.08%, 75.21%,14.71%, 14.71%,1925bf
28069,88.42%, 5.79%, 94.21%,0.0%,-,0e00f0
28071,89.11%, 4.51%, 93.62%,1.87%,-,0b04ee
28073,78.49%, 8.78%, 87.27%,3.95%, 3.95%,160ade
28075,63.58%, 7.78%, 77.90%,14.32%, 14.32%,1324c6
28077,84.91%, 7.54%, 92.46%,0.0%,-,1300eb
28079,92.63%, 3.68%, 96.32%,0.0%,-,0900f5
28081,89.04%, 5.48%, 94.52%,0.0%,-,0d00f1
28083,78.89%, 10.56%, 89.44%,0.0%,-,1a00e4
28085,74.83%, 10.25%, 85.09%,4.66%, 4.66%,1a0bd8
28087,92.78%, 3.61%, 96.39%,0.0%,-,0900f5
28089,87.23%, 6.39%, 93.61%,0.0%,-,1000ee
28091,82.60%, 8.70%, 91.30%,0.0%,-,1600e8
28093,93.23%, 3.38%, 96.62%,0.0%,-,0800f6
28095,88.95%, 4.88%, 93.83%,1.29%,-,0c03ef
28097,78.63%, 5.13%, 86.75%,8.12%, 8.12%,0d14dd
28099,75.10%, 12.45%, 87.55%,0.0%,-,1f00df
28101,85.84%, 3.95%, 90.94%,5.1%, 5.10%,0a0de7
28103,91.29%, 4.36%, 95.64%,0.0%,-,0b00f3
28105,92.09%, 2.08%, 95.01%,2.91%, 2.91%,0507f2
28107,89.84%, 3.93%, 93.77%,2.3%, 2.30%,0a05ef
28109,61.81%, 14.67%, 76.48%,8.86%, 8.86%,2516c3
28111,72.09%, 12.09%, 84.18%,3.74%, 3.74%,1e09d6
28113,51.90%, 8.61%, 71.65%,19.75%, 19.75%,1532b6
28115,86.69%, 6.66%, 93.34%,0.0%,-,1000ee
28117,74.40%, 12.73%, 87.13%,0.14%,-,2000de
28119,88.20%, 5.90%, 94.10%,0.0%,-,0f00ef
28121,95.31%, 2.35%, 97.65%,0.0%,-,0500f9
28123,82.38%, 4.01%, 89.18%,6.81%, 6.81%,0a11e3
28125,81.17%, 8.65%, 89.82%,1.53%,-,1603e5
28127,87.26%, 6.15%, 93.42%,0.43%,-,0f01ee
28129,88.89%, 4.22%, 93.11%,2.67%, 2.67%,0a06ed
28131,76.07%, 11.97%, 88.03%,0.0%,-,1e00e0
28133,91.41%, 4.29%, 95.71%,0.0%,-,0a00f4
28135,97.86%,-, 98.93%,1.07%,-,0002fc
28137,98.22%,-, 98.82%,1.18%,-,0003fb
28139,84.73%, 6.19%, 90.91%,2.9%, 2.90%,0f07e7
28141,61.78%, 19.11%, 80.89%,0.0%,-,3000ce
28143,94.88%, 2.56%, 97.44%,0.0%,-,0600f8
28145,81.94%, 6.85%, 88.79%,4.36%, 4.36%,110be2
28147,82.32%, 8.84%, 91.16%,0.0%,-,1600e8
28149,69.09%, 15.46%, 84.54%,0.0%,-,2700d7
28151,79.75%, 10.06%, 89.80%,0.14%,-,1900e4
28153,88.35%, 5.83%, 94.17%,0.0%,-,0e00f0
28155,71.06%, 10.18%, 81.24%,8.58%, 8.58%,1915cf
28157,79.75%, 10.13%, 89.87%,0.0%,-,1900e5
28159,92.41%, 3.79%, 96.21%,0.0%,-,0900f5
28161,91.37%, 3.91%, 95.28%,0.81%,-,0902f2
28163,91.89%, 4.06%, 95.94%,0.0%,-,0a00f4
29001,19.34%, 53.56%, 34.22%,12.219999999999999%, 11.85%,881f57
29003,13.89%, 55.36%, 41.47%,3.16%, 2.94%,8d0869
29005,1.69%, 49.26%, 47.57%,3.1599999999999997%, 3.09%,7d0879
29007,29.98%, 34.18%, 64.17%,1.65%,-,5704a3
29009,5.41%, 47.93%, 42.52%,9.55%, 9.40%,7a186c
29011,4.44%, 48.59%, 44.15%,7.260000000000001%, 6.90%,7b1270
29013,1.76%, 47.11%, 48.87%,4.02%, 3.69%,780a7c
29015,24.91%, 60.71%, 35.80%,3.49%,-,9a085b
29017,2.94%, 50.21%, 47.27%,2.53%, 2.51%,800678
29019,41.30%, 28.67%, 69.97%,1.37%,-,4903b2
29021,7.87%, 50.13%, 42.26%,7.61%, 7.44%,7f136b
29023,19.15%, 55.98%, 36.83%,7.2%, 7.05%,8e125d
29025,19.23%, 58.66%, 39.43%,1.9%,-,950464
29027,35.14%, 31.68%, 66.82%,1.51%,-,5003aa
29029,17.68%, 57.14%, 39.46%,3.4%, 3.30%,910864
29031,9.51%, 52.08%, 42.58%,5.34%, 5.22%,840d6c
29033,4.21%, 51.05%, 46.83%,2.12%,-,820577
29035,14.66%, 40.57%, 55.23%,4.2%, 3.57%,670a8c
29037,12.84%, 42.17%, 55.01%,2.83%, 2.63%,6b078c
29039,15.84%, 55.83%, 39.99%,4.18%, 4.04%,8e0a65
29041,19.79%, 38.72%, 58.52%,2.7600000000000002%, 2.60%,620795
29043,32.90%, 62.77%, 29.87%,7.359999999999999%, 7.06%,a0124c
29045,3.04%, 50.37%, 47.33%,2.31%,-,800578
29047,32.54%, 31.69%, 64.24%,4.07%, 3.93%,500aa3
29049,5.34%, 46.22%, 51.56%,2.23%, 2.08%,750583
29051,9.91%, 52.49%, 42.58%,4.93%, 4.89%,850c6c
29053,7.60%, 52.76%, 45.16%,2.07%, 2.03%,860573
29055,15.25%, 55.77%, 40.51%,3.73%, 3.56%,8e0967
29057,13.28%, 54.66%, 41.38%,3.96%, 3.67%,8b0a69
29059,24.66%, 61.03%, 36.37%,2.5999999999999996%, 2.57%,9b065c
29061,4.64%, 51.42%, 46.78%,1.79%,-,830477
29063,6.97%, 52.58%, 45.61%,1.81%,-,860474
29065,11.65%, 42.84%, 54.49%,2.67%, 2.62%,6d068a
29067,45.14%, 69.16%, 24.02%,6.82%, 6.53%,b0113d
29069,11.44%, 42.67%, 54.11%,3.21%, 3.14%,6c0889
29071,27.21%, 59.31%, 32.10%,8.59%, 8.50%,971551
29073,62.63%, 75.88%, 13.24%,10.879999999999999%, 10.79%,c11b21
29075,3.28%, 45.94%, 49.22%,4.83%, 4.71%,750c7d
29077,1.79%, 45.74%, 43.95%,10.3%, 10.13%,741a70
29079,18.95%, 50.65%, 31.70%,17.65%, 17.52%,812d50
29081,19.93%, 58.18%, 38.25%,3.58%, 3.21%,940961
29083,0.91%, 46.76%, 47.68%,3.46%, 3.46%,770879
29085,43.77%, 70.71%, 26.94%,2.3499999999999996%, 2.09%,b40544
29087,18.55%, 57.98%, 39.43%,2.58%, 2.27%,930664
29089,42.07%, 27.30%, 69.37%,3.32%, 3.19%,4508b0
29091,6.92%, 48.21%, 41.29%,10.5%, 10.21%,7a1a69
29093,11.30%, 43.24%, 54.54%,2.21%, 2.05%,6e058b
29095,8.60%, 51.79%, 43.19%,5.02%, 4.89%,840c6e
29097,18.20%, 55.11%, 36.91%,7.970000000000001%, 7.61%,8c145e
29099,5.16%, 48.88%, 43.72%,7.4%, 7.32%,7c126f
29101,2.53%, 47.68%, 50.21%,2.11%,-,790580
29103,8.31%, 43.83%, 52.15%,4.03%, 3.72%,6f0a84
29105,8.02%, 51.61%, 43.59%,4.79%, 4.62%,830c6f
29107,4.95%, 50.43%, 45.48%,4.1%, 4.02%,800a73
29109,8.02%, 49.35%, 41.33%,9.31%, 8.97%,7d1769
29111,17.40%, 39.48%, 56.88%,3.6500000000000004%, 3.45%,640991
29113,13.90%, 41.63%, 55.53%,2.84%, 2.73%,6a078d
29115,2.05%, 45.84%, 47.89%,6.2700000000000005%, 5.99%,740f7a
29117,2.24%, 50.26%, 48.02%,1.72%,-,80047a
29119,1.48%, 48.29%, 46.81%,4.9%, 3.11%,7b0c77
29121,5.74%, 44.83%, 50.58%,4.59%, 4.42%,720b80
29123,2.94%, 48.06%, 51.00%,0.95%,-,7a0282
29125,29.88%, 33.00%, 62.89%,4.109999999999999%, 4.01%,540aa0
29127,2.69%, 43.98%, 46.67%,9.35%, 9.23%,701777
29129,32.39%, 62.54%, 30.15%,7.3100000000000005%, 7.11%,9f124c
29131,19.57%, 56.16%, 36.60%,7.2299999999999995%, 7.14%,8f125d
29133,13.06%, 41.69%, 54.76%,3.55%, 3.23%,6a098b
29135,9.10%, 53.17%, 44.07%,2.76%, 2.59%,870770
29137,64.49%, 16.51%, 81.00%,2.4899999999999998%, 2.40%,2a06ce
29139,9.40%, 53.60%, 44.19%,2.22%, 2.02%,880570
29141,14.71%, 56.61%, 41.89%,1.5%,-,90036a
29143,1.79%, 48.34%, 50.13%,1.53%,-,7b037f
29145,6.90%, 50.96%, 44.06%,4.99%, 4.63%,810c70
29147,3.51%, 49.85%, 46.35%,3.8000000000000003%, 3.60%,7f0976
29149,38.29%, 25.70%, 63.98%,10.32%, 10.15%,411aa3
29151,10.62%, 51.98%, 41.36%,6.67%, 6.52%,841169
29153,42.03%, 69.05%, 27.02%,3.92%, 3.65%,b00944
29155,7.61%, 45.50%, 53.12%,1.38%,-,740387
29157,4.67%, 47.78%, 43.11%,9.11%, 8.99%,79176d
29159,17.40%, 55.67%, 38.27%,6.0600000000000005%, 5.91%,8d0f61
29161,15.15%, 37.91%, 53.05%,9.040000000000001%, 8.64%,601787
29163,4.06%, 46.44%, 50.51%,3.0500000000000003%, 2.91%,760780
29165,29.16%, 34.80%, 63.96%,1.24%,-,5803a3
29167,14.59%, 56.19%, 41.60%,2.21%, 2.03%,8f056a
29169,14.20%, 40.81%, 55.00%,4.19%, 4.19%,680a8c
29171,36.12%, 65.39%, 29.27%,5.34%, 5.09%,a60d4a
29173,30.75%, 33.52%, 64.27%,2.21%, 2.04%,5505a3
29175,37.87%, 25.85%, 63.72%,10.42%, 10.25%,411aa2
29177,27.81%, 34.24%, 62.04%,3.71%, 3.64%,57099e
29179,34.84%, 32.05%, 66.89%,1.06%,-,5102aa
29181,12.70%, 41.71%, 54.41%,3.89%, 3.77%,6a098a
29183,29.18%, 59.11%, 29.94%,10.95%, 10.76%,961b4c
29185,4.56%, 49.70%, 45.14%,5.16%, 4.75%,7e0d73
29186,2.70%, 49.20%, 46.50%,4.29%, 4.18%,7d0a76
29187,4.81%, 51.16%, 46.35%,2.48%, 2.40%,820676
29189,22.15%, 55.75%, 33.61%,10.639999999999999%, 10.45%,8e1b55
29195,12.98%, 41.15%, 54.14%,4.71%, 4.56%,680c8a
29197,12.81%, 42.37%, 55.18%,2.4499999999999997%, 2.09%,6c068c
29199,6.15%, 44.82%, 50.96%,4.22%, 4.12%,720a81
29201,3.62%, 40.54%, 44.16%,15.29%, 14.77%,672670
29203,27.32%, 34.38%, 61.70%,3.92%, 3.89%,57099d
29205,38.36%, 30.01%, 68.37%,1.62%,-,4c04ae
29207,5.81%, 44.29%, 50.09%,5.63%, 5.50%,700e7f
29209,43.53%, 65.42%, 21.89%,12.690000000000001%, 12.31%,a62037
29211,2.31%, 49.33%, 47.02%,3.65%, 3.62%,7d0977
29213,26.21%, 61.49%, 35.28%,3.23%, 2.98%,9c0859
29215,9.91%, 43.55%, 53.45%,3.0%, 2.83%,6f0788
29217,13.49%, 38.89%, 52.38%,8.73%, 8.32%,631685
29219,57.67%, 76.03%, 18.36%,5.62%, 5.59%,c10e2e
29221,10.03%, 54.42%, 44.38%,1.2%,-,8a0371
29223,7.32%, 44.11%, 51.43%,4.46%, 4.21%,700b83
29225,7.07%, 51.12%, 44.05%,4.83%, 4.70%,820c70
