id,margin,landon,roosevelt,other,hex_color
45087,99.48%,-, 99.74%, 0.26%,0000fe
45089,99.07%,-, 99.53%, 0.47%,0001fd
45091,95.62%, 2.19%, 97.81%,-,0500f9
46003,24.27%, 36.52%, 60.78%,-,5d009a
46005,31.94%, 32.90%, 64.84%,-,5300a5
46007,20.53%, 39.29%, 59.82%, 0.89%,640298
46009,13.64%, 42.20%, 55.84%, 1.96%,6b048e
46011,10.11%, 53.40%, 43.29%,-,88006e
46013,33.39%, 32.19%, 65.58%,-,5200a7
46015,38.95%, 29.61%, 68.56%, 1.84%,4b04ae
46017,5.28%, 46.29%, 51.57%,-,760083
46019,0.19%, 48.49%, 48.30%,-,7b007b
46021,24.67%, 60.98%, 36.31%,-,9b005c
46023,35.00%, 31.96%, 66.96%, 1.09%,5102aa
46025,3.74%, 46.07%, 49.82%,-,75007f
46027,27.37%, 33.60%, 60.97%,-,55009b
46029,16.42%, 39.44%, 55.85%,-,64008e
46031,11.32%, 42.73%, 54.05%,-,6c0089
46033,5.29%, 46.88%, 52.16%, 0.96%,770285
46035,31.68%, 32.16%, 63.84%,-,5200a2
46037,21.33%, 36.88%, 58.21%,-,5e0094
46039,4.92%, 50.59%, 45.67%,-,810074
46041,8.92%, 44.25%, 53.17%,-,700087
46043,8.27%, 44.75%, 53.01%,-,720087
46045,5.45%, 46.76%, 52.21%, 1.03%,770285
46047,1.28%, 47.11%, 48.39%,-,78007b
46049,11.47%, 43.48%, 54.95%, 1.57%,6e048c
46051,6.26%, 45.50%, 51.76%,-,740083
46053,16.17%, 41.10%, 57.27%, 1.63%,680492
46055,0.77%, 47.70%, 48.47%,-,79007b
46057,6.61%, 52.25%, 45.64%,-,850074
46059,13.35%, 39.82%, 53.17%,-,650087
46061,16.25%, 40.25%, 56.50%,-,660090
46063,21.35%, 37.92%, 59.26%,-,600097
46065,3.47%, 46.71%, 50.18%,-,77007f
46067,5.24%, 48.34%, 43.10%,-,7b006d
46069,7.40%, 52.51%, 45.11%,-,850073
46071,10.14%, 43.57%, 53.71%,-,6f0088
46073,10.70%, 42.93%, 53.63%,-,6d0088
46075,0.95%, 48.10%, 49.05%,-,7a007d
46077,15.29%, 55.42%, 40.13%,-,8d0066
46079,11.02%, 52.95%, 41.94%,-,87006a
46081,13.16%, 56.19%, 43.03%, 0.78%,8f016d
46083,6.26%, 48.42%, 42.17%,-,7b006b
46085,9.47%, 44.67%, 54.14%, 1.19%,71038a
46087,8.64%, 43.64%, 52.28%,-,6f0085
46089,10.41%, 54.81%, 44.39%, 0.80%,8b0271
46091,32.92%, 32.62%, 65.54%, 1.83%,5304a7
46093,5.20%, 44.71%, 49.91%,-,72007f
46095,6.35%, 46.56%, 52.91%, 0.52%,760186
46097,18.98%, 38.77%, 57.74%,-,620093
46099,2.85%, 46.85%, 49.70%,-,77007e
46101,8.20%, 43.68%, 51.89%,-,6f0084
46103,10.69%, 42.60%, 53.29%,-,6c0087
46105,15.53%, 41.11%, 56.64%,-,680090
46107,18.39%, 39.64%, 58.02%,-,650093
46109,31.69%, 32.50%, 64.19%,-,5200a3
46111,23.25%, 36.64%, 59.89%,-,5d0098
46113,2.47%, 49.93%, 47.46%,-,7f0079
46115,25.40%, 35.39%, 60.79%,-,5a009b
46117,11.39%, 42.09%, 53.49%,-,6b0088
46119,20.21%, 58.61%, 38.40%,-,950061
46121,35.30%, 31.74%, 67.04%, 1.22%,5003aa
46123,22.63%, 37.75%, 60.38%, 1.87%,600499
46125,4.46%, 49.25%, 44.79%,-,7d0072
46127,28.95%, 31.89%, 60.85%,-,51009b
46129,21.60%, 38.73%, 60.34%, 0.93%,620299
46135,22.14%, 36.33%, 58.47%,-,5c0095
46137,13.34%, 42.53%, 55.88%, 1.59%,6c048e
47001,12.89%, 42.84%, 55.73%, 1.42%,6d038e
47003,64.64%, 17.36%, 82.00%, 0.64%,2c01d1
47005,45.33%, 27.21%, 72.54%, 0.25%,4500b8
47007,1.65%, 48.70%, 50.35%, 0.95%,7c0280
47009,14.77%, 57.22%, 42.45%, 0.33%,91006c
47011,4.56%, 47.64%, 52.19%, 0.17%,790085
47013,2.01%, 50.96%, 48.95%, 0.09%,81007c
47015,40.00%, 29.82%, 69.82%, 0.36%,4c00b2
47017,13.28%, 42.87%, 56.15%, 0.98%,6d028f
47019,44.94%, 72.27%, 27.33%, 0.40%,b80145
47021,75.76%, 11.86%, 87.62%, 0.52%,1e01df
47023,34.81%, 32.40%, 67.20%, 0.40%,5201ab
47025,11.67%, 44.04%, 55.71%, 0.26%,70008e
47027,26.72%, 35.69%, 62.42%, 1.89%,5b049f
47029,50.75%, 75.31%, 24.57%, 0.12%,c0003e
47031,67.70%, 15.88%, 83.58%, 0.54%,2801d5
47033,56.98%, 21.43%, 78.41%, 0.16%,3600c7
47035,0.60%, 49.46%, 50.05%, 0.49%,7e017f
47037,69.84%, 14.81%, 84.65%, 0.53%,2501d7
47039,24.08%, 37.96%, 62.04%,-,60009e
47041,15.81%, 41.92%, 57.73%, 0.35%,6a0093
47043,66.48%, 16.50%, 82.97%, 0.53%,2a01d3
47045,69.97%, 13.93%, 83.90%, 2.18%,2305d5
47047,96.77%,-, 98.38%, 1.62%,0004fa
47049,26.34%, 61.53%, 35.20%, 1.23%,9c0359
47051,74.15%, 12.76%, 86.92%, 0.32%,2000dd
47053,66.07%, 16.72%, 82.79%, 0.49%,2a01d3
47055,72.18%, 13.70%, 85.88%, 0.41%,2201da
47057,20.61%, 60.15%, 39.54%, 0.31%,990064
47059,4.36%, 47.62%, 51.98%, 0.40%,790184
47061,72.25%, 13.76%, 86.01%, 0.23%,2300db
47063,3.77%, 48.12%, 51.88%,-,7a0084
47065,40.91%, 29.32%, 70.24%, 0.44%,4a01b3
47067,27.08%, 63.54%, 36.46%,-,a2005c
47069,84.38%, 7.74%, 92.11%, 0.15%,1300ea
47071,6.56%, 46.56%, 53.13%, 0.31%,760087
47073,18.29%, 59.04%, 40.76%, 0.20%,960067
47075,96.58%,-, 98.23%, 1.77%,0004fa
47077,2.65%, 50.13%, 47.48%, 2.40%,7f0679
47079,74.05%, 12.64%, 86.69%, 0.67%,2001dd
47081,67.02%, 16.30%, 83.33%, 0.37%,2900d4
47083,61.63%, 19.18%, 80.82%,-,3000ce
47085,62.19%, 18.81%, 81.00%, 0.19%,2f00ce
47087,60.15%, 19.83%, 79.98%, 0.19%,3200cb
47089,37.04%, 68.33%, 31.29%, 0.38%,ae004f
47091,68.78%, 84.39%, 15.61%,-,d70027
47093,23.83%, 37.93%, 61.76%, 0.31%,60009d
47095,93.84%, 3.04%, 96.88%, 0.08%,0700f7
47097,88.87%, 5.41%, 94.27%, 0.32%,0d00f0
47099,17.53%, 40.94%, 58.46%, 0.60%,680195
47101,52.68%, 23.66%, 76.34%,-,3c00c2
47103,77.70%, 11.06%, 88.76%, 0.18%,1c00e2
47105,4.37%, 51.99%, 47.61%, 0.40%,840179
47107,2.76%, 51.11%, 48.35%, 0.53%,82017b
47109,3.79%, 47.40%, 51.19%, 1.41%,780382
47111,22.97%, 61.22%, 38.25%, 0.52%,9c0161
47113,66.29%, 16.64%, 82.93%, 0.44%,2a01d3
47115,20.16%, 39.92%, 60.08%,-,650099
47117,77.80%, 10.95%, 88.76%, 0.29%,1b00e2
47119,76.58%, 11.49%, 88.07%, 0.44%,1d01e0
47121,14.54%, 42.36%, 56.90%, 0.74%,6c0191
47123,8.07%, 45.97%, 54.03%,-,750089
47125,59.23%, 20.05%, 79.28%, 0.67%,3301ca
47127,74.91%, 12.24%, 87.15%, 0.61%,1f01de
47129,2.61%, 48.51%, 51.13%, 0.36%,7b0082
47131,79.88%, 10.06%, 89.94%,-,1900e5
47133,26.06%, 36.85%, 62.91%, 0.23%,5d00a0
47135,61.75%, 18.90%, 80.65%, 0.45%,3001cd
47137,17.59%, 58.13%, 40.54%, 1.34%,940367
47139,13.00%, 43.21%, 56.20%, 0.59%,6e018f
47141,36.85%, 31.50%, 68.35%, 0.16%,5000ae
47143,5.59%, 46.75%, 52.34%, 0.90%,770285
47145,5.54%, 52.66%, 47.13%, 0.21%,860078
47147,73.33%, 12.70%, 86.03%, 1.28%,2003db
47149,74.76%, 12.31%, 87.07%, 0.62%,1f01de
47151,41.62%, 70.67%, 29.05%, 0.28%,b4004a
47153,40.65%, 29.47%, 70.12%, 0.42%,4b01b2
47155,56.18%, 77.73%, 21.55%, 0.72%,c60136
47157,93.24%, 3.32%, 96.56%, 0.13%,0800f6
47159,53.78%, 22.96%, 76.74%, 0.29%,3a00c3
47161,69.77%, 14.94%, 84.71%, 0.35%,2600d8
47163,28.35%, 35.65%, 64.00%, 0.35%,5a00a3
47165,71.71%, 14.10%, 85.82%, 0.08%,2300da
47167,95.17%, 2.42%, 97.58%,-,0600f8
47169,82.60%, 8.58%, 91.18%, 0.24%,1500e8
47171,35.23%, 67.13%, 31.89%, 0.98%,ab0251
47173,29.79%, 64.70%, 34.90%, 0.40%,a40158
47175,46.65%, 26.67%, 73.33%,-,4400ba
47177,61.01%, 19.27%, 80.28%, 0.45%,3101cc
47179,3.66%, 51.52%, 47.86%, 0.62%,83017a
47181,27.98%, 63.89%, 35.91%, 0.20%,a2005b
47183,55.22%, 22.03%, 77.26%, 0.71%,3801c5
47185,15.77%, 41.80%, 57.57%, 0.64%,6a0192
47187,81.17%, 9.35%, 90.52%, 0.13%,1700e6
47189,70.62%, 14.65%, 85.27%, 0.08%,2500d9
48001,85.64%, 7.15%, 92.80%, 0.05%,1200ec
48003,87.91%, 5.88%, 93.79%, 0.33%,0e00ef
48005,83.94%, 7.97%, 91.91%, 0.12%,1400ea
48007,52.71%, 21.66%, 74.37%,-,3700bd
48009,83.75%, 8.01%, 91.77%, 0.22%,1400ea
48011,92.60%, 3.54%, 96.14%, 0.32%,0900f5
48013,74.72%, 12.13%, 86.85%, 1.02%,1e02dd
48015,69.73%, 15.03%, 84.76%, 0.21%,2600d8
48017,60.12%, 19.23%, 79.36%, 1.41%,3103ca
48019,24.68%, 36.81%, 61.49%, 1.71%,5d049c
48021,84.44%, 7.61%, 92.04%, 0.35%,1300ea
48023,87.76%, 6.09%, 93.85%, 0.06%,0f00ef
48025,41.26%, 28.96%, 70.22%, 0.82%,4902b3
48027,85.24%, 7.17%, 92.42%, 0.41%,1201eb
48029,46.61%, 26.44%, 73.05%, 0.51%,4301ba
48031,54.15%, 22.81%, 76.97%, 0.22%,3a00c4
48033,78.23%, 10.48%, 88.71%, 0.81%,1a02e2
48035,73.28%, 13.27%, 86.54%, 0.19%,2100dc
48037,82.56%, 8.55%, 91.11%, 0.34%,1500e8
48039,65.42%, 16.59%, 82.01%, 1.40%,2a03d1
48041,96.46%,-, 98.16%, 1.84%,0004fa
48043,69.01%, 15.39%, 84.40%, 0.20%,2700d7
48045,85.98%, 7.01%, 92.99%,-,1100ed
48047,51.35%, 24.22%, 75.57%, 0.21%,3d00c0
48049,79.03%, 10.05%, 89.08%, 0.87%,1902e3
48051,83.14%, 8.43%, 91.57%,-,1500e9
48053,86.79%, 6.54%, 93.34%, 0.12%,1000ee
48055,84.23%, 7.51%, 91.74%, 0.76%,1301e9
48057,75.93%, 11.78%, 87.71%, 0.51%,1e01df
48059,75.04%, 12.31%, 87.34%, 0.35%,1f00de
48061,45.42%, 26.32%, 71.74%, 1.94%,4304b6
48063,84.66%, 7.67%, 92.33%,-,1300eb
48065,82.23%, 8.51%, 90.74%, 0.75%,1501e7
48067,87.15%, 6.43%, 93.57%,-,1000ee
48069,86.34%, 6.34%, 92.68%, 0.98%,1002ec
48071,75.83%, 11.95%, 87.78%, 0.27%,1e00df
48073,85.49%, 7.16%, 92.65%, 0.19%,1200ec
48075,80.93%, 9.06%, 89.99%, 0.95%,1702e5
48077,82.86%, 8.24%, 91.09%, 0.67%,1501e8
48079,83.44%, 7.74%, 91.19%, 1.07%,1302e8
48081,84.89%, 7.04%, 91.93%, 1.04%,1102ea
48083,82.81%, 8.47%, 91.28%, 0.25%,1500e8
48085,82.74%, 8.55%, 91.29%, 0.16%,1500e8
48087,85.36%, 7.27%, 92.63%, 0.09%,1200ec
48089,58.57%, 20.50%, 79.06%, 0.44%,3401c9
48091,48.69%, 25.52%, 74.21%, 0.28%,4100bd
48093,74.28%, 11.81%, 86.09%,-,1e00db
48095,86.95%, 6.52%, 93.48%,-,1000ee
48097,68.31%, 15.62%, 83.93%, 0.46%,2701d6
48099,86.10%, 6.75%, 92.85%, 0.40%,1101ec
48101,86.75%, 6.33%, 93.08%, 0.59%,1001ed
48103,92.27%, 3.86%, 96.14%,-,0900f5
48105,50.65%, 24.35%, 75.00%, 0.65%,3e01bf
48107,83.45%, 8.19%, 91.64%, 0.16%,1400e9
48109,82.44%, 8.78%, 91.22%,-,1600e8
48111,70.41%, 12.74%, 83.15%,-,2000d4
48113,70.38%, 14.51%, 84.89%, 0.60%,2501d8
48115,83.99%, 7.83%, 91.82%, 0.35%,1300ea
48117,78.88%, 10.24%, 89.11%, 0.65%,1a01e3
48119,89.35%, 5.29%, 94.64%, 0.06%,0d00f1
48121,82.29%, 8.62%, 90.91%, 0.47%,1501e7
48123,52.31%, 23.67%, 75.98%, 0.35%,3c00c1
48125,85.20%, 7.37%, 92.57%, 0.06%,1200ec
48127,39.96%, 28.99%, 68.95%,-,4900af
48129,82.93%, 7.99%, 90.93%, 1.08%,1402e7
48131,89.24%, 5.31%, 94.56%, 0.13%,0d00f1
48133,72.63%, 13.36%, 85.99%, 0.65%,2201db
48135,80.95%, 8.92%, 89.87%, 1.21%,1603e5
48137,38.33%, 30.54%, 68.87%, 0.58%,4d01af
48139,89.12%, 5.34%, 94.46%, 0.20%,0d00f0
48141,73.48%, 12.84%, 86.32%, 0.84%,2002dc
48143,80.27%, 9.68%, 89.95%, 0.37%,1800e5
48145,91.99%, 3.94%, 95.92%, 0.14%,0a00f4
48147,86.77%, 6.55%, 93.32%, 0.12%,1000ed
48149,65.06%, 17.40%, 82.46%, 0.15%,2c00d2
48151,85.82%, 6.95%, 92.78%, 0.27%,1100ec
48153,78.57%, 10.36%, 88.93%, 0.72%,1a01e2
48155,84.98%, 7.36%, 92.34%, 0.30%,1200eb
48157,86.92%, 6.34%, 93.26%, 0.40%,1001ed
48159,82.10%, 8.85%, 90.95%, 0.20%,1600e7
48161,86.76%, 6.48%, 93.23%, 0.29%,1000ed
48163,67.76%, 15.83%, 83.59%, 0.57%,2801d5
48165,87.88%, 5.79%, 93.66%, 0.55%,0e01ee
48167,69.37%, 15.00%, 84.37%, 0.63%,2601d7
48169,71.66%, 14.01%, 85.67%, 0.32%,2300da
48171,16.11%, 56.52%, 40.41%,-,900067
48173,78.80%, 10.25%, 89.05%, 0.71%,1a01e3
48175,56.98%, 21.38%, 78.36%, 0.26%,3600c7
48177,76.56%, 11.61%, 88.16%, 0.23%,1d00e0
48179,80.24%, 9.59%, 89.83%, 0.58%,1801e5
48181,83.47%, 8.17%, 91.64%, 0.20%,1400e9
48183,82.40%, 8.72%, 91.12%, 0.15%,1600e8
48185,86.22%, 6.84%, 93.06%, 0.10%,1100ed
48187,40.03%, 29.88%, 69.91%, 0.21%,4c00b2
48189,74.20%, 12.59%, 86.80%, 0.61%,2001dd
48191,88.19%, 5.37%, 93.56%, 1.07%,0d02ee
48193,81.00%, 9.47%, 90.48%, 0.05%,1800e6
48195,81.65%, 8.03%, 89.69%,-,1400e4
48197,80.80%, 9.38%, 90.17%, 0.45%,1701e5
48199,90.36%, 4.82%, 95.18%,-,0c00f2
48201,75.70%, 11.97%, 87.67%, 0.36%,1e00df
48203,83.55%, 8.14%, 91.69%, 0.16%,1400e9
48205,86.67%, 6.67%, 93.33%,-,1100ed
48207,89.03%, 5.43%, 94.46%, 0.10%,0d00f0
48209,74.28%, 12.66%, 86.94%, 0.40%,2001dd
48211,78.22%, 10.67%, 88.89%, 0.44%,1b01e2
48213,85.08%, 7.38%, 92.45%, 0.17%,1200eb
48215,38.00%, 29.46%, 67.46%,-,4b00ac
48217,89.26%, 5.32%, 94.58%, 0.10%,0d00f1
48219,89.53%, 4.91%, 94.44%, 0.65%,0c01f0
48221,80.99%, 9.32%, 90.31%, 0.37%,1700e6
48223,82.57%, 8.65%, 91.22%, 0.13%,1600e8
48225,92.18%, 3.87%, 96.05%, 0.08%,0900f4
48227,85.95%, 6.90%, 92.86%, 0.24%,1100ec
48229,87.37%, 6.19%, 93.56%, 0.26%,0f00ee
48231,88.92%, 5.45%, 94.37%, 0.18%,0d00f0
48233,72.68%, 13.57%, 86.25%, 0.17%,2200db
48235,80.57%, 9.25%, 89.81%, 0.94%,1702e5
48237,71.21%, 14.01%, 85.22%, 0.77%,2301d9
48239,69.24%, 15.16%, 84.40%, 0.44%,2601d7
48241,86.29%, 6.76%, 93.05%, 0.19%,1100ed
48243,79.38%, 10.15%, 89.54%, 0.31%,1900e4
48245,75.18%, 12.23%, 87.40%, 0.37%,1f00de
48247,87.37%, 6.32%, 93.68%,-,1000ee
48249,66.39%, 16.58%, 82.97%, 0.44%,2a01d3
48251,84.87%, 7.25%, 92.12%, 0.62%,1201ea
48253,83.47%, 8.24%, 91.71%, 0.05%,1500e9
48255,69.31%, 15.16%, 84.47%, 0.37%,2600d7
48257,88.96%, 5.49%, 94.44%, 0.07%,0d00f0
48259,26.09%, 62.77%, 36.68%, 0.54%,a0015d
48261,52.38%, 23.81%, 76.19%,-,3c00c2
48263,89.01%, 5.50%, 94.50%,-,0e00f0
48265,22.87%, 38.39%, 61.26%, 0.35%,61009c
48267,63.63%, 18.13%, 81.75%, 0.12%,2e00d0
48269,88.39%, 5.80%, 94.20%,-,0e00f0
48271,34.21%, 32.89%, 67.11%,-,5300ab
48273,77.99%, 9.13%, 87.12%,-,1700de
48275,82.60%, 8.55%, 91.15%, 0.30%,1500e8
48277,89.46%, 5.19%, 94.65%, 0.17%,0d00f1
48279,76.81%, 11.41%, 88.21%, 0.38%,1d00e0
48281,83.05%, 8.38%, 91.43%, 0.19%,1500e9
48283,80.98%, 9.51%, 90.49%,-,1800e6
48285,68.74%, 15.38%, 84.12%, 0.50%,2701d6
48287,61.95%, 18.99%, 80.94%, 0.07%,3000ce
48289,89.44%, 5.25%, 94.69%, 0.05%,0d00f1
48291,83.74%, 7.95%, 91.69%, 0.36%,1400e9
48293,90.22%, 4.83%, 95.05%, 0.12%,0c00f2
48295,55.87%, 21.79%, 77.65%, 0.56%,3701c6
48297,56.16%, 20.17%, 76.33%,-,3300c2
48299,84.81%, 7.59%, 92.41%,-,1300eb
48301,57.67%, 12.88%, 72.39%,-,2000b8
48303,82.16%, 8.81%, 90.97%, 0.23%,1600e7
48305,84.06%, 7.83%, 91.89%, 0.28%,1300ea
48307,68.64%, 15.30%, 83.94%, 0.76%,2701d6
48309,82.66%, 8.11%, 90.77%, 1.12%,1402e7
48311,75.50%, 12.25%, 87.75%,-,1f00df
48313,92.32%, 3.84%, 96.16%,-,0900f5
48315,75.38%, 12.31%, 87.69%,-,1f00df
48317,82.55%, 8.20%, 90.75%, 1.05%,1402e7
48319,37.31%, 31.30%, 68.61%, 0.09%,4f00ae
48321,57.35%, 21.21%, 78.56%, 0.23%,3600c8
48323,66.06%, 15.15%, 81.20%,-,2600cf
48325,35.66%, 31.97%, 67.63%, 0.40%,5101ac
48327,72.57%, 13.48%, 86.05%, 0.47%,2201db
48329,72.76%, 13.31%, 86.06%, 0.63%,2101db
48331,86.45%, 6.57%, 93.02%, 0.41%,1001ed
48333,71.79%, 14.10%, 85.90%,-,2300db
48335,82.61%, 8.61%, 91.21%, 0.18%,1500e8
48337,78.80%, 10.36%, 89.16%, 0.48%,1a01e3
48339,85.56%, 7.05%, 92.61%, 0.34%,1100ec
48341,84.94%, 7.45%, 92.39%, 0.16%,1200eb
48343,91.82%, 4.09%, 95.91%,-,0a00f4
48345,86.07%, 6.86%, 92.93%, 0.21%,1100ec
48347,90.14%, 4.87%, 95.01%, 0.12%,0c00f2
48349,90.23%, 4.79%, 95.02%, 0.20%,0c00f2
48351,84.41%, 7.71%, 92.12%, 0.17%,1300ea
48353,82.76%, 8.39%, 91.15%, 0.47%,1501e8
48355,67.54%, 15.54%, 83.09%, 1.37%,2703d3
48357,79.40%, 8.64%, 88.03%,-,1600e0
48359,90.26%, 4.33%, 94.59%, 1.08%,0b02f1
48361,84.35%, 7.66%, 92.01%, 0.32%,1300ea
48363,75.79%, 11.88%, 87.67%, 0.45%,1e01df
48365,91.62%, 3.74%, 95.36%, 0.90%,0902f3
48367,73.14%, 12.95%, 86.08%, 0.97%,2102db
48369,74.30%, 12.52%, 86.83%, 0.65%,1f01dd
48371,77.64%, 11.15%, 88.79%, 0.07%,1c00e2
48373,83.92%, 8.01%, 91.93%, 0.06%,1400ea
48375,71.67%, 13.32%, 84.99%, 1.69%,2104d8
48377,79.31%, 10.10%, 89.42%, 0.48%,1901e4
48379,82.73%, 8.50%, 91.23%, 0.27%,1500e8
48381,83.92%, 7.87%, 91.80%, 0.33%,1400ea
48383,75.69%, 12.15%, 87.85%,-,1e00e0
48385,58.49%, 20.75%, 79.25%,-,3400ca
48387,86.11%, 6.89%, 93.00%, 0.10%,1100ed
48389,83.50%, 8.13%, 91.63%, 0.24%,1400e9
48391,62.53%, 18.54%, 81.07%, 0.38%,2f00ce
48393,88.08%, 5.96%, 94.04%,-,0f00ef
48395,93.61%, 3.16%, 96.77%, 0.07%,0800f6
48397,95.56%, 2.18%, 97.74%, 0.08%,0500f9
48399,80.55%, 9.44%, 89.99%, 0.57%,1801e5
48401,86.65%, 6.61%, 93.27%, 0.12%,1000ed
48403,83.56%, 8.14%, 91.70%, 0.15%,1400e9
48405,88.55%, 5.72%, 94.28%,-,0e00f0
48407,78.76%, 10.62%, 89.38%,-,1b00e3
48409,63.52%, 17.69%, 81.21%, 1.10%,2d02cf
48411,82.10%, 8.89%, 90.99%, 0.12%,1600e8
48413,71.35%, 14.23%, 85.58%, 0.18%,2400da
48415,82.85%, 8.47%, 91.32%, 0.21%,1500e8
48417,76.70%, 11.65%, 88.35%,-,1d00e1
48419,91.52%, 4.11%, 95.62%, 0.27%,0a00f3
48421,88.70%, 5.65%, 94.35%,-,0e00f0
48423,82.90%, 8.47%, 91.37%, 0.15%,1500e8
48425,68.78%, 15.08%, 83.86%, 1.06%,2602d5
48427,75.21%, 12.22%, 87.43%, 0.34%,1f00de
48429,55.16%, 22.11%, 77.27%, 0.62%,3801c5
48431,92.96%, 3.52%, 96.48%,-,0800f6
48433,88.78%, 5.56%, 94.34%, 0.09%,0e00f0
48435,72.29%, 13.85%, 86.15%,-,2300db
48437,82.22%, 8.77%, 90.98%, 0.25%,1600e7
48439,77.04%, 11.20%, 88.24%, 0.56%,1c01e1
48441,79.60%, 9.83%, 89.43%, 0.74%,1901e4
48443,58.82%, 20.59%, 79.41%,-,3400ca
48445,89.12%, 5.06%, 94.18%, 0.76%,0c01f0
48447,75.44%, 12.19%, 87.63%, 0.18%,1f00df
48449,91.96%, 3.94%, 95.90%, 0.15%,0a00f4
48451,75.94%, 11.40%, 87.34%, 1.25%,1d03de
48453,81.47%, 8.60%, 90.07%, 1.33%,1503e5
48455,77.52%, 11.20%, 88.72%, 0.07%,1c00e2
48457,80.54%, 9.73%, 90.27%,-,1800e6
48459,74.87%, 12.50%, 87.38%, 0.12%,1f00de
48461,79.58%, 9.96%, 89.54%, 0.49%,1901e4
48463,66.21%, 16.87%, 83.08%, 0.05%,2b00d3
48465,42.80%, 28.46%, 71.26%, 0.28%,4800b5
48467,85.30%, 6.94%, 92.24%, 0.82%,1102eb
48469,71.01%, 14.46%, 85.46%, 0.08%,2400d9
48471,92.16%, 3.86%, 96.02%, 0.11%,0900f4
48473,77.64%, 11.08%, 88.72%, 0.20%,1c00e2
48475,83.68%, 8.08%, 91.76%, 0.16%,1400e9
48477,83.62%, 8.10%, 91.72%, 0.18%,1400e9
48479,67.55%, 16.22%, 83.78%,-,2900d5
48481,81.28%, 9.15%, 90.43%, 0.42%,1701e6
48483,79.07%, 10.24%, 89.31%, 0.44%,1a01e3
48485,75.09%, 12.30%, 87.39%, 0.31%,1f00de
48487,82.01%, 8.75%, 90.76%, 0.50%,1601e7
48489,44.75%, 26.88%, 71.62%, 1.50%,4403b6
48491,85.83%, 6.97%, 92.79%, 0.24%,1100ec
48493,79.85%, 9.99%, 89.84%, 0.17%,1900e5
48495,86.15%, 6.46%, 92.62%, 0.92%,1002ec
48497,77.31%, 11.26%, 88.58%, 0.16%,1c00e1
48499,86.75%, 6.51%, 93.25%, 0.24%,1000ed
48501,87.35%, 5.31%, 92.65%,-,0d00ec
48503,81.66%, 8.99%, 90.65%, 0.35%,1600e7
48505,78.48%, 10.76%, 89.24%,-,1b00e3
48507,57.78%, 20.86%, 78.64%, 0.50%,3501c8
49001,18.75%, 40.38%, 59.13%, 0.49%,660196
49003,39.01%, 30.15%, 69.16%, 0.69%,4c01b0
49005,44.73%, 27.25%, 71.97%, 0.78%,4501b7
49007,56.71%, 20.71%, 77.42%, 1.87%,3404c5
49009,24.04%, 37.50%, 61.54%, 0.96%,5f029c
49011,35.96%, 31.84%, 67.80%, 0.36%,5100ac
49013,29.17%, 34.68%, 63.86%, 1.46%,5803a2
49015,33.84%, 32.69%, 66.54%, 0.77%,5301a9
49017,4.85%, 47.52%, 52.37%, 0.11%,790085
49019,30.78%, 33.62%, 64.40%, 1.98%,5505a4
49021,13.62%, 42.44%, 56.07%, 1.49%,6c038e
49023,38.26%, 30.41%, 68.67%, 0.92%,4d02af
49025,13.51%, 56.54%, 43.03%, 0.44%,90016d
49027,22.10%, 38.25%, 60.34%, 1.41%,610399
49029,20.85%, 39.33%, 60.18%, 0.49%,640199
49031,28.60%, 35.65%, 64.25%, 0.11%,5a00a3
49033,11.36%, 44.09%, 55.45%, 0.45%,70018d
49035,44.37%, 27.40%, 71.77%, 0.83%,4502b7
49037,9.16%, 44.95%, 54.11%, 0.94%,720289
49039,18.09%, 40.57%, 58.67%, 0.76%,670195
49041,19.24%, 39.84%, 59.07%, 1.09%,650296
49043,24.37%, 37.58%, 61.95%, 0.48%,5f019d
49045,39.19%, 30.27%, 69.46%, 0.26%,4d00b1
49047,24.34%, 36.62%, 60.96%, 0.25%,5d009b
49049,39.69%, 29.83%, 69.52%, 0.65%,4c01b1
49051,11.57%, 44.09%, 55.66%, 0.26%,70008d
49053,27.18%, 36.19%, 63.37%, 0.44%,5c01a1
49055,22.60%, 38.52%, 61.12%, 0.35%,62009b
49057,55.22%, 21.86%, 77.08%, 1.06%,3702c4
50001,32.12%, 65.90%, 33.79%, 0.31%,a80056
50003,13.72%, 56.08%, 42.36%, 1.56%,8f036c
50005,28.78%, 64.25%, 35.47%, 0.29%,a3005a
50007,17.07%, 41.32%, 58.39%, 0.30%,690094
50009,10.11%, 55.00%, 44.89%, 0.11%,8c0072
50011,10.60%, 44.56%, 55.15%, 0.29%,71008c
50013,8.93%, 45.41%, 54.34%, 0.26%,73008a
50015,37.88%, 68.79%, 30.92%, 0.29%,af004e
50017,46.72%, 73.28%, 26.56%, 0.16%,ba0043
50019,30.78%, 65.26%, 34.48%, 0.26%,a60057
50021,6.14%, 52.94%, 46.80%, 0.26%,860077
50023,1.69%, 50.64%, 48.96%, 0.40%,81017c
50025,33.08%, 66.42%, 33.34%, 0.24%,a90055
50027,30.13%, 64.90%, 34.77%, 0.34%,a50058
51001,40.42%, 29.66%, 70.08%, 0.27%,4b00b2
51003,48.24%, 25.74%, 73.98%, 0.28%,4100bc
51005,20.75%, 39.43%, 60.18%, 0.39%,640099
51007,51.55%, 23.97%, 75.53%, 0.50%,3d01c0
51009,75.81%, 11.94%, 87.75%, 0.30%,1e00df
51011,73.79%, 12.85%, 86.64%, 0.50%,2001dc
