id,margin,landon,roosevelt,other,hex_color
28021,92.18%, 3.85%, 96.03%, 0.12%,0900f4
28023,96.94%,-, 98.40%, 1.60%,0004fa
28025,95.09%, 2.46%, 97.54%,-,0600f8
28027,95.35%, 2.32%, 97.68%,-,0500f9
28029,96.28%,-, 98.12%, 1.88%,0004fa
28031,93.49%, 3.16%, 96.65%, 0.18%,0800f6
28033,98.08%,-, 99.04%, 0.96%,0002fc
28035,87.53%, 6.09%, 93.62%, 0.29%,0f00ee
28037,93.92%, 2.91%, 96.83%, 0.26%,0700f6
28039,94.55%, 2.61%, 97.17%, 0.22%,0600f7
28041,89.19%, 5.23%, 94.43%, 0.34%,0d00f0
28043,97.93%,-, 98.97%, 1.03%,0002fc
28045,76.50%, 11.20%, 87.70%, 1.09%,1c02df
28047,78.33%, 10.44%, 88.78%, 0.78%,1a01e2
28049,92.85%, 3.49%, 96.33%, 0.18%,0800f5
28051,98.73%,-, 99.37%, 0.63%,0001fd
28053,98.80%,-, 99.40%, 0.60%,0001fd
28055,100.00%,-, 100.00%,-,0000fe
28057,93.78%, 3.11%, 96.89%,-,0700f7
28059,86.51%, 6.55%, 93.06%, 0.38%,1000ed
28061,97.83%,-, 98.87%, 1.13%,0002fc
28063,97.87%,-, 98.88%, 1.12%,0002fc
28065,90.24%, 4.81%, 95.05%, 0.14%,0c00f2
28067,91.08%, 3.94%, 95.02%, 1.04%,0a02f2
28069,98.92%,-, 99.46%, 0.54%,0001fd
28071,96.61%,-, 98.16%, 1.84%,0004fa
28073,85.68%, 6.97%, 92.65%, 0.38%,1100ec
28075,97.63%,-, 98.72%, 1.28%,0003fb
28077,94.78%, 2.57%, 97.35%, 0.08%,0600f8
28079,98.92%,-, 99.30%, 0.70%,0001fd
28081,97.68%,-, 98.84%, 1.16%,0002fc
28083,96.73%,-, 98.34%, 1.66%,0004fa
28085,93.80%, 2.90%, 96.70%, 0.39%,0700f6
28087,94.90%, 2.34%, 97.24%, 0.42%,0501f7
28089,96.53%,-, 98.24%, 1.76%,0004fa
28091,96.19%,-, 98.07%, 1.93%,0004fa
28093,96.03%,-, 97.97%, 2.03%,0005f9
28095,96.53%,-, 98.22%, 1.78%,0004fa
28097,99.28%,-, 99.64%, 0.36%,0000fe
28099,96.16%,-, 98.04%, 1.96%,0004fa
28101,96.96%,-, 98.42%, 1.58%,0004fa
28103,95.96%,-, 97.94%, 2.06%,0005f9
28105,97.75%,-, 98.85%, 1.15%,0002fc
28107,99.60%,-, 99.80%, 0.20%,0000fe
28109,86.69%, 6.53%, 93.23%, 0.24%,1000ed
28111,95.75%, 2.12%, 97.88%,-,0500f9
28113,94.57%, 2.64%, 97.21%, 0.15%,0600f7
28115,91.83%, 3.89%, 95.73%, 0.38%,0900f4
28117,94.42%, 2.68%, 97.10%, 0.21%,0600f7
28119,98.16%,-, 99.03%, 0.97%,0002fc
28121,94.28%, 2.78%, 97.06%, 0.15%,0700f7
28123,96.86%,-, 98.40%, 1.60%,0004fa
28125,97.56%,-, 98.78%, 1.22%,0003fb
28127,96.11%,-, 98.04%, 1.96%,0004fa
28129,97.93%,-, 98.94%, 1.06%,0002fc
28131,93.14%, 3.29%, 96.43%, 0.29%,0800f5
28133,98.34%,-, 99.17%, 0.83%,0002fc
28135,99.43%,-, 99.68%, 0.32%,0000fe
28137,98.72%,-, 99.36%, 0.64%,0001fd
28139,97.69%,-, 98.84%, 1.16%,0002fc
28141,86.24%, 6.59%, 92.83%, 0.57%,1001ec
28143,98.58%,-, 99.29%, 0.71%,0001fd
28145,94.39%, 2.72%, 97.11%, 0.17%,0600f7
28147,95.49%, 2.22%, 97.70%, 0.08%,0500f9
28149,92.56%, 3.63%, 96.19%, 0.18%,0900f5
28151,91.43%, 4.19%, 95.63%, 0.18%,0a00f3
28153,93.70%, 3.12%, 96.81%, 0.07%,0700f6
28155,91.77%, 3.72%, 95.49%, 0.80%,0902f3
28157,94.43%, 2.66%, 97.09%, 0.25%,0600f7
28159,98.24%,-, 99.10%, 0.90%,0002fc
28161,96.22%,-, 98.04%, 1.96%,0004fa
28163,98.29%,-, 99.07%, 0.93%,0002fc
29001,6.22%, 46.26%, 52.48%, 1.25%,750385
29003,3.70%, 51.83%, 48.12%, 0.05%,84007a
29005,6.27%, 46.81%, 53.08%, 0.11%,770087
29007,49.50%, 25.10%, 74.59%, 0.31%,4000be
29009,1.38%, 50.48%, 49.10%, 0.42%,80017d
29011,12.19%, 43.65%, 55.84%, 0.51%,6f018e
29013,6.11%, 46.60%, 52.71%, 0.69%,760186
29015,26.66%, 63.13%, 36.48%, 0.39%,a0005d
29017,2.93%, 50.91%, 47.98%, 1.11%,81027a
29019,51.03%, 24.28%, 75.31%, 0.41%,3d01c0
29021,28.74%, 35.41%, 64.15%, 0.44%,5a01a3
29023,0.96%, 50.31%, 49.35%, 0.33%,80007d
29025,11.42%, 55.66%, 44.24%, 0.10%,8d0070
29027,39.33%, 30.23%, 69.56%, 0.20%,4d00b1
29029,8.89%, 54.37%, 45.48%, 0.14%,8a0073
29031,9.30%, 45.16%, 54.45%, 0.39%,73008a
29033,2.74%, 51.22%, 48.48%, 0.30%,82007b
29035,19.23%, 39.90%, 59.13%, 0.97%,650296
29037,16.86%, 41.31%, 58.17%, 0.53%,690194
29039,18.16%, 58.80%, 40.64%, 0.57%,950167
29041,22.97%, 38.33%, 61.29%, 0.38%,61009c
29043,24.00%, 61.87%, 37.87%, 0.26%,9d0060
29045,3.27%, 48.15%, 51.42%, 0.43%,7a0183
29047,35.81%, 31.89%, 67.70%, 0.41%,5101ac
29049,24.59%, 37.34%, 61.93%, 0.73%,5f019d
29051,17.55%, 40.91%, 58.46%, 0.63%,680195
29053,2.04%, 48.84%, 50.88%, 0.28%,7c0081
29055,2.72%, 51.01%, 48.30%, 0.69%,82017b
29057,17.89%, 58.67%, 40.78%, 0.55%,950167
29059,27.28%, 63.50%, 36.23%, 0.27%,a1005c
29061,0.37%, 49.66%, 50.03%, 0.32%,7e007f
29063,3.45%, 51.56%, 48.11%, 0.32%,83007a
29065,15.51%, 41.95%, 57.45%, 0.60%,6a0192
29067,30.92%, 65.15%, 34.23%, 0.61%,a60157
29069,45.91%, 26.84%, 72.75%, 0.41%,4401b9
29071,0.90%, 48.42%, 47.52%, 0.28%,7b0079
29073,47.41%, 73.51%, 26.10%, 0.38%,bb0042
29075,14.48%, 42.64%, 57.12%, 0.25%,6c0091
29077,10.77%, 44.46%, 55.23%, 0.31%,71008c
29079,3.81%, 51.59%, 47.78%, 0.63%,830179
29081,10.69%, 55.22%, 44.53%, 0.25%,8c0071
29083,18.31%, 40.68%, 59.00%, 0.32%,670096
29085,43.70%, 71.73%, 28.03%, 0.25%,b60047
29087,5.12%, 52.45%, 47.33%, 0.22%,850078
29089,50.49%, 24.61%, 75.10%, 0.30%,3e00bf
29091,5.68%, 52.63%, 46.95%, 0.42%,860177
29093,20.05%, 39.84%, 59.89%, 0.27%,650098
29095,46.05%, 26.79%, 72.84%, 0.37%,4400b9
29097,15.56%, 41.75%, 57.31%, 0.93%,6a0292
29099,23.93%, 37.23%, 61.16%, 1.61%,5e049b
29101,4.10%, 47.86%, 51.96%, 0.18%,7a0084
29103,17.25%, 41.09%, 58.35%, 0.56%,680194
29105,7.11%, 53.38%, 46.27%, 0.35%,880075
29107,1.75%, 50.70%, 48.95%, 0.34%,81007c
29109,0.01%, 49.72%, 49.71%, 0.56%,7e017e
29111,31.59%, 33.78%, 65.37%, 0.85%,5602a6
29113,34.19%, 32.61%, 66.80%, 0.59%,5301aa
29115,13.65%, 42.95%, 56.60%, 0.44%,6d0190
29117,5.51%, 47.04%, 52.55%, 0.40%,770186
29119,2.80%, 48.57%, 51.37%, 0.06%,7b0082
29121,14.29%, 42.69%, 56.98%, 0.33%,6c0091
29123,7.14%, 46.36%, 53.50%, 0.14%,760088
29125,29.63%, 34.92%, 64.55%, 0.53%,5901a4
29127,40.90%, 29.39%, 70.29%, 0.32%,4a00b3
29129,20.04%, 59.87%, 39.83%, 0.30%,980065
29131,2.41%, 50.90%, 48.49%, 0.61%,81017b
29133,23.87%, 37.88%, 61.75%, 0.37%,60009d
29135,0.43%, 50.08%, 49.64%, 0.28%,7f007e
29137,74.07%, 12.79%, 86.87%, 0.34%,2000dd
29139,0.14%, 49.99%, 49.85%, 0.16%,7f007f
29141,7.29%, 53.48%, 46.19%, 0.32%,880075
29143,21.25%, 39.28%, 60.53%, 0.19%,64009a
29145,3.66%, 47.87%, 51.52%, 0.61%,7a0183
29147,12.55%, 43.41%, 55.97%, 0.62%,6e018e
29149,41.11%, 29.40%, 70.50%, 0.10%,4a00b3
29151,2.70%, 48.08%, 50.77%, 1.15%,7a0281
29153,37.25%, 68.47%, 31.21%, 0.32%,ae004f
29155,32.72%, 33.58%, 66.30%, 0.11%,5500a9
29157,4.30%, 51.20%, 46.90%, 1.91%,820477
29159,10.88%, 44.20%, 55.08%, 0.72%,70018c
29161,26.66%, 36.44%, 63.11%, 0.45%,5c01a0
29163,34.29%, 32.53%, 66.82%, 0.66%,5201aa
29165,46.29%, 26.71%, 72.99%, 0.30%,4400ba
29167,13.56%, 56.65%, 43.09%, 0.25%,90006d
29169,13.97%, 42.89%, 56.86%, 0.26%,6d0090
29171,28.80%, 64.01%, 35.21%, 0.78%,a30159
29173,56.72%, 21.51%, 78.24%, 0.25%,3600c7
29175,56.12%, 21.80%, 77.92%, 0.28%,3700c6
29177,38.31%, 30.74%, 69.05%, 0.21%,4e00b0
29179,45.97%, 26.94%, 72.91%, 0.15%,4400b9
29181,12.62%, 43.46%, 56.08%, 0.45%,6e018f
29183,6.19%, 42.72%, 48.91%, 0.89%,6c027c
29185,0.73%, 50.13%, 49.40%, 0.46%,7f017d
29186,18.70%, 39.79%, 58.49%, 1.72%,650495
29187,3.98%, 47.79%, 51.77%, 0.43%,790184
29189,15.78%, 40.63%, 56.40%, 0.64%,67018f
29195,17.01%, 41.34%, 58.35%, 0.31%,690094
29197,20.01%, 39.87%, 59.88%, 0.25%,650098
29199,17.35%, 40.65%, 58.01%, 1.34%,670393
29201,42.38%, 28.57%, 70.95%, 0.48%,4801b4
29203,42.40%, 28.17%, 70.57%, 1.26%,4703b3
29205,43.76%, 27.81%, 71.57%, 0.62%,4601b6
29207,15.49%, 42.02%, 57.51%, 0.48%,6b0192
29209,42.15%, 70.94%, 28.79%, 0.27%,b40049
29211,0.41%, 50.08%, 49.67%, 0.25%,7f007e
29213,24.50%, 62.00%, 37.50%, 0.50%,9e015f
29215,6.60%, 46.51%, 53.11%, 0.38%,760087
29217,20.26%, 39.61%, 59.87%, 0.52%,650198
29219,34.56%, 66.96%, 32.40%, 0.63%,aa0152
29221,0.56%, 49.29%, 49.85%, 0.86%,7d027f
29223,12.90%, 43.41%, 56.31%, 0.28%,6e008f
29225,10.58%, 55.16%, 44.58%, 0.26%,8c0071
29227,10.21%, 44.46%, 54.67%, 0.87%,71028b
29229,18.85%, 59.18%, 40.32%, 0.50%,960166
29510,33.31%, 32.23%, 65.54%, 2.24%,5205a7
30001,24.00%, 36.86%, 60.85%, 0.17%,5d009b
30003,29.82%, 34.12%, 63.94%, 1.95%,5704a3
30005,42.78%, 27.68%, 70.46%, 1.85%,4604b3
30007,35.63%, 31.43%, 67.06%, 1.50%,5003ab
30009,30.74%, 33.16%, 63.90%, 2.93%,5407a2
30011,32.89%, 32.81%, 65.70%, 1.49%,5303a7
30013,51.99%, 22.92%, 74.91%, 2.18%,3a05bf
30015,50.75%, 24.01%, 74.76%, 1.23%,3d03be
30017,38.51%, 29.30%, 67.81%, 0.59%,4a01ac
30019,53.38%, 22.08%, 75.46%, 2.46%,3806c0
30021,27.80%, 35.81%, 63.61%, 0.59%,5b01a2
30023,48.45%, 25.04%, 73.49%, 1.47%,3f03bb
30025,25.11%, 36.00%, 61.11%, 0.54%,5b019b
30027,42.31%, 27.00%, 69.31%, 0.55%,4401b0
30029,34.55%, 28.83%, 63.38%, 1.47%,4903a1
30031,35.52%, 30.01%, 65.53%, 0.47%,4c01a7
30033,28.09%, 34.75%, 62.84%, 2.41%,5806a0
30035,51.21%, 23.92%, 75.13%, 0.95%,3c02bf
30037,17.42%, 40.32%, 57.73%, 1.95%,660493
30039,43.62%, 27.55%, 71.17%, 1.28%,4603b5
30041,60.04%, 18.37%, 78.41%, 0.62%,2e01c7
30043,40.52%, 27.78%, 68.30%, 0.97%,4602ae
30045,39.85%, 28.91%, 68.76%, 2.33%,4905af
30047,28.38%, 31.68%, 60.06%, 0.54%,500199
30049,30.52%, 33.82%, 64.34%, 1.83%,5604a4
30051,45.26%, 25.92%, 71.17%, 0.56%,4201b5
30053,44.98%, 24.43%, 69.41%, 1.25%,3e03b0
30055,59.46%, 19.09%, 78.55%, 2.36%,3006c8
30057,28.13%, 34.81%, 62.94%, 2.25%,5805a0
30059,21.25%, 38.67%, 59.92%, 1.41%,620398
30061,46.04%, 22.40%, 68.44%, 1.56%,3903ae
30063,46.22%, 24.97%, 71.18%, 0.84%,3f02b5
30065,43.83%, 25.58%, 69.41%, 1.53%,4103b0
30067,28.90%, 33.03%, 61.92%, 0.63%,54019d
30069,32.88%, 32.01%, 64.89%,-,5100a5
30071,48.80%, 24.33%, 73.13%, 0.54%,3e01ba
30073,53.00%, 22.43%, 75.43%, 2.15%,3905c0
30075,15.79%, 40.40%, 56.19%, 0.96%,67028f
30077,43.27%, 27.42%, 70.69%, 1.89%,4504b4
30079,31.03%, 33.31%, 64.34%, 2.35%,5405a4
30081,27.03%, 33.39%, 60.42%, 0.85%,55029a
30083,39.43%, 28.99%, 68.43%, 0.33%,4900ae
30085,45.53%, 25.60%, 71.14%, 0.46%,4101b5
30087,28.39%, 32.43%, 60.82%, 1.42%,52039b
30089,39.12%, 26.25%, 65.37%, 1.76%,4204a6
30091,62.82%, 16.19%, 79.01%, 1.93%,2904c9
30093,58.21%, 20.02%, 78.23%, 1.76%,3304c7
30095,10.65%, 42.69%, 53.34%, 0.74%,6c0188
30097,7.71%, 43.01%, 50.71%, 0.78%,6d0181
30099,51.49%, 23.69%, 75.18%, 1.14%,3c02bf
30101,50.83%, 22.68%, 73.51%, 0.31%,3900bb
30103,23.02%, 36.47%, 59.49%, 0.30%,5c0097
30105,68.95%, 14.11%, 83.07%, 0.78%,2301d3
30107,26.22%, 36.29%, 62.51%, 1.21%,5c039f
30109,36.86%, 31.18%, 68.04%, 0.78%,4f01ad
30111,24.13%, 37.05%, 61.18%, 1.77%,5e049c
31001,19.13%, 38.55%, 57.68%,-,620093
31003,2.08%, 49.52%, 47.44%,-,7e0078
31005,14.00%, 56.73%, 42.73%, 0.55%,90016c
31007,13.85%, 42.62%, 56.46%, 0.92%,6c028f
31009,3.21%, 47.77%, 50.98%, 1.26%,790381
31011,6.09%, 45.28%, 51.37%,-,730082
31013,25.50%, 36.69%, 62.19%, 1.12%,5d029e
31015,9.14%, 44.48%, 53.62%, 1.90%,710488
31017,8.76%, 53.79%, 45.03%, 1.18%,890372
31019,12.82%, 41.88%, 54.70%,-,6a008b
31021,6.95%, 45.92%, 52.87%, 1.20%,750386
31023,27.69%, 35.26%, 62.95%, 1.79%,5904a0
31025,14.49%, 42.44%, 56.93%, 0.62%,6c0191
31027,20.42%, 35.24%, 55.66%,-,59008d
31029,17.86%, 39.85%, 57.71%,-,650093
31031,3.45%, 47.58%, 51.03%, 1.40%,790382
31033,35.48%, 30.93%, 66.41%,-,4e00a9
31035,1.28%, 48.26%, 49.54%,-,7b007e
31037,30.86%, 32.39%, 63.25%,-,5200a1
31039,14.37%, 38.96%, 53.32%,-,630087
31041,5.72%, 45.67%, 51.39%,-,740083
31043,34.49%, 29.52%, 64.01%,-,4b00a3
31045,13.69%, 40.67%, 54.35%,-,67008a
31047,5.82%, 46.39%, 52.21%, 1.40%,760385
31049,15.10%, 41.32%, 56.42%,-,69008f
31051,10.92%, 43.29%, 54.21%,-,6e008a
31053,15.49%, 40.22%, 55.71%,-,66008e
31055,32.59%, 33.01%, 65.60%, 1.38%,5403a7
31057,11.38%, 43.77%, 55.15%, 1.08%,6f028c
31059,4.88%, 47.15%, 52.03%, 0.82%,780284
31061,15.97%, 40.46%, 56.42%,-,67008f
31063,8.75%, 44.91%, 53.66%, 1.42%,720388
31065,6.64%, 52.40%, 45.76%, 1.84%,850474
31067,15.19%, 41.51%, 56.70%, 1.78%,690490
31069,0.50%, 49.63%, 49.13%, 1.25%,7e037d
31071,3.18%, 50.41%, 47.22%,-,800078
31073,26.42%, 36.29%, 62.70%, 1.01%,5c029f
31075,9.15%, 45.25%, 54.41%, 0.34%,73008a
31077,24.99%, 31.40%, 56.40%,-,50008f
31079,9.73%, 43.57%, 53.30%,-,6f0087
31081,1.74%, 50.43%, 48.69%, 0.88%,80027c
31083,10.28%, 44.36%, 54.64%, 1.00%,71028b
31085,11.07%, 44.13%, 55.20%, 0.67%,70018c
31087,14.88%, 42.20%, 57.08%, 0.72%,6b0191
31089,2.42%, 47.84%, 50.26%, 1.91%,790480
31091,20.12%, 59.75%, 39.63%, 0.62%,980165
31093,42.83%, 27.21%, 70.05%,-,4500b2
31095,19.39%, 39.98%, 59.37%, 0.66%,650197
31097,5.15%, 46.98%, 52.13%, 0.88%,770284
31099,33.17%, 32.71%, 65.89%, 1.40%,5303a8
31101,28.74%, 34.71%, 63.45%, 1.84%,5804a1
31103,19.67%, 59.58%, 39.91%, 0.50%,970165
31105,14.52%, 41.44%, 55.95%,-,69008e
31107,19.78%, 38.89%, 58.67%,-,630095
31109,3.32%, 47.39%, 50.71%, 1.90%,780481
31111,26.72%, 35.73%, 62.45%, 1.82%,5b049f
31113,5.26%, 46.91%, 52.17%, 0.92%,770285
31115,13.09%, 55.65%, 42.57%, 1.78%,8d046c
31117,13.01%, 55.82%, 42.81%, 1.37%,8e036d
31119,7.89%, 45.41%, 53.30%, 1.30%,730387
31121,0.70%, 48.43%, 49.13%,-,7b007d
31123,18.95%, 39.78%, 58.73%, 1.50%,650395
31125,6.32%, 46.20%, 52.52%, 1.28%,750385
31127,11.92%, 43.86%, 55.77%, 0.37%,6f008e
31129,8.92%, 44.81%, 53.72%, 1.47%,720388
31131,2.62%, 50.95%, 48.33%, 0.72%,81017b
31133,5.06%, 47.09%, 52.16%, 0.75%,780185
31135,29.39%, 35.00%, 64.39%, 0.61%,5901a4
31137,15.66%, 41.96%, 57.62%, 0.42%,6a0192
31139,7.59%, 44.85%, 52.44%,-,720085
31141,35.73%, 29.96%, 65.70%,-,4c00a7
31143,5.45%, 46.78%, 52.23%, 1.00%,770285
31145,24.02%, 36.51%, 60.52%,-,5d009a
31147,19.52%, 40.05%, 59.57%, 0.38%,660097
31149,14.00%, 56.46%, 42.46%, 1.08%,8f026c
31151,34.65%, 32.14%, 66.78%, 1.08%,5102aa
31153,31.43%, 33.75%, 65.18%, 1.08%,5602a6
31155,18.16%, 39.36%, 57.52%,-,640092
31157,17.18%, 40.53%, 57.70%, 1.77%,670493
31159,10.56%, 44.37%, 54.92%, 0.71%,71018c
31161,11.62%, 42.52%, 54.14%,-,6c008a
31163,34.80%, 32.01%, 66.81%, 1.19%,5103aa
31165,17.01%, 40.65%, 57.66%, 1.69%,670493
31167,23.39%, 36.55%, 59.94%,-,5d0098
31169,12.90%, 42.91%, 55.80%, 1.29%,6d038e
31171,1.06%, 48.61%, 49.67%, 1.73%,7b047e
31173,36.46%, 29.42%, 65.88%,-,4b00a7
31175,1.78%, 49.65%, 47.86%,-,7e007a
31177,20.28%, 39.47%, 59.75%, 0.78%,640198
31179,3.80%, 47.26%, 51.07%, 1.67%,780482
31181,11.36%, 43.77%, 55.13%, 1.10%,6f028c
31183,13.70%, 38.91%, 52.61%,-,630086
31185,9.66%, 54.12%, 44.46%, 1.43%,8a0371
32001,25.92%, 37.04%, 62.96%,-,5e00a0
32003,62.42%, 18.79%, 81.21%,-,2f00cf
32005,14.78%, 42.61%, 57.39%,-,6c0092
32007,46.12%, 26.94%, 73.06%,-,4400ba
32009,56.79%, 21.61%, 78.39%,-,3700c7
32011,37.50%, 31.25%, 68.75%,-,4f00af
32013,51.25%, 24.38%, 75.63%,-,3e00c0
32015,42.34%, 28.83%, 71.17%,-,4900b5
32017,73.16%, 13.42%, 86.58%,-,2200dc
32019,42.37%, 28.82%, 71.18%,-,4900b5
32021,53.45%, 23.27%, 76.73%,-,3b00c3
32023,52.63%, 23.69%, 76.31%,-,3c00c2
32027,52.39%, 23.81%, 76.19%,-,3c00c2
32029,47.65%, 26.18%, 73.82%,-,4200bc
32031,37.17%, 31.42%, 68.58%,-,5000ae
32033,52.58%, 23.71%, 76.29%,-,3c00c2
32510,16.59%, 41.71%, 58.29%,-,6a0094
33001,9.28%, 53.98%, 44.70%, 1.33%,890371
33003,33.06%, 66.32%, 33.26%, 0.42%,a90154
33005,11.87%, 55.25%, 43.38%, 1.37%,8c036e
33007,12.74%, 42.93%, 55.67%, 1.40%,6d038d
33009,14.07%, 56.63%, 42.57%, 0.80%,90026c
33011,19.12%, 38.07%, 57.20%, 0.09%,610091
33013,2.86%, 51.05%, 48.18%, 0.77%,82017a
33015,11.54%, 54.75%, 43.21%, 2.04%,8b056e
33017,14.16%, 41.71%, 55.87%, 0.07%,6a008e
33019,2.22%, 50.74%, 48.52%, 0.74%,81017b
34001,23.07%, 38.15%, 61.22%, 0.62%,61019c
34003,0.81%, 49.28%, 50.09%, 0.63%,7d017f
34005,16.50%, 41.29%, 57.78%, 0.93%,690293
34007,40.75%, 28.99%, 69.74%, 1.27%,4903b1
34009,4.63%, 47.52%, 52.16%, 0.32%,790085
34011,16.98%, 41.09%, 58.06%, 0.85%,680294
34013,10.60%, 44.14%, 54.74%, 1.12%,70028b
34015,12.84%, 43.18%, 56.02%, 0.80%,6e028e
34017,55.99%, 21.66%, 77.65%, 0.69%,3701c6
34019,3.77%, 47.98%, 51.75%, 0.28%,7a0083
34021,23.75%, 37.75%, 61.50%, 0.75%,60019c
34023,30.12%, 34.57%, 64.69%, 0.74%,5801a4
34025,3.15%, 51.33%, 48.18%, 0.49%,82017a
34027,12.75%, 55.86%, 43.11%, 1.04%,8e026d
34029,6.57%, 52.84%, 46.27%, 0.89%,860275
34031,18.28%, 40.14%, 58.42%, 1.44%,660394
34033,20.32%, 39.54%, 59.86%, 0.60%,640198
34035,0.57%, 49.57%, 50.14%, 0.29%,7e007f
34037,7.29%, 53.46%, 46.17%, 0.36%,880075
34039,8.52%, 45.08%, 53.61%, 1.31%,720388
34041,13.84%, 42.98%, 56.82%, 0.20%,6d0090
35001,36.30%, 31.47%, 67.78%, 0.75%,5001ac
35003,28.96%, 35.12%, 64.08%, 0.79%,5902a3
35005,26.92%, 35.70%, 62.62%, 1.68%,5b049f
35006,0%,-,-,-,000000
35007,25.71%, 36.84%, 62.56%, 0.60%,5d019f
35009,63.24%, 17.65%, 80.89%, 1.47%,2d03ce
35011,38.77%, 30.41%, 69.18%, 0.41%,4d01b0
35013,37.65%, 30.78%, 68.43%, 0.79%,4e02ae
35015,61.24%, 18.93%, 80.17%, 0.90%,3002cc
35017,36.87%, 31.02%, 67.88%, 1.10%,4f02ad
35019,10.39%, 44.76%, 55.14%, 0.10%,72008c
35021,17.89%, 40.94%, 58.83%, 0.23%,680096
35023,54.08%, 22.34%, 76.42%, 1.23%,3803c2
35025,74.73%, 12.22%, 86.95%, 0.82%,1f02dd
35027,12.14%, 43.37%, 55.51%, 1.13%,6e028d
35028,0%,-,-,-,000000
35029,29.32%, 34.05%, 63.37%, 0.38%,5600a1
35031,28.45%, 35.60%, 64.05%, 0.35%,5a00a3
35033,4.25%, 47.81%, 52.06%, 0.13%,790084
35035,19.55%, 39.73%, 59.28%, 0.98%,650297
35037,60.77%, 19.02%, 79.79%, 1.19%,3003cb
35039,6.79%, 46.50%, 53.29%, 0.20%,760087
35041,58.99%, 17.56%, 76.55%, 0.88%,2c02c3
35043,7.54%, 46.18%, 53.72%, 0.10%,750088
35045,6.28%, 45.69%, 51.97%, 2.34%,740584
35047,13.77%, 43.07%, 56.84%, 0.09%,6d0090
35049,10.64%, 44.56%, 55.20%, 0.24%,71008c
35051,24.82%, 37.12%, 61.94%, 0.94%,5e029d
35053,1.06%, 50.37%, 49.31%, 0.32%,80007d
35055,2.22%, 48.80%, 51.03%, 0.17%,7c0082
35057,11.90%, 43.60%, 55.50%, 0.90%,6f028d
35059,22.97%, 38.08%, 61.05%, 0.87%,61029b
35061,6.28%, 46.75%, 53.03%, 0.22%,770087
36001,14.64%, 41.54%, 56.18%, 0.07%,69008f
36003,43.78%, 70.89%, 27.11%, 2.00%,b40545
36005,61.74%, 17.61%, 79.35%, 3.03%,2c07ca
36007,10.71%, 54.65%, 43.94%, 1.41%,8b0370
36009,26.02%, 62.10%, 36.08%, 1.82%,9e045c
36011,24.23%, 60.85%, 36.62%, 0.05%,9b005d
36013,13.02%, 55.41%, 42.39%, 0.15%,8d006c
36015,13.74%, 56.68%, 42.94%, 0.38%,90006d
36017,45.43%, 72.50%, 27.08%, 0.42%,b80145
36019,1.75%, 48.85%, 50.60%, 0.55%,7c0181
36021,21.50%, 60.14%, 38.64%, 1.22%,990362
36023,42.75%, 70.43%, 27.69%, 1.88%,b30446
36025,42.23%, 70.98%, 28.75%, 0.27%,b40049
36027,8.10%, 53.12%, 45.02%, 1.86%,870472
36029,9.13%, 44.51%, 53.64%, 1.85%,710488
36031,36.00%, 67.88%, 31.88%, 0.25%,ad0051
36033,13.29%, 56.26%, 42.97%, 0.77%,8f016d
36035,22.23%, 60.05%, 37.82%, 2.14%,990560
36037,35.45%, 66.23%, 30.78%, 0.08%,a8004e
36039,14.42%, 56.41%, 41.99%, 1.59%,8f046b
36041,28.95%, 64.47%, 35.53%,-,a4005a
36043,10.62%, 54.73%, 44.10%, 1.17%,8b0270
36045,27.75%, 63.16%, 35.41%, 1.43%,a1035a
36047,53.93%, 21.85%, 75.78%, 2.38%,3706c1
36049,41.88%, 70.44%, 28.56%, 1.01%,b30248
36051,33.06%, 65.18%, 32.12%, 0.05%,a60051
36053,41.21%, 69.71%, 28.49%, 1.80%,b10448
36055,10.08%, 44.20%, 54.29%, 1.51%,70038a
36057,1.96%, 48.48%, 50.44%, 1.08%,7b0280
36059,12.00%, 54.97%, 42.96%, 2.07%,8c056d
36061,48.20%, 24.51%, 72.71%, 2.79%,3e07b9
36063,1.53%, 49.08%, 47.56%, 0.16%,7d0079
36065,3.16%, 50.84%, 47.68%, 1.49%,810379
36067,12.00%, 55.03%, 43.03%, 1.93%,8c046d
36069,33.16%, 65.45%, 32.29%, 0.04%,a60052
36071,10.90%, 54.41%, 43.50%, 0.08%,8a006e
36073,43.70%, 70.49%, 26.78%, 0.07%,b30044
36075,34.14%, 66.33%, 32.20%, 1.47%,a90352
36077,35.84%, 67.36%, 31.52%, 1.11%,ab0250
36079,10.15%, 54.18%, 44.03%, 1.79%,8a0470
36081,31.90%, 33.02%, 64.92%, 2.06%,5405a5
36083,4.40%, 50.67%, 46.27%, 0.10%,810075
36085,33.21%, 32.47%, 65.68%, 1.86%,5204a7
36087,0.91%, 48.56%, 49.47%, 1.97%,7b057e
36089,33.54%, 65.81%, 32.27%, 1.93%,a70452
36091,13.23%, 55.90%, 42.66%, 1.44%,8e036c
36093,6.92%, 45.30%, 52.23%, 0.18%,730085
36095,23.32%, 60.30%, 36.99%, 0.08%,99005e
36097,30.42%, 64.64%, 34.22%, 1.14%,a40257
36099,29.10%, 63.59%, 34.49%, 1.93%,a20457
36101,24.53%, 61.23%, 36.70%, 0.06%,9c005d
36103,18.84%, 58.07%, 39.22%, 0.12%,940064
36105,0.76%, 48.83%, 49.58%, 1.59%,7c047e
36107,35.62%, 67.18%, 31.56%, 1.26%,ab0350
