id,margin,ford,carter,other
40143,24.59%, 61.63%, 37.04%, 1.33%
40145,7.31%, 45.86%, 53.17%, 0.97%
40147,35.36%, 67.19%, 31.83%, 0.98%
40149,20.59%, 39.14%, 59.74%, 1.12%
40151,4.76%, 51.43%, 46.67%, 1.90%
40153,14.57%, 56.52%, 41.95%, 1.52%
41001,0.49%, 48.27%, 47.78%, 0.69%
41003,12.52%, 53.08%, 40.56%, 0.78%
41005,5.50%, 50.74%, 45.24%, 0.50%
41007,3.76%, 45.37%, 49.13%, 0.47%
41009,20.05%, 37.71%, 57.76%, 0.77%
41011,18.96%, 38.35%, 57.30%, 0.61%
41013,9.27%, 43.81%, 53.09%, 0.96%
41015,4.07%, 45.52%, 49.59%, 0.37%
41017,2.20%, 46.71%, 48.91%, 0.61%
41019,4.66%, 50.04%, 45.39%, 0.97%
41021,8.92%, 52.49%, 43.57%, 0.86%
41023,7.70%, 51.15%, 43.45%, 0.78%
41025,2.49%, 48.49%, 45.99%, 0.73%
41027,1.45%, 48.37%, 46.93%, 0.38%
41029,1.70%, 48.25%, 46.55%, 1.37%
41031,1.09%, 47.92%, 46.84%, 1.19%
41033,7.89%, 50.81%, 42.92%, 2.01%
41035,8.97%, 52.50%, 43.53%, 1.02%
41037,6.28%, 51.00%, 44.72%, 0.97%
41039,9.44%, 42.67%, 52.12%, 0.81%
41041,7.05%, 43.60%, 50.65%, 0.56%
41043,5.28%, 45.22%, 50.50%, 0.44%
41045,22.63%, 59.13%, 36.49%, 0.55%
41047,2.37%, 49.08%, 46.70%, 0.52%
41049,3.00%, 46.09%, 49.09%, 1.52%
41051,6.58%, 44.40%, 50.98%, 0.65%
41053,2.21%, 48.65%, 46.44%, 0.62%
41055,6.85%, 51.13%, 44.27%, 0.27%
41057,4.77%, 45.48%, 50.25%, 0.46%
41059,7.54%, 51.83%, 44.28%, 0.57%
41061,8.45%, 52.00%, 43.54%, 0.42%
41063,12.16%, 53.76%, 41.60%, 1.14%
41065,3.27%, 46.08%, 49.35%, 0.78%
41067,19.35%, 57.80%, 38.46%, 0.43%
41069,6.03%, 45.57%, 51.60%, 0.64%
41071,5.12%, 50.38%, 45.27%, 0.41%
42001,15.77%, 56.90%, 41.14%, 1.96%
42003,3.89%, 46.79%, 50.68%, 2.53%
42005,6.20%, 46.05%, 52.25%, 1.70%
42007,15.43%, 41.40%, 56.83%, 1.77%
42009,16.75%, 57.97%, 41.22%, 0.81%
42011,3.22%, 50.63%, 47.41%, 1.96%
42013,20.89%, 59.73%, 38.84%, 1.43%
42015,23.48%, 61.10%, 37.62%, 1.28%
42017,3.43%, 50.69%, 47.26%, 2.05%
42019,7.48%, 52.52%, 45.04%, 2.43%
42021,8.77%, 45.02%, 53.79%, 1.20%
42023,9.98%, 54.28%, 44.31%, 1.41%
42025,9.55%, 44.48%, 54.03%, 1.50%
42027,8.19%, 52.37%, 44.18%, 0.58%
42029,22.29%, 60.42%, 38.13%, 1.45%
42031,11.67%, 54.96%, 43.29%, 1.74%
42033,0.32%, 49.22%, 49.54%, 1.25%
42035,5.36%, 46.63%, 51.99%, 1.38%
42037,2.27%, 48.10%, 50.37%, 1.53%
42039,1.92%, 49.99%, 48.06%, 1.95%
42041,26.36%, 62.16%, 35.80%, 2.04%
42043,15.01%, 56.33%, 41.32%, 2.36%
42045,11.60%, 54.88%, 43.28%, 1.83%
42047,4.23%, 46.98%, 51.21%, 1.81%
42049,5.35%, 46.20%, 51.55%, 2.25%
42051,22.93%, 37.60%, 60.54%, 1.86%
42053,5.40%, 51.90%, 46.50%, 1.60%
42055,15.16%, 56.54%, 41.38%, 2.08%
42057,11.90%, 54.76%, 42.87%, 2.37%
42059,24.45%, 37.22%, 61.67%, 1.10%
42061,18.07%, 58.26%, 40.19%, 1.55%
42063,3.67%, 51.01%, 47.34%, 1.66%
42065,11.56%, 55.09%, 43.53%, 1.38%
42067,12.30%, 55.38%, 43.09%, 1.53%
42069,13.94%, 42.17%, 56.12%, 1.71%
42071,33.35%, 65.74%, 32.40%, 1.86%
42073,11.24%, 43.49%, 54.73%, 1.78%
42075,27.29%, 62.65%, 35.36%, 2.00%
42077,0.29%, 49.20%, 48.92%, 1.88%
42079,10.73%, 44.16%, 54.89%, 0.95%
42081,9.54%, 53.82%, 44.28%, 1.90%
42083,22.93%, 60.88%, 37.95%, 1.16%
42085,5.33%, 46.58%, 51.91%, 1.50%
42087,10.55%, 54.56%, 44.01%, 1.42%
42089,3.39%, 50.72%, 47.33%, 1.95%
42091,15.68%, 56.92%, 41.24%, 1.85%
42093,8.76%, 53.65%, 44.89%, 1.47%
42095,12.46%, 42.78%, 55.24%, 1.98%
42097,0.88%, 49.60%, 48.72%, 1.68%
42099,23.13%, 60.50%, 37.38%, 2.12%
42101,34.25%, 32.03%, 66.28%, 1.69%
42103,20.51%, 59.35%, 38.83%, 1.82%
42105,12.26%, 55.55%, 43.29%, 1.16%
42107,2.93%, 47.71%, 50.64%, 1.64%
42109,34.85%, 66.04%, 31.19%, 2.77%
42111,8.45%, 53.76%, 45.32%, 0.92%
42113,8.03%, 53.68%, 45.65%, 0.68%
42115,15.37%, 56.74%, 41.38%, 1.88%
42117,18.20%, 58.43%, 40.23%, 1.34%
42119,29.33%, 63.71%, 34.39%, 1.90%
42121,16.97%, 57.58%, 40.60%, 1.82%
42123,6.78%, 52.62%, 45.84%, 1.55%
42125,19.81%, 39.43%, 59.24%, 1.33%
42127,28.98%, 63.45%, 34.48%, 2.07%
42129,11.05%, 43.47%, 54.52%, 2.02%
42131,21.97%, 60.34%, 38.37%, 1.29%
42133,15.64%, 56.94%, 41.30%, 1.75%
44001,5.12%, 47.29%, 52.41%, 0.31%
44003,2.46%, 48.61%, 51.07%, 0.32%
44005,7.89%, 45.78%, 53.67%, 0.56%
44007,16.34%, 41.62%, 57.96%, 0.41%
44009,0.34%, 49.57%, 49.91%, 0.52%
45001,44.60%, 27.46%, 72.06%, 0.48%
45003,3.48%, 51.36%, 47.88%, 0.75%
45005,42.33%, 28.69%, 71.02%, 0.30%
45007,33.18%, 33.14%, 66.32%, 0.54%
45009,28.39%, 35.45%, 63.84%, 0.71%
45011,22.76%, 38.62%, 61.38%,-
45013,0.95%, 49.34%, 50.29%, 0.37%
45015,16.45%, 41.60%, 58.05%, 0.35%
45017,19.42%, 39.87%, 59.29%, 0.84%
45019,0.46%, 49.18%, 49.64%, 1.18%
45021,32.68%, 33.51%, 66.19%, 0.31%
45023,27.01%, 36.31%, 63.32%, 0.37%
45025,50.27%, 24.77%, 75.04%, 0.20%
45027,28.61%, 35.52%, 64.13%, 0.35%
45029,21.24%, 39.00%, 60.24%, 0.75%
45031,20.64%, 39.52%, 60.16%, 0.32%
45033,33.54%, 33.08%, 66.62%, 0.30%
45035,9.14%, 45.30%, 54.44%, 0.26%
45037,26.03%, 36.58%, 62.60%, 0.82%
45039,39.01%, 30.34%, 69.36%, 0.30%
45041,9.21%, 45.27%, 54.49%, 0.24%
45043,27.57%, 35.97%, 63.54%, 0.50%
45045,4.15%, 51.46%, 47.31%, 1.24%
45047,25.03%, 37.36%, 62.39%, 0.26%
45049,37.57%, 30.99%, 68.56%, 0.45%
45051,25.41%, 37.18%, 62.59%, 0.23%
45053,40.63%, 29.49%, 70.12%, 0.39%
45055,0.69%, 49.40%, 50.08%, 0.52%
45057,24.86%, 37.33%, 62.19%, 0.48%
45059,16.68%, 41.31%, 57.98%, 0.71%
45061,24.18%, 37.69%, 61.86%, 0.45%
45063,19.69%, 59.43%, 39.75%, 0.82%
45065,46.72%, 26.37%, 73.09%, 0.54%
45067,31.62%, 34.12%, 65.74%, 0.14%
45069,46.74%, 26.58%, 73.32%, 0.09%
45071,1.03%, 49.23%, 50.26%, 0.51%
45073,37.70%, 30.90%, 68.61%, 0.49%
45075,21.49%, 38.90%, 60.40%, 0.70%
45077,2.86%, 48.21%, 51.07%, 0.73%
45079,5.90%, 46.78%, 52.68%, 0.54%
45081,13.02%, 43.09%, 56.11%, 0.81%
45083,15.33%, 41.99%, 57.32%, 0.69%
45085,5.72%, 46.87%, 52.59%, 0.55%
45087,29.40%, 35.11%, 64.51%, 0.38%
45089,24.69%, 37.53%, 62.22%, 0.25%
45091,17.73%, 41.00%, 58.73%, 0.26%
46003,20.77%, 39.40%, 60.17%, 0.43%
46005,0.91%, 49.22%, 50.13%, 0.64%
46007,11.61%, 54.91%, 43.29%, 1.80%
46009,6.31%, 46.58%, 52.88%, 0.54%
46011,5.91%, 52.64%, 46.73%, 0.63%
46013,7.69%, 45.75%, 53.44%, 0.82%
46015,13.18%, 43.15%, 56.33%, 0.51%
46017,10.60%, 44.70%, 55.30%,-
46019,19.84%, 59.19%, 39.34%, 1.47%
46021,29.33%, 64.49%, 35.15%, 0.36%
46023,18.53%, 40.49%, 59.01%, 0.50%
46025,2.57%, 51.06%, 48.48%, 0.46%
46027,1.02%, 49.93%, 48.92%, 1.15%
46029,1.91%, 48.89%, 50.80%, 0.31%
46031,6.64%, 46.41%, 53.04%, 0.55%
46033,15.72%, 57.09%, 41.37%, 1.54%
46035,9.97%, 44.71%, 54.68%, 0.61%
46037,23.33%, 37.98%, 61.31%, 0.70%
46039,10.86%, 44.38%, 55.24%, 0.38%
46041,7.43%, 53.46%, 46.02%, 0.52%
46043,14.81%, 57.30%, 42.48%, 0.22%
46045,11.43%, 44.13%, 55.56%, 0.31%
46047,14.08%, 56.60%, 42.52%, 0.89%
46049,10.07%, 44.81%, 54.88%, 0.31%
46051,7.77%, 45.95%, 53.72%, 0.34%
46053,5.82%, 46.90%, 52.72%, 0.38%
46055,25.53%, 61.89%, 36.36%, 1.75%
46057,1.74%, 50.66%, 48.92%, 0.42%
46059,1.10%, 50.43%, 49.33%, 0.23%
46061,18.28%, 40.60%, 58.88%, 0.53%
46063,1.16%, 49.74%, 48.57%, 1.69%
46065,22.81%, 61.15%, 38.34%, 0.50%
46067,15.49%, 57.52%, 42.03%, 0.45%
46069,9.11%, 54.39%, 45.29%, 0.32%
46071,25.32%, 61.50%, 36.18%, 2.31%
46073,1.44%, 49.19%, 50.63%, 0.18%
46075,15.84%, 57.87%, 42.02%, 0.11%
46077,2.27%, 50.98%, 48.71%, 0.30%
46079,7.30%, 46.20%, 53.51%, 0.29%
46081,14.82%, 56.46%, 41.64%, 1.89%
46083,2.43%, 51.04%, 48.60%, 0.36%
46085,3.51%, 51.29%, 47.79%, 0.92%
46087,2.18%, 48.74%, 50.92%, 0.34%
46089,40.94%, 70.22%, 29.28%, 0.51%
46091,16.45%, 41.56%, 58.00%, 0.44%
46093,10.86%, 54.41%, 43.55%, 2.04%
46095,8.32%, 53.53%, 45.21%, 1.26%
46097,21.03%, 39.21%, 60.23%, 0.56%
46099,2.67%, 51.12%, 48.44%, 0.44%
46101,13.62%, 43.03%, 56.65%, 0.32%
46103,13.90%, 56.34%, 42.44%, 1.22%
46105,1.39%, 50.08%, 48.69%, 1.23%
46107,11.11%, 55.36%, 44.25%, 0.39%
46109,20.23%, 39.73%, 59.96%, 0.31%
46111,7.53%, 46.08%, 53.61%, 0.31%
46113,42.09%, 27.84%, 69.94%, 2.22%
46115,13.83%, 42.81%, 56.64%, 0.56%
46117,7.49%, 53.57%, 46.09%, 0.34%
46119,10.97%, 55.31%, 44.34%, 0.35%
46121,16.95%, 40.66%, 57.60%, 1.74%
46123,4.14%, 51.87%, 47.73%, 0.39%
46125,17.06%, 58.34%, 41.27%, 0.39%
46127,5.00%, 47.26%, 52.26%, 0.47%
46129,18.00%, 58.66%, 40.67%, 0.67%
46135,0.52%, 49.82%, 49.30%, 0.88%
46137,0.13%, 48.49%, 48.62%, 2.89%
47001,12.21%, 43.29%, 55.50%, 1.21%
47003,40.60%, 29.19%, 69.79%, 1.02%
47005,41.51%, 28.90%, 70.41%, 0.69%
47007,4.03%, 47.63%, 51.66%, 0.71%
47009,6.69%, 52.79%, 46.10%, 1.12%
47011,1.99%, 50.61%, 48.62%, 0.77%
47013,9.72%, 44.75%, 54.47%, 0.77%
47015,45.75%, 26.71%, 72.46%, 0.82%
47017,15.94%, 41.47%, 57.41%, 1.12%
47019,9.03%, 54.11%, 45.08%, 0.81%
47021,50.30%, 24.29%, 74.59%, 1.11%
47023,12.91%, 43.15%, 56.05%, 0.80%
47025,3.47%, 47.86%, 51.33%, 0.82%
47027,25.73%, 36.67%, 62.40%, 0.93%
47029,22.67%, 60.88%, 38.22%, 0.90%
47031,34.73%, 32.05%, 66.78%, 1.17%
47033,27.02%, 36.07%, 63.08%, 0.85%
47035,4.84%, 47.00%, 51.84%, 1.15%
47037,23.73%, 37.54%, 61.27%, 1.19%
47039,19.31%, 39.77%, 59.09%, 1.14%
47041,37.83%, 30.69%, 68.52%, 0.79%
47043,47.81%, 25.61%, 73.43%, 0.96%
47045,14.75%, 41.91%, 56.66%, 1.43%
47047,28.48%, 35.31%, 63.79%, 0.89%
47049,4.95%, 47.02%, 51.97%, 1.01%
47051,43.77%, 27.50%, 71.27%, 1.23%
47053,29.90%, 34.70%, 64.60%, 0.70%
47055,45.16%, 26.93%, 72.09%, 0.98%
47057,16.18%, 57.68%, 41.50%, 0.82%
47059,10.04%, 54.56%, 44.52%, 0.92%
47061,53.75%, 22.84%, 76.59%, 0.56%
47063,3.52%, 47.78%, 51.30%, 0.92%
47065,2.78%, 50.80%, 48.03%, 1.17%
47067,26.08%, 62.63%, 36.56%, 0.81%
47069,26.79%, 35.95%, 62.74%, 1.31%
47071,1.11%, 49.07%, 50.18%, 0.76%
47073,3.83%, 51.62%, 47.78%, 0.60%
47075,30.54%, 34.48%, 65.02%, 0.49%
47077,10.36%, 54.73%, 44.37%, 0.90%
47079,46.32%, 26.16%, 72.48%, 1.36%
47081,50.89%, 24.11%, 74.99%, 0.90%
47083,65.22%, 16.77%, 81.99%, 1.24%
47085,49.57%, 24.72%, 74.28%, 1.00%
47087,66.35%, 16.56%, 82.91%, 0.53%
47089,15.35%, 57.23%, 41.89%, 0.88%
47091,33.99%, 66.68%, 32.69%, 0.63%
47093,2.70%, 50.73%, 48.03%, 1.23%
47095,52.65%, 23.19%, 75.83%, 0.98%
47097,38.42%, 30.61%, 69.03%, 0.36%
47099,17.83%, 40.75%, 58.57%, 0.68%
47101,58.43%, 20.32%, 78.75%, 0.92%
47103,53.31%, 22.93%, 76.24%, 0.82%
47105,2.44%, 48.28%, 50.72%, 1.00%
47107,2.78%, 48.34%, 51.12%, 0.54%
47109,11.70%, 43.80%, 55.49%, 0.71%
47111,2.76%, 50.93%, 48.16%, 0.91%
47113,6.59%, 46.08%, 52.67%, 1.24%
47115,21.59%, 38.80%, 60.39%, 0.81%
47117,44.82%, 26.96%, 71.78%, 1.26%
47119,23.97%, 37.34%, 61.32%, 1.34%
47121,12.44%, 43.49%, 55.93%, 0.58%
47123,0.31%, 49.60%, 49.91%, 0.49%
47125,34.62%, 32.11%, 66.73%, 1.17%
47127,53.18%, 22.86%, 76.04%, 1.10%
47129,20.33%, 39.46%, 59.79%, 0.75%
47131,40.87%, 28.93%, 69.81%, 1.26%
47133,55.12%, 22.09%, 77.21%, 0.69%
47135,51.79%, 23.63%, 75.42%, 0.95%
47137,1.95%, 50.72%, 48.77%, 0.51%
47139,28.11%, 35.60%, 63.71%, 0.70%
47141,34.67%, 32.10%, 66.77%, 1.13%
47143,3.95%, 47.63%, 51.58%, 0.79%
47145,12.70%, 43.18%, 55.89%, 0.93%
47147,49.85%, 24.77%, 74.62%, 0.61%
47149,30.04%, 34.32%, 64.35%, 1.33%
47151,3.64%, 51.42%, 47.78%, 0.80%
47153,23.50%, 37.47%, 60.98%, 1.55%
47155,30.60%, 64.40%, 33.80%, 1.80%
47157,6.88%, 46.01%, 52.89%, 1.10%
47159,47.14%, 25.93%, 73.07%, 0.99%
47161,65.01%, 17.16%, 82.17%, 0.67%
47163,2.71%, 47.23%, 49.94%, 0.68%
47165,26.82%, 36.11%, 62.93%, 0.97%
47167,25.77%, 36.70%, 62.47%, 0.84%
47169,61.01%, 19.24%, 80.24%, 0.52%
47171,11.85%, 55.53%, 43.69%, 0.78%
47173,4.92%, 52.10%, 47.18%, 0.72%
47175,51.25%, 23.99%, 75.24%, 0.76%
47177,47.20%, 25.94%, 73.13%, 0.93%
47179,2.82%, 50.87%, 48.05%, 1.07%
47181,15.65%, 57.57%, 41.92%, 0.51%
47183,38.47%, 29.65%, 68.12%, 2.23%
47185,46.89%, 26.01%, 72.90%, 1.09%
47187,1.86%, 48.44%, 50.31%, 1.25%
47189,38.02%, 30.57%, 68.59%, 0.84%
48001,13.66%, 42.94%, 56.60%, 0.45%
48003,8.89%, 54.03%, 45.14%, 0.84%
48005,14.77%, 42.21%, 56.98%, 0.81%
48007,3.61%, 47.48%, 51.09%, 1.44%
48009,23.86%, 37.72%, 61.58%, 0.70%
48011,0.68%, 49.27%, 49.95%, 0.78%
48013,30.40%, 34.15%, 64.55%, 1.30%
48015,7.41%, 53.37%, 45.96%, 0.68%
48017,3.84%, 47.77%, 51.62%, 0.61%
48019,13.41%, 56.18%, 42.77%, 1.05%
48021,33.38%, 33.08%, 66.46%, 0.46%
48023,25.92%, 36.76%, 62.68%, 0.56%
48025,10.96%, 43.93%, 54.89%, 1.18%
48027,7.21%, 45.96%, 53.17%, 0.87%
48029,9.36%, 44.64%, 54.00%, 1.35%
48031,4.70%, 51.89%, 47.19%, 0.92%
48033,21.54%, 38.46%, 60.00%, 1.54%
48035,21.34%, 39.16%, 60.50%, 0.35%
48037,12.85%, 43.17%, 56.02%, 0.81%
48039,5.36%, 46.65%, 52.01%, 1.34%
48041,18.94%, 58.75%, 39.81%, 1.45%
48043,5.37%, 52.13%, 46.76%, 1.11%
48045,48.08%, 25.47%, 73.55%, 0.98%
48047,62.44%, 18.69%, 81.13%, 0.17%
48049,10.84%, 44.41%, 55.25%, 0.35%
48051,43.67%, 27.98%, 71.65%, 0.37%
48053,15.69%, 41.85%, 57.53%, 0.62%
48055,23.85%, 37.75%, 61.59%, 0.66%
48057,20.87%, 39.22%, 60.09%, 0.69%
48059,17.08%, 40.92%, 58.00%, 1.09%
48061,21.04%, 39.06%, 60.10%, 0.84%
48063,30.84%, 34.49%, 65.33%, 0.18%
48065,9.67%, 44.94%, 54.60%, 0.46%
48067,16.02%, 41.83%, 57.85%, 0.33%
48069,33.36%, 32.74%, 66.09%, 1.17%
48071,22.51%, 37.82%, 60.33%, 1.85%
48073,24.73%, 37.47%, 62.20%, 0.33%
48075,20.37%, 39.72%, 60.09%, 0.19%
48077,36.16%, 31.72%, 67.88%, 0.40%
48079,18.98%, 40.31%, 59.29%, 0.40%
48081,23.75%, 37.55%, 61.29%, 1.16%
48083,15.04%, 42.20%, 57.24%, 0.56%
48085,21.03%, 60.02%, 39.00%, 0.98%
48087,29.93%, 34.87%, 64.80%, 0.33%
48089,0.61%, 49.23%, 49.84%, 0.92%
48091,21.88%, 60.42%, 38.54%, 1.03%
48093,44.75%, 27.41%, 72.16%, 0.42%
48095,20.17%, 39.67%, 59.83%, 0.50%
48097,3.44%, 51.50%, 48.05%, 0.45%
48099,6.38%, 46.37%, 52.75%, 0.88%
48101,54.08%, 22.85%, 76.93%, 0.22%
48103,17.80%, 57.32%, 39.52%, 3.15%
48105,0.12%, 49.88%, 50.00%, 0.12%
48107,41.36%, 29.01%, 70.38%, 0.61%
48109,4.32%, 47.40%, 51.72%, 0.89%
48111,4.63%, 46.64%, 51.27%, 2.09%
48113,14.38%, 56.65%, 42.27%, 1.08%
48115,6.71%, 53.17%, 46.46%, 0.37%
48117,3.00%, 51.08%, 48.08%, 0.85%
48119,57.36%, 21.15%, 78.50%, 0.35%
48121,3.91%, 51.50%, 47.58%, 0.92%
48123,4.02%, 51.70%, 47.68%, 0.62%
48125,55.95%, 21.83%, 77.78%, 0.38%
48127,31.67%, 33.92%, 65.59%, 0.50%
48129,21.67%, 39.02%, 60.70%, 0.28%
48131,72.98%, 13.38%, 86.36%, 0.26%
48133,29.57%, 34.95%, 64.53%, 0.52%
48135,26.94%, 62.56%, 35.62%, 1.82%
48137,22.92%, 61.31%, 38.39%, 0.30%
48139,17.56%, 41.02%, 58.58%, 0.40%
48141,3.11%, 47.72%, 50.83%, 1.44%
48143,24.34%, 37.55%, 61.89%, 0.56%
48145,30.70%, 34.43%, 65.13%, 0.44%
48147,46.88%, 26.32%, 73.20%, 0.48%
48149,6.13%, 46.67%, 52.80%, 0.54%
48151,55.12%, 22.24%, 77.37%, 0.39%
48153,17.25%, 41.07%, 58.32%, 0.62%
48155,49.05%, 25.26%, 74.32%, 0.42%
48157,21.16%, 60.28%, 39.13%, 0.59%
48159,36.52%, 31.53%, 68.05%, 0.42%
48161,23.05%, 38.39%, 61.43%, 0.18%
48163,33.73%, 32.75%, 66.48%, 0.77%
48165,6.69%, 46.36%, 53.05%, 0.59%
48167,19.80%, 39.62%, 59.42%, 0.96%
48169,11.71%, 43.77%, 55.48%, 0.75%
48171,46.69%, 72.49%, 25.79%, 1.72%
48173,6.78%, 52.78%, 46.00%, 1.21%
48175,1.68%, 48.87%, 50.55%, 0.58%
48177,28.45%, 35.59%, 64.05%, 0.36%
48179,21.46%, 60.33%, 38.87%, 0.80%
48181,17.30%, 41.18%, 58.48%, 0.34%
48183,28.09%, 63.68%, 35.59%, 0.74%
48185,28.52%, 35.51%, 64.03%, 0.46%
48187,5.50%, 52.31%, 46.80%, 0.89%
48189,1.73%, 48.97%, 50.70%, 0.34%
48191,41.57%, 29.00%, 70.57%, 0.43%
48193,25.24%, 36.88%, 62.12%, 1.00%
48195,17.37%, 58.23%, 40.86%, 0.91%
48197,26.88%, 36.18%, 63.06%, 0.76%
48199,23.50%, 37.86%, 61.36%, 0.79%
48201,5.20%, 52.17%, 46.97%, 0.85%
48203,0.06%, 49.79%, 49.85%, 0.36%
48205,2.32%, 50.78%, 48.47%, 0.75%
48207,49.84%, 24.95%, 74.78%, 0.27%
48209,10.03%, 44.38%, 54.41%, 1.21%
48211,9.57%, 54.37%, 44.80%, 0.82%
48213,27.73%, 36.01%, 63.73%, 0.26%
48215,28.98%, 35.17%, 64.15%, 0.68%
48217,32.96%, 33.37%, 66.32%, 0.31%
48219,11.39%, 44.00%, 55.39%, 0.62%
48221,26.16%, 36.69%, 62.85%, 0.45%
48223,32.09%, 33.67%, 65.75%, 0.58%
48225,17.52%, 41.12%, 58.64%, 0.24%
48227,17.42%, 40.92%, 58.34%, 0.74%
48229,9.53%, 44.84%, 54.37%, 0.79%
48231,12.19%, 43.59%, 55.79%, 0.62%
48233,24.62%, 61.78%, 37.16%, 1.06%
48235,0.83%, 50.00%, 49.17%, 0.83%
48237,26.65%, 36.54%, 63.18%, 0.28%
48239,14.44%, 42.50%, 56.94%, 0.56%
48241,26.20%, 36.80%, 63.00%, 0.21%
48243,3.46%, 47.45%, 50.91%, 1.65%
48245,18.78%, 40.29%, 59.07%, 0.64%
48247,58.63%, 20.68%, 79.32%,-
48249,38.22%, 30.71%, 68.93%, 0.36%
48251,20.25%, 39.69%, 59.93%, 0.38%
48253,23.01%, 38.26%, 61.26%, 0.48%
48255,28.00%, 35.50%, 63.50%, 1.00%
48257,23.86%, 37.90%, 61.76%, 0.34%
48259,35.67%, 67.04%, 31.37%, 1.58%
48261,36.10%, 31.71%, 67.80%, 0.49%
48263,46.83%, 26.43%, 73.26%, 0.31%
48265,22.59%, 60.34%, 37.75%, 1.90%
48267,5.33%, 51.84%, 46.51%, 1.65%
48269,2.03%, 48.73%, 50.76%, 0.51%
48271,23.49%, 37.72%, 61.21%, 1.07%
48273,21.06%, 39.09%, 60.15%, 0.76%
48275,45.97%, 26.75%, 72.72%, 0.53%
48277,31.80%, 33.98%, 65.78%, 0.24%
48279,16.53%, 41.50%, 58.02%, 0.48%
48281,20.42%, 39.25%, 59.67%, 1.08%
48283,31.11%, 34.14%, 65.25%, 0.61%
48285,16.63%, 41.35%, 57.98%, 0.67%
48287,17.83%, 40.81%, 58.64%, 0.54%
48289,28.33%, 35.60%, 63.94%, 0.46%
48291,21.65%, 38.89%, 60.54%, 0.56%
48293,30.17%, 34.66%, 64.83%, 0.51%
48295,17.02%, 58.06%, 41.05%, 0.89%
48297,12.46%, 43.47%, 55.93%, 0.61%
48299,9.57%, 45.03%, 54.60%, 0.37%
48301,13.95%, 54.65%, 40.70%,-
48303,21.47%, 60.40%, 38.92%, 0.68%
48305,14.83%, 42.29%, 57.13%, 0.58%
48307,18.33%, 40.54%, 58.87%, 0.59%
48309,8.43%, 45.33%, 53.76%, 0.91%
48311,5.60%, 52.80%, 47.20%,-
48313,27.79%, 35.87%, 63.66%, 0.47%
48315,17.97%, 40.76%, 58.73%, 0.51%
48317,12.92%, 43.14%, 56.06%, 0.80%
48319,0.55%, 49.09%, 49.63%, 1.28%
48321,14.80%, 42.14%, 56.94%, 0.93%
48323,50.39%, 24.30%, 74.70%, 1.00%
48325,6.14%, 46.54%, 52.68%, 0.79%
48327,10.20%, 44.10%, 54.30%, 1.60%
48329,42.11%, 70.52%, 28.41%, 1.07%
48331,33.73%, 32.86%, 66.59%, 0.55%
48333,19.18%, 40.00%, 59.18%, 0.82%
48335,23.97%, 37.73%, 61.70%, 0.57%
48337,30.27%, 34.67%, 64.93%, 0.40%
48339,6.81%, 53.07%, 46.25%, 0.68%
48341,0.14%, 49.49%, 49.63%, 0.88%
48343,24.90%, 37.38%, 62.28%, 0.34%
48345,9.78%, 44.54%, 54.32%, 1.14%
48347,4.37%, 51.73%, 47.36%, 0.91%
48349,26.95%, 36.25%, 63.20%, 0.55%
48351,54.58%, 22.46%, 77.03%, 0.51%
48353,11.96%, 43.84%, 55.80%, 0.36%
48355,23.12%, 37.99%, 61.11%, 0.90%
48357,38.67%, 68.89%, 30.22%, 0.89%
48359,21.95%, 38.86%, 60.81%, 0.33%
48361,24.63%, 37.36%, 61.99%, 0.65%
48363,31.45%, 33.95%, 65.40%, 0.65%
48365,7.35%, 46.12%, 53.48%, 0.40%
48367,26.94%, 36.18%, 63.12%, 0.70%
48369,12.50%, 43.52%, 56.01%, 0.47%
48371,6.21%, 52.78%, 46.56%, 0.66%
48373,26.63%, 36.30%, 62.93%, 0.78%
48375,7.31%, 53.08%, 45.77%, 1.15%
48377,28.15%, 35.49%, 63.64%, 0.88%
48379,44.69%, 27.49%, 72.18%, 0.32%
48381,30.32%, 64.53%, 34.21%, 1.26%
48383,8.35%, 53.97%, 45.62%, 0.41%
48385,6.40%, 46.23%, 52.63%, 1.14%
48387,32.86%, 33.47%, 66.33%, 0.20%
48389,20.77%, 39.41%, 60.18%, 0.41%
48391,18.09%, 40.82%, 58.91%, 0.27%
48393,26.33%, 62.28%, 35.94%, 1.78%
48395,49.98%, 24.90%, 74.88%, 0.22%
48397,6.58%, 53.02%, 46.44%, 0.53%
48399,3.15%, 51.45%, 48.30%, 0.26%
48401,5.71%, 52.65%, 46.95%, 0.40%
48403,45.12%, 27.43%, 72.54%, 0.03%
48405,26.83%, 36.48%, 63.31%, 0.21%
48407,37.18%, 31.00%, 68.18%, 0.82%
48409,23.49%, 38.02%, 61.51%, 0.47%
48411,41.20%, 29.03%, 70.22%, 0.75%
48413,4.83%, 51.96%, 47.13%, 0.91%
48415,2.89%, 51.24%, 48.34%, 0.42%
48417,1.05%, 49.28%, 50.33%, 0.40%
48419,26.87%, 36.48%, 63.35%, 0.16%
48421,2.75%, 47.95%, 50.71%, 1.34%
48423,13.70%, 56.62%, 42.92%, 0.46%
48425,51.91%, 23.87%, 75.77%, 0.36%
48427,74.78%, 12.47%, 87.25%, 0.28%
48429,5.10%, 47.27%, 52.38%, 0.35%
48431,7.35%, 53.02%, 45.67%, 1.31%
48433,52.34%, 23.55%, 75.89%, 0.56%
