id,margin,bush,dukakis,trash,other,hex_color
13027,17.43%, 58.54%, 41.11%,-,0.3499999999999943%,950068
13029,32.56%, 66.16%, 33.60%,-,0.2400000000000091%,a80055
13031,29.99%, 64.88%, 34.89%,-,0.23000000000000398%,a50058
13033,2.16%, 50.89%, 48.72%,-,0.39000000000000057%,81007c
13035,11.57%, 55.66%, 44.09%,-,0.25%,8d0070
13037,16.57%, 41.52%, 58.09%,-,0.38999999999998636%,690094
13039,16.30%, 57.68%, 41.39%,-,0.9300000000000068%,930269
13043,17.91%, 58.82%, 40.90%,-,0.28000000000000114%,950068
13045,38.92%, 69.20%, 30.28%,-,0.519999999999996%,b0014d
13047,44.29%, 72.02%, 27.73%,-,0.25%,b70046
13049,16.67%, 57.60%, 40.93%,-,1.4699999999999989%,920368
13051,17.23%, 58.12%, 40.89%,-,0.9900000000000091%,940268
13053,11.26%, 55.57%, 44.31%,-,0.12000000000000455%,8d0070
13055,24.75%, 62.17%, 37.42%,-,0.4099999999999966%,9e015f
13057,53.52%, 76.45%, 22.94%,-,0.6099999999999994%,c2013a
13059,0.02%, 49.66%, 49.68%,-,0.6599999999999966%,7e017e
13061,19.82%, 40.04%, 59.86%,-,0.09999999999999432%,660098
13063,31.38%, 65.43%, 34.05%,-,0.519999999999996%,a60156
13065,18.36%, 58.91%, 40.55%,-,0.5400000000000063%,960167
13067,45.91%, 72.70%, 26.79%,-,0.5099999999999909%,b90144
13069,18.21%, 58.91%, 40.71%,-,0.37999999999999545%,960067
13071,30.55%, 65.04%, 34.50%,-,0.45999999999999375%,a50157
13073,55.86%, 77.75%, 21.89%,-,0.35999999999999943%,c60037
13075,11.78%, 55.69%, 43.91%,-,0.4000000000000057%,8e016f
13077,39.17%, 69.41%, 30.24%,-,0.3500000000000085%,b0004d
13079,4.04%, 47.55%, 51.60%,-,0.8499999999999943%,790283
13081,26.46%, 62.94%, 36.48%,-,0.5800000000000125%,a0015d
13083,38.65%, 69.16%, 30.51%,-,0.3299999999999983%,b0004d
13085,42.70%, 71.03%, 28.33%,-,0.6400000000000006%,b50148
13087,24.32%, 61.95%, 37.62%,-,0.4300000000000068%,9d015f
13089,1.27%, 48.94%, 50.21%,-,0.8499999999999943%,7c0280
13091,10.53%, 54.95%, 44.42%,-,0.6299999999999955%,8c0171
13093,7.51%, 45.88%, 53.39%,-,0.7299999999999898%,740188
13095,9.64%, 50.86%, 41.22%, 4.64%,7.920000000000002%,811469
13097,45.01%, 72.24%, 27.23%,-,0.5300000000000011%,b80145
13099,17.04%, 58.46%, 41.42%,-,0.12000000000000455%,950069
13101,26.42%, 62.99%, 36.57%,-,0.4399999999999977%,a0015d
13103,34.61%, 67.13%, 32.51%,-,0.36000000000001364%,ab0052
13105,13.77%, 56.77%, 43.01%,-,0.21999999999999886%,90006d
13107,19.09%, 58.95%, 39.86%,-,1.1899999999999977%,960365
13109,24.85%, 62.01%, 37.16%,-,0.8300000000000125%,9e025e
13111,33.42%, 66.45%, 33.03%,-,0.519999999999996%,a90154
13113,56.10%, 77.84%, 21.74%,-,0.4200000000000017%,c60137
13115,26.29%, 62.85%, 36.55%,-,0.5999999999999943%,a0015d
13117,54.14%, 76.83%, 22.69%,-,0.480000000000004%,c30139
13119,17.31%, 58.57%, 41.25%,-,0.18000000000000682%,950069
13121,13.49%, 42.75%, 56.25%,-,1.0%,6d028f
13123,41.93%, 70.65%, 28.72%,-,0.6299999999999955%,b40149
13125,46.84%, 73.42%, 26.58%,-,0.0%,bb0043
13127,27.18%, 63.18%, 35.99%,-,0.8299999999999983%,a1025b
13129,43.60%, 71.65%, 28.05%,-,0.29999999999999716%,b60047
13131,22.61%, 61.10%, 38.49%,-,0.4099999999999966%,9b0162
13133,11.84%, 43.93%, 55.77%,-,0.29999999999999716%,70008e
13135,51.65%, 75.47%, 23.82%,-,0.710000000000008%,c0013c
13137,39.31%, 69.45%, 30.14%,-,0.4099999999999966%,b1014c
13139,38.01%, 68.71%, 30.71%,-,0.5800000000000125%,af014e
13141,51.22%, 23.99%, 75.20%,-,0.8100000000000023%,3d02bf
13143,30.58%, 65.17%, 34.59%,-,0.23999999999999488%,a60058
13145,28.26%, 63.94%, 35.68%,-,0.37999999999999545%,a3005a
13147,10.24%, 54.88%, 44.64%,-,0.47999999999998977%,8b0171
13149,27.84%, 63.77%, 35.94%,-,0.28999999999999204%,a2005b
13151,42.69%, 71.11%, 28.41%,-,0.480000000000004%,b50148
13153,28.80%, 64.02%, 35.22%,-,0.7600000000000051%,a30159
13155,14.32%, 57.00%, 42.68%,-,0.3199999999999932%,91006c
13157,25.55%, 62.56%, 37.00%,-,0.4399999999999977%,9f015e
13159,10.69%, 55.08%, 44.39%,-,0.5300000000000011%,8c0171
13161,24.45%, 62.03%, 37.58%,-,0.39000000000000057%,9e005f
13163,8.58%, 54.13%, 45.54%,-,0.3299999999999983%,8a0074
13165,14.90%, 57.30%, 42.39%,-,0.3100000000000023%,92006c
13167,25.66%, 62.83%, 37.17%,-,0.0%,a0005e
13169,15.17%, 57.41%, 42.24%,-,0.3499999999999943%,92006b
13171,17.59%, 57.83%, 40.24%,-,1.9300000000000068%,930466
13173,1.89%, 50.81%, 48.91%,-,0.28000000000000114%,81007c
13175,17.13%, 57.89%, 40.76%,-,1.3499999999999943%,930367
13177,48.42%, 74.04%, 25.62%,-,0.3399999999999892%,bc0041
13179,3.21%, 51.24%, 48.03%,-,0.7299999999999898%,82017a
13181,22.55%, 60.97%, 38.43%,-,0.5999999999999943%,9b0161
13183,11.41%, 55.32%, 43.91%,-,0.7700000000000102%,8d016f
13185,25.55%, 62.63%, 37.08%,-,0.28999999999999204%,9f005e
13187,35.05%, 67.20%, 32.15%,-,0.6500000000000057%,ab0151
13189,30.74%, 65.04%, 34.30%,-,0.6599999999999966%,a50157
13191,8.99%, 45.08%, 54.07%,-,0.8499999999999943%,720289
13193,23.15%, 38.19%, 61.35%,-,0.46000000000000796%,61019c
13195,38.69%, 69.10%, 30.41%,-,0.4900000000000091%,b0014d
13197,2.42%, 48.67%, 51.09%,-,0.23999999999999488%,7c0082
13199,2.76%, 51.31%, 48.54%,-,0.15000000000000568%,82007b
13201,36.31%, 68.00%, 31.69%,-,0.3100000000000023%,ad0050
13205,6.79%, 53.29%, 46.50%,-,0.21000000000000796%,870076
13207,13.16%, 56.38%, 43.22%,-,0.4000000000000057%,8f016e
13209,15.22%, 57.49%, 42.28%,-,0.22999999999998977%,92006b
13211,16.54%, 58.10%, 41.57%,-,0.3299999999999983%,94006a
13213,40.65%, 70.11%, 29.46%,-,0.4300000000000068%,b2014b
13215,10.20%, 54.90%, 44.70%,-,0.4000000000000057%,8b0171
13217,30.08%, 64.77%, 34.69%,-,0.5400000000000063%,a50158
13219,36.21%, 67.89%, 31.68%,-,0.4300000000000068%,ad0150
13221,25.58%, 62.61%, 37.03%,-,0.35999999999999943%,9f005e
13223,45.70%, 72.63%, 26.92%,-,0.45000000000000284%,b90144
13225,3.28%, 48.00%, 51.28%,-,0.7199999999999989%,7a0182
13227,35.56%, 67.52%, 31.96%,-,0.5200000000000102%,ac0151
13229,11.09%, 55.49%, 44.40%,-,0.10999999999999943%,8d0071
13231,27.43%, 63.35%, 35.92%,-,0.7299999999999898%,a1015b
13233,29.28%, 64.46%, 35.18%,-,0.36000000000001364%,a40059
13235,2.63%, 48.48%, 51.11%,-,0.4099999999999966%,7b0182
13237,15.84%, 57.74%, 41.90%,-,0.35999999999999943%,93006a
13239,18.97%, 40.11%, 59.08%,-,0.8100000000000023%,660296
13241,27.08%, 63.14%, 36.06%,-,0.7999999999999972%,a1025b
13243,1.86%, 48.94%, 50.80%,-,0.2600000000000051%,7c0081
13245,14.66%, 57.12%, 42.46%,-,0.4200000000000017%,91016c
13247,48.04%, 73.77%, 25.73%,-,0.5%,bc0141
13249,18.18%, 58.91%, 40.72%,-,0.37000000000000455%,960067
13251,19.60%, 59.52%, 39.93%,-,0.5499999999999972%,970165
13253,11.27%, 55.54%, 44.27%,-,0.18999999999999773%,8d0070
13255,28.11%, 63.68%, 35.57%,-,0.75%,a2015a
13257,32.73%, 66.09%, 33.36%,-,0.5499999999999972%,a80155
13259,15.41%, 42.17%, 57.58%,-,0.25%,6b0092
13261,12.48%, 55.93%, 43.45%,-,0.6200000000000045%,8e016e
13263,21.65%, 38.93%, 60.58%,-,0.4900000000000091%,63019a
13265,20.98%, 39.38%, 60.36%,-,0.2599999999999909%,640099
13267,30.30%, 65.03%, 34.73%,-,0.2400000000000091%,a50058
13269,0.48%, 50.13%, 49.65%,-,0.21999999999999886%,7f007e
13271,1.11%, 50.21%, 49.10%,-,0.6899999999999977%,80017d
13273,4.61%, 52.22%, 47.61%,-,0.1700000000000017%,850079
13275,29.99%, 64.78%, 34.80%,-,0.4200000000000017%,a50158
13277,31.99%, 65.80%, 33.81%,-,0.39000000000000057%,a70056
13279,58.39%, 78.89%, 20.50%,-,0.6099999999999994%,c90134
13281,30.72%, 65.12%, 34.40%,-,0.47999999999998977%,a60157
13283,14.39%, 57.19%, 42.81%,-,0.0%,91006d
13285,34.94%, 67.31%, 32.38%,-,0.3100000000000023%,ab0052
13287,7.32%, 50.52%, 43.20%, 3.47%,6.280000000000001%,80106e
13289,15.61%, 41.96%, 57.57%,-,0.46999999999999886%,6a0192
13291,31.06%, 65.39%, 34.33%,-,0.28000000000000114%,a60057
13293,26.62%, 63.05%, 36.43%,-,0.5200000000000102%,a0015c
13295,37.53%, 68.63%, 31.11%,-,0.2600000000000051%,af004f
13297,31.64%, 65.56%, 33.92%,-,0.519999999999996%,a70156
13299,5.75%, 52.59%, 46.84%,-,0.5699999999999932%,860177
13301,9.69%, 44.78%, 54.47%,-,0.75%,72018a
13303,2.55%, 51.12%, 48.58%,-,0.30000000000001137%,82007b
13305,16.01%, 57.93%, 41.92%,-,0.15000000000000568%,93006a
13307,8.35%, 45.70%, 54.05%,-,0.25%,740089
13309,3.71%, 51.64%, 47.92%,-,0.4399999999999977%,83017a
13311,43.83%, 71.65%, 27.81%,-,0.539999999999992%,b60146
13313,46.66%, 73.12%, 26.46%,-,0.4199999999999875%,ba0143
13315,6.73%, 53.26%, 46.53%,-,0.21000000000000796%,870076
13317,7.74%, 53.71%, 45.96%,-,0.3299999999999983%,880075
13319,8.35%, 45.30%, 53.65%,-,1.0500000000000114%,730288
13321,33.85%, 66.55%, 32.70%,-,0.75%,a90153
15001,16.68%, 41.00%, 57.68%,-,1.3199999999999932%,680393
15003,7.15%, 45.97%, 53.13%,-,0.9000000000000057%,750287
15005,0%,-,-,-,0,000000
15007,17.13%, 40.95%, 58.08%,-,0.9699999999999989%,680294
15009,14.87%, 41.96%, 56.83%,-,1.210000000000008%,6a0390
16001,27.97%, 62.92%, 34.95%,-,2.1299999999999955%,a00559
16003,25.79%, 61.53%, 35.74%,-,2.7299999999999898%,9c065b
16005,6.69%, 52.40%, 45.71%,-,1.8900000000000006%,850474
16007,40.84%, 69.93%, 29.09%,-,0.9799999999999898%,b2024a
16009,4.08%, 50.96%, 46.88%,-,2.1599999999999966%,810577
16011,39.34%, 68.89%, 29.55%,-,1.5600000000000023%,af034b
16013,10.98%, 54.39%, 43.41%,-,2.200000000000003%,8a056e
16015,24.80%, 61.05%, 36.26%,-,2.6899999999999977%,9b065c
16017,1.45%, 49.94%, 48.49%,-,1.5699999999999932%,7f047b
16019,51.68%, 75.01%, 23.33%,-,1.6599999999999966%,bf043b
16021,14.49%, 56.21%, 41.72%,-,2.069999999999993%,8f056a
16023,26.18%, 62.26%, 36.08%,-,1.6599999999999966%,9e045c
16025,34.78%, 65.90%, 31.12%, 2.06%,2.9799999999999898%,a8074f
16027,34.63%, 66.14%, 31.51%,-,2.3499999999999943%,a80550
16029,43.64%, 71.22%, 27.58%,-,1.2000000000000028%,b50346
16031,48.19%, 73.34%, 25.15%,-,1.509999999999991%,bb0340
16033,35.15%, 66.75%, 31.59%,-,1.6599999999999966%,aa0450
16035,5.58%, 45.87%, 51.45%,-,2.680000000000007%,740683
16037,33.60%, 66.09%, 32.49%,-,1.4199999999999875%,a80352
16039,28.35%, 63.46%, 35.11%,-,1.4300000000000068%,a10359
16041,56.47%, 77.29%, 20.82%,-,1.8899999999999864%,c50435
16043,47.79%, 73.11%, 25.32%,-,1.5699999999999932%,ba0440
16045,16.76%, 56.90%, 40.14%, 2.16%,2.960000000000008%,910766
16047,21.25%, 59.64%, 38.39%,-,1.9699999999999989%,980561
16049,22.88%, 60.31%, 37.44%,-,2.25%,99055f
16051,61.62%, 79.64%, 18.02%,-,2.3400000000000034%,cb052d
16053,30.98%, 64.32%, 33.33%,-,2.3500000000000085%,a40554
16055,12.80%, 55.63%, 42.83%,-,1.539999999999992%,8d036d
16057,1.35%, 48.47%, 49.82%,-,1.710000000000008%,7b047f
16059,34.01%, 66.24%, 32.23%,-,1.5300000000000011%,a80352
16061,1.30%, 48.76%, 50.06%,-,1.1800000000000068%,7c037f
16063,22.56%, 60.20%, 37.64%,-,2.1599999999999966%,99055f
16065,71.05%, 84.87%, 13.82%,-,1.3100000000000023%,d80323
16067,33.17%, 65.73%, 32.56%,-,1.7099999999999937%,a70453
16069,4.84%, 46.78%, 51.62%,-,1.5999999999999943%,770483
16071,42.04%, 70.11%, 28.07%,-,1.8199999999999932%,b20447
16073,32.61%, 64.81%, 32.19%, 2.32%,3.0%,a50752
16075,32.47%, 65.17%, 32.71%,-,2.1200000000000045%,a60553
16077,24.92%, 61.66%, 36.73%,-,1.6100000000000136%,9d045d
16079,22.29%, 38.20%, 60.49%,-,1.3100000000000023%,61039a
16081,29.54%, 64.31%, 34.77%,-,0.9199999999999875%,a30258
16083,29.73%, 63.87%, 34.14%,-,1.990000000000009%,a20557
16085,20.22%, 59.37%, 39.15%,-,1.480000000000004%,970363
16087,26.59%, 61.98%, 35.39%, 2.14%,2.6299999999999955%,9e065a
17001,6.94%, 53.29%, 46.34%,-,0.37000000000000455%,870076
17003,15.85%, 41.90%, 57.75%,-,0.3499999999999943%,6a0093
17005,2.10%, 50.78%, 48.68%,-,0.539999999999992%,81017c
17007,23.96%, 61.69%, 37.73%,-,0.5800000000000125%,9d0160
17009,4.01%, 51.89%, 47.88%,-,0.22999999999998977%,84007a
17011,9.43%, 54.41%, 44.98%,-,0.6100000000000136%,8a0172
17013,10.97%, 44.37%, 55.34%,-,0.28999999999999204%,71008d
17015,19.62%, 59.42%, 39.80%,-,0.7800000000000011%,970165
17017,6.38%, 46.53%, 52.91%,-,0.5600000000000023%,760186
17019,5.53%, 52.36%, 46.82%,-,0.8199999999999932%,850277
17021,8.13%, 45.61%, 53.74%,-,0.6500000000000057%,740189
17023,15.79%, 57.71%, 41.93%,-,0.35999999999999943%,93006a
17025,11.67%, 55.65%, 43.97%,-,0.37999999999999545%,8d0070
17027,12.76%, 56.15%, 43.38%,-,0.46999999999999886%,8f016e
17029,13.93%, 56.62%, 42.69%,-,0.6899999999999977%,90016c
17031,12.41%, 43.36%, 55.77%,-,0.8700000000000045%,6e028e
17033,16.29%, 57.76%, 41.48%,-,0.7600000000000051%,930169
17035,16.59%, 57.98%, 41.39%,-,0.6299999999999955%,930169
17037,18.40%, 58.86%, 40.46%,-,0.6800000000000068%,960167
17039,19.29%, 59.32%, 40.03%,-,0.6500000000000057%,970166
17041,15.71%, 57.62%, 41.91%,-,0.46999999999999886%,92016a
17043,39.36%, 69.39%, 30.02%,-,0.5900000000000034%,b0014c
17045,17.53%, 58.55%, 41.02%,-,0.4300000000000068%,950168
17047,28.81%, 64.12%, 35.30%,-,0.5799999999999983%,a3015a
17049,29.68%, 64.53%, 34.85%,-,0.6200000000000045%,a40158
17051,8.10%, 53.88%, 45.78%,-,0.3400000000000034%,890074
17053,33.08%, 66.05%, 32.97%,-,0.980000000000004%,a80254
17055,17.81%, 40.87%, 58.69%,-,0.4399999999999977%,680195
17057,12.71%, 43.45%, 56.16%,-,0.39000000000000057%,6e008f
17059,21.54%, 38.89%, 60.42%,-,0.6899999999999977%,63019a
17061,1.87%, 50.56%, 48.69%,-,0.75%,80017c
17063,22.41%, 60.88%, 38.47%,-,0.6500000000000057%,9b0162
17065,0.08%, 49.89%, 49.81%,-,0.29999999999999716%,7f007f
17067,1.83%, 48.71%, 50.54%,-,0.75%,7c0180
17069,6.94%, 53.26%, 46.32%,-,0.4200000000000017%,870176
17071,9.40%, 45.17%, 54.57%,-,0.2599999999999909%,73008b
17073,1.02%, 49.28%, 50.30%,-,0.4200000000000017%,7d0180
17075,38.71%, 69.11%, 30.40%,-,0.4900000000000091%,b0014d
17077,7.77%, 45.73%, 53.50%,-,0.7700000000000102%,740188
17079,17.13%, 58.28%, 41.14%,-,0.5799999999999983%,940168
17081,0.68%, 49.42%, 50.10%,-,0.47999999999998977%,7e017f
17083,0.38%, 49.62%, 50.00%,-,0.37999999999999545%,7e007f
17085,8.56%, 53.88%, 45.32%,-,0.7999999999999972%,890273
17087,19.71%, 59.61%, 39.90%,-,0.4900000000000091%,980165
17089,28.93%, 64.10%, 35.17%,-,0.730000000000004%,a30159
17091,14.46%, 56.82%, 42.36%,-,0.8199999999999932%,90026c
17093,41.81%, 70.62%, 28.82%,-,0.5600000000000023%,b40149
17095,8.06%, 45.75%, 53.81%,-,0.4399999999999977%,740189
17097,27.72%, 63.53%, 35.81%,-,0.6599999999999966%,a2015b
17099,0.24%, 49.64%, 49.88%,-,0.47999999999998977%,7e017f
17101,7.55%, 53.57%, 46.02%,-,0.4099999999999966%,880175
17103,31.59%, 65.48%, 33.89%,-,0.6299999999999955%,a60156
17105,34.50%, 67.02%, 32.52%,-,0.46000000000000796%,aa0152
17107,28.32%, 63.90%, 35.58%,-,0.5200000000000102%,a2015a
17109,15.42%, 57.42%, 42.00%,-,0.5799999999999983%,92016b
17111,41.55%, 70.44%, 28.88%,-,0.6800000000000068%,b30149
17113,24.06%, 61.75%, 37.69%,-,0.5600000000000023%,9d0160
17115,3.04%, 48.22%, 51.25%,-,0.5300000000000011%,7a0182
17117,13.07%, 43.20%, 56.28%,-,0.519999999999996%,6e018f
17119,9.30%, 45.04%, 54.34%,-,0.6200000000000045%,72018a
17121,0.59%, 50.05%, 49.46%,-,0.4900000000000091%,7f017e
17123,13.29%, 56.35%, 43.07%,-,0.5799999999999983%,8f016d
17125,0.26%, 49.95%, 49.69%,-,0.35999999999999943%,7f007e
17127,4.14%, 51.86%, 47.72%,-,0.4200000000000017%,840179
17129,25.54%, 62.40%, 36.86%,-,0.7400000000000091%,9f015d
17131,6.57%, 46.45%, 53.02%,-,0.5300000000000011%,760187
17133,16.09%, 57.83%, 41.74%,-,0.4300000000000068%,93016a
17135,6.58%, 46.43%, 53.01%,-,0.5600000000000023%,760187
17137,18.65%, 59.17%, 40.52%,-,0.3100000000000023%,960067
17139,2.48%, 50.98%, 48.50%,-,0.5200000000000102%,81017b
17141,34.51%, 66.94%, 32.43%,-,0.6299999999999955%,aa0152
17143,3.21%, 51.35%, 48.14%,-,0.5099999999999909%,82017a
17145,6.04%, 46.78%, 52.83%,-,0.39000000000000057%,770086
17147,14.26%, 56.85%, 42.59%,-,0.5600000000000023%,90016c
17149,7.55%, 46.11%, 53.66%,-,0.23000000000000398%,750088
17151,9.33%, 54.44%, 45.11%,-,0.45000000000000284%,8a0173
17153,3.65%, 47.90%, 51.55%,-,0.5500000000000114%,7a0183
17155,2.71%, 48.30%, 51.00%,-,0.7000000000000028%,7b0182
17157,2.92%, 48.28%, 51.21%,-,0.5099999999999909%,7b0182
17159,19.59%, 59.61%, 40.03%,-,0.35999999999999943%,980066
17161,18.80%, 40.37%, 59.17%,-,0.46000000000000796%,660196
17163,14.41%, 42.58%, 57.00%,-,0.4200000000000017%,6c0191
17165,7.01%, 46.31%, 53.32%,-,0.37000000000000455%,760087
17167,14.08%, 56.76%, 42.68%,-,0.5600000000000023%,90016c
17169,7.67%, 53.57%, 45.89%,-,0.539999999999992%,880175
17171,10.47%, 55.02%, 44.55%,-,0.4300000000000068%,8c0171
17173,7.14%, 53.28%, 46.14%,-,0.5799999999999983%,870175
17175,17.98%, 58.39%, 40.41%,-,1.2000000000000028%,940367
17177,20.49%, 59.87%, 39.38%,-,0.75%,980164
17179,7.93%, 53.72%, 45.79%,-,0.4900000000000091%,880174
17181,0.55%, 50.05%, 49.50%,-,0.45000000000000284%,7f017e
17183,2.78%, 48.32%, 51.10%,-,0.5799999999999983%,7b0182
17185,21.17%, 60.30%, 39.14%,-,0.5600000000000023%,990163
17187,11.72%, 55.54%, 43.82%,-,0.6400000000000006%,8d016f
17189,20.92%, 60.04%, 39.12%,-,0.8400000000000034%,990263
17191,27.09%, 63.29%, 36.20%,-,0.5099999999999909%,a1015c
17193,2.46%, 51.04%, 48.58%,-,0.37999999999999545%,82007b
17195,6.75%, 53.05%, 46.31%,-,0.6400000000000006%,870176
17197,18.84%, 59.10%, 40.26%,-,0.6400000000000006%,960166
17199,1.74%, 48.84%, 50.58%,-,0.5799999999999983%,7c0180
17201,10.26%, 54.85%, 44.59%,-,0.5600000000000023%,8b0171
17203,34.40%, 66.93%, 32.53%,-,0.539999999999992%,aa0152
18001,36.06%, 67.83%, 31.77%,-,0.4000000000000057%,ac0151
18003,30.80%, 64.94%, 34.14%,-,0.9200000000000017%,a50257
18005,32.56%, 66.05%, 33.49%,-,0.46000000000000796%,a80155
18007,33.15%, 66.31%, 33.15%,-,0.539999999999992%,a90154
18009,19.31%, 59.49%, 40.17%,-,0.3400000000000034%,970066
18011,47.07%, 73.44%, 26.37%,-,0.18999999999999773%,bb0043
18013,22.41%, 60.86%, 38.45%,-,0.6899999999999977%,9b0162
18015,25.48%, 62.54%, 37.07%,-,0.39000000000000057%,9f005e
18017,30.78%, 65.10%, 34.32%,-,0.5800000000000125%,a60157
18019,6.46%, 53.04%, 46.58%,-,0.37999999999999545%,870076
18021,22.10%, 60.77%, 38.67%,-,0.5600000000000023%,9a0162
18023,31.93%, 65.82%, 33.88%,-,0.30000000000001137%,a70056
18025,10.79%, 55.09%, 44.30%,-,0.6099999999999994%,8c0170
18027,31.91%, 65.75%, 33.84%,-,0.4099999999999966%,a70156
18029,23.51%, 61.57%, 38.06%,-,0.37000000000000455%,9d0061
18031,35.22%, 67.35%, 32.13%,-,0.5200000000000102%,ab0151
18033,31.79%, 65.75%, 33.95%,-,0.29999999999999716%,a70056
18035,14.13%, 56.84%, 42.71%,-,0.44999999999998863%,90016c
18037,25.18%, 62.28%, 37.10%,-,0.6200000000000045%,9e015e
18039,40.57%, 70.11%, 29.54%,-,0.3499999999999943%,b2004b
18041,18.11%, 58.85%, 40.74%,-,0.4099999999999966%,960167
18043,12.87%, 56.28%, 43.41%,-,0.3100000000000023%,8f006e
18045,21.73%, 60.57%, 38.85%,-,0.5799999999999983%,9a0163
18047,31.70%, 65.70%, 34.00%,-,0.29999999999999716%,a70056
18049,30.38%, 65.01%, 34.63%,-,0.3599999999999852%,a50058
18051,3.94%, 51.83%, 47.88%,-,0.28999999999999204%,84007a
18053,26.02%, 62.79%, 36.77%,-,0.4399999999999977%,a0015d
18055,12.44%, 55.94%, 43.50%,-,0.5600000000000023%,8e016e
18057,60.95%, 80.36%, 19.41%,-,0.23000000000000398%,cc0031
18059,42.70%, 71.21%, 28.51%,-,0.28000000000000114%,b50048
18061,15.17%, 57.47%, 42.30%,-,0.23000000000000398%,92006b
18063,48.47%, 74.12%, 25.65%,-,0.22999999999998977%,bd0041
18065,18.31%, 59.01%, 40.69%,-,0.30000000000001137%,960067
18067,26.73%, 63.16%, 36.43%,-,0.4099999999999966%,a1015c
18069,50.03%, 74.87%, 24.84%,-,0.28999999999999204%,be003f
18071,25.98%, 62.77%, 36.78%,-,0.44999999999998863%,a0015d
18073,29.83%, 64.67%, 34.84%,-,0.4899999999999949%,a40158
18075,24.95%, 62.22%, 37.26%,-,0.5200000000000102%,9e015f
18077,14.09%, 56.64%, 42.56%,-,0.7999999999999972%,90026c
18079,21.06%, 60.29%, 39.23%,-,0.480000000000004%,990164
18081,46.34%, 72.99%, 26.65%,-,0.36000000000001364%,ba0043
18083,16.63%, 58.13%, 41.50%,-,0.37000000000000455%,940069
18085,53.71%, 76.68%, 22.97%,-,0.3499999999999943%,c3003a
18087,37.67%, 68.67%, 31.00%,-,0.3299999999999983%,af004f
18089,13.51%, 43.03%, 56.55%,-,0.4200000000000017%,6d0190
18091,7.71%, 53.64%, 45.93%,-,0.4300000000000068%,880175
18093,29.85%, 64.71%, 34.86%,-,0.4300000000000068%,a50158
18095,14.24%, 56.95%, 42.70%,-,0.3499999999999943%,91006c
18097,17.74%, 58.56%, 40.82%,-,0.6200000000000045%,950168
18099,31.19%, 65.41%, 34.22%,-,0.37000000000000455%,a60057
18101,17.90%, 58.75%, 40.85%,-,0.4000000000000057%,950168
18103,29.62%, 64.47%, 34.85%,-,0.6800000000000068%,a40158
18105,13.23%, 56.04%, 42.81%,-,1.1500000000000057%,8e026d
18107,49.54%, 74.58%, 25.03%,-,0.39000000000000057%,be003f
18109,45.14%, 72.38%, 27.23%,-,0.39000000000000057%,b80045
18111,30.39%, 65.02%, 34.64%,-,0.3400000000000034%,a50058
18113,30.99%, 65.26%, 34.27%,-,0.46999999999999886%,a60157
18115,11.81%, 55.79%, 43.97%,-,0.2400000000000091%,8e0070
18117,31.27%, 65.44%, 34.17%,-,0.39000000000000057%,a60057
18119,21.26%, 60.30%, 39.04%,-,0.6599999999999966%,990163
18121,26.87%, 63.21%, 36.34%,-,0.44999999999998863%,a1015c
18123,0.88%, 49.27%, 50.15%,-,0.5799999999999983%,7d017f
18125,4.03%, 51.70%, 47.67%,-,0.6299999999999955%,830179
18127,21.08%, 60.37%, 39.29%,-,0.3400000000000034%,990064
18129,14.48%, 57.07%, 42.59%,-,0.3400000000000034%,91006c
18131,24.74%, 62.14%, 37.40%,-,0.46000000000000796%,9e015f
18133,29.66%, 64.59%, 34.93%,-,0.47999999999998977%,a40159
18135,26.27%, 62.85%, 36.58%,-,0.5699999999999932%,a0015d
18137,27.95%, 63.81%, 35.87%,-,0.3199999999999932%,a2005b
18139,35.09%, 67.41%, 32.32%,-,0.27000000000001023%,ab0052
18141,1.46%, 50.56%, 49.10%,-,0.3400000000000034%,80007d
18143,1.12%, 50.41%, 49.29%,-,0.30000000000001137%,80007d
18145,30.69%, 65.14%, 34.45%,-,0.4099999999999966%,a60157
18147,9.97%, 54.82%, 44.85%,-,0.3299999999999983%,8b0072
18149,4.11%, 51.80%, 47.69%,-,0.5100000000000051%,840179
18151,37.41%, 68.55%, 31.14%,-,0.3100000000000023%,ae004f
18153,0.86%, 49.39%, 50.25%,-,0.35999999999999943%,7d0080
18155,3.04%, 51.39%, 48.35%,-,0.2599999999999909%,83007b
18157,26.24%, 62.88%, 36.64%,-,0.47999999999998977%,a0015d
18159,34.74%, 67.15%, 32.42%,-,0.4299999999999926%,ab0152
18161,31.34%, 65.49%, 34.15%,-,0.36000000000001364%,a60057
18163,10.87%, 55.25%, 44.38%,-,0.37000000000000455%,8c0071
18165,4.76%, 47.27%, 52.03%,-,0.6999999999999886%,780184
18167,6.63%, 53.11%, 46.48%,-,0.4099999999999966%,870176
18169,37.25%, 68.39%, 31.14%,-,0.46999999999999886%,ae014f
18171,18.45%, 59.04%, 40.59%,-,0.37000000000000455%,960067
18173,13.49%, 56.58%, 43.09%,-,0.3299999999999983%,90006d
18175,19.34%, 59.39%, 40.04%,-,0.5699999999999932%,970166
18177,23.14%, 61.37%, 38.23%,-,0.4000000000000057%,9c0161
18179,38.21%, 68.93%, 30.72%,-,0.3499999999999943%,af004e
18181,31.16%, 65.38%, 34.23%,-,0.3900000000000148%,a60057
18183,35.46%, 67.44%, 31.99%,-,0.5700000000000074%,ab0151
