id,margin,bush,clinton,perot,hex_color
27157,3.32%, 33.25%, 36.57%, 29.48%,544b5d
27159,2.38%, 38.95%, 36.57%, 23.99%,633d5d
27161,0.31%, 34.62%, 34.93%, 29.10%,584a59
27163,10.82%, 31.07%, 41.90%, 26.42%,4f436a
27165,4.11%, 33.54%, 37.65%, 28.22%,554760
27167,14.36%, 46.32%, 31.97%, 21.31%,763651
27169,4.58%, 35.02%, 39.59%, 24.44%,593e64
27171,2.32%, 33.13%, 35.45%, 30.80%,544e5a
27173,11.04%, 30.83%, 41.87%, 26.56%,4e436a
28001,15.27%, 36.73%, 51.99%, 11.04%,5d1c84
28003,0.88%, 44.21%, 45.08%, 9.54%,701872
28005,0.83%, 45.08%, 45.91%, 8.77%,721675
28007,7.13%, 49.67%, 42.54%, 7.46%,7e136c
28009,29.05%, 31.68%, 60.73%, 7.41%,50129a
28011,28.46%, 33.40%, 61.87%, 4.17%,550a9d
28013,11.62%, 50.87%, 39.25%, 9.68%,811864
28015,16.63%, 54.96%, 38.33%, 6.49%,8c1061
28017,1.00%, 44.96%, 45.95%, 8.98%,721675
28019,15.68%, 53.77%, 38.08%, 7.91%,891461
28021,53.65%, 21.19%, 74.84%, 3.65%,3609be
28023,28.09%, 60.67%, 32.58%, 6.49%,9a1053
28025,15.45%, 38.50%, 53.95%, 7.31%,621289
28027,20.47%, 36.85%, 57.33%, 4.63%,5d0b92
28029,2.15%, 48.68%, 46.53%, 4.33%,7c0b76
28031,10.72%, 50.39%, 39.67%, 9.35%,801765
28033,26.37%, 58.40%, 32.03%, 9.32%,941751
28035,18.02%, 54.64%, 36.62%, 8.39%,8b155d
28037,9.01%, 49.31%, 40.30%, 9.98%,7d1966
28039,15.68%, 43.55%, 27.87%, 14.04%,6f2347
28041,16.01%, 51.90%, 35.89%, 12.06%,841e5b
28043,5.41%, 49.34%, 43.93%, 6.36%,7d1070
28045,13.18%, 47.78%, 34.61%, 17.13%,792b58
28047,20.63%, 52.84%, 32.21%, 14.46%,862452
28049,1.66%, 46.90%, 45.23%, 5.56%,770e73
28051,39.87%, 28.17%, 68.04%, 3.38%,4708ad
28053,20.82%, 36.75%, 57.57%, 5.51%,5d0e92
28055,25.45%, 30.10%, 55.56%, 7.98%,4c148d
28057,5.82%, 47.54%, 41.72%, 10.54%,791a6a
28059,27.38%, 56.36%, 28.97%, 14.43%,8f2449
28061,4.20%, 43.39%, 47.59%, 8.84%,6e1679
28063,63.43%, 15.96%, 79.39%, 4.43%,280bca
28065,13.55%, 39.55%, 53.10%, 6.78%,641187
28067,23.70%, 56.59%, 32.89%, 10.33%,901a53
28069,9.47%, 41.96%, 51.43%, 6.37%,6a1083
28071,0.24%, 46.07%, 45.84%, 7.55%,751374
28073,38.76%, 63.37%, 24.62%, 11.84%,a11e3e
28075,31.34%, 62.25%, 30.91%, 6.04%,9e0f4e
28077,1.76%, 44.12%, 42.36%, 12.55%,70206c
28079,7.83%, 50.64%, 42.81%, 6.38%,81106d
28081,20.09%, 54.36%, 34.27%, 9.07%,8a1757
28083,8.61%, 42.39%, 51.00%, 4.89%,6c0c82
28085,17.54%, 53.78%, 36.24%, 9.79%,89185c
28087,21.01%, 55.80%, 34.79%, 9.11%,8e1758
28089,14.43%, 54.00%, 39.57%, 6.23%,890f64
28091,9.66%, 49.74%, 40.08%, 10.01%,7e1966
28093,32.50%, 30.75%, 63.24%, 5.51%,4e0ea1
28095,8.68%, 49.03%, 40.36%, 10.27%,7d1a66
28097,5.19%, 48.66%, 43.47%, 7.75%,7c136e
28099,30.32%, 61.09%, 30.77%, 7.91%,9b144e
28101,38.20%, 65.69%, 27.49%, 6.33%,a71046
28103,31.07%, 32.22%, 63.29%, 4.03%,520aa1
28105,4.98%, 48.50%, 43.52%, 7.48%,7b136e
28107,12.41%, 40.52%, 52.93%, 6.36%,671086
28109,20.56%, 52.21%, 31.65%, 15.90%,852850
28111,23.28%, 56.39%, 33.10%, 10.26%,8f1a54
28113,2.00%, 43.90%, 45.90%, 10.09%,6f1975
28115,19.48%, 54.92%, 35.44%, 9.29%,8c175a
28117,10.93%, 50.63%, 39.70%, 9.16%,811765
28119,23.72%, 35.45%, 59.17%, 5.13%,5a0d96
28121,45.24%, 67.76%, 22.52%, 9.54%,ac1839
28123,20.57%, 56.47%, 35.90%, 7.41%,8f125b
28125,18.82%, 36.63%, 55.45%, 5.27%,5d0d8d
28127,23.00%, 57.45%, 34.45%, 7.78%,921357
28129,31.50%, 60.49%, 28.99%, 10.02%,9a1949
28131,20.15%, 54.53%, 34.38%, 10.62%,8b1b57
28133,14.10%, 39.68%, 53.77%, 6.39%,651089
28135,12.49%, 40.11%, 52.59%, 6.89%,661186
28137,8.09%, 50.13%, 42.04%, 7.57%,7f136b
28139,11.09%, 50.85%, 39.76%, 9.18%,811765
28141,6.40%, 42.03%, 48.44%, 9.30%,6b177b
28143,33.79%, 30.90%, 64.69%, 4.28%,4e0aa4
28145,14.98%, 53.10%, 38.12%, 8.38%,871561
28147,4.22%, 45.72%, 41.49%, 11.92%,741e69
28149,9.88%, 49.61%, 39.73%, 10.43%,7e1a65
28151,15.19%, 38.59%, 53.78%, 4.04%,620a89
28153,10.41%, 49.78%, 39.37%, 10.59%,7e1b64
28155,20.95%, 55.95%, 35.00%, 8.90%,8e1659
28157,36.62%, 28.29%, 64.91%, 6.21%,480fa5
28159,3.99%, 48.07%, 44.08%, 7.67%,7a1370
28161,8.35%, 41.52%, 49.87%, 8.35%,69157f
28163,2.17%, 47.58%, 45.42%, 6.23%,790f73
29001,0.86%, 38.92%, 39.77%, 20.90%,633565
29003,0.31%, 35.41%, 35.72%, 28.72%,5a495b
29005,2.13%, 35.64%, 37.76%, 26.26%,5a4260
29007,8.76%, 35.65%, 44.41%, 19.70%,5a3271
29009,6.07%, 43.62%, 37.56%, 18.66%,6f2f5f
29011,25.84%, 53.43%, 27.59%, 18.69%,882f46
29013,6.39%, 32.33%, 38.72%, 28.78%,524962
29015,9.40%, 34.51%, 43.91%, 21.32%,58366f
29017,2.59%, 42.68%, 40.09%, 16.95%,6c2b66
29019,11.70%, 33.52%, 45.22%, 20.80%,553573
29021,14.17%, 30.18%, 44.35%, 25.17%,4c4071
29023,1.00%, 42.23%, 43.23%, 14.33%,6b246e
29025,3.97%, 31.94%, 35.91%, 31.64%,51505b
29027,6.57%, 34.90%, 41.48%, 23.36%,583b69
29029,2.83%, 37.97%, 35.14%, 26.60%,604359
29031,13.61%, 47.48%, 33.87%, 18.34%,792e56
29033,6.06%, 32.99%, 39.05%, 27.80%,544663
29035,2.53%, 40.99%, 43.52%, 15.08%,68266e
29037,0.34%, 34.61%, 34.26%, 30.82%,584e57
29039,0.39%, 39.05%, 38.66%, 21.97%,633862
29041,16.58%, 29.95%, 46.53%, 23.19%,4c3b76
29043,6.88%, 43.29%, 36.41%, 19.96%,6e325c
29045,21.65%, 28.99%, 50.64%, 20.23%,493381
29047,8.93%, 31.40%, 40.33%, 27.65%,504666
29049,11.87%, 29.06%, 41.32%, 29.45%,4a4b69
29051,16.19%, 48.78%, 32.59%, 18.43%,7c2e53
29053,2.15%, 39.07%, 36.91%, 23.64%,633c5e
29055,8.16%, 33.76%, 41.92%, 23.88%,563c6a
29057,6.53%, 42.04%, 35.51%, 22.23%,6b385a
29059,6.89%, 34.97%, 41.86%, 23.00%,593a6a
29061,8.95%, 29.66%, 39.58%, 30.63%,4b4e64
29063,7.48%, 31.60%, 39.08%, 28.94%,504963
29065,9.60%, 36.16%, 45.75%, 17.85%,5c2d74
29067,7.65%, 44.35%, 36.71%, 18.66%,712f5d
29069,19.63%, 35.06%, 54.68%, 10.16%,59198b
29071,5.42%, 31.82%, 37.24%, 30.62%,514e5e
29073,11.65%, 42.47%, 30.82%, 26.40%,6c434e
29075,6.63%, 34.16%, 40.79%, 24.73%,573f68
29077,5.03%, 43.95%, 38.91%, 16.81%,702a63
29079,4.29%, 34.26%, 38.55%, 26.88%,574462
29081,0.64%, 37.02%, 37.66%, 25.08%,5e3f60
29083,14.63%, 27.53%, 43.45%, 28.82%,46496e
29085,16.51%, 31.03%, 47.54%, 21.29%,4f3679
29087,4.99%, 39.49%, 34.49%, 25.66%,644157
29089,18.73%, 28.20%, 46.93%, 24.53%,473e77
29091,0.98%, 39.60%, 40.57%, 19.58%,643167
29093,26.56%, 27.54%, 54.10%, 18.15%,462e89
29095,23.11%, 26.96%, 50.06%, 22.68%,44397f
29097,16.35%, 49.04%, 32.69%, 17.95%,7d2d53
29099,16.23%, 28.08%, 44.31%, 27.29%,474570
29101,3.38%, 33.10%, 36.48%, 30.11%,544c5d
29103,12.64%, 32.01%, 44.65%, 23.12%,513a71
29105,8.16%, 42.35%, 34.19%, 23.33%,6b3b57
29107,4.17%, 34.54%, 38.71%, 26.44%,584362
29109,7.31%, 43.50%, 36.20%, 19.94%,6e325c
29111,16.11%, 32.03%, 48.14%, 19.55%,51317a
29113,13.59%, 29.13%, 42.72%, 27.98%,4a476c
29115,14.75%, 30.56%, 45.31%, 23.68%,4d3c73
29117,1.97%, 34.53%, 36.50%, 28.79%,58495d
29119,10.60%, 43.78%, 33.18%, 22.56%,6f3954
29121,13.09%, 31.49%, 44.58%, 23.69%,503c71
29123,16.29%, 32.92%, 49.21%, 17.69%,532d7d
29125,9.36%, 33.77%, 43.14%, 22.79%,563a6e
29127,3.34%, 40.41%, 43.76%, 15.62%,67276f
29129,11.74%, 33.86%, 45.59%, 20.44%,563474
29131,13.39%, 44.01%, 30.62%, 25.20%,70404e
29133,27.27%, 29.45%, 56.73%, 13.65%,4b2290
29135,9.00%, 42.15%, 33.15%, 24.62%,6b3e54
29137,21.66%, 27.54%, 49.20%, 23.14%,463b7d
29139,1.67%, 37.11%, 38.79%, 23.80%,5e3c62
29141,1.12%, 36.28%, 37.40%, 26.10%,5c425f
29143,29.58%, 29.33%, 58.91%, 11.61%,4a1d96
29145,15.24%, 47.64%, 32.40%, 19.30%,793152
29147,6.14%, 33.52%, 39.66%, 26.46%,554365
29149,20.21%, 33.10%, 53.31%, 13.31%,542187
29151,15.21%, 45.84%, 30.63%, 23.43%,743b4e
29153,4.47%, 41.49%, 37.02%, 21.21%,69365e
29155,26.05%, 31.93%, 57.98%, 9.90%,511993
29157,9.38%, 44.19%, 34.82%, 20.66%,703458
29159,9.16%, 41.43%, 32.26%, 25.97%,694252
29161,4.85%, 36.08%, 40.93%, 22.55%,5c3968
29163,18.46%, 30.74%, 49.20%, 19.96%,4e327d
29165,5.22%, 31.82%, 37.04%, 30.74%,514e5e
29167,1.72%, 39.94%, 38.22%, 21.66%,653761
29169,3.20%, 37.98%, 41.18%, 20.59%,603469
29171,12.19%, 45.67%, 33.48%, 20.85%,743555
29173,18.42%, 30.71%, 49.12%, 20.03%,4e337d
29175,18.86%, 29.63%, 48.49%, 21.67%,4b377b
29177,19.65%, 26.64%, 46.33%, 26.68%,434476
29179,37.23%, 23.34%, 60.57%, 16.00%,3b289a
29181,10.00%, 37.33%, 47.33%, 15.21%,5f2678
29183,1.32%, 36.29%, 34.97%, 28.48%,5c4859
29185,8.89%, 33.72%, 42.62%, 23.49%,553b6c
29186,28.23%, 24.94%, 53.17%, 21.68%,3f3787
29187,18.36%, 31.08%, 49.44%, 19.19%,4f307e
29189,8.88%, 35.21%, 44.09%, 20.40%,593470
29195,17.98%, 26.44%, 45.67%, 27.69%,434674
29197,8.94%, 34.19%, 43.13%, 22.44%,57396d
29199,10.91%, 32.00%, 42.90%, 24.74%,513f6d
29201,7.19%, 37.95%, 45.14%, 16.74%,602a73
29203,23.05%, 30.97%, 54.02%, 14.65%,4e2589
29205,7.84%, 34.44%, 42.28%, 23.16%,573b6b
29207,9.03%, 37.44%, 46.47%, 16.06%,5f2876
29209,8.47%, 43.88%, 35.41%, 20.49%,6f345a
29211,5.36%, 38.59%, 43.95%, 17.35%,622c70
29213,10.59%, 46.05%, 35.46%, 18.14%,752e5a
29215,11.27%, 34.70%, 45.97%, 19.00%,583075
29217,8.37%, 34.34%, 42.71%, 22.76%,573a6c
29219,3.00%, 34.10%, 37.11%, 28.54%,56485e
29221,25.64%, 26.93%, 52.57%, 20.20%,443386
29223,16.15%, 34.91%, 51.05%, 13.91%,592382
29225,1.99%, 40.99%, 38.99%, 19.81%,683263
29227,8.21%, 34.18%, 42.39%, 23.21%,573b6c
29229,7.98%, 44.60%, 36.62%, 18.55%,712f5d
29510,52.18%, 17.26%, 69.44%, 12.80%,2c20b1
30001,13.08%, 41.97%, 26.39%, 28.89%,6b4943
30003,17.68%, 31.34%, 49.02%, 19.12%,4f307d
30005,12.61%, 31.88%, 44.48%, 22.95%,513a71
30007,17.64%, 45.06%, 26.66%, 27.42%,724543
30009,0.28%, 33.81%, 33.53%, 32.08%,565155
30011,31.69%, 56.86%, 17.62%, 25.17%,90402c
30013,6.08%, 34.16%, 40.24%, 25.02%,573f66
30015,13.01%, 42.65%, 29.64%, 26.89%,6c444b
30017,2.44%, 37.52%, 35.07%, 26.82%,5f4459
30019,2.86%, 36.39%, 33.53%, 29.49%,5c4b55
30021,2.19%, 34.62%, 36.80%, 28.25%,58485d
30023,37.33%, 15.79%, 60.24%, 22.91%,283a99
30025,17.72%, 45.46%, 27.74%, 26.55%,734346
30027,12.36%, 42.16%, 24.88%, 29.80%,6b4b3f
30029,6.22%, 37.24%, 31.02%, 28.99%,5e494f
30031,5.47%, 38.60%, 33.13%, 26.79%,624454
30033,14.90%, 49.21%, 15.26%, 34.31%,7d5726
30035,19.75%, 28.27%, 48.02%, 23.06%,483a7a
30037,7.06%, 38.71%, 28.63%, 31.65%,625049
30039,12.86%, 42.06%, 27.08%, 29.20%,6b4a45
30041,14.97%, 29.79%, 44.77%, 24.96%,4b3f72
30043,2.98%, 36.47%, 33.49%, 27.74%,5c4655
30045,13.48%, 42.16%, 28.27%, 28.68%,6b4948
30047,3.24%, 34.08%, 37.32%, 27.27%,56455f
30049,6.75%, 35.72%, 42.47%, 21.24%,5b366c
30051,12.30%, 42.28%, 26.51%, 29.98%,6b4c43
30053,0.41%, 33.41%, 33.00%, 31.48%,555054
30055,7.68%, 39.00%, 31.31%, 29.17%,634a4f
30057,11.28%, 42.89%, 23.61%, 31.62%,6d503c
30059,11.18%, 42.12%, 25.95%, 30.94%,6b4e42
30061,7.40%, 24.65%, 40.61%, 33.21%,3e5467
30063,17.20%, 29.79%, 46.99%, 22.48%,4b3977
30065,8.30%, 39.32%, 29.08%, 31.01%,644f4a
30067,7.86%, 38.04%, 30.18%, 29.16%,614a4c
30069,13.51%, 45.61%, 20.61%, 32.09%,745134
30071,2.93%, 39.09%, 24.15%, 36.15%,635c3d
30073,6.51%, 39.56%, 33.05%, 27.01%,644454
30075,17.91%, 47.32%, 22.32%, 29.41%,784a38
30077,2.35%, 36.01%, 33.66%, 29.68%,5b4b55
30079,17.76%, 48.13%, 30.37%, 20.91%,7a354d
30081,4.98%, 35.90%, 30.92%, 30.45%,5b4d4e
30083,4.95%, 37.07%, 30.33%, 32.12%,5e514d
30085,14.67%, 28.91%, 43.57%, 25.97%,49426f
30087,13.76%, 28.84%, 42.60%, 28.05%,49476c
30089,6.90%, 30.20%, 37.48%, 30.58%,4d4d5f
30091,10.59%, 29.85%, 40.44%, 29.37%,4c4a67
30093,29.70%, 19.24%, 54.89%, 25.18%,31408b
30095,5.82%, 38.19%, 32.36%, 29.01%,614952
30097,20.71%, 48.86%, 21.93%, 28.15%,7c4737
30099,9.43%, 40.06%, 30.63%, 28.46%,66484e
30101,1.47%, 34.71%, 31.43%, 33.24%,585450
30103,5.12%, 37.66%, 28.70%, 32.54%,605249
30105,4.77%, 32.77%, 37.54%, 28.90%,53495f
30107,8.17%, 41.57%, 33.39%, 24.70%,6a3e55
30109,6.43%, 38.55%, 32.13%, 28.50%,624851
30111,4.71%, 40.43%, 35.72%, 23.26%,673b5b
31001,22.07%, 48.36%, 26.29%, 25.01%,7b3f43
31003,22.38%, 52.41%, 17.21%, 30.03%,854c2b
31005,18.94%, 56.06%, 6.82%, 37.12%,8e5e11
31007,32.50%, 59.17%, 14.17%, 26.67%,964424
31009,27.81%, 56.51%, 14.13%, 28.70%,904924
31011,19.94%, 50.21%, 19.08%, 30.27%,804d30
31013,4.59%, 38.74%, 34.15%, 26.60%,624357
31015,17.57%, 47.36%, 22.47%, 29.79%,784b39
31017,25.68%, 54.12%, 16.85%, 28.44%,8a482a
31019,31.92%, 55.11%, 21.23%, 23.19%,8c3b36
31021,11.32%, 42.61%, 31.29%, 25.79%,6c414f
31023,17.45%, 45.35%, 26.22%, 27.90%,734742
31025,13.68%, 43.23%, 29.55%, 26.63%,6e434b
31027,10.49%, 43.85%, 22.29%, 33.36%,6f5538
31029,15.60%, 48.01%, 19.11%, 32.41%,7a5230
31031,32.48%, 56.75%, 18.72%, 24.27%,903d2f
31033,26.79%, 51.80%, 22.80%, 25.02%,843f3a
31035,24.28%, 50.84%, 22.35%, 26.56%,814338
31037,17.33%, 46.21%, 24.40%, 28.89%,75493e
31039,31.97%, 57.10%, 17.60%, 25.13%,91402c
31041,29.00%, 54.64%, 19.35%, 25.64%,8b4131
31043,7.09%, 43.21%, 36.12%, 20.44%,6e345c
31045,21.09%, 48.21%, 24.26%, 27.11%,7a453d
31047,27.39%, 53.64%, 19.81%, 26.25%,884232
31049,20.63%, 49.82%, 20.71%, 29.20%,7f4a34
31051,21.41%, 48.59%, 27.18%, 23.77%,7b3c45
31053,15.87%, 44.30%, 28.44%, 27.00%,704448
31055,13.20%, 46.73%, 33.53%, 19.34%,773155
31057,26.50%, 52.99%, 19.55%, 26.50%,874331
31059,14.39%, 42.93%, 28.32%, 28.55%,6d4848
31061,22.24%, 48.87%, 24.05%, 26.63%,7c433d
31063,19.48%, 49.97%, 19.22%, 30.49%,7f4d31
31065,20.03%, 48.73%, 22.28%, 28.70%,7c4938
31067,6.84%, 39.65%, 32.81%, 27.12%,654553
31069,23.94%, 53.49%, 16.27%, 29.55%,884b29
31071,29.90%, 54.74%, 20.33%, 24.84%,8b3f33
31073,18.61%, 46.95%, 24.24%, 28.34%,77483d
31075,27.39%, 55.01%, 16.70%, 27.62%,8c462a
31077,10.78%, 41.44%, 30.66%, 27.84%,69464e
31079,16.33%, 44.67%, 26.58%, 28.34%,714843
31081,25.30%, 51.72%, 21.53%, 26.42%,834336
31083,17.30%, 46.88%, 23.06%, 29.58%,774b3a
31085,23.70%, 55.35%, 13.00%, 31.65%,8d5021
31087,16.41%, 47.60%, 20.74%, 31.20%,794f34
31089,24.85%, 54.90%, 14.64%, 30.05%,8b4c25
31091,39.78%, 62.20%, 15.38%, 22.42%,9e3927
31093,6.83%, 39.65%, 27.11%, 32.82%,655345
31095,6.17%, 39.70%, 33.53%, 26.21%,654255
31097,2.67%, 37.50%, 34.83%, 27.20%,5f4558
31099,27.62%, 53.72%, 19.73%, 26.09%,884232
31101,22.37%, 51.65%, 18.64%, 29.28%,834a2f
31103,33.28%, 58.32%, 16.64%, 25.04%,943f2a
31105,27.39%, 52.04%, 22.81%, 24.65%,843e3a
31107,22.21%, 49.55%, 22.70%, 27.35%,7e4539
31109,0.18%, 39.46%, 39.28%, 20.83%,643564
31111,12.11%, 45.04%, 32.94%, 21.75%,723753
31113,38.36%, 60.09%, 17.74%, 21.73%,99372d
31115,34.95%, 59.69%, 15.05%, 24.74%,983f26
31117,47.11%, 65.96%, 14.89%, 18.84%,a83025
31119,31.67%, 57.10%, 17.14%, 25.43%,91402b
31121,20.52%, 48.65%, 22.67%, 28.13%,7c4739
31123,17.10%, 46.89%, 22.83%, 29.80%,774b3a
31125,14.19%, 42.83%, 28.13%, 28.64%,6d4947
31127,15.20%, 44.01%, 28.80%, 26.47%,704349
31129,14.97%, 43.16%, 28.19%, 27.98%,6e4747
31131,13.48%, 43.29%, 29.80%, 26.32%,6e434b
31133,5.75%, 37.06%, 31.31%, 31.25%,5e4f4f
31135,19.21%, 50.54%, 18.01%, 31.33%,804f2d
31137,29.57%, 56.13%, 16.93%, 26.56%,8f432b
31139,21.59%, 52.02%, 17.15%, 30.43%,844d2b
31141,29.29%, 55.75%, 17.47%, 26.45%,8e432c
31143,21.42%, 49.25%, 22.65%, 27.83%,7d4639
31145,15.63%, 46.80%, 21.83%, 31.17%,774f37
31147,10.86%, 41.47%, 30.61%, 27.49%,69464e
31149,35.97%, 59.57%, 16.41%, 23.61%,973c29
31151,11.88%, 30.18%, 42.06%, 27.34%,4c456b
31153,24.03%, 50.44%, 26.41%, 22.83%,803a43
31155,16.06%, 44.11%, 27.41%, 28.05%,704745
31157,20.32%, 48.24%, 27.92%, 23.52%,7b3b47
31159,13.54%, 44.12%, 30.58%, 24.96%,703f4d
31161,31.61%, 56.68%, 17.86%, 25.07%,903f2d
31163,8.05%, 38.74%, 29.89%, 30.68%,624e4c
31165,29.80%, 55.49%, 18.45%, 25.69%,8d412f
31167,19.04%, 49.71%, 19.35%, 30.67%,7e4e31
31169,9.15%, 40.79%, 27.10%, 31.64%,685045
31171,35.82%, 60.34%, 14.93%, 24.52%,993e26
31173,1.46%, 39.79%, 38.33%, 21.58%,653761
31175,17.64%, 45.29%, 27.64%, 26.76%,734446
31177,22.49%, 48.47%, 25.37%, 25.97%,7b4240
31179,26.21%, 51.73%, 22.45%, 25.52%,834139
31181,13.96%, 42.98%, 27.61%, 29.02%,6d4a46
31183,25.65%, 53.02%, 18.97%, 27.37%,874530
31185,27.91%, 53.94%, 19.75%, 26.04%,894232
32001,23.82%, 49.45%, 23.10%, 25.63%,7e413a
32003,8.98%, 32.17%, 41.15%, 24.89%,523f68
32005,9.03%, 40.82%, 25.94%, 31.79%,685142
32007,13.25%, 43.67%, 23.33%, 30.42%,6f4d3b
32009,0.17%, 37.84%, 20.21%, 37.67%,606033
32011,16.81%, 47.83%, 18.70%, 31.01%,794f2f
32013,10.11%, 42.72%, 22.99%, 32.61%,6c533a
32015,11.70%, 44.43%, 21.23%, 32.73%,715336
32017,20.41%, 47.93%, 27.52%, 21.22%,7a3646
32019,7.95%, 38.12%, 30.17%, 29.51%,614b4c
32021,0.34%, 34.76%, 34.42%, 28.25%,584857
32023,2.27%, 34.19%, 31.92%, 31.18%,574f51
32027,11.24%, 41.06%, 29.82%, 27.39%,68454c
32029,4.08%, 30.15%, 32.13%, 36.21%,4c5c51
32031,2.73%, 37.18%, 34.45%, 27.01%,5e4457
32033,3.97%, 32.33%, 36.30%, 28.69%,52495c
32510,6.74%, 38.83%, 32.10%, 27.63%,634651
33001,8.66%, 42.16%, 33.50%, 23.79%,6b3c55
33003,6.71%, 40.16%, 33.44%, 25.55%,664155
33005,12.32%, 34.00%, 46.33%, 19.09%,563076
33007,8.15%, 33.35%, 41.50%, 24.47%,553e69
33009,5.34%, 37.01%, 42.34%, 20.08%,5e336b
33011,2.00%, 39.04%, 37.04%, 22.85%,633a5e
33013,3.95%, 37.59%, 41.54%, 20.16%,5f3369
33015,2.45%, 38.25%, 35.80%, 25.19%,61405b
33017,10.98%, 33.72%, 44.69%, 20.87%,553571
33019,9.01%, 35.50%, 44.50%, 19.23%,5a3171
34001,5.93%, 37.96%, 43.89%, 17.60%,602c6f
34003,1.77%, 44.21%, 42.44%, 12.92%,70206c
34005,5.27%, 36.75%, 42.02%, 20.38%,5d336b
34007,17.88%, 31.87%, 49.75%, 17.61%,512c7e
34009,8.55%, 44.01%, 35.46%, 20.05%,70335a
34011,5.69%, 36.94%, 42.64%, 19.00%,5e306c
34013,24.92%, 32.20%, 57.12%, 9.74%,521891
34015,4.87%, 35.69%, 40.55%, 23.07%,5b3a67
34017,17.99%, 35.94%, 53.93%, 7.87%,5b1489
34019,17.98%, 46.56%, 28.57%, 23.60%,763c48
34021,14.39%, 34.75%, 49.14%, 15.49%,58277d
34023,7.05%, 38.10%, 45.16%, 15.79%,612873
34025,6.00%, 44.23%, 38.24%, 17.08%,702b61
34027,19.52%, 51.82%, 32.31%, 15.51%,842752
34029,9.50%, 44.39%, 34.88%, 19.27%,713158
34031,0.68%, 43.15%, 42.47%, 13.04%,6e216c
34033,1.08%, 37.10%, 36.02%, 26.04%,5e425b
34035,10.91%, 46.39%, 35.48%, 17.39%,762c5a
34037,25.82%, 51.71%, 25.89%, 21.97%,833842
34039,4.25%, 41.76%, 46.01%, 11.42%,6a1d75
34041,13.17%, 44.50%, 31.33%, 23.77%,713c4f
35001,6.76%, 38.52%, 45.27%, 15.57%,622773
35003,19.70%, 49.65%, 29.94%, 18.61%,7e2f4c
35005,13.29%, 46.95%, 33.65%, 19.00%,773055
35006,20.42%, 32.64%, 53.06%, 13.48%,532287
35007,16.78%, 33.09%, 49.87%, 16.66%,542a7f
35009,24.79%, 54.07%, 29.28%, 16.27%,89294a
35011,6.33%, 44.39%, 38.06%, 17.22%,712b61
35013,8.11%, 36.88%, 44.99%, 17.37%,5e2c72
35015,0.53%, 40.18%, 40.70%, 18.84%,663067
35017,26.14%, 28.38%, 54.52%, 16.40%,48298b
35019,25.40%, 32.87%, 58.28%, 8.23%,531494
35021,6.49%, 46.02%, 39.53%, 14.45%,752464
35023,5.36%, 37.62%, 42.98%, 19.09%,5f306d
35025,17.62%, 48.56%, 30.94%, 19.82%,7b324e
35027,16.03%, 45.57%, 29.54%, 24.43%,743e4b
35028,3.97%, 40.59%, 36.62%, 21.98%,67385d
35029,7.51%, 34.53%, 42.04%, 23.04%,583a6b
35031,30.17%, 30.39%, 60.56%, 8.40%,4d159a
35033,36.64%, 27.59%, 64.23%, 7.77%,4613a3
35035,12.99%, 46.17%, 33.19%, 20.10%,753354
35037,0.02%, 41.01%, 40.99%, 17.60%,682c68
35039,44.64%, 23.22%, 67.86%, 8.53%,3b15ad
35041,16.01%, 49.36%, 33.35%, 16.66%,7d2a55
35043,10.44%, 36.02%, 46.45%, 16.77%,5b2a76
35045,6.98%, 44.30%, 37.32%, 17.67%,702d5f
35047,42.64%, 23.26%, 65.90%, 10.28%,3b1aa8
35049,40.79%, 22.56%, 63.35%, 13.18%,3921a1
35051,4.73%, 35.36%, 40.09%, 23.88%,5a3c66
35053,11.86%, 35.91%, 47.77%, 15.08%,5b2679
35055,44.86%, 21.16%, 66.01%, 12.17%,351fa8
35057,0.12%, 40.00%, 39.88%, 19.44%,663165
35059,24.60%, 52.59%, 27.99%, 19.15%,863047
35061,7.10%, 37.60%, 44.70%, 17.31%,5f2c71
36001,20.07%, 31.83%, 51.90%, 15.49%,512784
36003,22.05%, 47.95%, 25.90%, 25.12%,7a4042
36005,52.95%, 20.73%, 73.67%, 4.95%,340cbb
36007,8.80%, 34.71%, 43.51%, 21.31%,58366e
36009,9.35%, 39.74%, 28.92%, 30.38%,654d49
36011,2.87%, 33.82%, 36.69%, 28.82%,56495d
36013,2.27%, 33.80%, 36.07%, 29.39%,564a5b
36015,2.53%, 41.11%, 38.58%, 19.15%,683062
36017,0.45%, 37.24%, 36.80%, 24.58%,5e3e5d
36019,1.79%, 42.06%, 40.27%, 16.85%,6b2a66
36021,0.69%, 39.81%, 39.12%, 20.06%,653363
36023,0.16%, 37.32%, 37.48%, 24.45%,5f3e5f
36025,8.17%, 43.01%, 34.84%, 21.45%,6d3658
36027,4.38%, 40.50%, 36.12%, 22.82%,673a5c
36029,14.79%, 28.67%, 43.46%, 27.32%,49456e
36031,8.23%, 43.63%, 35.40%, 19.94%,6f325a
36033,5.55%, 36.13%, 41.68%, 21.00%,5c356a
36035,3.23%, 40.00%, 36.77%, 22.41%,66395d
36037,13.70%, 44.47%, 30.78%, 23.61%,713c4e
36039,11.64%, 44.31%, 32.67%, 22.13%,703853
36041,28.16%, 53.39%, 25.23%, 20.78%,883440
36043,3.91%, 40.26%, 36.34%, 22.93%,663a5c
