id,margin,nixon,mcgovern,other,other2
32021,46.65%, 73.32%,-,-,-
32023,23.22%, 61.61%,-,-,-
32027,40.07%, 70.03%,-,-,-
32029,38.42%, 69.21%,-,-,-
32031,32.45%, 66.22%,-,-,-
32033,22.55%, 61.27%,-,-,-
32510,43.59%, 71.79%,-,-,-
33001,42.46%, 70.72%,-, 1.02%,-
33003,55.37%, 77.01%,-, 1.36%,-
33005,18.65%, 58.98%,-, 0.69%,-
33007,23.38%, 60.84%,-, 1.71%,-
33009,32.45%, 65.58%,-, 1.29%,-
33011,30.12%, 64.39%,-, 1.35%,-
33013,36.36%, 67.70%,-, 0.97%,-
33015,27.34%, 63.09%,-, 1.17%,-
33017,16.54%, 57.83%,-, 0.88%,-
33019,17.27%, 58.13%,-, 1.01%,-
34001,22.77%, 59.54%,-, 3.69%,-
34003,31.66%, 65.34%,-, 0.98%,-
34005,25.63%, 61.97%,-, 1.69%,-
34007,19.31%, 58.85%,-, 1.61%,-
34009,43.32%, 70.54%,-, 2.24%,-
34011,17.00%, 58.18%,-, 0.64%,-
34013,2.59%, 50.17%,-, 2.24%,-
34015,27.10%, 62.92%,-, 1.26%,-
34017,21.49%, 60.15%,-, 1.20%,-
34019,39.70%, 68.97%,-, 1.76%,-
34021,5.35%, 52.03%,-, 1.28%,-
34023,24.98%, 61.41%,-, 2.17%,-
34025,32.45%, 65.71%,-, 1.04%,-
34027,37.57%, 68.18%,-, 1.22%,-
34029,46.69%, 72.43%,-, 1.84%,-
34031,26.42%, 62.03%,-, 2.35%,-
34033,30.74%, 64.84%,-, 1.07%,-
34035,35.03%, 66.03%,-, 0.34%, 2.64%
34037,49.84%, 74.44%,-, 0.96%,-
34039,23.79%, 61.03%,-, 1.73%,-
34041,31.46%, 65.33%,-, 0.79%,-
35001,23.75%, 60.80%,-, 0.13%, 2.02%
35003,49.47%, 73.49%,-, 0.18%, 2.30%
35005,44.38%, 70.87%,-, 0.07%, 2.56%
35006,0%,-,-,-,-
35007,17.56%, 57.88%,-, 1.80%,-
35009,54.01%, 75.85%,-, 0.09%, 2.22%
35011,46.04%, 71.82%,-, 0.10%, 2.29%
35013,21.12%, 59.76%,-, 1.59%,-
35015,31.81%, 64.65%,-, 0.11%, 2.40%
35017,3.99%, 50.46%,-, 0.08%, 2.98%
35019,3.76%, 51.37%,-, 1.03%,-
35021,39.74%, 68.68%,-,-, 2.37%
35023,29.51%, 63.43%,-,-, 2.66%
35025,55.41%, 76.41%,-, 0.09%, 2.50%
35027,55.85%, 77.07%,-, 1.71%,-
35028,34.16%, 66.09%,-, 1.97%,-
35029,29.89%, 63.25%,-, 0.04%, 3.36%
35031,2.24%, 49.74%,-, 0.24%, 2.53%
35033,1.29%, 50.26%,-, 0.78%,-
35035,37.98%, 65.91%,-, 0.09%, 6.05%
35037,45.62%, 71.30%,-, 0.09%, 2.94%
35039,12.66%, 42.68%,-, 1.98%,-
35041,48.12%, 73.03%,-, 0.03%, 2.04%
35043,3.07%, 50.25%,-, 0.14%, 2.42%
35045,40.65%, 67.55%,-, 0.36%, 5.18%
35047,2.46%, 47.71%,-, 2.11%,-
35049,6.24%, 52.53%,-, 1.18%,-
35051,37.09%, 67.47%,-, 0.13%, 2.02%
35053,14.04%, 56.19%,-, 1.65%,-
35055,2.02%, 50.49%,-, 1.05%,-
35057,31.20%, 64.54%,-, 0.07%, 2.06%
35059,49.23%, 72.50%,-, 0.14%, 4.08%
35061,14.49%, 56.09%,-, 0.10%, 2.21%
36001,9.73%, 54.76%,-, 0.22%,-
36003,47.11%, 73.43%,-, 0.25%,-
36005,10.56%, 44.60%,-, 0.24%,-
36007,19.95%, 59.84%,-, 0.26%,-
36009,33.40%, 66.53%,-, 0.34%,-
36011,34.39%, 67.08%,-, 0.24%,-
36013,17.15%, 58.44%,-, 0.27%,-
36015,34.79%, 67.28%,-, 0.24%,-
36017,41.39%, 70.58%,-, 0.23%,-
36019,27.40%, 63.60%,-, 0.20%,-
36021,40.75%, 70.27%,-, 0.22%,-
36023,42.14%, 70.97%,-, 0.20%,-
36025,48.43%, 74.10%,-, 0.23%,-
36027,39.82%, 69.82%,-, 0.18%,-
36029,8.06%, 53.88%,-, 0.31%,-
36031,40.64%, 70.22%,-, 0.20%,-
36033,35.01%, 67.40%,-, 0.22%,-
36035,34.98%, 67.33%,-, 0.32%,-
36037,32.84%, 66.28%,-, 0.28%,-
36039,46.15%, 72.96%,-, 0.23%,-
36041,55.97%, 77.89%,-, 0.18%,-
36043,35.97%, 67.84%,-, 0.29%,-
36045,33.01%, 66.41%,-, 0.19%,-
36047,1.82%, 48.96%,-, 0.26%,-
36049,37.51%, 68.60%,-, 0.31%,-
36051,38.53%, 69.13%,-, 0.27%,-
36053,49.20%, 74.47%,-, 0.26%,-
36055,24.12%, 61.95%,-, 0.22%,-
36057,27.43%, 63.58%,-, 0.27%,-
36059,26.82%, 63.31%,-, 0.21%,-
36061,32.87%, 33.38%,-, 0.38%,-
36063,16.78%, 58.22%,-, 0.34%,-
36065,39.94%, 69.86%,-, 0.23%,-
36067,38.61%, 69.18%,-, 0.24%,-
36069,36.70%, 68.23%,-, 0.23%,-
36071,42.20%, 71.00%,-, 0.20%,-
36073,42.84%, 71.35%,-, 0.13%,-
36075,43.91%, 71.84%,-, 0.23%,-
36077,37.38%, 68.58%,-, 0.23%,-
36079,47.21%, 73.48%,-, 0.26%,-
36081,12.92%, 56.34%,-, 0.23%,-
36083,34.00%, 66.87%,-, 0.26%,-
36085,48.58%, 74.21%,-, 0.17%,-
36087,28.77%, 64.29%,-, 0.19%,-
36089,26.16%, 63.00%,-, 0.17%,-
36091,38.69%, 69.22%,-, 0.26%,-
36093,23.16%, 61.46%,-, 0.25%,-
36095,39.61%, 69.68%,-, 0.26%,-
36097,43.65%, 71.76%,-, 0.13%,-
36099,35.59%, 67.68%,-, 0.24%,-
36101,50.31%, 75.05%,-, 0.22%,-
36103,40.90%, 70.34%,-, 0.22%,-
36105,26.68%, 63.24%,-, 0.21%,-
36107,41.91%, 70.84%,-, 0.23%,-
36109,17.53%, 58.66%,-, 0.21%,-
36111,37.28%, 68.51%,-, 0.26%,-
36113,48.47%, 74.11%,-, 0.25%,-
36115,47.84%, 73.80%,-, 0.23%,-
36117,47.96%, 73.89%,-, 0.19%,-
36119,25.93%, 62.83%,-, 0.27%,-
36121,43.75%, 71.75%,-, 0.25%,-
36123,54.32%, 77.04%,-, 0.24%,-
37001,51.48%, 74.61%,-,-, 2.27%
37003,39.94%, 68.95%,-,-, 2.03%
37005,24.25%, 61.29%,-, 1.68%,-
37007,23.37%, 60.88%,-, 1.61%,-
37009,26.89%, 62.95%,-, 0.99%,-
37011,68.99%, 83.99%,-, 1.01%,-
37013,40.43%, 69.65%,-, 1.13%,-
37015,22.22%, 60.54%,-, 1.14%,-
37017,30.85%, 64.72%,-, 1.40%,-
37019,41.00%, 69.06%,-,-, 2.87%
37021,42.69%, 70.38%,-, 1.92%,-
37023,39.38%, 68.96%,-, 1.46%,-
37025,54.26%, 76.45%,-, 1.36%,-
37027,44.52%, 71.41%,-, 1.70%,-
37029,23.38%, 60.20%,-,-, 2.98%
37031,49.57%, 74.14%,-, 1.29%,-
37033,21.22%, 59.65%,-, 1.92%,-
37035,50.54%, 74.46%,-, 1.62%,-
37037,25.66%, 62.12%,-, 1.43%,-
37039,25.77%, 62.28%,-, 1.21%,-
37041,33.79%, 66.39%,-, 1.01%,-
37043,31.56%, 65.19%,-, 1.18%,-
37045,45.84%, 72.06%,-, 1.72%,-
37047,43.07%, 70.64%,-, 1.79%,-
37049,58.71%, 78.74%,-, 1.23%,-
37051,41.98%, 70.46%,-, 1.06%,-
37053,36.33%, 66.67%,-,-, 3.00%
37055,51.19%, 75.20%,-, 0.80%,-
37057,51.66%, 74.79%,-,-, 2.09%
37059,54.41%, 75.69%,-,-, 3.03%
37061,42.41%, 70.61%,-, 1.18%,-
37063,24.02%, 61.38%,-, 1.26%,-
37065,27.37%, 62.53%,-,-, 2.31%
37067,37.17%, 67.69%,-, 1.79%,-
37069,38.90%, 68.37%,-,-, 2.17%
37071,52.83%, 75.76%,-, 1.31%,-
37073,3.51%, 51.01%,-, 1.49%,-
37075,23.07%, 61.05%,-, 0.97%,-
37077,34.52%, 66.82%,-, 0.89%,-
37079,52.69%, 75.68%,-, 1.33%,-
37081,40.27%, 69.46%,-, 1.34%,-
37083,34.89%, 66.60%,-, 1.69%,-
37085,50.29%, 74.64%,-, 1.00%,-
37087,31.96%, 64.84%,-,-, 2.28%
37089,62.33%, 80.17%,-, 1.98%,-
37091,18.08%, 58.34%,-, 1.40%,-
37093,13.46%, 56.25%,-, 0.96%,-
37095,45.89%, 71.97%,-, 1.94%,-
37097,51.35%, 73.79%,-,-, 3.78%
37099,19.33%, 59.11%,-, 1.12%,-
37101,59.87%, 79.24%,-, 1.39%,-
37103,19.89%, 58.93%,-,-, 2.04%
37105,47.50%, 72.71%,-,-, 2.07%
37107,49.37%, 73.89%,-, 1.59%,-
37109,25.17%, 61.88%,-, 1.40%,-
37111,46.32%, 72.09%,-,-, 2.15%
37113,39.92%, 69.20%,-, 1.52%,-
37115,23.07%, 61.18%,-, 0.71%,-
37117,38.55%, 68.76%,-, 1.03%,-
37119,38.71%, 68.52%,-, 1.68%,-
37121,67.70%, 83.45%,-, 0.81%,-
37123,33.33%, 65.67%,-, 1.99%,-
37125,43.43%, 70.68%,-,-, 2.07%
37127,46.03%, 71.39%,-,-, 3.26%
37129,51.40%, 74.41%,-,-, 2.58%
37131,3.76%, 47.71%,-, 0.83%,-
37133,61.29%, 80.05%,-, 1.19%,-
37135,4.11%, 47.66%,-, 0.58%,-
37137,33.21%, 66.11%,-, 1.00%,-
37139,28.92%, 63.07%,-,-, 2.78%
37141,39.59%, 68.90%,-, 1.80%,-
37143,27.75%, 62.57%,-,-, 2.60%
37145,44.71%, 71.89%,-, 0.93%,-
37147,41.78%, 70.41%,-, 0.95%,-
37149,36.77%, 67.31%,-,-, 2.16%
37151,54.32%, 76.02%,-,-, 2.27%
37153,23.34%, 60.84%,-, 1.67%,-
37155,20.97%, 59.99%,-, 0.99%,-
37157,44.05%, 71.15%,-, 1.75%,-
37159,49.17%, 73.34%,-,-, 2.49%
37161,38.84%, 68.80%,-, 1.23%,-
37163,32.57%, 65.76%,-, 1.05%,-
37165,28.27%, 63.69%,-, 0.90%,-
37167,40.29%, 69.32%,-, 1.64%,-
37169,36.30%, 66.86%,-,-, 2.57%
37171,37.39%, 67.78%,-, 1.83%,-
37173,29.87%, 64.45%,-, 0.97%,-
37175,42.11%, 69.73%,-,-, 2.65%
37177,19.04%, 59.30%,-, 0.44%,-
37179,44.49%, 71.60%,-, 1.30%,-
37181,34.75%, 66.85%,-, 1.05%,-
37183,42.09%, 70.32%,-, 1.45%,-
37185,20.73%, 59.62%,-, 1.49%,-
37187,24.40%, 61.65%,-, 1.11%,-
37189,26.80%, 62.85%,-, 1.10%,-
37191,45.95%, 72.33%,-, 1.29%,-
37193,47.08%, 72.83%,-, 1.42%,-
37195,47.81%, 73.04%,-, 1.73%,-
37197,60.69%, 79.16%,-,-, 2.38%
37199,15.22%, 57.10%,-, 1.03%,-
38001,27.31%, 62.77%,-, 1.76%,-
38003,23.20%, 61.14%,-, 0.91%,-
38005,11.15%, 55.09%,-, 0.97%,-
38007,43.48%, 69.82%,-,-, 3.84%
38009,40.40%, 69.60%,-, 1.19%,-
38011,25.99%, 61.69%,-,-, 2.61%
38013,36.48%, 66.36%,-, 0.05%, 3.72%
38015,39.08%, 67.38%,-, 0.27%, 4.06%
38017,21.20%, 59.96%,-, 1.28%,-
38019,21.37%, 60.07%,-, 1.22%,-
38021,28.23%, 63.59%,-, 1.06%,-
38023,22.35%, 60.29%,-, 1.76%,-
38025,36.14%, 65.45%,-, 0.09%, 5.14%
38027,5.65%, 52.04%,-, 1.58%,-
38029,31.74%, 64.53%,-, 0.06%, 2.62%
38031,21.89%, 60.28%,-, 1.34%,-
38033,33.52%, 62.98%,-,-, 7.57%
38035,16.81%, 56.92%,-, 0.29%, 2.69%
38037,43.52%, 70.17%,-, 0.09%, 3.09%
38039,18.20%, 58.10%,-, 1.99%,-
38041,33.73%, 64.93%,-, 0.04%, 3.82%
38043,38.65%, 67.06%,-,-, 4.54%
38045,20.09%, 59.62%,-, 0.85%,-
38047,42.05%, 69.33%,-, 0.10%, 3.30%
38049,27.86%, 63.62%,-, 0.62%,-
38051,64.18%, 81.61%,-, 0.97%,-
38053,33.61%, 65.87%,-, 1.86%,-
38055,34.68%, 66.23%,-, 0.09%, 2.13%
38057,51.59%, 74.28%,-, 0.03%, 3.01%
38059,23.78%, 59.87%,-, 0.14%, 3.90%
38061,18.51%, 58.30%,-, 1.92%,-
38063,8.82%, 53.67%,-, 1.49%,-
38065,36.61%, 65.14%,-, 0.10%, 6.23%
38067,29.14%, 63.75%,-, 1.63%,-
38069,33.48%, 66.15%,-, 1.18%,-
38071,24.53%, 61.78%,-, 0.97%,-
38073,20.41%, 59.85%,-, 0.70%,-
38075,22.83%, 61.09%,-, 0.65%,-
38077,21.19%, 60.23%,-, 0.73%,-
38079,2.53%, 48.13%,-, 1.21%,-
38081,9.61%, 54.48%,-, 0.64%,-
38083,62.24%, 80.71%,-, 0.83%,-
38085,0.35%, 49.12%,-,-, 2.10%
38087,23.77%, 59.86%,-,-, 4.06%
38089,30.49%, 62.91%,-, 0.38%, 4.29%
38091,8.68%, 53.96%,-, 0.76%,-
38093,26.73%, 62.51%,-, 1.70%,-
38095,17.42%, 58.02%,-, 1.38%,-
38097,24.14%, 61.40%,-, 1.34%,-
38099,15.28%, 56.29%,-, 0.10%, 2.60%
38101,34.47%, 66.61%,-, 1.26%,-
38103,31.25%, 64.42%,-,-, 2.40%
38105,22.60%, 59.90%,-, 0.17%, 2.63%
39001,28.81%, 63.18%,-, 0.27%, 2.18%
39003,43.54%, 69.96%,-, 0.42%, 3.19%
39005,47.84%, 73.04%,-, 1.77%,-
39007,19.97%, 58.96%,-, 2.06%,-
39009,1.22%, 48.88%,-, 1.02%,-
39011,42.72%, 69.81%,-, 0.18%, 2.93%
39013,8.60%, 53.62%,-, 1.37%,-
39015,27.79%, 62.68%,-, 0.15%, 2.28%
39017,39.64%, 68.42%,-, 0.30%, 2.50%
39019,35.82%, 66.39%,-, 0.14%, 2.91%
39021,40.70%, 69.48%,-, 1.75%,-
39023,26.41%, 61.79%,-, 0.68%, 2.15%
39025,45.83%, 71.70%,-, 0.12%, 2.31%
39027,49.43%, 74.08%,-, 1.27%,-
39029,26.66%, 62.63%,-, 1.40%,-
39031,35.16%, 66.21%,-, 0.73%, 2.01%
39033,43.29%, 69.50%,-, 0.19%, 4.10%
39035,1.79%, 49.94%,-, 1.91%,-
39037,34.74%, 65.71%,-, 0.20%, 3.12%
39039,33.29%, 65.40%,-, 0.12%, 2.36%
39041,47.51%, 72.40%,-, 0.09%, 2.62%
39043,20.37%, 58.46%,-, 0.61%, 2.84%
39045,46.33%, 71.67%,-, 0.20%, 2.79%
39047,48.62%, 73.25%,-, 0.11%, 2.01%
39049,29.64%, 63.74%,-, 2.17%,-
39051,39.01%, 68.55%,-, 1.90%,-
39053,46.35%, 72.40%,-, 1.55%,-
39055,35.18%, 66.27%,-, 0.36%, 2.28%
39057,32.42%, 65.15%,-, 2.12%,-
39059,33.46%, 66.00%,-, 1.46%,-
39061,32.98%, 65.65%,-, 1.68%,-
39063,46.94%, 70.68%,-, 0.39%, 5.19%
39065,41.09%, 69.14%,-, 0.13%, 2.68%
39067,30.90%, 64.96%,-, 0.97%,-
39069,43.17%, 70.58%,-, 2.01%,-
39071,41.39%, 69.72%,-, 1.95%,-
39073,29.83%, 63.67%,-, 0.12%, 2.37%
39075,41.87%, 69.97%,-, 1.92%,-
39077,31.44%, 63.10%,-, 0.35%, 4.88%
39079,36.08%, 67.30%,-, 1.48%,-
39081,13.93%, 56.25%,-, 1.42%,-
39083,31.87%, 63.95%,-, 0.59%, 3.38%
39085,20.74%, 58.90%,-, 0.32%, 2.63%
39087,35.51%, 67.02%,-, 1.46%,-
39089,36.96%, 66.47%,-, 0.16%, 3.87%
39091,46.50%, 71.12%,-, 0.10%, 4.17%
39093,15.90%, 56.15%,-, 0.56%, 3.04%
39095,0.95%, 48.38%,-, 2.28%,-
39097,53.22%, 75.67%,-, 1.88%,-
39099,1.33%, 49.69%,-, 1.95%,-
39101,35.96%, 67.02%,-, 1.92%,-
39103,31.99%, 64.82%,-, 0.19%, 2.15%
39105,43.00%, 70.69%,-, 1.62%,-
39107,18.71%, 57.60%,-, 0.17%, 3.33%
39109,39.03%, 68.44%,-, 0.12%, 2.03%
39111,19.68%, 59.14%,-, 1.40%,-
39113,18.59%, 58.02%,-, 2.55%,-
39115,39.56%, 68.50%,-, 0.19%, 2.38%
39117,44.67%, 70.56%,-, 0.07%, 3.47%
39119,30.82%, 63.99%,-, 0.16%, 2.68%
39121,38.03%, 68.22%,-, 1.58%,-
39123,19.58%, 57.86%,-, 0.14%, 3.72%
39125,32.31%, 64.81%,-, 0.20%, 2.49%
39127,27.64%, 62.13%,-, 0.19%, 3.18%
39129,51.40%, 74.30%,-, 0.73%, 2.06%
39131,17.19%, 57.49%,-, 2.20%,-
39133,5.61%, 51.76%,-, 2.09%,-
39135,43.15%, 70.29%,-, 0.19%, 2.39%
39137,36.10%, 66.32%,-, 0.19%, 3.28%
39139,38.67%, 68.18%,-, 2.31%,-
39141,44.29%, 71.15%,-, 1.99%,-
39143,29.50%, 63.63%,-, 0.16%, 2.08%
39145,28.38%, 63.13%,-, 2.12%,-
39147,25.13%, 60.82%,-, 0.09%, 3.40%
39149,29.71%, 61.82%,-, 0.15%, 5.92%
39151,27.62%, 62.74%,-, 0.10%, 2.03%
39153,1.73%, 49.92%,-, 1.89%,-
39155,14.55%, 55.92%,-, 2.71%,-
39157,19.76%, 59.07%,-, 1.61%,-
39159,53.75%, 75.89%,-, 1.97%,-
39161,44.07%, 71.28%,-, 1.51%,-
39163,27.40%, 62.85%,-, 1.71%,-
39165,47.56%, 72.45%,-, 0.09%, 2.58%
39167,40.17%, 68.63%,-, 0.49%, 2.43%
39169,36.93%, 67.72%,-, 1.49%,-
39171,35.32%, 66.76%,-, 1.79%,-
39173,21.29%, 59.17%,-, 0.14%, 2.81%
39175,38.71%, 68.15%,-, 0.06%, 2.35%
40001,48.32%, 73.12%,-,-, 2.08%
40003,65.20%, 81.48%,-,-, 2.24%
40005,47.96%, 72.86%,-,-, 2.23%
40007,64.03%, 80.41%,-,-, 3.20%
40009,45.93%, 71.72%,-,-, 2.49%
40011,58.82%, 77.73%,-,-, 3.36%
40013,25.84%, 61.91%,-,-, 2.03%
40015,43.64%, 70.41%,-,-, 2.82%
40017,59.39%, 78.28%,-,-, 2.84%
40019,33.96%, 66.41%,-, 1.14%,-
40021,40.97%, 69.37%,-,-, 2.22%
40023,30.33%, 64.40%,-, 1.53%,-
40025,54.48%, 71.62%,-,-, 11.25%
40027,39.05%, 68.71%,-, 1.64%,-
40029,35.84%, 67.05%,-, 1.74%,-
40031,61.43%, 79.85%,-, 1.73%,-
40033,42.89%, 70.23%,-,-, 2.43%
40035,42.61%, 70.36%,-, 1.89%,-
40037,52.66%, 75.11%,-,-, 2.44%
40039,50.81%, 74.30%,-,-, 2.20%
40041,42.89%, 70.30%,-,-, 2.29%
40043,52.56%, 74.79%,-,-, 2.98%
40045,59.89%, 77.76%,-,-, 4.38%
40047,60.45%, 79.07%,-,-, 2.30%
40049,44.51%, 70.72%,-,-, 3.07%
40051,37.59%, 67.50%,-,-, 2.58%
40053,53.90%, 75.34%,-,-, 3.22%
40055,35.45%, 66.40%,-,-, 2.65%
40057,38.93%, 68.38%,-,-, 2.18%
40059,64.28%, 79.84%,-,-, 4.61%
40061,31.55%, 63.12%,-,-, 5.31%
40063,31.71%, 64.86%,-,-, 2.00%
40065,44.96%, 71.61%,-, 1.74%,-
40067,26.90%, 62.12%,-,-, 2.65%
40069,37.53%, 67.72%,-,-, 2.09%
40071,59.12%, 78.44%,-,-, 2.25%
40073,66.54%, 81.90%,-,-, 2.73%
40075,41.69%, 69.81%,-,-, 2.07%
40077,32.94%, 64.80%,-,-, 3.34%
40079,38.26%, 67.45%,-,-, 3.35%
40081,52.88%, 74.98%,-,-, 2.92%
40083,39.81%, 68.85%,-,-, 2.10%
40085,34.91%, 66.75%,-, 1.42%,-
40087,49.87%, 73.16%,-,-, 3.55%
40089,42.21%, 70.20%,-, 1.81%,-
40091,30.39%, 63.89%,-,-, 2.62%
40093,70.48%, 83.89%,-,-, 2.70%
40095,33.36%, 65.37%,-,-, 2.62%
40097,46.67%, 72.08%,-,-, 2.52%
40099,38.63%, 68.23%,-,-, 2.17%
40101,33.70%, 65.65%,-,-, 2.39%
40103,59.21%, 78.38%,-,-, 2.46%
40105,48.45%, 72.61%,-,-, 3.22%
40107,35.77%, 66.73%,-,-, 2.31%
40109,52.64%, 75.24%,-,-, 2.17%
40111,30.88%, 63.82%,-,-, 3.24%
40113,50.19%, 73.77%,-,-, 2.66%
40115,38.57%, 68.63%,-, 1.30%,-
40117,56.80%, 77.30%,-,-, 2.20%
40119,49.31%, 73.77%,-, 1.76%,-
40121,34.85%, 66.42%,-,-, 2.01%
40123,46.06%, 72.04%,-, 1.97%,-
40125,45.47%, 71.30%,-,-, 2.86%
40127,40.01%, 68.24%,-,-, 3.53%
40129,58.80%, 78.16%,-,-, 2.49%
40131,55.70%, 76.19%,-,-, 3.33%
40133,42.07%, 70.02%,-,-, 2.03%
40135,45.26%, 71.64%,-, 1.99%,-
40137,46.44%, 71.61%,-,-, 3.22%
40139,69.22%, 82.54%,-,-, 4.14%
40141,44.18%, 70.92%,-,-, 2.34%
40143,57.41%, 77.75%,-, 1.90%,-
40145,47.35%, 72.13%,-,-, 3.09%
40147,61.90%, 79.74%,-,-, 2.41%
40149,45.39%, 71.45%,-,-, 2.50%
40151,54.91%, 76.23%,-,-, 2.45%
40153,63.53%, 80.05%,-,-, 3.43%
41001,22.41%, 55.32%,-, 0.23%, 11.54%
41003,15.36%, 56.34%,-, 0.27%, 2.40%
41005,11.82%, 53.49%,-, 0.20%, 4.64%
41007,0.15%, 47.43%,-, 0.11%, 4.89%
41009,5.28%, 43.54%,-, 0.50%, 7.14%
41011,6.07%, 44.67%,-, 0.30%, 4.29%
41013,10.28%, 52.56%,-, 0.44%, 4.73%
41015,13.24%, 51.77%,-, 0.20%, 9.49%
41017,9.64%, 52.28%,-, 0.26%, 4.82%
41019,24.98%, 57.73%,-, 0.18%, 9.34%
41021,29.00%, 62.21%,-, 0.19%, 4.40%
41023,28.77%, 60.35%,-, 0.47%, 7.59%
41025,24.07%, 59.13%,-, 0.24%, 5.55%
41027,14.07%, 53.96%,-, 0.15%, 5.99%
41029,22.80%, 57.75%,-, 0.28%, 7.01%
41031,18.22%, 56.38%,-, 0.37%, 5.09%
41033,28.48%, 58.55%,-, 0.40%, 10.98%
41035,28.75%, 58.93%,-, 0.20%, 10.70%
41037,31.74%, 61.03%,-, 0.38%, 9.31%
41039,1.59%, 48.62%,-, 0.27%, 4.07%
41041,8.39%, 51.56%,-, 0.13%, 5.15%
41043,14.03%, 54.21%,-, 0.18%, 5.42%
41045,46.04%, 67.36%,-, 0.08%, 11.24%
41047,19.78%, 57.51%,-, 0.19%, 4.56%
41049,16.99%, 52.77%,-, 0.40%, 11.06%
41051,2.87%, 46.73%,-, 0.28%, 3.39%
41053,19.71%, 57.56%,-, 0.19%, 4.40%
41055,33.27%, 64.91%,-,-, 3.45%
41057,7.16%, 51.22%,-, 0.11%, 4.61%
41059,24.24%, 57.94%,-, 0.32%, 8.04%
41061,20.04%, 56.46%,-, 0.10%, 7.02%
41063,32.95%, 62.28%,-, 0.23%, 8.16%
41065,8.98%, 51.70%,-, 0.25%, 5.32%
41067,21.36%, 58.43%,-, 0.22%, 4.29%
41069,26.34%, 60.31%,-, 0.51%, 5.22%
41071,22.12%, 58.51%,-, 0.21%, 4.89%
42001,41.64%, 70.19%,-, 1.25%,-
42003,13.35%, 55.60%,-, 2.14%,-
42005,24.80%, 61.61%,-, 1.58%,-
42007,15.60%, 56.42%,-, 0.53%, 2.22%
42009,48.29%, 73.30%,-, 1.69%,-
42011,27.90%, 62.35%,-, 0.25%, 2.95%
42013,52.38%, 75.10%,-, 0.11%, 2.07%
42015,48.13%, 73.57%,-, 1.00%,-
42017,26.80%, 62.28%,-, 0.22%, 2.03%
42019,32.85%, 65.09%,-, 0.30%, 2.36%
42021,21.75%, 60.05%,-, 1.64%,-
42023,39.16%, 68.45%,-, 2.26%,-
42025,19.61%, 59.05%,-, 1.52%,-
42027,21.90%, 60.48%,-, 0.94%,-
42029,39.16%, 68.44%,-, 0.13%, 2.15%
42031,37.54%, 67.96%,-, 1.61%,-
42033,28.53%, 63.54%,-, 1.45%,-
42035,26.17%, 62.54%,-, 1.08%,-
42037,31.22%, 63.59%,-, 0.19%, 3.84%
42039,31.58%, 64.38%,-, 0.16%, 2.66%
42041,47.66%, 72.87%,-, 1.93%,-
42043,40.53%, 69.38%,-, 1.76%,-
42045,29.61%, 63.91%,-, 1.78%,-
42047,24.71%, 61.20%,-, 2.31%,-
42049,18.47%, 58.22%,-, 2.03%,-
42051,9.53%, 54.06%,-, 1.42%,-
42053,45.17%, 71.75%,-, 1.67%,-
42055,42.53%, 70.01%,-, 0.17%, 2.35%
42057,34.84%, 66.24%,-, 0.11%, 2.26%
42059,16.45%, 57.52%,-, 1.41%,-
42061,47.00%, 72.68%,-, 1.63%,-
42063,24.90%, 61.90%,-, 1.09%,-
42065,39.15%, 68.92%,-, 1.31%,-
42067,33.91%, 66.32%,-, 1.28%,-
42069,12.75%, 56.11%,-, 0.54%,-
42071,53.03%, 75.64%,-, 1.75%,-
42073,14.46%, 56.06%,-, 2.34%,-
42075,56.70%, 77.38%,-, 1.95%,-
42077,26.56%, 62.39%,-, 1.78%,-
42079,22.63%, 60.89%,-, 0.84%,-
42081,40.19%, 68.70%,-, 0.28%, 2.51%
42083,44.65%, 71.72%,-, 1.21%,-
42085,20.96%, 59.37%,-, 0.14%, 2.09%
42087,45.63%, 72.10%,-, 1.44%,-
42089,37.64%, 67.51%,-, 0.23%, 2.39%
42091,30.26%, 64.31%,-, 1.63%,-
42093,41.78%, 69.64%,-, 0.08%, 2.41%
42095,12.77%, 56.30%,-, 0.17%,-
42097,29.78%, 64.16%,-, 1.46%,-
42099,48.54%, 73.31%,-, 1.92%,-
42101,11.18%, 43.89%,-, 1.04%,-
42103,52.11%, 74.79%,-, 0.20%, 2.34%
42105,43.49%, 70.91%,-, 1.67%,-
42107,25.13%, 61.56%,-, 2.02%,-
42109,58.58%, 78.20%,-, 0.14%, 2.03%
42111,38.13%, 68.44%,-, 1.24%,-
42113,35.65%, 67.17%,-, 1.32%,-
42115,38.07%, 67.79%,-, 0.15%, 2.35%
42117,45.23%, 72.05%,-, 1.13%,-
42119,49.30%, 73.57%,-, 2.15%,-
42121,36.98%, 67.28%,-, 0.13%, 2.28%
42123,33.90%, 66.05%,-, 1.79%,-
42125,9.90%, 54.00%,-, 1.89%,-
42127,51.75%, 74.51%,-, 0.14%, 2.59%
42129,11.46%, 54.60%,-, 0.22%, 2.05%
42131,49.95%, 74.42%,-, 1.11%,-
42133,38.69%, 68.19%,-, 0.22%, 2.09%
44001,9.47%, 54.62%,-, 0.22%,-
44003,16.55%, 58.19%,-, 0.17%,-
44005,19.66%, 59.75%,-, 0.15%,-
44007,0.07%, 49.94%,-, 0.20%,-
44009,17.11%, 58.46%,-, 0.19%,-
45001,40.47%, 68.95%,-,-, 2.58%
45003,56.09%, 77.05%,-, 1.99%,-
