id,margin,nixon,kennedy,other,hex_color
26155,22.05%, 60.86%, 38.81%,0.3299999999999983%,9b0062
26157,37.98%, 68.93%, 30.95%,0.11999999999999034%,af004e
26159,28.97%, 64.21%, 35.24%,0.5500000000000114%,a30159
26161,22.32%, 60.99%, 38.67%,0.3400000000000034%,9b0062
26163,32.33%, 33.66%, 65.99%,0.3500000000000085%,5500a8
26165,30.32%, 65.00%, 34.67%,0.3299999999999983%,a50058
27001,1.91%, 50.66%, 48.75%,0.5900000000000034%,81017c
27003,17.99%, 40.90%, 58.89%,0.21000000000000796%,680096
27005,1.61%, 48.99%, 50.60%,0.4099999999999966%,7c0181
27007,1.87%, 48.95%, 50.81%,0.23999999999999488%,7c0081
27009,11.32%, 44.23%, 55.56%,0.21000000000000796%,70008d
27011,14.08%, 42.83%, 56.91%,0.2600000000000051%,6d0091
27013,16.88%, 58.35%, 41.48%,0.1700000000000017%,940069
27015,13.90%, 56.89%, 42.99%,0.12000000000000455%,91006d
27017,24.24%, 37.74%, 61.98%,0.28000000000000114%,60009e
27019,21.99%, 60.93%, 38.94%,0.12999999999999545%,9b0063
27021,10.27%, 55.05%, 44.78%,0.1700000000000017%,8c0072
27023,3.59%, 51.69%, 48.10%,0.21000000000000796%,83007a
27025,13.55%, 56.59%, 43.04%,0.37000000000000455%,90006d
27027,6.67%, 53.26%, 46.58%,0.1599999999999966%,870076
27029,19.71%, 39.93%, 59.64%,0.4300000000000068%,650198
27031,20.54%, 60.15%, 39.61%,0.2400000000000091%,990065
27033,29.46%, 64.62%, 35.16%,0.21999999999999886%,a40059
27035,6.10%, 52.87%, 46.77%,0.35999999999999943%,860077
27037,14.51%, 42.62%, 57.13%,0.25%,6c0091
27039,26.91%, 63.42%, 36.51%,0.06999999999999318%,a1005d
27041,6.88%, 53.25%, 46.36%,0.39000000000000057%,870076
27043,23.69%, 61.80%, 38.11%,0.09000000000000341%,9d0061
27045,31.29%, 65.60%, 34.31%,0.09000000000000341%,a70057
27047,5.60%, 52.73%, 47.14%,0.12999999999999545%,860078
27049,30.55%, 65.16%, 34.60%,0.2400000000000091%,a60058
27051,2.05%, 48.93%, 50.98%,0.09000000000000341%,7c0081
27053,2.77%, 51.26%, 48.50%,0.2400000000000091%,82007b
27055,21.89%, 60.93%, 39.04%,0.030000000000001137%,9b0063
27057,15.04%, 57.43%, 42.39%,0.18000000000000682%,92006c
27059,8.22%, 53.86%, 45.64%,0.5%,890174
27061,23.82%, 38.00%, 61.82%,0.18000000000000682%,60009d
27063,4.09%, 47.87%, 51.96%,0.1700000000000017%,7a0084
27065,9.25%, 54.33%, 45.08%,0.5900000000000034%,8a0172
27067,0.35%, 50.02%, 49.66%,0.3199999999999932%,7f007e
27069,6.75%, 46.51%, 53.25%,0.2400000000000091%,760087
27071,19.89%, 39.90%, 59.80%,0.30000000000001137%,650098
27073,1.05%, 49.39%, 50.44%,0.1700000000000017%,7d0080
27075,26.08%, 36.83%, 62.91%,0.2600000000000051%,5d00a0
27077,11.45%, 43.86%, 55.30%,0.8400000000000034%,6f028d
27079,8.36%, 45.77%, 54.13%,0.09999999999999432%,74008a
27081,7.58%, 46.10%, 53.68%,0.21999999999999886%,750088
27083,7.86%, 46.00%, 53.86%,0.14000000000000057%,750089
27085,25.52%, 62.67%, 37.15%,0.18000000000000682%,9f005e
27087,35.79%, 32.01%, 67.81%,0.18000000000000682%,5100ac
27089,11.11%, 44.36%, 55.47%,0.1700000000000017%,71008d
27091,33.76%, 66.81%, 33.04%,0.15000000000000568%,aa0054
27093,13.77%, 56.74%, 42.97%,0.28999999999999204%,90006d
27095,15.04%, 57.29%, 42.25%,0.46000000000000796%,92016b
27097,24.94%, 37.43%, 62.37%,0.20000000000000284%,5f009f
27099,5.12%, 52.40%, 47.28%,0.3199999999999932%,850078
27101,5.46%, 52.64%, 47.19%,0.1700000000000017%,860078
27103,14.28%, 57.08%, 42.80%,0.12000000000000455%,91006d
27105,6.50%, 53.20%, 46.70%,0.09999999999999432%,870077
27107,5.19%, 47.30%, 52.49%,0.21000000000000796%,780085
27109,19.07%, 59.41%, 40.34%,0.25%,970066
27111,26.06%, 62.94%, 36.87%,0.18999999999999773%,a0005e
27113,11.58%, 44.05%, 55.63%,0.3199999999999932%,70008d
27115,9.90%, 44.88%, 54.78%,0.3400000000000034%,72008b
27117,20.13%, 59.97%, 39.85%,0.18000000000000682%,980065
27119,10.75%, 44.52%, 55.27%,0.20999999999999375%,71008c
27121,3.00%, 51.39%, 48.39%,0.21999999999999886%,83007b
27123,16.65%, 41.50%, 58.15%,0.3499999999999943%,690094
27125,46.53%, 26.64%, 73.17%,0.18999999999999773%,4300ba
27127,21.08%, 60.47%, 39.39%,0.14000000000000057%,9a0064
27129,8.54%, 54.20%, 45.67%,0.12999999999999545%,8a0074
27131,9.95%, 54.87%, 44.92%,0.21000000000000796%,8b0072
27133,31.07%, 65.49%, 34.42%,0.09000000000000341%,a60057
27135,16.86%, 41.48%, 58.34%,0.18000000000000682%,690094
27137,27.07%, 36.18%, 63.25%,0.5699999999999932%,5c01a1
27139,24.53%, 37.68%, 62.21%,0.10999999999999943%,60009e
27141,4.97%, 52.37%, 47.41%,0.21999999999999886%,850078
27143,32.43%, 66.12%, 33.69%,0.18999999999999773%,a80055
27145,16.89%, 41.50%, 58.40%,0.09999999999999432%,690094
27147,20.39%, 60.13%, 39.74%,0.12999999999999545%,990065
27149,5.95%, 52.87%, 46.92%,0.21000000000000796%,860077
27151,17.52%, 41.11%, 58.63%,0.2599999999999909%,680095
27153,1.97%, 50.85%, 48.88%,0.269999999999996%,81007c
27155,18.36%, 40.75%, 59.11%,0.14000000000000057%,670096
27157,11.44%, 55.70%, 44.26%,0.03999999999999204%,8e0070
27159,15.80%, 57.83%, 42.03%,0.14000000000000057%,93006b
27161,26.78%, 63.36%, 36.58%,0.060000000000002274%,a1005d
27163,2.89%, 48.42%, 51.31%,0.269999999999996%,7b0082
27165,26.70%, 63.28%, 36.57%,0.15000000000000568%,a1005d
27167,0.45%, 50.14%, 49.69%,0.1700000000000017%,7f007e
27169,4.43%, 52.14%, 47.72%,0.14000000000000057%,840079
27171,5.33%, 52.57%, 47.24%,0.18999999999999773%,860078
27173,2.02%, 50.84%, 48.82%,0.3400000000000034%,81007c
28001,20.63%, 23.57%, 27.90%,48.53%,3c7b47
28003,49.92%, 18.32%, 68.25%,13.430000000000007%,2e22ae
28005,57.86%, 12.43%, 14.85%,72.72%,1fb925
28007,1.71%, 19.89%, 40.91%,39.2%,326368
28009,20.16%, 16.04%, 52.06%,31.900000000000006%,285184
28011,13.77%, 26.85%, 29.69%,43.459999999999994%,446e4b
28013,21.82%, 15.65%, 31.26%,53.089999999999996%,27874f
28015,28.19%, 14.06%, 28.87%,57.07%,239149
28017,22.50%, 15.17%, 31.17%,53.66%,26884f
28019,14.16%, 14.88%, 49.64%,35.480000000000004%,255a7e
28021,43.05%, 17.37%, 19.79%,62.84%,2ca032
28023,7.07%, 17.71%, 37.61%,44.68%,2d715f
28025,28.20%, 19.01%, 26.39%,54.599999999999994%,308b43
28027,0.03%, 28.34%, 35.84%,35.81999999999999%,485b5b
28029,29.36%, 21.06%, 24.79%,54.150000000000006%,358a3f
28031,6.51%, 16.88%, 38.31%,44.81%,2b7261
28033,2.93%, 26.56%, 38.18%,35.260000000000005%,435961
28035,3.01%, 39.53%, 23.96%,36.51%,645d3d
28037,40.12%, 7.38%, 26.25%,66.37%,12a942
28039,3.52%, 14.97%, 40.75%,44.28%,267067
28041,14.64%, 15.65%, 34.85%,49.5%,277e58
28043,19.21%, 29.11%, 22.58%,48.31%,4a7b39
28045,42.14%, 21.44%, 63.58%,14.980000000000004%,3626a2
28047,22.58%, 30.89%, 53.47%,15.64%,4e2788
28049,3.49%, 38.23%, 20.05%,41.72%,616a33
28051,33.35%, 17.72%, 24.46%,57.82%,2d933e
28053,19.20%, 16.24%, 32.28%,51.480000000000004%,298352
28055,0.71%, 15.13%, 42.08%,42.79%,266d6b
28057,39.66%, 13.21%, 63.23%,23.560000000000002%,213ca1
28059,29.80%, 24.70%, 54.50%,20.799999999999997%,3e358a
28061,9.08%, 14.87%, 47.10%,38.03%,256078
28063,45.61%, 12.52%, 20.93%,66.55%,1fa935
28065,27.74%, 13.06%, 29.60%,57.339999999999996%,21924b
28067,18.46%, 25.92%, 46.27%,27.810000000000002%,424675
28069,20.11%, 11.28%, 54.41%,34.31%,1c578a
28071,13.66%, 24.13%, 44.76%,31.11%,3d4f72
28073,16.93%, 27.26%, 27.90%,44.84%,457247
28075,3.71%, 26.39%, 34.95%,38.66%,436259
28077,27.50%, 15.69%, 28.41%,55.9%,288e48
28079,32.55%, 8.80%, 29.32%,61.879999999999995%,169d4a
28081,31.67%, 23.34%, 55.01%,21.650000000000006%,3b378c
28083,17.13%, 28.38%, 26.12%,45.5%,487442
28085,15.07%, 25.61%, 29.66%,44.730000000000004%,41724b
28087,12.39%, 42.95%, 26.50%,30.549999999999997%,6d4d43
28089,29.01%, 18.35%, 26.32%,55.33%,2e8d43
28091,6.01%, 22.92%, 35.53%,41.55%,3a695a
28093,1.06%, 22.63%, 38.15%,39.22%,396461
28095,7.04%, 28.81%, 39.12%,32.07000000000001%,495163
28097,7.01%, 29.71%, 31.64%,38.65%,4b6250
28099,3.00%, 14.02%, 44.49%,41.489999999999995%,236971
28101,30.92%, 15.05%, 27.01%,57.94%,269344
28103,35.46%, 22.97%, 18.60%,58.43%,3a942f
28105,22.16%, 24.27%, 26.79%,48.94%,3d7c44
28107,19.49%, 22.26%, 29.12%,48.62%,387b4a
28109,8.04%, 18.69%, 36.64%,44.67%,2f715d
28111,3.13%, 20.39%, 38.24%,41.37%,336961
28113,21.75%, 27.38%, 23.48%,49.14%,457d3b
28115,29.29%, 12.13%, 58.58%,29.290000000000006%,1e4a95
28117,34.74%, 24.79%, 59.53%,15.680000000000007%,3f2797
28119,5.85%, 19.22%, 37.47%,43.31%,316e5f
28121,47.34%, 17.11%, 17.77%,65.12%,2ba62d
28123,23.53%, 17.48%, 29.49%,53.03%,2c874b
28125,11.72%, 31.08%, 26.12%,42.8%,4f6d42
28127,16.65%, 18.89%, 32.23%,48.88%,307c52
28129,18.43%, 11.98%, 53.22%,34.8%,1e5887
28131,33.08%, 19.15%, 23.89%,56.96%,30913c
28133,1.85%, 34.11%, 29.93%,35.96000000000001%,565b4c
28135,22.76%, 13.32%, 31.96%,54.72%,218b51
28137,8.97%, 13.60%, 38.71%,47.69%,227962
28139,50.24%, 16.80%, 67.05%,16.150000000000006%,2a29aa
28141,22.79%, 22.08%, 50.35%,27.569999999999993%,384680
28143,1.23%, 37.24%, 36.01%,26.75%,5e445b
28145,39.82%, 18.36%, 60.73%,20.909999999999997%,2e359a
28147,15.66%, 14.49%, 34.92%,50.589999999999996%,248159
28149,0.18%, 34.57%, 34.75%,30.680000000000007%,584e58
28151,12.22%, 34.44%, 46.66%,18.900000000000006%,573076
28153,14.73%, 21.94%, 31.66%,46.4%,377650
28155,30.65%, 14.76%, 27.30%,57.94%,259345
28157,50.41%, 14.24%, 17.68%,68.08%,24ad2d
28159,15.14%, 13.65%, 35.60%,50.75%,22815a
28161,2.84%, 28.85%, 34.16%,36.99%,495e57
28163,32.01%, 23.29%, 21.41%,55.3%,3b8d36
29001,26.76%, 63.38%, 36.62%,0.0%,a1005d
29003,26.27%, 63.13%, 36.87%,0.0%,a0005e
29005,10.19%, 55.10%, 44.90%,0.0%,8c0072
29007,12.80%, 43.60%, 56.40%,0.0%,6f008f
29009,26.23%, 63.12%, 36.88%,0.0%,a0005e
29011,21.01%, 60.51%, 39.49%,0.0%,9a0064
29013,16.31%, 58.16%, 41.84%,0.0%,94006a
29015,39.92%, 69.96%, 30.04%,0.0%,b2004c
29017,19.73%, 59.86%, 40.14%,0.0%,980066
29019,4.83%, 47.59%, 52.41%,0.0%,790085
29021,5.15%, 52.57%, 47.43%,0.0%,860078
29023,23.63%, 61.81%, 38.19%,0.0%,9d0061
29025,28.43%, 64.21%, 35.79%,0.0%,a3005b
29027,13.73%, 43.14%, 56.86%,0.0%,6e0090
29029,33.22%, 66.61%, 33.39%,0.0%,a90055
29031,16.20%, 58.10%, 41.90%,0.0%,94006a
29033,16.04%, 58.02%, 41.98%,0.0%,93006b
29035,21.13%, 60.57%, 39.43%,0.0%,9a0064
29037,6.58%, 53.29%, 46.71%,0.0%,870077
29039,41.37%, 70.68%, 29.32%,0.0%,b4004a
29041,6.73%, 46.63%, 53.37%,0.0%,760088
29043,48.09%, 74.04%, 25.96%,0.0%,bc0042
29045,12.88%, 56.44%, 43.56%,0.0%,8f006f
29047,4.51%, 52.26%, 47.74%,0.0%,850079
29049,3.42%, 51.71%, 48.29%,0.0%,83007b
29051,6.73%, 53.36%, 46.64%,0.0%,880076
29053,9.54%, 54.77%, 45.23%,0.0%,8b0073
29055,26.01%, 63.00%, 37.00%,0.0%,a0005e
29057,42.10%, 71.05%, 28.95%,0.0%,b50049
29059,40.77%, 70.38%, 29.62%,0.0%,b3004b
29061,17.94%, 58.97%, 41.03%,0.0%,960068
29063,18.82%, 59.41%, 40.59%,0.0%,970067
29065,10.66%, 55.33%, 44.67%,0.0%,8d0071
29067,56.15%, 78.08%, 21.92%,0.0%,c70037
29069,1.05%, 50.53%, 49.47%,0.0%,80007e
29071,5.86%, 52.93%, 47.07%,0.0%,860078
29073,49.24%, 74.62%, 25.38%,0.0%,be0040
29075,8.43%, 54.21%, 45.79%,0.0%,8a0074
29077,28.72%, 64.36%, 35.64%,0.0%,a4005a
29079,29.35%, 64.68%, 35.32%,0.0%,a4005a
29081,30.88%, 65.44%, 34.56%,0.0%,a60058
29083,13.30%, 56.65%, 43.35%,0.0%,90006e
29085,50.80%, 75.40%, 24.60%,0.0%,c0003e
29087,27.37%, 63.69%, 36.31%,0.0%,a2005c
29089,22.82%, 38.59%, 61.41%,0.0%,62009c
29091,44.37%, 72.18%, 27.82%,0.0%,b80046
29093,6.82%, 53.41%, 46.59%,0.0%,880076
29095,7.24%, 46.38%, 53.62%,0.0%,760088
29097,18.61%, 59.30%, 40.70%,0.0%,970067
29099,13.83%, 43.09%, 56.91%,0.0%,6d0091
29101,19.33%, 59.66%, 40.34%,0.0%,980066
29103,2.13%, 51.06%, 48.94%,0.0%,82007c
29105,29.56%, 64.78%, 35.22%,0.0%,a50059
29107,18.10%, 59.05%, 40.95%,0.0%,960068
29109,30.44%, 65.22%, 34.78%,0.0%,a60058
29111,3.14%, 48.43%, 51.57%,0.0%,7b0083
29113,4.43%, 47.78%, 52.22%,0.0%,790085
29115,5.74%, 52.87%, 47.13%,0.0%,860078
29117,14.14%, 57.07%, 42.93%,0.0%,91006d
29119,22.62%, 61.31%, 38.69%,0.0%,9c0062
29121,7.85%, 53.93%, 46.07%,0.0%,890075
29123,22.47%, 61.23%, 38.77%,0.0%,9c0062
29125,0.94%, 49.53%, 50.47%,0.0%,7e0080
29127,2.48%, 48.76%, 51.24%,0.0%,7c0082
29129,34.51%, 67.26%, 32.74%,0.0%,ab0053
29131,26.86%, 63.43%, 36.57%,0.0%,a1005d
29133,18.91%, 40.55%, 59.45%,0.0%,670097
29135,20.65%, 60.32%, 39.68%,0.0%,990065
29137,45.06%, 27.47%, 72.53%,0.0%,4600b8
29139,10.39%, 55.19%, 44.81%,0.0%,8c0072
29141,24.15%, 62.07%, 37.93%,0.0%,9e0060
29143,27.36%, 36.32%, 63.68%,0.0%,5c00a2
29145,22.69%, 61.34%, 38.66%,0.0%,9c0062
29147,5.97%, 52.98%, 47.02%,0.0%,870077
29149,1.02%, 50.51%, 49.49%,0.0%,80007e
29151,3.98%, 48.01%, 51.99%,0.0%,7a0084
29153,56.51%, 78.26%, 21.74%,0.0%,c70037
29155,24.18%, 37.91%, 62.09%,0.0%,60009e
29157,13.01%, 56.51%, 43.49%,0.0%,90006e
29159,12.88%, 56.44%, 43.56%,0.0%,8f006f
29161,10.62%, 55.31%, 44.69%,0.0%,8d0071
29163,2.45%, 48.77%, 51.23%,0.0%,7c0082
29165,10.24%, 44.88%, 55.12%,0.0%,72008c
29167,33.05%, 66.52%, 33.48%,0.0%,a90055
29169,2.96%, 51.48%, 48.52%,0.0%,83007b
29171,43.78%, 71.89%, 28.11%,0.0%,b70047
29173,25.38%, 37.31%, 62.69%,0.0%,5f009f
29175,21.24%, 39.38%, 60.62%,0.0%,64009a
29177,12.62%, 43.69%, 56.31%,0.0%,6f008f
29179,4.35%, 52.18%, 47.82%,0.0%,850079
29181,24.16%, 62.08%, 37.92%,0.0%,9e0060
29183,4.40%, 47.80%, 52.20%,0.0%,790085
29185,26.30%, 63.15%, 36.85%,0.0%,a1005d
29186,24.29%, 37.86%, 62.14%,0.0%,60009e
29187,16.88%, 58.44%, 41.56%,0.0%,950069
29189,2.62%, 48.69%, 51.31%,0.0%,7c0082
29195,0.96%, 50.48%, 49.52%,0.0%,80007e
29197,10.08%, 55.04%, 44.96%,0.0%,8c0072
29199,0.40%, 50.20%, 49.80%,0.0%,80007e
29201,4.46%, 47.77%, 52.23%,0.0%,790085
29203,1.53%, 50.76%, 49.24%,0.0%,81007d
29205,16.38%, 41.81%, 58.19%,0.0%,6a0094
29207,8.98%, 54.49%, 45.51%,0.0%,8a0074
29209,56.49%, 78.24%, 21.76%,0.0%,c70037
29211,12.23%, 56.12%, 43.88%,0.0%,8f006f
29213,43.91%, 71.95%, 28.05%,0.0%,b70047
29215,18.64%, 59.32%, 40.68%,0.0%,970067
29217,12.55%, 56.27%, 43.73%,0.0%,8f006f
29219,35.35%, 67.68%, 32.32%,0.0%,ac0052
29221,12.95%, 56.47%, 43.53%,0.0%,8f006f
29223,17.56%, 58.78%, 41.22%,0.0%,950069
29225,25.94%, 62.97%, 37.03%,0.0%,a0005e
29227,1.19%, 50.60%, 49.40%,0.0%,81007d
29229,45.32%, 72.66%, 27.34%,0.0%,b90045
29510,33.26%, 33.37%, 66.63%,0.0%,5500a9
30001,13.93%, 56.88%, 42.95%,0.1699999999999875%,91006d
30003,7.04%, 53.47%, 46.43%,0.09999999999999432%,880076
30005,9.70%, 44.85%, 54.55%,0.5999999999999943%,72018b
30007,3.74%, 51.87%, 48.13%,0.0%,84007a
30009,3.71%, 51.75%, 48.04%,0.21000000000000796%,83007a
30011,28.37%, 64.00%, 35.63%,0.37000000000000455%,a3005a
30013,8.39%, 45.72%, 54.11%,0.1700000000000017%,740089
30015,1.06%, 49.34%, 50.40%,0.2599999999999909%,7d0080
30017,10.28%, 55.00%, 44.72%,0.28000000000000114%,8c0072
30019,11.43%, 44.26%, 55.68%,0.060000000000002274%,70008d
30021,7.68%, 53.69%, 46.01%,0.30000000000001137%,880075
30023,40.32%, 29.79%, 70.11%,0.09999999999999432%,4b00b2
30025,21.17%, 60.55%, 39.38%,0.06999999999999318%,9a0064
30027,4.68%, 52.24%, 47.56%,0.19999999999998863%,850079
30029,6.06%, 52.95%, 46.88%,0.1699999999999875%,870077
30031,29.19%, 64.49%, 35.31%,0.20000000000000284%,a4005a
30033,17.27%, 58.52%, 41.25%,0.22999999999998977%,950069
30035,12.01%, 43.95%, 55.95%,0.09999999999999432%,70008e
30037,13.30%, 56.65%, 43.35%,0.0%,90006e
30039,9.83%, 54.57%, 44.75%,0.6800000000000068%,8b0172
30041,8.36%, 45.73%, 54.09%,0.18000000000000682%,740089
30043,3.02%, 51.38%, 48.36%,0.2599999999999909%,83007b
30045,7.74%, 46.10%, 53.84%,0.060000000000002274%,750089
30047,13.63%, 56.75%, 43.12%,0.12999999999999545%,90006d
30049,9.42%, 54.65%, 45.22%,0.12999999999999545%,8b0073
30051,8.73%, 54.27%, 45.55%,0.18000000000000682%,8a0074
30053,15.86%, 41.84%, 57.70%,0.45999999999999375%,6a0193
30055,1.39%, 49.04%, 50.43%,0.5300000000000011%,7d0180
30057,18.06%, 58.97%, 40.91%,0.12000000000000455%,960068
30059,17.37%, 58.49%, 41.13%,0.37999999999999545%,950068
30061,11.05%, 44.27%, 55.32%,0.4099999999999966%,70018d
30063,7.86%, 53.76%, 45.90%,0.3400000000000034%,890075
30065,0.32%, 50.09%, 49.77%,0.13999999999998636%,7f007e
30067,19.28%, 59.44%, 40.15%,0.4099999999999966%,970166
30069,7.14%, 53.57%, 46.43%,0.0%,880076
30071,0.07%, 49.81%, 49.74%,0.44999999999998863%,7f017e
30073,6.47%, 46.76%, 53.24%,0.0%,770087
30075,20.54%, 60.18%, 39.64%,0.18000000000000682%,990065
30077,0.83%, 49.49%, 50.31%,0.19999999999998863%,7e0080
30079,31.51%, 65.75%, 34.25%,0.0%,a70057
30081,13.39%, 56.46%, 43.07%,0.46999999999999886%,8f016d
30083,12.46%, 56.10%, 43.64%,0.2599999999999909%,8f006f
30085,8.49%, 45.40%, 53.90%,0.7000000000000028%,730189
30087,16.01%, 57.77%, 41.77%,0.45999999999999375%,93016a
30089,0.94%, 50.17%, 49.23%,0.5999999999999943%,7f017d
30091,12.82%, 43.43%, 56.25%,0.3199999999999932%,6e008f
30093,30.50%, 34.40%, 64.91%,0.6899999999999977%,5701a5
30095,16.82%, 58.41%, 41.59%,0.0%,94006a
30097,35.56%, 67.78%, 32.22%,0.0%,ac0052
30099,0.76%, 49.54%, 50.31%,0.15000000000000568%,7e0080
30101,5.68%, 47.10%, 52.78%,0.12000000000000455%,780086
30103,5.26%, 52.63%, 47.37%,0.0%,860078
30105,10.59%, 44.65%, 55.24%,0.10999999999999943%,71008c
30107,4.55%, 52.24%, 47.69%,0.06999999999999318%,850079
30109,3.97%, 48.01%, 51.99%,0.0%,7a0084
30111,22.22%, 60.82%, 38.61%,0.5699999999999932%,9b0162
31001,29.02%, 64.51%, 35.49%,0.0%,a4005a
31003,42.21%, 71.10%, 28.90%,0.0%,b50049
31005,61.25%, 80.63%, 19.37%,0.0%,cd0031
31007,33.54%, 66.77%, 33.23%,0.0%,aa0054
31009,57.60%, 78.80%, 21.20%,0.0%,c80036
31011,28.97%, 64.49%, 35.51%,0.0%,a4005a
31013,25.20%, 62.60%, 37.40%,0.0%,9f005f
31015,28.92%, 64.46%, 35.54%,0.0%,a4005a
31017,54.29%, 77.15%, 22.85%,0.0%,c4003a
31019,32.25%, 66.12%, 33.88%,0.0%,a80056
31021,45.13%, 72.56%, 27.44%,0.0%,b90045
31023,9.79%, 45.11%, 54.89%,0.0%,73008b
31025,23.37%, 61.68%, 38.32%,0.0%,9d0061
31027,2.02%, 51.01%, 48.99%,0.0%,82007c
31029,38.57%, 69.28%, 30.72%,0.0%,b0004e
31031,44.16%, 72.08%, 27.92%,0.0%,b70047
31033,19.30%, 59.65%, 40.35%,0.0%,980066
31035,38.61%, 69.30%, 30.70%,0.0%,b0004e
31037,11.81%, 55.91%, 44.09%,0.0%,8e0070
31039,34.90%, 67.45%, 32.55%,0.0%,ab0053
31041,41.73%, 70.87%, 29.13%,0.0%,b4004a
31043,12.25%, 56.13%, 43.87%,0.0%,8f006f
31045,41.66%, 70.83%, 29.17%,0.0%,b4004a
31047,46.14%, 73.07%, 26.93%,0.0%,ba0044
31049,52.45%, 76.22%, 23.78%,0.0%,c2003c
31051,32.44%, 66.22%, 33.78%,0.0%,a80056
31053,34.42%, 67.21%, 32.79%,0.0%,ab0053
31055,5.84%, 52.92%, 47.08%,0.0%,860078
31057,43.85%, 71.92%, 28.08%,0.0%,b70047
31059,22.18%, 61.09%, 38.91%,0.0%,9b0063
31061,28.38%, 64.19%, 35.81%,0.0%,a3005b
31063,47.02%, 73.51%, 26.49%,0.0%,bb0043
31065,44.69%, 72.34%, 27.66%,0.0%,b80046
31067,33.52%, 66.76%, 33.24%,0.0%,aa0054
31069,52.72%, 76.36%, 23.64%,0.0%,c2003c
31071,54.88%, 77.44%, 22.56%,0.0%,c50039
31073,43.17%, 71.58%, 28.42%,0.0%,b60048
31075,52.70%, 76.35%, 23.65%,0.0%,c2003c
31077,13.63%, 43.18%, 56.82%,0.0%,6e0090
31079,27.96%, 63.98%, 36.02%,0.0%,a3005b
31081,45.30%, 72.65%, 27.35%,0.0%,b90045
31083,32.83%, 66.42%, 33.58%,0.0%,a90055
31085,42.65%, 71.33%, 28.67%,0.0%,b50049
31087,41.35%, 70.67%, 29.33%,0.0%,b4004a
31089,25.99%, 62.99%, 37.01%,0.0%,a0005e
31091,72.37%, 86.19%, 13.81%,0.0%,db0023
31093,4.95%, 52.47%, 47.53%,0.0%,850079
31095,36.22%, 68.11%, 31.89%,0.0%,ad0051
31097,29.15%, 64.57%, 35.43%,0.0%,a4005a
31099,24.10%, 62.05%, 37.95%,0.0%,9e0060
31101,37.75%, 68.88%, 31.12%,0.0%,af004f
31103,45.66%, 72.83%, 27.17%,0.0%,b90045
31105,35.86%, 67.93%, 32.07%,0.0%,ad0051
31107,28.90%, 64.45%, 35.55%,0.0%,a4005a
31109,25.15%, 62.57%, 37.43%,0.0%,9f005f
31111,22.99%, 61.49%, 38.51%,0.0%,9c0062
31113,41.16%, 70.58%, 29.42%,0.0%,b3004b
31115,55.05%, 77.53%, 22.47%,0.0%,c50039
31117,63.78%, 81.89%, 18.11%,0.0%,d0002e
31119,46.49%, 73.25%, 26.75%,0.0%,ba0044
31121,37.96%, 68.98%, 31.02%,0.0%,af004f
31123,25.50%, 62.75%, 37.25%,0.0%,a0005e
31125,25.34%, 62.67%, 37.33%,0.0%,9f005f
31127,37.52%, 68.76%, 31.24%,0.0%,af004f
31129,21.72%, 60.86%, 39.14%,0.0%,9b0063
31131,33.08%, 66.54%, 33.46%,0.0%,a90055
31133,26.27%, 63.13%, 36.87%,0.0%,a0005e
31135,30.23%, 65.12%, 34.88%,0.0%,a60058
31137,50.39%, 75.19%, 24.81%,0.0%,bf003f
31139,45.60%, 72.80%, 27.20%,0.0%,b90045
31141,16.57%, 58.28%, 41.72%,0.0%,94006a
31143,33.87%, 66.94%, 33.06%,0.0%,aa0054
31145,33.86%, 66.93%, 33.07%,0.0%,aa0054
31147,25.33%, 62.66%, 37.34%,0.0%,9f005f
31149,62.15%, 81.08%, 18.92%,0.0%,ce0030
31151,10.02%, 44.99%, 55.01%,0.0%,72008c
31153,10.59%, 55.30%, 44.70%,0.0%,8d0071
31155,13.88%, 56.94%, 43.06%,0.0%,91006d
31157,21.44%, 60.72%, 39.28%,0.0%,9a0064
31159,26.27%, 63.14%, 36.86%,0.0%,a1005d
31161,43.00%, 71.50%, 28.50%,0.0%,b60048
31163,11.57%, 44.21%, 55.79%,0.0%,70008e
31165,28.45%, 64.22%, 35.78%,0.0%,a3005b
31167,32.44%, 66.22%, 33.78%,0.0%,a80056
31169,34.76%, 67.38%, 32.62%,0.0%,ab0053
31171,49.73%, 74.87%, 25.13%,0.0%,be0040
31173,14.39%, 57.19%, 42.81%,0.0%,91006d
31175,24.20%, 62.10%, 37.90%,0.0%,9e0060
31177,38.02%, 69.01%, 30.99%,0.0%,af004f
31179,52.31%, 76.16%, 23.84%,0.0%,c2003c
31181,29.50%, 64.75%, 35.25%,0.0%,a50059
31183,27.90%, 63.95%, 36.05%,0.0%,a3005b
31185,49.38%, 74.69%, 25.31%,0.0%,be0040
32001,14.83%, 57.42%, 42.58%,0.0%,92006c
32003,13.65%, 43.18%, 56.82%,0.0%,6e0090
32005,32.95%, 66.48%, 33.52%,0.0%,a90055
32007,1.38%, 49.31%, 50.69%,0.0%,7d0081
32009,15.90%, 42.05%, 57.95%,0.0%,6b0093
32011,3.46%, 51.73%, 48.27%,0.0%,83007b
32013,0.69%, 49.66%, 50.34%,0.0%,7e0080
32015,1.03%, 49.48%, 50.52%,0.0%,7e0080
32017,18.52%, 40.74%, 59.26%,0.0%,670097
32019,19.38%, 59.69%, 40.31%,0.0%,980066
