statecounty,margin,dole,clinton,perot,nader,other
20167,62.34%, 78.98%, 16.64%, 3.87%,-, 0.52%
20169,21.06%, 55.34%, 34.28%, 9.72%,-, 0.65%
20171,54.19%, 73.41%, 19.21%, 6.71%,-, 0.67%
20173,20.26%, 56.06%, 35.80%, 7.13%,-, 1.01%
20175,44.91%, 68.40%, 23.49%, 7.11%,-, 1.00%
20177,2.70%, 46.05%, 43.35%, 9.65%,-, 0.94%
20179,55.56%, 74.15%, 18.59%, 6.69%,-, 0.56%
20181,44.55%, 68.42%, 23.87%, 7.13%,-, 0.58%
20183,39.76%, 65.38%, 25.62%, 8.55%,-, 0.44%
20185,37.45%, 63.03%, 25.58%, 10.84%,-, 0.55%
20187,49.77%, 71.20%, 21.43%, 6.80%,-, 0.57%
20189,52.34%, 70.88%, 18.54%, 9.75%,-, 0.82%
20191,21.08%, 54.22%, 33.14%, 11.48%,-, 1.16%
20193,47.58%, 69.75%, 22.17%, 7.55%,-, 0.54%
20195,33.32%, 61.11%, 27.79%, 10.60%,-, 0.51%
20197,27.13%, 55.67%, 28.55%, 14.15%,-, 1.63%
20199,59.71%, 76.24%, 16.53%, 6.71%,-, 0.52%
20201,44.78%, 67.39%, 22.60%, 9.17%,-, 0.84%
20203,49.78%, 71.13%, 21.36%, 7.15%,-, 0.36%
20205,26.65%, 56.41%, 29.77%, 12.90%,-, 0.92%
20207,19.38%, 52.02%, 32.64%, 14.68%,-, 0.66%
20209,34.72%, 28.22%, 62.94%, 7.92%,-, 0.93%
21001,31.43%, 59.28%, 27.85%, 12.08%,-, 0.78%
21003,23.92%, 57.97%, 34.05%, 7.51%,-, 0.46%
21005,1.11%, 44.67%, 43.56%, 11.29%,-, 0.48%
21007,31.83%, 28.43%, 60.26%, 10.98%,-, 0.32%
21009,5.54%, 48.13%, 42.59%, 8.99%,-, 0.30%
21011,18.40%, 34.43%, 52.83%, 11.99%,-, 0.76%
21013,11.40%, 39.14%, 50.54%, 9.39%,-, 0.93%
21015,26.19%, 58.91%, 32.72%, 7.42%,-, 0.95%
21017,7.00%, 41.42%, 48.42%, 9.64%,-, 0.53%
21019,13.84%, 37.34%, 51.17%, 10.96%,-, 0.53%
21021,3.19%, 47.34%, 44.15%, 8.07%,-, 0.44%
21023,11.62%, 50.40%, 38.79%, 9.96%,-, 0.85%
21025,44.74%, 23.11%, 67.85%, 8.67%,-, 0.37%
21027,2.87%, 46.36%, 43.49%, 9.86%,-, 0.29%
21029,5.69%, 47.28%, 41.59%, 10.73%,-, 0.40%
21031,30.63%, 61.00%, 30.37%, 8.39%,-, 0.24%
21033,7.12%, 40.10%, 47.22%, 12.36%,-, 0.33%
21035,2.52%, 43.14%, 45.66%, 10.57%,-, 0.63%
21037,15.00%, 53.31%, 38.30%, 7.41%,-, 0.98%
21039,22.21%, 33.62%, 55.83%, 10.09%,-, 0.45%
21041,16.03%, 36.14%, 52.18%, 10.84%,-, 0.83%
21043,6.28%, 41.69%, 47.97%, 10.05%,-, 0.28%
21045,42.70%, 65.40%, 22.70%, 10.77%,-, 1.13%
21047,8.87%, 50.95%, 42.08%, 6.54%,-, 0.42%
21049,2.28%, 43.49%, 45.77%, 10.05%,-, 0.69%
21051,24.70%, 58.05%, 33.35%, 7.47%,-, 1.12%
21053,36.44%, 63.41%, 26.96%, 8.80%,-, 0.83%
21055,0.85%, 44.33%, 43.48%, 11.75%,-, 0.44%
21057,33.85%, 62.13%, 28.29%, 8.53%,-, 1.05%
21059,1.37%, 45.36%, 43.99%, 9.57%,-, 1.08%
21061,22.66%, 57.96%, 35.30%, 6.59%,-, 0.15%
21063,43.52%, 20.89%, 64.42%, 14.09%,-, 0.60%
21065,11.15%, 49.89%, 38.74%, 10.76%,-, 0.61%
21067,0.76%, 46.33%, 47.09%, 5.77%,-, 0.82%
21069,8.40%, 48.55%, 40.16%, 10.96%,-, 0.34%
21071,45.30%, 21.82%, 67.12%, 10.55%,-, 0.50%
21073,20.22%, 35.02%, 55.24%, 9.20%,-, 0.54%
21075,27.71%, 31.85%, 59.56%, 8.23%,-, 0.37%
21077,14.96%, 35.72%, 50.68%, 12.75%,-, 0.85%
21079,24.11%, 58.11%, 34.00%, 7.71%,-, 0.18%
21081,2.63%, 45.43%, 42.80%, 11.13%,-, 0.64%
21083,13.48%, 37.17%, 50.65%, 11.56%,-, 0.62%
21085,19.85%, 55.02%, 35.17%, 8.77%,-, 1.04%
21087,32.56%, 60.86%, 28.30%, 10.46%,-, 0.37%
21089,10.84%, 38.48%, 49.32%, 11.66%,-, 0.54%
21091,5.72%, 40.61%, 46.33%, 12.52%,-, 0.54%
21093,6.05%, 47.50%, 41.44%, 10.58%,-, 0.48%
21095,25.05%, 32.95%, 58.00%, 8.73%,-, 0.32%
21097,8.08%, 39.22%, 47.29%, 12.91%,-, 0.58%
21099,3.02%, 46.91%, 43.89%, 8.70%,-, 0.50%
21101,19.99%, 34.39%, 54.38%, 10.51%,-, 0.72%
21103,4.27%, 42.12%, 46.39%, 11.26%,-, 0.24%
21105,24.16%, 31.98%, 56.14%, 11.37%,-, 0.51%
21107,5.77%, 41.89%, 47.66%, 9.95%,-, 0.50%
21109,47.92%, 69.98%, 22.06%, 6.87%,-, 1.08%
21111,10.48%, 41.03%, 51.52%, 6.94%,-, 0.51%
21113,18.49%, 54.76%, 36.27%, 8.52%,-, 0.46%
21115,1.12%, 42.56%, 43.68%, 13.18%,-, 0.57%
21117,17.58%, 54.77%, 37.19%, 7.05%,-, 0.99%
21119,55.11%, 18.18%, 73.29%, 7.83%,-, 0.71%
21121,8.42%, 49.50%, 41.08%, 8.92%,-, 0.51%
21123,2.15%, 45.94%, 43.80%, 10.07%,-, 0.19%
21125,34.12%, 62.65%, 28.54%, 8.03%,-, 0.79%
21127,8.51%, 40.24%, 48.75%, 10.68%,-, 0.33%
21129,11.06%, 51.63%, 40.56%, 7.18%,-, 0.63%
21131,20.29%, 56.14%, 35.84%, 7.43%,-, 0.59%
21133,26.82%, 30.75%, 57.57%, 10.82%,-, 0.86%
21135,21.74%, 54.12%, 32.38%, 12.84%,-, 0.66%
21137,7.46%, 49.19%, 41.73%, 8.61%,-, 0.47%
21139,24.45%, 31.70%, 56.15%, 11.32%,-, 0.83%
21141,3.33%, 44.15%, 47.47%, 7.99%,-, 0.39%
21143,21.87%, 34.03%, 55.89%, 9.67%,-, 0.41%
21145,9.68%, 40.42%, 50.10%, 8.97%,-, 0.51%
21147,17.04%, 52.70%, 35.66%, 10.18%,-, 1.46%
21149,12.96%, 38.05%, 51.02%, 10.71%,-, 0.22%
21151,5.60%, 48.23%, 42.62%, 8.44%,-, 0.71%
21153,20.15%, 35.45%, 55.60%, 8.33%,-, 0.62%
21155,15.92%, 35.25%, 51.17%, 13.26%,-, 0.32%
21157,12.21%, 37.91%, 50.12%, 11.52%,-, 0.45%
21159,5.07%, 41.92%, 47.00%, 10.43%,-, 0.65%
21161,2.60%, 46.72%, 44.12%, 8.74%,-, 0.42%
21163,10.71%, 38.33%, 49.04%, 12.24%,-, 0.39%
21165,20.83%, 34.14%, 54.97%, 10.05%,-, 0.84%
21167,1.17%, 44.82%, 43.66%, 10.13%,-, 1.39%
21169,8.94%, 48.89%, 39.95%, 10.51%,-, 0.65%
21171,45.06%, 68.03%, 22.96%, 8.55%,-, 0.45%
21173,10.17%, 39.45%, 49.62%, 10.37%,-, 0.56%
21175,10.93%, 38.94%, 49.88%, 10.28%,-, 0.89%
21177,26.30%, 31.35%, 57.65%, 10.70%,-, 0.31%
21179,6.69%, 41.63%, 48.32%, 9.56%,-, 0.49%
21181,6.14%, 41.11%, 47.25%, 11.47%,-, 0.17%
21183,0.15%, 43.05%, 43.20%, 13.33%,-, 0.42%
21185,23.36%, 57.25%, 33.89%, 8.31%,-, 0.55%
21187,2.79%, 45.02%, 42.23%, 11.96%,-, 0.79%
21189,15.80%, 53.24%, 37.44%, 8.85%,-, 0.46%
21191,5.44%, 47.20%, 41.76%, 10.02%,-, 1.02%
21193,25.51%, 32.76%, 58.27%, 8.66%,-, 0.31%
21195,29.65%, 30.47%, 60.12%, 9.14%,-, 0.26%
21197,14.86%, 36.00%, 50.86%, 12.34%,-, 0.80%
21199,35.08%, 63.44%, 28.36%, 7.54%,-, 0.66%
21201,0.94%, 43.29%, 42.35%, 13.76%,-, 0.59%
21203,41.85%, 66.80%, 24.95%, 7.27%,-, 0.99%
21205,14.37%, 36.63%, 51.00%, 11.48%,-, 0.89%
21207,37.72%, 62.22%, 24.50%, 12.96%,-, 0.31%
21209,0.95%, 45.23%, 44.28%, 10.16%,-, 0.32%
21211,6.30%, 49.32%, 43.02%, 7.25%,-, 0.42%
21213,10.51%, 40.80%, 51.31%, 7.48%,-, 0.41%
21215,6.24%, 47.92%, 41.69%, 10.12%,-, 0.27%
21217,20.11%, 54.87%, 34.76%, 9.95%,-, 0.43%
21219,4.08%, 46.43%, 42.35%, 10.30%,-, 0.92%
21221,2.50%, 44.14%, 46.65%, 8.81%,-, 0.40%
21223,9.58%, 38.90%, 48.48%, 11.99%,-, 0.62%
21225,26.73%, 30.57%, 57.30%, 11.76%,-, 0.37%
21227,14.09%, 53.68%, 39.59%, 6.24%,-, 0.49%
21229,11.46%, 50.85%, 39.39%, 9.20%,-, 0.55%
21231,11.56%, 51.56%, 40.00%, 7.94%,-, 0.50%
21233,25.17%, 30.73%, 55.90%, 12.94%,-, 0.43%
21235,11.50%, 50.58%, 39.08%, 9.62%,-, 0.72%
21237,22.86%, 33.61%, 56.46%, 8.79%,-, 1.13%
21239,4.01%, 47.57%, 43.56%, 8.31%,-, 0.57%
22001,12.76%, 38.64%, 51.41%, 9.34%,-, 0.61%
22003,26.47%, 29.27%, 55.74%, 13.42%,-, 1.56%
22005,14.89%, 37.02%, 51.91%, 10.30%,-, 0.77%
22007,36.41%, 26.42%, 62.83%, 8.85%,-, 1.90%
22009,32.03%, 27.01%, 59.04%, 11.80%,-, 2.14%
22011,4.81%, 44.21%, 39.40%, 14.67%,-, 1.71%
22013,26.18%, 32.53%, 58.71%, 6.19%,-, 2.57%
22015,3.81%, 47.63%, 43.82%, 7.52%,-, 1.03%
22017,17.20%, 38.69%, 55.89%, 4.85%,-, 0.57%
22019,15.94%, 35.97%, 51.91%, 11.24%,-, 0.88%
22021,6.03%, 40.40%, 46.44%, 11.27%,-, 1.89%
22023,17.79%, 32.91%, 50.70%, 14.32%,-, 2.07%
22025,17.85%, 34.26%, 52.11%, 11.90%,-, 1.72%
22027,16.46%, 37.10%, 53.55%, 7.86%,-, 1.48%
22029,16.42%, 35.96%, 52.38%, 9.81%,-, 1.85%
22031,25.62%, 33.52%, 59.13%, 6.14%,-, 1.21%
22033,3.33%, 45.60%, 48.93%, 4.68%,-, 0.79%
22035,33.45%, 29.55%, 63.00%, 5.45%,-, 1.99%
22037,21.01%, 35.10%, 56.11%, 7.86%,-, 0.93%
22039,17.30%, 35.53%, 52.83%, 9.74%,-, 1.90%
22041,1.28%, 44.01%, 45.29%, 9.04%,-, 1.66%
22043,1.88%, 42.75%, 40.87%, 14.47%,-, 1.92%
22045,10.26%, 40.09%, 50.35%, 8.17%,-, 1.39%
22047,37.11%, 27.09%, 64.20%, 7.23%,-, 1.47%
22049,4.78%, 42.88%, 47.66%, 8.08%,-, 1.39%
22051,6.73%, 50.32%, 43.59%, 5.24%,-, 0.85%
22053,19.98%, 33.31%, 53.29%, 11.92%,-, 1.48%
22055,5.26%, 48.91%, 43.65%, 6.22%,-, 1.23%
22057,19.38%, 34.99%, 54.37%, 8.63%,-, 2.01%
22059,5.87%, 44.96%, 39.09%, 14.56%,-, 1.40%
22061,5.87%, 43.98%, 49.85%, 4.80%,-, 1.37%
22063,8.46%, 47.39%, 38.94%, 12.17%,-, 1.50%
22065,29.50%, 31.41%, 60.91%, 6.22%,-, 1.46%
22067,7.74%, 41.57%, 49.31%, 7.71%,-, 1.42%
22069,18.62%, 36.06%, 54.69%, 6.94%,-, 2.31%
22071,55.36%, 20.84%, 76.20%, 2.00%,-, 0.95%
22073,7.00%, 49.59%, 42.58%, 6.23%,-, 1.60%
22075,7.92%, 41.61%, 49.53%, 7.93%,-, 0.93%
22077,29.03%, 31.28%, 60.32%, 7.46%,-, 0.94%
22079,2.92%, 43.16%, 46.07%, 9.35%,-, 1.42%
22081,30.19%, 31.28%, 61.48%, 6.24%,-, 1.00%
22083,4.34%, 43.23%, 47.57%, 7.41%,-, 1.80%
22085,7.99%, 39.34%, 47.33%, 11.58%,-, 1.75%
22087,2.47%, 43.86%, 46.33%, 8.62%,-, 1.19%
22089,6.06%, 43.55%, 49.61%, 6.11%,-, 0.74%
22091,39.89%, 25.95%, 65.83%, 7.44%,-, 0.78%
22093,41.10%, 26.36%, 67.46%, 5.66%,-, 0.52%
22095,22.94%, 35.34%, 58.28%, 5.67%,-, 0.72%
22097,23.59%, 34.62%, 58.21%, 6.52%,-, 0.66%
22099,29.88%, 30.36%, 60.24%, 7.75%,-, 1.64%
22101,19.42%, 35.53%, 54.95%, 8.20%,-, 1.32%
22103,27.48%, 60.06%, 32.58%, 6.36%,-, 1.00%
22105,8.25%, 41.28%, 49.53%, 8.36%,-, 0.83%
22107,28.46%, 32.27%, 60.73%, 5.68%,-, 1.32%
22109,12.67%, 38.35%, 51.02%, 9.24%,-, 1.40%
22111,1.66%, 46.30%, 44.64%, 7.29%,-, 1.77%
22113,21.87%, 33.77%, 55.64%, 8.62%,-, 1.96%
22115,5.34%, 39.02%, 44.36%, 14.81%,-, 1.82%
22117,16.43%, 36.85%, 53.28%, 9.12%,-, 0.75%
22119,20.18%, 35.13%, 55.31%, 7.56%,-, 2.01%
22121,24.93%, 33.21%, 58.14%, 8.15%,-, 0.49%
22123,10.77%, 49.66%, 38.90%, 9.68%,-, 1.76%
22125,17.75%, 35.86%, 53.62%, 8.61%,-, 1.91%
22127,13.08%, 37.56%, 50.64%, 9.85%,-, 1.96%
23001,30.76%, 25.79%, 56.55%, 15.15%,-, 2.51%
23003,21.91%, 29.89%, 51.80%, 16.52%,-, 1.79%
23005,20.74%, 32.88%, 53.62%, 9.80%, 2.87%, 0.83%
23007,27.42%, 25.74%, 53.16%, 17.59%, 2.38%, 1.13%
23009,14.79%, 31.55%, 46.34%, 15.48%, 5.83%, 0.80%
23011,26.69%, 27.68%, 54.37%, 14.88%, 2.12%, 0.95%
23013,14.02%, 32.79%, 46.81%, 14.72%, 4.45%, 1.23%
23015,9.67%, 35.06%, 44.74%, 16.08%, 3.14%, 0.97%
23017,24.31%, 27.74%, 52.05%, 17.59%,-, 2.62%
23019,18.54%, 32.45%, 51.00%, 13.72%, 2.01%, 0.83%
23021,17.13%, 31.56%, 48.69%, 17.09%,-, 2.67%
23023,18.15%, 31.59%, 49.73%, 14.48%, 3.15%, 1.05%
23025,23.91%, 27.03%, 50.94%, 19.25%,-, 2.78%
23027,15.59%, 30.78%, 46.37%, 16.30%, 5.42%, 1.14%
23029,15.83%, 31.56%, 47.39%, 17.91%, 2.23%, 0.92%
23031,18.95%, 32.05%, 51.00%, 13.96%, 2.02%, 0.98%
24001,4.27%, 46.68%, 42.40%, 10.20%,-, 0.72%
24003,6.66%, 48.68%, 42.02%, 8.32%,-, 0.98%
24005,6.72%, 42.39%, 49.12%, 7.55%,-, 0.94%
24009,6.37%, 48.84%, 42.47%, 8.20%,-, 0.50%
24011,7.62%, 47.38%, 39.76%, 11.58%,-, 1.28%
24013,24.90%, 57.20%, 32.31%, 9.19%,-, 1.29%
24015,3.03%, 44.50%, 41.47%, 12.77%,-, 1.26%
24017,4.30%, 48.66%, 44.36%, 6.51%,-, 0.47%
24019,2.75%, 43.14%, 45.88%, 10.03%,-, 0.95%
24021,14.41%, 52.82%, 38.41%, 7.64%,-, 1.13%
24023,23.29%, 55.18%, 31.89%, 12.26%,-, 0.66%
24025,12.67%, 50.76%, 38.08%, 10.15%,-, 1.01%
24027,7.04%, 42.77%, 49.81%, 6.29%,-, 1.13%
24029,2.17%, 43.66%, 45.83%, 9.66%,-, 0.86%
24031,24.21%, 35.15%, 59.36%, 4.31%,-, 1.17%
24033,51.57%, 21.93%, 73.50%, 3.81%,-, 0.77%
24035,15.35%, 52.40%, 37.06%, 9.62%,-, 0.92%
24037,7.76%, 49.71%, 41.95%, 7.67%,-, 0.66%
24039,8.90%, 40.72%, 49.62%, 8.55%,-, 1.12%
24041,16.93%, 54.43%, 37.50%, 7.11%,-, 0.96%
24043,11.75%, 50.86%, 39.11%, 9.34%,-, 0.70%
24045,1.41%, 46.50%, 45.09%, 7.92%,-, 0.50%
24047,0.20%, 45.01%, 44.81%, 9.52%,-, 0.66%
24510,63.81%, 15.53%, 79.34%, 4.08%,-, 1.06%
25001,17.23%, 36.25%, 53.48%, 8.93%,-, 1.34%
25003,43.25%, 21.48%, 64.73%, 12.45%,-, 1.34%
25005,40.64%, 23.79%, 64.44%, 10.82%,-, 0.95%
25007,44.12%, 22.58%, 66.70%, 8.53%,-, 2.19%
25009,28.10%, 30.58%, 58.68%, 9.29%,-, 1.45%
25011,35.65%, 24.60%, 60.25%, 11.75%,-, 3.39%
25013,32.82%, 28.17%, 60.99%, 9.84%,-, 1.01%
25015,41.43%, 22.64%, 64.07%, 10.09%,-, 3.20%
25017,36.35%, 27.06%, 63.41%, 7.66%,-, 1.87%
25019,29.60%, 29.38%, 58.98%, 9.62%,-, 2.02%
25021,29.13%, 30.95%, 60.07%, 7.64%,-, 1.34%
25023,21.36%, 33.31%, 54.67%, 10.73%,-, 1.29%
25025,53.08%, 19.94%, 73.01%, 5.51%,-, 1.54%
25027,28.42%, 29.84%, 58.26%, 10.28%,-, 1.62%
26001,7.06%, 40.09%, 47.15%, 12.04%,-, 0.72%
26003,18.91%, 33.77%, 52.68%, 12.69%,-, 0.85%
26005,16.75%, 53.77%, 37.02%, 8.43%,-, 0.78%
26007,19.19%, 33.54%, 52.73%, 12.82%,-, 0.91%
26009,4.00%, 45.85%, 41.85%, 11.18%,-, 1.12%
26011,18.59%, 34.09%, 52.68%, 12.81%,-, 0.42%
26013,11.90%, 36.70%, 48.60%, 13.96%,-, 0.73%
26015,7.23%, 48.18%, 40.95%, 9.87%,-, 1.00%
26017,23.78%, 32.33%, 56.12%, 10.91%,-, 0.65%
26019,3.32%, 42.09%, 45.41%, 11.25%,-, 1.25%
26021,6.14%, 47.65%, 41.51%, 10.05%,-, 0.79%
26023,1.66%, 42.70%, 44.36%, 12.02%,-, 0.93%
26025,10.17%, 39.95%, 50.12%, 9.09%,-, 0.84%
26027,4.64%, 41.01%, 45.65%, 12.46%,-, 0.88%
26029,1.59%, 44.23%, 42.64%, 11.85%,-, 1.27%
26031,7.14%, 39.18%, 46.32%, 13.50%,-, 1.01%
26033,10.52%, 38.74%, 49.26%, 10.96%,-, 1.03%
26035,21.99%, 32.03%, 54.02%, 13.10%,-, 0.85%
26037,6.12%, 47.88%, 41.76%, 9.43%,-, 0.92%
26039,8.90%, 37.70%, 46.60%, 14.68%,-, 1.01%
26041,16.32%, 36.69%, 53.01%, 9.55%,-, 0.75%
26043,10.40%, 38.03%, 48.43%, 12.75%,-, 0.79%
26045,0.70%, 44.98%, 44.29%, 9.80%,-, 0.93%
26047,8.82%, 47.71%, 38.89%, 12.02%,-, 1.38%
26049,32.59%, 28.34%, 60.94%, 10.15%,-, 0.57%
26051,17.06%, 34.32%, 51.38%, 13.71%,-, 0.58%
26053,20.36%, 33.83%, 54.19%, 11.20%,-, 0.78%
26055,10.11%, 49.07%, 38.97%, 10.58%,-, 1.38%
26057,3.89%, 41.77%, 45.67%, 11.85%,-, 0.71%
26059,12.17%, 48.56%, 36.39%, 13.82%,-, 1.23%
26061,0.12%, 43.46%, 43.57%, 11.59%,-, 1.38%
26063,4.72%, 41.24%, 45.96%, 12.19%,-, 0.61%
26065,17.54%, 36.89%, 54.43%, 7.40%,-, 1.28%
26067,1.46%, 44.63%, 43.17%, 10.97%,-, 1.23%
26069,14.73%, 35.50%, 50.23%, 13.76%,-, 0.52%
26071,20.10%, 33.24%, 53.34%, 12.46%,-, 0.96%
26073,11.24%, 38.57%, 49.81%, 10.70%,-, 0.92%
26075,0.63%, 44.42%, 43.79%, 10.61%,-, 1.19%
26077,5.31%, 43.70%, 49.01%, 6.30%,-, 0.99%
26079,3.46%, 40.28%, 43.74%, 15.13%,-, 0.85%
26081,15.86%, 54.32%, 38.46%, 6.32%,-, 0.90%
26083,6.52%, 39.53%, 46.05%, 13.61%,-, 0.81%
26085,31.70%, 27.61%, 59.31%, 12.56%,-, 0.52%
26087,2.86%, 40.71%, 43.57%, 14.59%,-, 1.13%
26089,11.10%, 50.36%, 39.26%, 9.03%,-, 1.36%
26091,7.74%, 39.78%, 47.51%, 11.70%,-, 1.01%
26093,13.41%, 50.79%, 37.38%, 10.52%,-, 1.31%
26095,5.82%, 39.20%, 45.02%, 14.88%,-, 0.89%
26097,7.27%, 39.59%, 46.86%, 12.88%,-, 0.68%
26099,10.07%, 39.41%, 49.48%, 9.76%,-, 1.35%
26101,14.95%, 36.12%, 51.08%, 11.67%,-, 1.13%
26103,23.78%, 32.91%, 56.69%, 9.31%,-, 1.09%
26105,4.33%, 41.35%, 45.69%, 12.45%,-, 0.51%
26107,8.24%, 40.30%, 48.54%, 10.46%,-, 0.70%
26109,8.27%, 39.65%, 47.92%, 11.83%,-, 0.60%
26111,3.81%, 46.01%, 42.20%, 11.02%,-, 0.78%
26113,12.55%, 49.99%, 37.44%, 11.93%,-, 0.63%
26115,12.17%, 37.46%, 49.63%, 12.02%,-, 0.88%
26117,6.41%, 40.47%, 46.88%, 11.80%,-, 0.86%
26119,7.84%, 38.33%, 46.17%, 14.85%,-, 0.65%
26121,21.21%, 34.48%, 55.69%, 9.13%,-, 0.70%
26123,1.44%, 44.58%, 43.14%, 11.60%,-, 0.69%
26125,4.36%, 43.48%, 47.84%, 7.26%,-, 1.42%
26127,4.85%, 40.52%, 45.36%, 13.20%,-, 0.92%
26129,20.09%, 32.04%, 52.13%, 15.10%,-, 0.73%
26131,13.12%, 35.86%, 48.98%, 14.22%,-, 0.94%
26133,2.53%, 42.41%, 44.94%, 11.75%,-, 0.90%
26135,2.87%, 41.48%, 44.35%, 13.50%,-, 0.67%
26137,3.45%, 43.73%, 40.28%, 15.38%,-, 0.61%
26139,36.07%, 64.39%, 28.32%, 6.58%,-, 0.71%
26141,14.31%, 35.74%, 50.04%, 13.52%,-, 0.70%
26143,16.54%, 34.94%, 51.48%, 13.00%,-, 0.57%
26145,18.23%, 35.97%, 54.19%, 9.20%,-, 0.63%
26147,10.62%, 37.42%, 48.04%, 13.53%,-, 1.01%
26149,5.94%, 46.96%, 41.02%, 11.15%,-, 0.88%
26151,4.21%, 45.17%, 40.96%, 13.08%,-, 0.79%
26153,25.50%, 31.00%, 56.50%, 11.88%,-, 0.62%
26155,9.71%, 38.56%, 48.27%, 12.19%,-, 0.97%
26157,5.12%, 40.43%, 45.55%, 13.31%,-, 0.71%
26159,7.18%, 40.56%, 47.74%, 10.53%,-, 1.17%
26161,26.61%, 32.33%, 58.94%, 6.47%,-, 2.26%
26163,44.91%, 24.04%, 68.95%, 5.95%,-, 1.05%
26165,5.42%, 40.93%, 46.35%, 11.66%,-, 1.06%
27001,20.03%, 31.43%, 51.46%, 15.60%,-, 1.51%
27003,17.75%, 33.66%, 51.41%, 13.26%,-, 1.67%
27005,3.36%, 40.83%, 44.20%, 13.56%,-, 1.41%
27007,13.88%, 36.64%, 50.52%, 10.32%,-, 2.53%
27009,8.85%, 36.54%, 45.39%, 16.12%,-, 1.96%
27011,20.96%, 32.99%, 53.95%, 12.26%,-, 0.80%
27013,13.21%, 35.95%, 49.17%, 13.16%,-, 1.72%
27015,5.79%, 45.15%, 39.36%, 14.45%,-, 1.04%
27017,28.88%, 28.99%, 57.87%, 11.43%,-, 1.71%
27019,2.93%, 43.95%, 41.02%, 13.42%,-, 1.61%
27021,5.37%, 39.83%, 45.20%, 13.47%,-, 1.50%
27023,17.29%, 34.60%, 51.89%, 12.77%,-, 0.73%
27025,14.81%, 33.74%, 48.56%, 15.86%,-, 1.84%
27027,8.03%, 41.11%, 49.14%, 8.13%,-, 1.62%
27029,4.41%, 40.50%, 44.91%, 13.40%,-, 1.20%
27031,6.29%, 39.94%, 46.22%, 9.73%, 2.37%, 1.74%
27033,1.69%, 42.66%, 44.35%, 12.01%,-, 0.99%
27035,4.25%, 40.44%, 44.69%, 13.71%,-, 1.16%
27037,13.00%, 37.11%, 50.11%, 11.08%,-, 1.70%
27039,4.64%, 38.84%, 43.48%, 16.45%,-, 1.22%
27041,1.92%, 43.63%, 41.71%, 13.53%,-, 1.13%
27043,6.60%, 39.60%, 46.20%, 13.35%,-, 0.85%
27045,12.84%, 35.15%, 47.99%, 15.97%,-, 0.89%
27047,20.59%, 32.31%, 52.90%, 13.92%,-, 0.86%
27049,12.98%, 35.89%, 48.88%, 13.81%,-, 1.42%
27051,14.65%, 36.05%, 50.70%, 12.18%,-, 1.07%
27053,21.22%, 33.17%, 54.38%, 9.09%, 2.02%, 1.34%
27055,5.07%, 38.88%, 43.95%, 15.23%,-, 1.95%
27057,2.40%, 41.25%, 43.65%, 13.10%,-, 2.01%
27059,12.28%, 34.35%, 46.63%, 17.31%,-, 1.71%
27061,20.51%, 31.78%, 52.29%, 14.11%,-, 1.82%
27063,9.83%, 36.87%, 46.70%, 15.55%,-, 0.87%
27065,16.86%, 32.35%, 49.21%, 16.75%,-, 1.70%
27067,10.20%, 38.41%, 48.61%, 12.03%,-, 0.94%
27069,12.33%, 38.38%, 50.71%, 9.82%,-, 1.09%
27071,20.68%, 30.91%, 51.59%, 16.32%,-, 1.19%
27073,21.79%, 32.41%, 54.20%, 12.56%,-, 0.83%
27075,28.26%, 27.93%, 56.20%, 12.47%,-, 3.40%
27077,3.68%, 40.48%, 44.16%, 14.27%,-, 1.09%
27079,13.87%, 34.81%, 48.68%, 15.16%,-, 1.35%
27081,13.08%, 35.49%, 48.58%, 14.92%,-, 1.01%
27083,1.13%, 42.97%, 44.11%, 11.77%,-, 1.15%
27085,3.93%, 38.92%, 42.86%, 17.08%,-, 1.14%
27087,6.75%, 39.70%, 46.45%, 12.22%,-, 1.63%
27089,5.14%, 40.12%, 45.27%, 13.78%,-, 0.83%
27091,3.95%, 40.91%, 44.86%, 13.36%,-, 0.87%
27093,11.44%, 35.56%, 47.01%, 16.30%,-, 1.13%
27095,15.64%, 33.22%, 48.86%, 16.53%,-, 1.40%
27097,5.07%, 38.03%, 43.11%, 17.38%,-, 1.48%
27099,30.00%, 27.65%, 57.65%, 13.64%,-, 1.06%
27101,5.46%, 39.17%, 44.63%, 15.47%,-, 0.74%
27103,12.39%, 36.53%, 48.92%, 12.55%,-, 1.99%
27105,3.72%, 41.60%, 45.32%, 12.49%,-, 0.60%
27107,12.98%, 37.40%, 50.38%, 11.42%,-, 0.81%
27109,0.01%, 43.92%, 43.92%, 10.84%,-, 1.32%
27111,4.99%, 45.68%, 40.69%, 12.34%,-, 1.28%
27113,11.58%, 35.99%, 47.57%, 15.38%,-, 1.05%
27115,22.82%, 29.88%, 52.70%, 15.49%,-, 1.93%
27117,2.05%, 44.39%, 42.33%, 12.69%,-, 0.59%
27119,5.93%, 40.94%, 46.88%, 11.05%,-, 1.13%
27121,14.67%, 36.03%, 50.70%, 12.03%,-, 1.25%
27123,29.33%, 29.34%, 58.66%, 8.92%,-, 3.08%
27125,17.00%, 33.00%, 50.00%, 15.86%,-, 1.14%
27127,8.95%, 47.13%, 38.17%, 13.41%,-, 1.29%
27129,12.98%, 35.04%, 48.02%, 15.91%,-, 1.02%
27131,24.89%, 30.09%, 54.98%, 12.32%,-, 2.62%
