statecounty,Margin,Reagan,Mondale,Hall,Other
48049,34.95%, 67.29%, 32.34%,-, 0.37%
48051,8.79%, 54.29%, 45.50%,-, 0.21%
48053,32.69%, 66.18%, 33.49%,-, 0.33%
48055,11.82%, 55.81%, 43.99%,-, 0.21%
48057,26.25%, 62.99%, 36.74%,-, 0.27%
48059,45.88%, 72.69%, 26.81%,-, 0.49%
48061,5.61%, 52.64%, 47.03%,-, 0.33%
48063,7.70%, 53.69%, 45.99%,-, 0.31%
48065,48.74%, 74.12%, 25.38%,-, 0.49%
48067,13.81%, 56.78%, 42.97%,-, 0.26%
48069,33.28%, 66.30%, 33.02%,-, 0.69%
48071,24.18%, 61.84%, 37.66%,-, 0.50%
48073,29.05%, 64.41%, 35.36%,-, 0.24%
48075,27.17%, 63.44%, 36.28%,-, 0.28%
48077,16.38%, 58.04%, 41.66%,-, 0.29%
48079,33.16%, 66.13%, 32.98%,-, 0.89%
48081,33.00%, 66.25%, 33.25%,-, 0.50%
48083,32.49%, 66.16%, 33.67%,-, 0.17%
48085,63.46%, 81.64%, 18.18%,-, 0.19%
48087,30.43%, 64.96%, 34.53%,-, 0.51%
48089,30.12%, 64.95%, 34.83%,-, 0.22%
48091,52.44%, 76.07%, 23.63%,-, 0.29%
48093,8.69%, 54.12%, 45.43%,-, 0.44%
48095,17.12%, 58.31%, 41.19%,-, 0.50%
48097,43.08%, 71.43%, 28.35%,-, 0.22%
48099,48.72%, 74.24%, 25.52%,-, 0.25%
48101,10.09%, 44.09%, 54.17%,-, 1.74%
48103,57.68%, 78.60%, 20.92%,-, 0.48%
48105,29.99%, 64.96%, 34.98%,-, 0.06%
48107,6.31%, 52.94%, 46.63%,-, 0.42%
48109,11.12%, 55.51%, 44.38%,-, 0.11%
48111,52.21%, 75.80%, 23.59%,-, 0.62%
48113,33.06%, 66.41%, 33.35%,-, 0.24%
48115,34.73%, 67.21%, 32.48%,-, 0.31%
48117,52.16%, 75.79%, 23.64%,-, 0.57%
48119,2.55%, 51.17%, 48.63%,-, 0.20%
48121,51.71%, 75.74%, 24.03%,-, 0.23%
48123,40.03%, 69.95%, 29.91%,-, 0.14%
48125,7.57%, 45.90%, 53.48%,-, 0.62%
48127,31.04%, 34.38%, 65.42%,-, 0.21%
48129,41.94%, 70.84%, 28.89%,-, 0.27%
48131,51.36%, 24.22%, 75.58%,-, 0.20%
48133,31.38%, 65.52%, 34.13%,-, 0.35%
48135,55.31%, 77.41%, 22.09%,-, 0.50%
48137,59.41%, 79.64%, 20.23%,-, 0.13%
48139,35.41%, 67.56%, 32.15%,-, 0.29%
48141,11.99%, 55.83%, 43.84%,-, 0.34%
48143,30.74%, 65.16%, 34.42%,-, 0.42%
48145,4.99%, 52.34%, 47.34%,-, 0.32%
48147,3.22%, 51.53%, 48.31%,-, 0.16%
48149,41.07%, 70.40%, 29.33%,-, 0.27%
48151,17.78%, 40.94%, 58.72%,-, 0.34%
48153,34.11%, 66.75%, 32.64%,-, 0.61%
48155,2.59%, 51.03%, 48.43%,-, 0.54%
48157,37.60%, 68.71%, 31.11%,-, 0.18%
48159,24.83%, 62.28%, 37.45%,-, 0.27%
48161,18.54%, 59.20%, 40.66%,-, 0.15%
48163,13.99%, 42.90%, 56.89%,-, 0.21%
48165,54.26%, 76.82%, 22.56%,-, 0.62%
48167,5.43%, 52.40%, 46.97%,-, 0.63%
48169,39.89%, 69.66%, 29.77%,-, 0.57%
48171,65.54%, 82.63%, 17.10%,-, 0.27%
48173,51.31%, 75.19%, 23.88%,-, 0.93%
48175,29.62%, 64.79%, 35.17%,-, 0.04%
48177,28.61%, 64.19%, 35.58%,-, 0.23%
48179,63.27%, 81.50%, 18.23%,-, 0.27%
48181,31.21%, 65.47%, 34.26%,-, 0.27%
48183,46.74%, 73.07%, 26.33%,-, 0.61%
48185,17.30%, 58.50%, 41.20%,-, 0.30%
48187,47.83%, 73.80%, 25.96%,-, 0.24%
48189,41.02%, 70.43%, 29.40%,-, 0.17%
48191,3.62%, 51.74%, 48.12%,-, 0.15%
48193,30.33%, 65.01%, 34.68%,-, 0.31%
48195,78.92%, 89.38%, 10.46%,-, 0.16%
48197,14.31%, 56.97%, 42.66%,-, 0.37%
48199,10.51%, 55.11%, 44.60%,-, 0.29%
48201,23.15%, 61.46%, 38.31%,-, 0.23%
48203,23.62%, 61.52%, 37.90%,-, 0.58%
48205,59.52%, 79.45%, 19.93%,-, 0.62%
48207,8.47%, 53.98%, 45.51%,-, 0.51%
48209,30.25%, 64.98%, 34.73%,-, 0.30%
48211,59.85%, 79.83%, 19.98%,-, 0.19%
48213,27.01%, 63.38%, 36.37%,-, 0.24%
48215,11.44%, 44.14%, 55.58%,-, 0.28%
48217,21.89%, 60.80%, 38.91%,-, 0.30%
48219,45.30%, 72.39%, 27.09%,-, 0.52%
48221,37.84%, 68.71%, 30.87%,-, 0.41%
48223,21.75%, 60.80%, 39.05%,-, 0.15%
48225,16.17%, 57.98%, 41.80%,-, 0.22%
48227,29.12%, 64.31%, 35.20%,-, 0.49%
48229,21.13%, 60.35%, 39.22%,-, 0.43%
48231,34.39%, 67.08%, 32.69%,-, 0.23%
48233,62.89%, 81.26%, 18.37%,-, 0.37%
48235,51.09%, 75.30%, 24.21%,-, 0.49%
48237,31.67%, 65.67%, 34.01%,-, 0.32%
48239,33.90%, 66.83%, 32.93%,-, 0.24%
48241,1.51%, 50.64%, 49.13%,-, 0.23%
48243,26.01%, 62.70%, 36.69%,-, 0.61%
48245,9.70%, 45.03%, 54.73%,-, 0.24%
48247,47.34%, 26.29%, 73.63%,-, 0.09%
48249,13.85%, 42.99%, 56.84%,-, 0.17%
48251,33.14%, 66.44%, 33.30%,-, 0.26%
48253,26.23%, 62.93%, 36.71%,-, 0.36%
48255,25.93%, 62.84%, 36.91%,-, 0.25%
48257,25.36%, 62.55%, 37.18%,-, 0.27%
48259,65.74%, 82.72%, 16.99%,-, 0.29%
48261,6.76%, 46.38%, 53.14%,-, 0.48%
48263,13.44%, 56.46%, 43.03%,-, 0.51%
48265,58.28%, 79.00%, 20.72%,-, 0.29%
48267,49.94%, 74.72%, 24.78%,-, 0.50%
48269,45.36%, 72.68%, 27.32%,-,-
48271,22.80%, 61.28%, 38.48%,-, 0.24%
48273,7.38%, 53.48%, 46.10%,-, 0.42%
48275,5.43%, 52.61%, 47.18%,-, 0.20%
48277,25.43%, 62.57%, 37.14%,-, 0.29%
48279,33.85%, 66.78%, 32.93%,-, 0.29%
48281,41.46%, 70.60%, 29.14%,-, 0.26%
48283,19.77%, 40.06%, 59.82%,-, 0.12%
48285,34.44%, 67.15%, 32.71%,-, 0.13%
48287,28.24%, 64.05%, 35.82%,-, 0.13%
48289,27.51%, 63.66%, 36.15%,-, 0.20%
48291,24.97%, 62.28%, 37.31%,-, 0.42%
48293,11.43%, 55.62%, 44.19%,-, 0.19%
48295,71.43%, 85.54%, 14.11%,-, 0.35%
48297,32.48%, 66.00%, 33.52%,-, 0.48%
48299,36.08%, 67.89%, 31.81%,-, 0.30%
48301,56.16%, 78.08%, 21.92%,-,-
48303,50.33%, 74.98%, 24.66%,-, 0.36%
48305,23.12%, 61.48%, 38.37%,-, 0.15%
48307,17.90%, 58.82%, 40.92%,-, 0.26%
48309,29.01%, 64.40%, 35.39%,-, 0.21%
48311,69.35%, 84.67%, 15.33%,-,-
48313,21.78%, 60.74%, 38.95%,-, 0.31%
48315,5.04%, 52.34%, 47.30%,-, 0.36%
48317,40.57%, 70.00%, 29.43%,-, 0.57%
48319,34.31%, 67.01%, 32.70%,-, 0.29%
48321,23.74%, 61.72%, 37.98%,-, 0.30%
48323,26.33%, 36.68%, 63.01%,-, 0.31%
48325,30.49%, 65.17%, 34.68%,-, 0.15%
48327,29.42%, 64.44%, 35.02%,-, 0.53%
48329,64.55%, 82.13%, 17.58%,-, 0.29%
48331,7.99%, 53.86%, 45.87%,-, 0.27%
48333,29.29%, 64.39%, 35.10%,-, 0.51%
48335,20.11%, 59.79%, 39.68%,-, 0.54%
48337,25.66%, 62.67%, 37.01%,-, 0.31%
48339,51.08%, 75.39%, 24.31%,-, 0.31%
48341,60.73%, 80.21%, 19.48%,-, 0.31%
48343,2.57%, 48.51%, 51.07%,-, 0.42%
48345,30.65%, 65.08%, 34.43%,-, 0.49%
48347,39.17%, 69.44%, 30.27%,-, 0.29%
48349,15.87%, 57.86%, 41.99%,-, 0.16%
48351,21.57%, 39.03%, 60.60%,-, 0.37%
48353,17.67%, 58.80%, 41.13%,-, 0.07%
48355,7.52%, 53.68%, 46.16%,-, 0.16%
48357,78.45%, 89.15%, 10.70%,-, 0.15%
48359,54.14%, 76.97%, 22.83%,-, 0.20%
48361,4.43%, 47.63%, 52.06%,-, 0.31%
48363,25.91%, 62.81%, 36.90%,-, 0.30%
48365,28.10%, 63.88%, 35.78%,-, 0.34%
48367,38.45%, 69.07%, 30.62%,-, 0.31%
48369,63.09%, 81.37%, 18.28%,-, 0.35%
48371,36.52%, 67.93%, 31.42%,-, 0.65%
48373,21.06%, 60.36%, 39.30%,-, 0.33%
48375,41.63%, 70.57%, 28.94%,-, 0.49%
48377,8.15%, 44.01%, 52.16%,-,-
48379,20.57%, 60.21%, 39.64%,-, 0.15%
48381,66.48%, 83.08%, 16.60%,-, 0.32%
48383,63.14%, 81.50%, 18.35%,-, 0.15%
48385,47.04%, 73.34%, 26.30%,-, 0.37%
48387,8.36%, 54.05%, 45.68%,-, 0.27%
48389,1.33%, 50.51%, 49.18%,-, 0.31%
48391,21.61%, 60.71%, 39.09%,-, 0.20%
48393,67.13%, 83.57%, 16.43%,-,-
48395,11.24%, 44.27%, 55.50%,-, 0.23%
48397,60.47%, 80.11%, 19.63%,-, 0.26%
48399,42.83%, 71.06%, 28.23%,-, 0.72%
48401,41.18%, 70.40%, 29.22%,-, 0.39%
48403,2.63%, 51.21%, 48.59%,-, 0.20%
48405,10.03%, 54.89%, 44.86%,-, 0.26%
48407,12.51%, 56.09%, 43.58%,-, 0.34%
48409,11.20%, 55.48%, 44.27%,-, 0.25%
48411,18.74%, 59.16%, 40.42%,-, 0.42%
48413,44.48%, 71.95%, 27.46%,-, 0.59%
48415,52.26%, 75.85%, 23.59%,-, 0.56%
48417,47.76%, 73.63%, 25.87%,-, 0.50%
48419,14.74%, 57.21%, 42.47%,-, 0.33%
48421,67.13%, 83.27%, 16.14%,-, 0.59%
48423,45.46%, 72.60%, 27.13%,-, 0.27%
48425,38.19%, 69.00%, 30.81%,-, 0.19%
48427,50.48%, 24.70%, 75.18%,-, 0.12%
48429,46.83%, 73.27%, 26.45%,-, 0.28%
48431,63.10%, 81.27%, 18.17%,-, 0.56%
48433,3.54%, 48.15%, 51.69%,-, 0.16%
48435,45.67%, 72.69%, 27.02%,-, 0.29%
48437,0.95%, 49.40%, 50.35%,-, 0.25%
48439,34.68%, 67.25%, 32.57%,-, 0.18%
48441,56.14%, 77.92%, 21.78%,-, 0.29%
48443,16.91%, 58.31%, 41.40%,-, 0.29%
48445,34.84%, 67.34%, 32.49%,-, 0.17%
48447,20.22%, 59.86%, 39.63%,-, 0.51%
48449,16.48%, 58.08%, 41.61%,-, 0.31%
48451,45.17%, 72.46%, 27.29%,-, 0.25%
48453,14.02%, 56.84%, 42.82%,-, 0.34%
48455,10.22%, 54.89%, 44.67%,-, 0.44%
48457,7.65%, 53.62%, 45.97%,-, 0.41%
48459,22.64%, 61.16%, 38.53%,-, 0.31%
48461,61.33%, 80.39%, 19.06%,-, 0.55%
48463,31.67%, 65.73%, 34.06%,-, 0.21%
48465,20.97%, 60.38%, 39.41%,-, 0.21%
48467,30.52%, 65.17%, 34.65%,-, 0.18%
48469,45.29%, 72.41%, 27.12%,-, 0.47%
48471,34.70%, 67.24%, 32.54%,-, 0.21%
48473,3.62%, 51.69%, 48.07%,-, 0.24%
48475,48.71%, 74.03%, 25.31%,-, 0.66%
48477,44.72%, 72.32%, 27.60%,-, 0.08%
48479,17.80%, 40.99%, 58.79%,-, 0.22%
48481,25.20%, 62.54%, 37.34%,-, 0.13%
48483,47.22%, 73.51%, 26.29%,-, 0.20%
48485,28.67%, 64.18%, 35.51%,-, 0.31%
48487,28.79%, 64.23%, 35.45%,-, 0.32%
48489,12.93%, 43.41%, 56.33%,-, 0.26%
48491,44.33%, 72.03%, 27.70%,-, 0.28%
48493,23.66%, 61.72%, 38.05%,-, 0.23%
48495,49.13%, 74.41%, 25.29%,-, 0.30%
48497,28.58%, 64.11%, 35.53%,-, 0.36%
48499,34.82%, 67.32%, 32.50%,-, 0.18%
48501,65.52%, 82.61%, 17.09%,-, 0.30%
48503,41.04%, 70.40%, 29.36%,-, 0.24%
48505,12.96%, 43.34%, 56.30%,-, 0.36%
48507,52.04%, 23.89%, 75.93%,-, 0.18%
49001,36.22%, 67.95%, 31.73%,-, 0.31%
49003,73.68%, 86.65%, 12.98%,-, 0.37%
49005,68.09%, 83.68%, 15.59%,-, 0.73%
49007,0.41%, 49.82%, 49.41%,-, 0.77%
49009,13.14%, 56.38%, 43.24%,-, 0.38%
49011,61.41%, 80.29%, 18.88%,-, 0.82%
49013,70.84%, 85.16%, 14.32%,-, 0.52%
49015,39.54%, 69.41%, 29.87%,-, 0.72%
49017,66.87%, 83.15%, 16.28%,-, 0.57%
49019,47.13%, 73.15%, 26.02%,-, 0.83%
49021,66.83%, 83.09%, 16.26%,-, 0.64%
49023,34.82%, 67.23%, 32.41%,-, 0.35%
49025,70.48%, 85.12%, 14.63%,-, 0.25%
49027,56.68%, 78.11%, 21.43%,-, 0.47%
49029,59.79%, 79.59%, 19.79%,-, 0.62%
49031,60.11%, 80.05%, 19.95%,-,-
49033,71.54%, 85.61%, 14.07%,-, 0.32%
49035,39.65%, 69.28%, 29.63%,-, 1.10%
49037,38.66%, 69.13%, 30.47%,-, 0.40%
49039,63.15%, 81.26%, 18.11%,-, 0.63%
49041,67.89%, 83.49%, 15.60%,-, 0.90%
49043,44.80%, 71.79%, 27.00%,-, 1.21%
49045,28.57%, 63.95%, 35.38%,-, 0.67%
49047,71.74%, 85.57%, 13.83%,-, 0.59%
49049,65.69%, 82.61%, 16.91%,-, 0.48%
49051,46.39%, 72.93%, 26.54%,-, 0.52%
49053,73.00%, 86.21%, 13.21%,-, 0.59%
49055,60.91%, 80.24%, 19.33%,-, 0.43%
49057,41.44%, 70.40%, 28.97%,-, 0.63%
50001,17.58%, 58.26%, 40.68%,-, 1.05%
50003,19.60%, 59.11%, 39.51%,-, 1.37%
50005,37.95%, 68.32%, 30.38%,-, 1.30%
50007,9.65%, 54.11%, 44.46%,-, 1.43%
50009,39.97%, 69.48%, 29.50%,-, 1.02%
50011,20.11%, 59.63%, 39.52%,-, 0.85%
50013,21.84%, 60.27%, 38.43%,-, 1.29%
50015,25.62%, 62.10%, 36.49%,-, 1.41%
50017,21.81%, 60.24%, 38.44%,-, 1.32%
50019,28.45%, 63.53%, 35.08%,-, 1.39%
50021,22.78%, 60.98%, 38.20%,-, 0.82%
50023,10.11%, 54.48%, 44.37%,-, 1.15%
50025,9.16%, 54.05%, 44.89%,-, 1.06%
50027,17.26%, 57.96%, 40.70%,-, 1.34%
51001,29.62%, 64.55%, 34.94%,-, 0.51%
51003,28.73%, 64.16%, 35.43%,-, 0.41%
51005,22.53%, 60.89%, 38.36%,-, 0.75%
51007,23.76%, 61.41%, 37.64%,-, 0.95%
51009,34.14%, 66.51%, 32.37%,-, 1.11%
51011,38.28%, 68.65%, 30.37%,-, 0.97%
51013,3.02%, 48.24%, 51.26%,-, 0.50%
51015,59.04%, 79.22%, 20.18%,-, 0.60%
51017,32.51%, 65.93%, 33.43%,-, 0.64%
51019,36.91%, 68.15%, 31.24%,-, 0.60%
51021,35.09%, 67.29%, 32.19%,-, 0.52%
51023,29.24%, 64.15%, 34.91%,-, 0.94%
51025,1.48%, 48.58%, 50.06%,-, 1.37%
51027,21.26%, 38.71%, 59.97%,-, 1.32%
51029,16.33%, 57.36%, 41.03%,-, 1.62%
51031,50.26%, 74.69%, 24.44%,-, 0.87%
51033,2.64%, 48.04%, 50.68%,-, 1.27%
51035,41.25%, 70.26%, 29.02%,-, 0.72%
51036,38.70%, 30.03%, 68.73%,-, 1.24%
51037,24.46%, 61.76%, 37.29%,-, 0.95%
51041,59.81%, 79.78%, 19.97%,-, 0.26%
51043,34.92%, 67.21%, 32.29%,-, 0.50%
51045,16.13%, 57.70%, 41.56%,-, 0.74%
51047,42.15%, 70.60%, 28.45%,-, 0.95%
51049,23.73%, 60.89%, 37.16%,-, 1.95%
51051,10.48%, 44.34%, 54.82%,-, 0.85%
51053,13.09%, 56.04%, 42.95%,-, 1.01%
51057,23.84%, 61.63%, 37.79%,-, 0.58%
51059,26.05%, 62.88%, 36.83%,-, 0.28%
51061,43.34%, 71.41%, 28.07%,-, 0.53%
51063,36.14%, 67.69%, 31.54%,-, 0.77%
51065,25.33%, 62.21%, 36.88%,-, 0.91%
51067,21.79%, 60.21%, 38.42%,-, 1.37%
51069,56.01%, 77.79%, 21.77%,-, 0.44%
51071,17.33%, 58.18%, 40.84%,-, 0.98%
51073,42.68%, 70.91%, 28.23%,-, 0.86%
51075,21.83%, 60.60%, 38.78%,-, 0.62%
51077,31.77%, 65.43%, 33.66%,-, 0.91%
51079,48.53%, 73.87%, 25.33%,-, 0.80%
51081,1.01%, 48.28%, 49.29%,-,-
51083,22.47%, 60.58%, 38.11%,-, 1.31%
51085,58.90%, 79.26%, 20.37%,-, 0.37%
51087,49.77%, 74.74%, 24.97%,-, 0.29%
51089,28.72%, 63.76%, 35.04%,-, 1.19%
51091,42.60%, 70.91%, 28.31%,-, 0.78%
51093,21.40%, 60.18%, 38.78%,-, 1.04%
51095,33.89%, 66.54%, 32.65%,-, 0.81%
51097,9.31%, 54.39%, 45.08%,-, 0.53%
51099,23.59%, 61.34%, 37.75%,-, 0.91%
51101,31.63%, 65.43%, 33.80%,-, 0.77%
51103,36.82%, 67.72%, 30.91%,-, 1.37%
51105,2.65%, 50.83%, 48.18%,-, 0.99%
51107,36.50%, 67.99%, 31.49%,-, 0.52%
51109,16.60%, 57.91%, 41.31%,-, 0.78%
51111,21.19%, 59.94%, 38.75%,-, 1.30%
51113,35.04%, 67.15%, 32.11%,-, 0.74%
51115,44.00%, 71.61%, 27.62%,-, 0.77%
51117,32.37%, 65.69%, 33.33%,-, 0.98%
51119,36.19%, 67.23%, 31.04%,-, 1.72%
51121,26.44%, 62.88%, 36.44%,-, 0.68%
51125,15.58%, 57.22%, 41.64%,-, 1.13%
51127,37.83%, 68.71%, 30.88%,-, 0.41%
51131,13.06%, 55.81%, 42.75%,-, 1.44%
51133,38.01%, 68.41%, 30.40%,-, 1.19%
51135,19.37%, 59.00%, 39.63%,-, 1.36%
51137,32.22%, 65.72%, 33.50%,-, 0.78%
51139,34.37%, 66.78%, 32.41%,-, 0.81%
51141,41.88%, 70.47%, 28.59%,-, 0.94%
51143,33.38%, 66.08%, 32.70%,-, 1.22%
51145,47.68%, 73.61%, 25.92%,-, 0.47%
51147,14.05%, 56.11%, 42.06%,-, 1.84%
51149,39.89%, 69.64%, 29.76%,-, 0.60%
51153,38.11%, 68.88%, 30.77%,-, 0.35%
51155,30.54%, 64.90%, 34.36%,-, 0.73%
51157,25.75%, 62.65%, 36.90%,-, 0.44%
51159,38.06%, 68.46%, 30.40%,-, 1.14%
51161,37.53%, 68.56%, 31.04%,-, 0.40%
51163,31.79%, 65.66%, 33.87%,-, 0.47%
51165,52.00%, 75.70%, 23.70%,-, 0.60%
51167,8.11%, 45.54%, 53.66%,-, 0.80%
51169,19.35%, 59.10%, 39.75%,-, 1.15%
51171,52.75%, 76.03%, 23.29%,-, 0.68%
51173,35.06%, 67.08%, 32.02%,-, 0.91%
51175,17.00%, 57.99%, 40.99%,-, 1.02%
51177,34.11%, 66.74%, 32.63%,-, 0.63%
51179,39.67%, 69.63%, 29.96%,-, 0.41%
51181,12.26%, 43.38%, 55.64%,-, 0.98%
51183,4.76%, 46.14%, 50.90%,-,-
51185,9.11%, 53.89%, 44.78%,-, 1.32%
51187,32.30%, 65.73%, 33.43%,-, 0.84%
51191,36.79%, 68.06%, 31.26%,-, 0.68%
51193,15.12%, 56.84%, 41.73%,-, 1.43%
51195,3.94%, 51.36%, 47.43%,-, 1.21%
51197,38.28%, 68.65%, 30.37%,-, 0.98%
51199,42.90%, 71.24%, 28.34%,-, 0.42%
51510,5.27%, 46.77%, 52.05%,-, 1.18%
51515,21.61%, 60.36%, 38.75%,-, 0.89%
51520,34.59%, 67.11%, 32.53%,-, 0.36%
51530,29.47%, 64.40%, 34.93%,-, 0.68%
51540,2.59%, 48.56%, 51.15%,-, 0.29%
51550,24.17%, 61.64%, 37.46%,-, 0.90%
51570,67.75%, 83.71%, 15.96%,-, 0.33%
51580,10.47%, 54.46%, 43.99%,-, 1.55%
51590,34.66%, 66.85%, 32.19%,-, 0.96%
51595,21.41%, 60.25%, 38.84%,-, 0.91%
51600,31.15%, 65.36%, 34.21%,-, 0.43%
51610,5.61%, 52.62%, 47.01%,-, 0.37%
51620,0.77%, 49.87%, 49.11%,-, 1.02%
51630,17.76%, 58.60%, 40.83%,-, 0.57%
51640,30.91%, 65.18%, 34.27%,-, 0.55%
51650,16.69%, 57.95%, 41.25%,-, 0.80%
51660,37.03%, 68.15%, 31.12%,-, 0.73%
51670,37.35%, 68.27%, 30.92%,-, 0.81%
51678,11.60%, 55.34%, 43.74%,-, 0.92%
51680,35.50%, 67.41%, 31.91%,-, 0.68%
51683,43.13%, 71.34%, 28.21%,-, 0.45%
51685,44.28%, 71.96%, 27.68%,-, 0.37%
51690,17.81%, 58.37%, 40.56%,-, 1.08%
51700,21.15%, 60.35%, 39.20%,-, 0.45%
51710,3.38%, 48.15%, 51.53%,-, 0.32%
51720,2.16%, 48.32%, 50.48%,-, 1.20%
51730,23.19%, 38.17%, 61.35%,-, 0.48%
51735,69.78%, 84.73%, 14.95%,-, 0.32%
51740,6.58%, 46.42%, 53.00%,-, 0.58%
51750,23.00%, 61.15%, 38.15%,-, 0.71%
51760,12.02%, 43.73%, 55.75%,-, 0.53%
51770,4.68%, 52.09%, 47.41%,-, 0.50%
51775,31.31%, 65.43%, 34.12%,-, 0.45%
51790,50.33%, 74.88%, 24.55%,-, 0.57%
51800,6.73%, 52.97%, 46.25%,-, 0.78%
51810,49.05%, 74.36%, 25.31%,-, 0.33%
51820,47.47%, 73.45%, 25.97%,-, 0.58%
51830,13.05%, 56.23%, 43.18%,-, 0.59%
51840,41.82%, 70.68%, 28.86%,-, 0.46%
53001,44.46%, 71.72%, 27.26%,-, 1.02%
53003,11.88%, 55.21%, 43.33%,-, 1.47%
53005,39.72%, 69.28%, 29.56%,-, 1.16%
53007,31.86%, 65.10%, 33.24%,-, 1.66%
53009,16.45%, 57.32%, 40.87%,-, 1.81%
53011,7.06%, 52.86%, 45.80%,-, 1.34%
53013,34.89%, 67.02%, 32.12%,-, 0.86%
53015,1.62%, 47.98%, 49.60%,-, 2.42%
53017,34.19%, 66.44%, 32.24%,-, 1.32%
53019,13.44%, 55.75%, 42.31%,-, 1.95%
53021,27.68%, 62.96%, 35.28%,-, 1.76%
53023,29.41%, 63.94%, 34.52%,-, 1.54%
53025,33.65%, 65.81%, 32.16%,-, 2.03%
53027,10.77%, 43.96%, 54.73%,-, 1.30%
53029,32.49%, 65.72%, 33.23%,-, 1.06%
53031,0.63%, 48.67%, 49.30%,-, 2.02%
53033,5.38%, 52.09%, 46.71%,-, 1.20%
53035,9.62%, 54.11%, 44.49%,-, 1.40%
53037,15.18%, 57.06%, 41.89%,-, 1.05%
53039,17.73%, 57.87%, 40.14%,-, 2.00%
53041,34.32%, 66.22%, 31.90%,-, 1.88%
53043,34.72%, 66.90%, 32.18%,-, 0.92%
53045,8.96%, 53.74%, 44.77%,-, 1.49%
53047,16.43%, 57.25%, 40.81%,-, 1.94%
53049,12.66%, 42.90%, 55.56%,-, 1.53%
53051,17.64%, 58.26%, 40.61%,-, 1.13%
53053,17.11%, 57.85%, 40.75%,-, 1.40%
53055,6.99%, 52.48%, 45.49%,-, 2.03%
53057,14.68%, 56.53%, 41.85%,-, 1.62%
53059,5.51%, 51.99%, 46.48%,-, 1.53%
53061,14.86%, 56.83%, 41.97%,-, 1.20%
53063,19.03%, 58.96%, 39.92%,-, 1.12%
53065,30.59%, 64.29%, 33.70%,-, 2.00%
53067,12.25%, 55.51%, 43.26%,-, 1.23%
53069,8.86%, 44.62%, 53.48%,-, 1.90%
53071,28.65%, 63.72%, 35.08%,-, 1.20%
53073,8.99%, 53.72%, 44.73%,-, 1.55%
53075,20.18%, 59.48%, 39.30%,-, 1.23%
53077,24.11%, 61.46%, 37.36%,-, 1.18%
54001,10.99%, 55.43%, 44.43%,-, 0.14%
54003,35.12%, 67.50%, 32.37%,-, 0.13%
54005,20.85%, 39.39%, 60.24%,-, 0.37%
54007,7.15%, 46.32%, 53.47%,-, 0.21%
54009,15.80%, 41.91%, 57.71%,-, 0.37%
54011,16.83%, 58.26%, 41.43%,-, 0.31%
54013,8.91%, 53.88%, 44.96%,-, 1.16%
54015,11.85%, 43.91%, 55.77%,-, 0.32%
54017,47.17%, 73.33%, 26.17%,-, 0.50%
54019,22.48%, 38.56%, 61.04%,-, 0.40%
54021,13.30%, 56.58%, 43.28%,-, 0.14%
54023,63.39%, 81.58%, 18.18%,-, 0.24%
54025,13.40%, 56.55%, 43.16%,-, 0.29%
54027,31.73%, 65.70%, 33.97%,-, 0.32%
54029,8.57%, 45.44%, 54.01%,-, 0.56%
54031,28.28%, 64.05%, 35.78%,-, 0.17%
54033,12.87%, 56.33%, 43.47%,-, 0.20%
54035,26.26%, 62.93%, 36.67%,-, 0.41%
54037,16.46%, 58.06%, 41.60%,-, 0.34%
54039,15.26%, 57.51%, 42.25%,-, 0.24%
54041,32.42%, 65.96%, 33.53%,-, 0.51%
54043,10.73%, 44.49%, 55.21%,-, 0.30%
54045,25.70%, 36.96%, 62.66%,-, 0.37%
54047,33.08%, 33.25%, 66.34%,-, 0.41%
54049,2.69%, 48.50%, 51.20%,-, 0.30%
54051,4.02%, 51.85%, 47.83%,-, 0.32%
54053,7.64%, 53.64%, 46.00%,-, 0.36%
54055,20.50%, 60.07%, 39.58%,-, 0.35%
54057,31.06%, 65.46%, 34.40%,-, 0.13%
54059,32.68%, 33.59%, 66.27%,-, 0.13%
54061,6.14%, 52.95%, 46.81%,-, 0.23%
54063,21.48%, 60.67%, 39.18%,-, 0.15%
54065,40.79%, 70.34%, 29.54%,-, 0.12%
54067,0.73%, 50.21%, 49.48%,-, 0.31%
54069,13.88%, 56.83%, 42.95%,-, 0.22%
54071,16.57%, 58.19%, 41.61%,-, 0.20%
54073,21.40%, 60.54%, 39.14%,-, 0.32%
54075,13.13%, 56.52%, 43.39%,-, 0.09%
54077,26.30%, 63.05%, 36.75%,-, 0.20%
54079,27.81%, 63.75%, 35.94%,-, 0.32%
54081,0.44%, 50.03%, 49.59%,-, 0.37%
54083,11.50%, 55.64%, 44.14%,-, 0.23%
54085,46.08%, 72.79%, 26.71%,-, 0.50%
54087,20.56%, 60.11%, 39.55%,-, 0.34%
54089,5.39%, 52.57%, 47.18%,-, 0.25%
54091,18.52%, 59.23%, 40.71%,-, 0.06%
54093,11.81%, 55.80%, 44.00%,-, 0.20%
54095,38.80%, 69.29%, 30.49%,-, 0.22%
54097,41.14%, 70.29%, 29.15%,-, 0.56%
54099,2.51%, 51.12%, 48.61%,-, 0.27%
54101,20.12%, 39.86%, 59.98%,-, 0.15%
54103,13.12%, 56.37%, 43.24%,-, 0.39%
54105,25.06%, 62.45%, 37.38%,-, 0.17%
54107,37.11%, 68.42%, 31.30%,-, 0.28%
