id,margin,mccain,obama,other,hex_color
36067,20.32%, 38.94%, 59.25%, 1.81%,630497
36069,0.13%, 49.34%, 49.20%, 1.46%,7d037d
36071,4.13%, 47.40%, 51.54%, 1.06%,780283
36073,18.66%, 58.54%, 39.88%, 1.58%,950465
36075,2.44%, 47.76%, 50.21%, 2.03%,790580
36077,5.91%, 46.04%, 51.95%, 2.01%,750584
36079,7.48%, 53.22%, 45.75%, 1.03%,870274
36081,50.84%, 24.25%, 75.09%, 0.66%,3d01bf
36083,9.34%, 44.39%, 53.73%, 1.88%,710489
36085,4.05%, 51.66%, 47.61%, 0.72%,830179
36087,5.89%, 46.71%, 52.61%, 0.68%,770186
36089,16.33%, 41.03%, 57.36%, 1.61%,680492
36091,3.40%, 47.45%, 50.85%, 1.69%,780481
36093,12.68%, 42.61%, 55.28%, 2.11%,6c058c
36095,14.32%, 56.04%, 41.72%, 2.24%,8e056a
36097,7.08%, 52.81%, 45.73%, 1.45%,860374
36099,2.60%, 47.74%, 50.35%, 1.91%,790480
36101,16.83%, 57.75%, 40.92%, 1.34%,930368
36103,5.99%, 46.53%, 52.53%, 0.94%,760285
36105,9.46%, 44.58%, 54.04%, 1.39%,710389
36107,10.22%, 54.20%, 43.98%, 1.83%,8a0470
36109,42.06%, 28.03%, 70.09%, 1.88%,4704b2
36111,23.58%, 37.35%, 60.93%, 1.72%,5f049b
36113,2.64%, 47.85%, 50.49%, 1.66%,7a0480
36115,0.81%, 48.71%, 49.52%, 1.77%,7c047e
36117,9.88%, 54.18%, 44.30%, 1.52%,8a0370
36119,27.60%, 35.79%, 63.39%, 0.83%,5b02a1
36121,26.14%, 62.25%, 36.11%, 1.64%,9e045c
36123,3.69%, 51.25%, 47.57%, 1.18%,820379
37001,9.23%, 54.17%, 44.94%, 0.90%,8a0272
37003,38.39%, 68.33%, 29.95%, 1.72%,ae044c
37005,20.96%, 59.36%, 38.40%, 2.24%,970561
37007,20.95%, 39.20%, 60.15%, 0.65%,630199
37009,23.29%, 60.57%, 37.28%, 2.15%,9a055f
37011,44.10%, 71.52%, 27.42%, 1.06%,b60245
37013,17.41%, 58.50%, 41.09%, 0.42%,950168
37015,30.62%, 34.58%, 65.20%, 0.23%,5800a6
37017,2.07%, 48.66%, 50.73%, 0.61%,7c0181
37019,17.91%, 58.46%, 40.55%, 1.00%,950267
37021,13.91%, 42.40%, 56.32%, 1.28%,6c038f
37023,19.23%, 59.03%, 39.80%, 1.18%,960365
37025,18.43%, 58.88%, 40.45%, 0.67%,960167
37027,29.71%, 64.08%, 34.36%, 1.56%,a30357
37029,32.01%, 65.13%, 33.13%, 1.74%,a60454
37031,34.69%, 66.86%, 32.17%, 0.97%,aa0252
37033,3.10%, 47.95%, 51.05%, 1.00%,7a0282
37035,24.96%, 61.90%, 36.94%, 1.15%,9d025e
37037,9.71%, 44.61%, 54.32%, 1.06%,71028a
37039,38.60%, 68.67%, 30.07%, 1.26%,af034c
37041,1.13%, 50.23%, 49.09%, 0.68%,80017d
37043,35.59%, 66.88%, 31.28%, 1.84%,aa044f
37045,19.88%, 59.49%, 39.61%, 0.90%,970265
37047,7.90%, 53.51%, 45.61%, 0.87%,880274
37049,12.44%, 55.83%, 43.39%, 0.77%,8e016e
37051,17.67%, 40.88%, 58.55%, 0.57%,680195
37053,31.50%, 65.16%, 33.66%, 1.18%,a60355
37055,9.26%, 53.99%, 44.74%, 1.27%,890372
37057,33.52%, 66.23%, 32.71%, 1.06%,a80253
37059,38.31%, 68.64%, 30.33%, 1.03%,af024d
37061,9.43%, 54.43%, 45.01%, 0.56%,8a0172
37063,51.94%, 23.63%, 75.57%, 0.79%,3c02c0
37065,34.55%, 32.57%, 67.12%, 0.32%,5300ab
37067,10.48%, 44.35%, 54.83%, 0.83%,71028b
37069,0.71%, 49.83%, 49.12%, 1.05%,7f027d
37071,25.03%, 62.21%, 37.18%, 0.61%,9e015e
37073,5.22%, 46.99%, 52.21%, 0.79%,770285
37075,37.38%, 67.71%, 30.33%, 1.97%,ac054d
37077,6.58%, 46.30%, 52.88%, 0.83%,760286
37079,5.87%, 52.72%, 46.85%, 0.43%,860177
37081,18.36%, 40.42%, 58.78%, 0.81%,670295
37083,28.24%, 35.71%, 63.96%, 0.33%,5b00a3
37085,16.69%, 57.93%, 41.24%, 0.84%,930269
37087,7.77%, 53.12%, 45.36%, 1.52%,870373
37089,21.02%, 59.93%, 38.91%, 1.17%,980263
37091,41.54%, 29.00%, 70.54%, 0.45%,4901b3
37093,18.78%, 40.27%, 59.05%, 0.68%,660196
37095,1.17%, 49.09%, 50.26%, 0.65%,7d0180
37097,24.37%, 61.71%, 37.34%, 0.95%,9d025f
37099,5.41%, 46.57%, 51.97%, 1.46%,760384
37101,23.69%, 61.42%, 37.73%, 0.84%,9c0260
37103,8.40%, 53.89%, 45.49%, 0.61%,890173
37105,8.37%, 53.70%, 45.33%, 0.96%,880273
37107,0.09%, 49.82%, 49.74%, 0.44%,7f017e
37109,33.29%, 66.01%, 32.72%, 1.27%,a80353
37111,26.99%, 62.73%, 35.74%, 1.53%,9f035b
37113,21.45%, 59.85%, 38.40%, 1.75%,980461
37115,1.60%, 50.02%, 48.42%, 1.55%,7f037b
37117,4.64%, 47.50%, 52.14%, 0.36%,790084
37119,24.37%, 37.45%, 61.82%, 0.73%,5f019d
37121,41.56%, 70.09%, 28.52%, 1.39%,b20348
37123,10.96%, 54.91%, 43.94%, 1.15%,8c0270
37125,21.38%, 60.26%, 38.88%, 0.86%,990263
37127,1.33%, 50.36%, 49.02%, 0.62%,80017d
37129,1.39%, 50.21%, 48.82%, 0.97%,80027c
37131,30.44%, 34.57%, 65.01%, 0.41%,5801a5
37133,21.47%, 60.31%, 38.84%, 0.85%,990263
37135,44.77%, 27.05%, 71.83%, 1.12%,4402b7
37137,14.68%, 56.96%, 42.28%, 0.76%,91016b
37139,13.72%, 42.78%, 56.50%, 0.72%,6d0190
37141,15.63%, 57.34%, 41.72%, 0.94%,92026a
37143,13.94%, 56.58%, 42.64%, 0.78%,90016c
37145,8.50%, 53.83%, 45.33%, 0.84%,890273
37147,8.78%, 45.31%, 54.08%, 0.61%,730189
37149,15.09%, 56.71%, 41.62%, 1.67%,90046a
37151,42.28%, 70.51%, 28.23%, 1.26%,b30347
37153,1.50%, 48.76%, 50.26%, 0.98%,7c0280
37155,13.78%, 42.69%, 56.47%, 0.84%,6c028f
37157,15.97%, 57.43%, 41.47%, 1.10%,920269
37159,22.84%, 60.84%, 38.00%, 1.17%,9b0260
37161,31.78%, 65.35%, 33.57%, 1.08%,a60255
37163,8.46%, 53.91%, 45.46%, 0.63%,890173
37165,15.09%, 42.24%, 57.33%, 0.43%,6b0192
37167,36.66%, 67.81%, 31.14%, 1.05%,ac024f
37169,35.01%, 66.63%, 31.62%, 1.75%,a90450
37171,27.96%, 63.44%, 35.48%, 1.08%,a1025a
37173,1.62%, 50.02%, 48.40%, 1.59%,7f047b
37175,12.57%, 55.60%, 43.02%, 1.38%,8d036d
37177,1.41%, 50.26%, 48.85%, 0.89%,80027c
37179,26.64%, 62.87%, 36.23%, 0.90%,a0025c
37181,26.64%, 36.44%, 63.08%, 0.47%,5c01a0
37183,14.45%, 42.28%, 56.73%, 0.98%,6b0290
37185,39.46%, 30.04%, 69.50%, 0.45%,4c01b1
37187,16.70%, 41.37%, 58.07%, 0.56%,690194
37189,4.28%, 47.03%, 51.31%, 1.66%,770482
37191,8.58%, 54.03%, 45.45%, 0.52%,890173
37193,38.20%, 68.25%, 30.06%, 1.69%,ae044c
37195,6.12%, 46.72%, 52.84%, 0.44%,770186
37197,45.97%, 72.37%, 26.40%, 1.23%,b80343
37199,5.75%, 51.92%, 46.17%, 1.91%,840475
38001,27.77%, 62.00%, 34.23%, 1.49%,9e0357
38003,1.49%, 49.63%, 48.14%, 2.23%,7e057a
38005,33.53%, 32.56%, 66.09%, 1.35%,5303a8
38007,52.30%, 75.15%, 22.85%, 2.00%,bf053a
38009,19.11%, 58.56%, 39.45%, 1.99%,950564
38011,38.35%, 67.50%, 29.15%, 1.10%,ac024a
38013,37.54%, 67.87%, 30.33%, 1.80%,ad044d
38015,23.44%, 60.58%, 37.14%, 2.28%,9a055e
38017,7.04%, 45.34%, 52.37%, 2.29%,730585
38019,9.30%, 52.96%, 43.66%, 0.75%,87016f
38021,18.36%, 58.21%, 39.85%, 1.95%,940465
38023,14.68%, 55.70%, 41.03%, 1.06%,8e0268
38025,33.64%, 65.69%, 32.06%, 2.25%,a70551
38027,3.00%, 47.04%, 50.04%, 2.92%,77077f
38029,37.23%, 66.96%, 29.72%, 1.09%,aa024b
38031,13.75%, 55.36%, 41.61%, 3.03%,8d076a
38033,49.37%, 73.37%, 24.00%, 2.63%,bb063d
38035,5.06%, 46.34%, 51.40%, 2.26%,760583
38037,34.80%, 64.91%, 30.11%, 2.97%,a5074c
38039,6.39%, 51.90%, 45.51%, 2.59%,840674
38041,36.13%, 66.25%, 30.12%, 1.26%,a8034c
38043,26.87%, 61.24%, 34.36%, 2.04%,9c0557
38045,19.72%, 58.46%, 38.73%, 2.81%,950762
38047,40.40%, 68.68%, 28.29%, 0.57%,af0148
38049,16.27%, 56.87%, 40.60%, 0.50%,910167
38051,22.00%, 59.79%, 37.79%, 2.42%,980660
38053,29.72%, 64.09%, 34.36%, 1.55%,a30357
38055,19.00%, 58.42%, 39.42%, 2.15%,940564
38057,29.86%, 63.43%, 33.57%, 0.98%,a10255
38059,20.92%, 58.99%, 38.08%, 2.93%,960761
38061,2.42%, 47.86%, 50.27%, 1.87%,7a0480
38063,6.11%, 45.66%, 51.77%, 2.57%,740684
38065,33.65%, 65.58%, 31.92%, 2.50%,a70651
38067,6.89%, 52.07%, 45.18%, 2.75%,840773
38069,23.80%, 60.82%, 37.03%, 2.15%,9b055e
38071,0.99%, 49.58%, 48.59%, 1.83%,7e047b
38073,15.33%, 41.02%, 56.35%, 2.63%,68068f
38075,21.84%, 59.36%, 37.52%, 0.97%,97025f
38077,5.12%, 51.57%, 46.45%, 1.98%,830576
38079,52.01%, 23.05%, 75.06%, 1.90%,3a04bf
38081,17.49%, 40.37%, 57.86%, 1.76%,660493
38083,40.60%, 69.12%, 28.52%, 2.37%,b00648
38085,67.49%, 15.60%, 83.09%, 1.31%,2703d3
38087,46.47%, 72.26%, 25.79%, 1.95%,b80441
38089,28.96%, 63.13%, 34.17%, 2.71%,a00657
38091,20.35%, 39.15%, 59.50%, 1.36%,630397
38093,14.75%, 56.20%, 41.46%, 2.34%,8f0569
38095,7.10%, 44.78%, 51.88%, 0.58%,720184
38097,7.20%, 45.66%, 52.86%, 1.48%,740386
38099,1.84%, 49.47%, 47.62%, 2.91%,7e0779
38101,19.08%, 58.45%, 39.37%, 2.18%,950564
38103,26.38%, 61.76%, 35.38%, 2.86%,9d075a
38105,35.95%, 67.12%, 31.16%, 1.72%,ab044f
39001,24.04%, 60.57%, 36.53%, 2.89%,9a075d
39003,20.63%, 59.29%, 38.66%, 2.05%,970562
39005,23.26%, 60.19%, 36.93%, 2.89%,99075e
39007,13.48%, 42.04%, 55.52%, 2.44%,6b068d
39009,35.13%, 31.17%, 66.29%, 2.54%,4f06a9
39011,41.07%, 69.67%, 28.60%, 1.73%,b10448
39013,2.70%, 47.40%, 50.10%, 2.50%,78067f
39015,23.25%, 60.46%, 37.21%, 2.34%,9a055e
39017,22.58%, 60.52%, 37.94%, 1.54%,9a0360
39019,4.82%, 50.75%, 45.93%, 3.32%,810875
39021,19.84%, 58.84%, 39.00%, 2.17%,960563
39023,2.50%, 50.21%, 47.71%, 2.08%,800579
39025,32.33%, 65.35%, 33.02%, 1.63%,a60454
39027,30.25%, 64.16%, 33.91%, 1.94%,a30456
39029,7.60%, 52.54%, 44.93%, 2.53%,850672
39031,5.82%, 51.22%, 45.39%, 3.39%,820873
39033,18.97%, 58.03%, 39.05%, 2.92%,930763
39035,38.74%, 29.95%, 68.70%, 1.35%,4c03af
39037,36.09%, 66.92%, 30.82%, 2.26%,aa054e
39039,10.44%, 54.11%, 43.67%, 2.22%,89056f
39041,19.58%, 59.17%, 39.59%, 1.24%,960364
39043,13.82%, 42.13%, 55.95%, 1.92%,6b048e
39045,17.09%, 57.63%, 40.54%, 1.83%,920467
39047,23.05%, 60.61%, 37.56%, 1.83%,9a045f
39049,20.69%, 38.89%, 59.58%, 1.53%,630397
39051,8.13%, 53.10%, 44.97%, 1.93%,870472
39053,25.95%, 61.68%, 35.73%, 2.60%,9d065b
39055,15.31%, 56.78%, 41.47%, 1.75%,900469
39057,18.39%, 58.45%, 40.06%, 1.50%,950366
39059,9.05%, 52.93%, 43.88%, 3.18%,86086f
39061,6.98%, 46.00%, 52.98%, 1.02%,750287
39063,23.07%, 60.50%, 37.43%, 2.06%,9a055f
39065,20.81%, 58.93%, 38.12%, 2.94%,960761
39067,2.42%, 49.53%, 47.12%, 3.35%,7e0878
39069,12.92%, 55.47%, 42.55%, 1.97%,8d056c
39071,26.26%, 61.92%, 35.65%, 2.43%,9d065a
39073,0.81%, 48.89%, 48.09%, 3.02%,7c077a
39075,41.13%, 69.34%, 28.21%, 2.45%,b00647
39077,3.16%, 50.36%, 47.21%, 2.43%,800678
39079,20.09%, 58.51%, 38.42%, 3.07%,950761
39081,0.21%, 48.68%, 48.89%, 2.43%,7c067c
39083,19.89%, 58.83%, 38.94%, 2.23%,960563
39085,0.83%, 48.62%, 49.45%, 1.93%,7b047e
39087,15.16%, 56.28%, 41.12%, 2.60%,8f0668
39089,15.73%, 56.82%, 41.09%, 2.08%,900568
39091,26.53%, 62.15%, 35.61%, 2.24%,9e055a
39093,17.85%, 40.22%, 58.07%, 1.71%,660494
39095,31.36%, 33.43%, 64.80%, 1.77%,5504a5
39097,23.27%, 60.57%, 37.30%, 2.12%,9a055f
39099,26.52%, 35.50%, 62.02%, 2.48%,5a069e
39101,8.88%, 53.12%, 44.24%, 2.64%,870670
39103,8.01%, 53.16%, 45.14%, 1.70%,870473
39105,18.46%, 57.80%, 39.34%, 2.86%,930764
39107,43.42%, 70.90%, 27.48%, 1.62%,b40446
39109,28.43%, 63.15%, 34.72%, 2.13%,a10558
39111,9.15%, 43.91%, 53.07%, 3.02%,6f0787
39113,6.21%, 46.12%, 52.32%, 1.56%,750385
39115,7.16%, 51.96%, 44.80%, 3.23%,840872
39117,23.32%, 60.36%, 37.03%, 2.61%,99065e
39119,7.19%, 52.39%, 45.20%, 2.41%,850673
39121,15.77%, 55.75%, 39.98%, 1.99%,8e0565
39123,6.24%, 46.01%, 52.25%, 1.74%,750485
39125,11.77%, 54.34%, 42.57%, 3.10%,8a076c
39127,2.98%, 50.02%, 47.04%, 2.95%,7f0777
39129,21.65%, 59.81%, 38.16%, 2.03%,980561
39131,1.03%, 49.27%, 48.24%, 2.49%,7d067b
39133,8.97%, 44.41%, 53.39%, 2.20%,710588
39135,31.18%, 64.43%, 33.25%, 2.32%,a40554
39137,41.71%, 69.98%, 28.27%, 1.75%,b20448
39139,13.56%, 55.58%, 42.01%, 2.41%,8d066b
39141,7.22%, 52.49%, 45.28%, 2.23%,850573
39143,4.64%, 46.72%, 51.36%, 1.92%,770482
39145,6.32%, 51.93%, 45.61%, 2.45%,840674
39147,2.67%, 50.17%, 47.50%, 2.33%,7f0579
39149,36.29%, 67.14%, 30.85%, 2.02%,ab054e
39151,5.45%, 46.14%, 51.59%, 2.27%,750583
39153,17.07%, 40.66%, 57.73%, 1.61%,670493
39155,22.36%, 37.44%, 59.80%, 2.76%,5f0798
39157,2.42%, 47.50%, 49.93%, 2.57%,79067f
39159,27.95%, 63.02%, 35.07%, 1.92%,a00459
39161,27.14%, 62.36%, 35.22%, 2.41%,9f0659
39163,9.88%, 53.51%, 43.62%, 2.87%,88076f
39165,35.98%, 67.36%, 31.38%, 1.26%,ab0350
39167,15.54%, 56.86%, 41.32%, 1.82%,900469
39169,14.60%, 56.13%, 41.53%, 2.34%,8f0569
39171,9.27%, 53.70%, 44.43%, 1.86%,880471
39173,7.12%, 45.50%, 52.61%, 1.89%,740486
39175,16.44%, 56.99%, 40.55%, 2.46%,910667
40001,38.65%, 69.33%, 30.67%,-,b0004e
40003,66.23%, 83.11%, 16.89%,-,d3002b
40005,43.86%, 71.93%, 28.07%,-,b70047
40007,78.49%, 89.25%, 10.75%,-,e3001b
40009,56.06%, 78.03%, 21.97%,-,c60038
40011,50.83%, 75.41%, 24.59%,-,c0003e
40013,35.54%, 67.77%, 32.23%,-,ac0052
40015,30.65%, 65.33%, 34.67%,-,a60058
40017,52.25%, 76.12%, 23.88%,-,c2003c
40019,40.53%, 70.27%, 29.73%,-,b3004b
40021,12.16%, 56.08%, 43.92%,-,8f006f
40023,33.45%, 66.73%, 33.27%,-,aa0054
40025,76.08%, 88.04%, 11.96%,-,e0001e
40027,24.00%, 62.00%, 38.00%,-,9e0060
40029,47.18%, 73.59%, 26.41%,-,bb0043
40031,17.54%, 58.77%, 41.23%,-,950069
40033,44.42%, 72.21%, 27.79%,-,b80046
40035,30.10%, 65.05%, 34.95%,-,a50059
40037,41.64%, 70.82%, 29.18%,-,b4004a
40039,49.34%, 74.67%, 25.33%,-,be0040
40041,33.80%, 66.90%, 33.10%,-,aa0054
40043,68.59%, 84.29%, 15.71%,-,d60028
40045,70.46%, 85.23%, 14.77%,-,d90025
40047,50.96%, 75.48%, 24.52%,-,c0003e
40049,43.60%, 71.80%, 28.20%,-,b70047
40051,46.71%, 73.35%, 26.65%,-,bb0043
40053,56.26%, 78.13%, 21.87%,-,c70037
40055,46.45%, 73.23%, 26.77%,-,ba0044
40057,38.90%, 69.45%, 30.55%,-,b1004d
40059,71.72%, 85.86%, 14.14%,-,da0024
40061,37.02%, 68.51%, 31.49%,-,ae0050
40063,29.42%, 64.71%, 35.29%,-,a50059
40065,49.59%, 74.80%, 25.20%,-,be0040
40067,34.47%, 67.24%, 32.76%,-,ab0053
40069,36.87%, 68.44%, 31.56%,-,ae0050
40071,41.55%, 70.78%, 29.22%,-,b4004a
40073,68.37%, 84.19%, 15.81%,-,d60028
40075,34.84%, 67.42%, 32.58%,-,ab0053
40077,37.07%, 68.54%, 31.46%,-,ae0050
40079,38.64%, 69.32%, 30.68%,-,b0004e
40081,49.85%, 74.92%, 25.08%,-,bf003f
40083,37.43%, 68.71%, 31.29%,-,af004f
40085,34.63%, 67.32%, 32.68%,-,ab0053
40087,51.83%, 75.92%, 24.08%,-,c1003d
40089,46.98%, 73.49%, 26.51%,-,bb0043
40091,19.25%, 59.63%, 40.37%,-,980066
40093,70.33%, 85.16%, 14.84%,-,d90025
40095,38.84%, 69.42%, 30.58%,-,b1004d
40097,28.06%, 64.03%, 35.97%,-,a3005b
40099,40.35%, 70.18%, 29.82%,-,b2004c
40101,15.03%, 57.51%, 42.49%,-,92006c
40103,53.55%, 76.78%, 23.22%,-,c3003b
40105,36.47%, 68.24%, 31.76%,-,ae0050
40107,28.21%, 64.10%, 35.90%,-,a3005b
40109,16.82%, 58.41%, 41.59%,-,94006a
40111,17.00%, 58.50%, 41.50%,-,950069
40113,23.72%, 61.86%, 38.14%,-,9d0061
40115,23.60%, 61.80%, 38.20%,-,9d0061
40117,37.45%, 68.72%, 31.28%,-,af004f
40119,26.98%, 63.49%, 36.51%,-,a1005d
40121,36.58%, 68.29%, 31.71%,-,ae0050
40123,36.73%, 68.36%, 31.64%,-,ae0050
40125,38.35%, 69.18%, 30.82%,-,b0004e
40127,43.44%, 71.72%, 28.28%,-,b60048
40129,67.92%, 83.96%, 16.04%,-,d60028
40131,44.06%, 72.03%, 27.97%,-,b70047
40133,30.58%, 65.29%, 34.71%,-,a60058
40135,36.01%, 68.00%, 32.00%,-,ad0051
40137,52.06%, 76.03%, 23.97%,-,c1003d
40139,70.51%, 85.25%, 14.75%,-,d90025
40141,35.62%, 67.81%, 32.19%,-,ac0052
40143,24.45%, 62.23%, 37.77%,-,9e0060
40145,41.75%, 70.88%, 29.12%,-,b4004a
40147,44.58%, 72.29%, 27.71%,-,b80046
40149,55.95%, 77.97%, 22.03%,-,c60038
40151,55.41%, 77.71%, 22.29%,-,c60038
40153,65.18%, 82.59%, 17.41%,-,d2002c
41001,32.41%, 64.37%, 31.96%, 3.67%,a40951
41003,31.49%, 32.84%, 64.33%, 2.82%,5307a4
41005,10.36%, 43.57%, 53.93%, 2.51%,6f0689
41007,18.92%, 38.78%, 57.69%, 3.53%,620993
41009,12.02%, 42.04%, 54.06%, 3.90%,6b0989
41011,3.08%, 49.61%, 46.53%, 3.86%,7e0976
41013,26.46%, 61.54%, 35.09%, 3.37%,9c0859
41015,11.48%, 53.89%, 42.41%, 3.70%,89096c
41017,0.31%, 48.96%, 48.66%, 2.38%,7c067c
41019,20.06%, 58.41%, 38.34%, 3.25%,940861
41021,19.64%, 58.38%, 38.74%, 2.88%,940762
41023,45.51%, 71.25%, 25.74%, 3.02%,b50741
41025,44.66%, 70.46%, 25.79%, 3.75%,b30941
41027,30.90%, 33.21%, 64.11%, 2.68%,5406a3
41029,0.05%, 48.53%, 48.58%, 2.88%,7b077b
41031,8.66%, 52.92%, 44.27%, 2.81%,860770
41033,13.23%, 54.63%, 41.41%, 3.96%,8b0a69
41035,33.14%, 65.01%, 31.87%, 3.12%,a50751
41037,45.58%, 71.53%, 25.95%, 2.52%,b60642
41039,27.45%, 34.90%, 62.35%, 2.75%,58079e
41041,22.89%, 36.80%, 59.68%, 3.52%,5d0898
41043,11.37%, 54.00%, 42.64%, 3.36%,89086c
41045,40.33%, 68.60%, 28.27%, 3.13%,ae0748
41047,2.21%, 47.41%, 49.63%, 2.96%,78077e
41049,27.08%, 61.83%, 34.75%, 3.43%,9d0858
41051,56.08%, 20.61%, 76.69%, 2.70%,3406c3
41053,0.49%, 48.92%, 48.43%, 2.64%,7c067b
41055,23.78%, 60.55%, 36.77%, 2.67%,9a065d
41057,9.89%, 43.30%, 53.18%, 3.52%,6e0887
41059,22.61%, 59.77%, 37.16%, 3.08%,98075e
41061,23.57%, 60.20%, 36.63%, 3.18%,99085d
41063,30.10%, 63.52%, 33.42%, 3.07%,a10755
41065,7.06%, 44.84%, 51.90%, 3.26%,720884
41067,22.13%, 37.69%, 59.82%, 2.49%,600698
41069,26.72%, 61.33%, 34.61%, 4.06%,9c0a58
41071,1.36%, 49.14%, 47.78%, 3.08%,7d0779
42001,19.48%, 58.89%, 39.41%, 1.70%,960464
42003,15.41%, 41.64%, 57.05%, 1.31%,6a0391
42005,24.47%, 61.27%, 36.80%, 1.93%,9c045d
42007,2.82%, 50.45%, 47.63%, 1.93%,800479
42009,44.64%, 71.51%, 26.87%, 1.62%,b60444
42011,9.16%, 44.60%, 53.76%, 1.63%,710489
42013,24.19%, 61.37%, 37.17%, 1.46%,9c035e
42015,18.35%, 58.16%, 39.81%, 2.03%,940565
42017,8.64%, 45.08%, 53.71%, 1.21%,720388
42019,27.34%, 62.88%, 35.54%, 1.57%,a0045a
42021,0.69%, 48.47%, 49.16%, 2.36%,7b067d
42023,19.67%, 58.62%, 38.95%, 2.44%,950663
42025,1.87%, 47.90%, 49.77%, 2.33%,7a057e
42027,11.77%, 43.35%, 55.12%, 1.54%,6e038c
42029,9.17%, 44.83%, 54.00%, 1.17%,720289
42031,22.27%, 60.06%, 37.79%, 2.15%,990560
42033,12.07%, 54.85%, 42.78%, 2.37%,8b066d
42035,2.75%, 50.73%, 47.98%, 1.28%,81037a
42037,4.41%, 51.20%, 46.79%, 2.02%,820577
42039,10.36%, 54.17%, 43.80%, 2.03%,8a056f
42041,13.56%, 56.00%, 42.44%, 1.56%,8e036c
42043,9.04%, 44.85%, 53.89%, 1.26%,720389
42045,21.38%, 38.75%, 60.12%, 1.13%,620299
42047,4.28%, 46.48%, 50.76%, 2.76%,760781
42049,19.82%, 39.25%, 59.07%, 1.67%,640496
42051,0.41%, 49.35%, 48.95%, 1.70%,7d047c
42053,13.29%, 55.35%, 42.06%, 2.59%,8d066b
42055,32.44%, 65.56%, 33.12%, 1.32%,a70354
42057,48.62%, 73.61%, 24.99%, 1.40%,bb033f
42059,0.37%, 48.96%, 48.59%, 2.46%,7c067b
42061,27.36%, 62.70%, 35.35%, 1.95%,9f045a
42063,7.14%, 52.88%, 45.75%, 1.37%,860374
42065,29.66%, 63.75%, 34.09%, 2.16%,a20556
42067,34.79%, 66.04%, 31.25%, 2.72%,a8064f
42069,25.83%, 36.38%, 62.21%, 1.41%,5c039e
42071,11.77%, 55.21%, 43.44%, 1.35%,8c036e
42073,5.05%, 51.60%, 46.54%, 1.86%,830476
42075,18.79%, 58.59%, 39.80%, 1.60%,950465
42077,15.55%, 41.57%, 57.12%, 1.31%,6a0391
42079,8.36%, 44.96%, 53.32%, 1.73%,720487
42081,24.06%, 61.24%, 37.17%, 1.59%,9c045e
42083,17.23%, 57.61%, 40.38%, 2.00%,920566
42085,0.28%, 49.04%, 48.76%, 2.20%,7d057c
42087,33.48%, 65.89%, 32.40%, 1.71%,a80452
42089,16.26%, 41.23%, 57.50%, 1.27%,690392
42091,20.78%, 39.16%, 59.94%, 0.90%,630298
42093,14.98%, 56.64%, 41.65%, 1.71%,90046a
42095,12.29%, 43.07%, 55.35%, 1.58%,6d048d
42097,13.75%, 55.75%, 42.00%, 2.25%,8e056b
42099,33.57%, 65.79%, 32.22%, 1.99%,a70552
42101,66.68%, 16.33%, 83.00%, 0.67%,2901d3
42103,4.22%, 51.55%, 47.33%, 1.12%,830278
42105,37.20%, 67.66%, 30.46%, 1.88%,ac044d
42107,8.60%, 53.09%, 44.49%, 2.42%,870671
42109,29.02%, 63.60%, 34.58%, 1.82%,a20458
42111,24.90%, 61.32%, 36.41%, 2.27%,9c055c
42113,19.45%, 58.89%, 39.44%, 1.66%,960464
42115,11.60%, 54.77%, 43.17%, 2.07%,8b056e
42117,27.23%, 62.48%, 35.25%, 2.26%,9f0559
42119,14.45%, 56.42%, 41.96%, 1.62%,8f046a
42121,19.08%, 58.42%, 39.34%, 2.24%,940564
42123,6.15%, 51.89%, 45.74%, 2.36%,840674
42125,4.70%, 51.52%, 46.82%, 1.67%,830477
42127,12.25%, 55.39%, 43.14%, 1.47%,8d036e
42129,16.66%, 57.62%, 40.96%, 1.43%,920368
42131,7.55%, 52.81%, 45.26%, 1.93%,860473
42133,13.53%, 55.95%, 42.42%, 1.63%,8e046c
44001,26.64%, 35.75%, 62.39%, 1.86%,5b049f
44003,17.40%, 40.18%, 57.58%, 2.25%,660592
44005,23.24%, 37.42%, 60.67%, 1.91%,5f049a
44007,34.08%, 31.94%, 66.02%, 2.04%,5105a8
44009,20.34%, 38.73%, 59.07%, 2.20%,620596
45001,15.19%, 56.94%, 41.75%, 1.31%,91036a
45003,24.00%, 61.41%, 37.41%, 1.18%,9c035f
45005,51.74%, 23.53%, 75.27%, 1.19%,3c03bf
45007,33.28%, 65.99%, 32.70%, 1.31%,a80353
45009,31.07%, 33.89%, 64.95%, 1.16%,5602a5
45011,1.65%, 48.67%, 50.33%, 1.00%,7c0280
45013,10.78%, 54.92%, 44.14%, 0.95%,8c0270
45015,13.04%, 55.89%, 42.84%, 1.27%,8e036d
45017,3.55%, 47.75%, 51.31%, 0.94%,790282
45019,8.34%, 45.21%, 53.55%, 1.24%,730388
45021,29.33%, 64.07%, 34.74%, 1.18%,a30358
45023,8.30%, 45.19%, 53.49%, 1.32%,730388
45025,2.95%, 50.89%, 47.94%, 1.17%,81027a
45027,12.31%, 43.45%, 55.77%, 0.78%,6e018e
45029,0.53%, 49.22%, 49.74%, 1.04%,7d027e
45031,0.13%, 49.58%, 49.45%, 0.97%,7e027e
45033,11.43%, 43.78%, 55.21%, 1.01%,6f028c
45035,15.50%, 57.11%, 41.61%, 1.28%,91036a
