id,margin,taft,wilson,other,roosevelt,other2,hex_color
40021,5.99%, 43.67%, 49.66%,0.41%,-,-,6f017e
40023,24.46%, 24.64%, 49.56%,0.71%,-,-,3e017e
40025,11.13%, 37.04%, 48.17%,1.69%,-,-,5e047a
40027,18.60%, 32.74%, 51.34%,1.01%,-,-,530282
40029,23.74%, 25.33%, 49.20%,0.0%,-,-,40007d
40031,15.76%, 34.06%, 49.82%,0.67%,-,-,56017f
40033,24.51%, 30.23%, 54.74%,0.98%,-,-,4d028b
40035,11.60%, 42.34%, 53.94%,0.3%,-,-,6b0089
40037,4.83%, 41.54%, 36.71%,1.05%,-,-,69025d
40039,2.02%, 42.24%, 44.26%,0.95%,-,-,6b0270
40041,13.22%, 38.55%, 51.76%,0.53%,-,-,620183
40043,0.37%, 36.78%, 36.40%,0.78%,-,-,5d015c
40045,16.29%, 49.16%, 32.87%,1.32%,-,-,7d0353
40047,9.56%, 50.71%, 41.14%,1.19%,-,-,810368
40049,27.05%, 18.87%, 53.90%,0.38%,-,-,300089
40051,32.57%, 25.08%, 57.65%,0.43%,-,-,3f0193
40053,4.64%, 47.23%, 42.58%,2.81%,-, 2.81%,78076c
40055,45.43%, 16.80%, 63.86%,0.91%,-,-,2a02a2
40057,44.65%, 14.25%, 64.76%,0.87%,-,-,2402a5
40059,10.40%, 45.27%, 34.87%,1.53%,-,-,730358
40061,16.34%, 30.32%, 46.66%,0.44%,-,-,4d0176
40063,13.52%, 30.69%, 44.21%,0.5%,-,-,4e0170
40065,37.81%, 19.02%, 58.83%,1.13%,-,-,300296
40067,21.00%, 16.74%, 51.83%,0.6%,-,-,2a0184
40069,21.89%, 19.89%, 50.67%,0.67%,-,-,320181
40071,2.43%, 47.62%, 45.19%,1.46%,-,-,790373
40073,9.35%, 48.90%, 39.55%,1.15%,-,-,7c0264
40075,16.81%, 29.55%, 46.37%,0.76%,-,-,4b0176
40077,15.49%, 31.12%, 46.61%,0.45%,-,-,4f0176
40079,11.78%, 37.68%, 49.46%,0.51%,-,-,60017e
40081,5.79%, 44.19%, 38.40%,1.01%,-,-,700261
40083,17.60%, 52.96%, 35.37%,1.75%,-,-,87045a
40085,25.48%, 14.65%, 55.23%,0.37%,-,-,25008c
40087,30.33%, 25.63%, 55.96%,0.48%,-,-,41018e
40089,9.15%, 27.07%, 40.72%,0.65%,-,-,450167
40091,12.51%, 34.19%, 46.70%,0.42%,-,-,570177
40093,20.58%, 48.33%, 27.75%,2.05%,-, 2.05%,7b0546
40095,14.03%, 16.01%, 48.70%,0.61%,-,-,28017c
40097,11.71%, 40.16%, 51.86%,0.48%,-,-,660184
40099,23.51%, 17.23%, 52.98%,0.32%,-,-,2b0087
40101,19.59%, 36.05%, 55.65%,0.35%,-,-,5b008d
40103,2.84%, 46.15%, 43.31%,0.84%,-,-,75026e
40105,3.30%, 47.86%, 44.56%,1.14%,-,-,7a0271
40107,9.73%, 27.78%, 40.63%,0.68%,-,-,460167
40109,9.26%, 42.02%, 51.28%,0.61%,-,-,6b0182
40111,3.50%, 38.68%, 42.18%,0.92%,-,-,62026b
40113,4.55%, 41.68%, 46.23%,0.51%,-,-,6a0175
40115,2.40%, 45.82%, 48.22%,0.28%,-,-,74007a
40117,0.51%, 42.69%, 42.18%,0.99%,-,-,6c026b
40119,3.37%, 41.65%, 38.28%,1.77%,-,-,6a0461
40121,20.52%, 27.07%, 47.59%,0.6%,-,-,450179
40123,26.98%, 18.77%, 53.84%,0.53%,-,-,2f0189
40125,15.62%, 33.75%, 49.37%,0.66%,-,-,56017d
40127,15.38%, 27.90%, 43.51%,0.47%,-,-,47016e
40129,8.52%, 32.80%, 41.32%,0.78%,-,-,530169
40131,11.35%, 37.66%, 49.01%,0.57%,-,-,60017c
40133,16.29%, 27.03%, 44.31%,0.64%,-,-,440170
40135,11.00%, 40.75%, 51.75%,0.44%,-,-,670183
40137,25.83%, 18.41%, 53.42%,0.58%,-,-,2e0188
40139,4.70%, 39.66%, 44.37%,2.38%,-, 2.38%,650671
40141,41.37%, 22.70%, 64.07%,0.75%,-,-,3901a3
40143,13.43%, 37.95%, 51.37%,0.9%,-,-,600282
40145,19.53%, 32.55%, 52.08%,0.65%,-,-,530184
40147,2.48%, 43.63%, 46.12%,0.74%,-,-,6f0175
40149,16.00%, 31.14%, 47.14%,1.02%,-,-,4f0278
40151,12.46%, 48.43%, 35.97%,1.21%,-,-,7b035b
40153,10.39%, 45.57%, 35.17%,0.91%,-,-,740259
41001,7.46%, 17.58%, 37.85%,31.86%, 30.39%,-,2c5160
41003,10.40%, 27.43%, 37.82%,30.03%, 22.55%, 7.48%,454c60
41005,1.93%, 23.01%, 33.24%,34.91%, 31.31%, 3.60%,3a5954
41007,0.04%, 26.98%, 27.20%,29.15%, 27.24%,-,444a45
41009,1.81%, 28.05%, 24.78%,32.74%, 29.86%, 2.88%,47533f
41011,3.61%, 19.17%, 29.56%,28.38%, 25.95%, 2.43%,30484b
41013,10.39%, 27.60%, 37.99%,24.049999999999997%, 21.79%, 2.26%,463d60
41015,4.46%, 16.83%, 36.14%,32.339999999999996%, 31.68%,-,2a525c
41017,0%,-,-,0.0%,-,-,000000
41019,6.86%, 26.04%, 32.90%,27.529999999999998%, 25.15%, 2.38%,424653
41021,4.42%, 40.51%, 36.09%,19.32%, 17.46%,-,67315c
41023,0.37%, 30.74%, 30.37%,26.62%, 25.59%,-,4e434d
41025,13.07%, 30.60%, 43.67%,14.370000000000001%, 13.72%,-,4e246f
41027,1.77%, 25.05%, 32.83%,34.48%, 31.06%, 3.42%,3f5753
41029,8.75%, 16.15%, 39.65%,33.739999999999995%, 30.90%, 2.84%,295665
41031,0%,-,-,0.0%,-,-,000000
41033,4.13%, 13.68%, 31.48%,37.04%, 35.61%,-,225e50
41035,16.11%, 22.29%, 41.95%,27.38%, 25.84%,-,38456a
41037,5.66%, 27.99%, 33.65%,28.19%, 26.96%,-,474755
41039,8.12%, 26.43%, 34.55%,28.73%, 24.16%, 4.57%,434958
41041,2.65%, 31.08%, 28.43%,23.27%, 20.09%, 3.18%,4f3b48
41043,15.49%, 24.20%, 39.69%,28.439999999999998%, 22.86%, 5.58%,3d4865
41045,0.42%, 33.77%, 34.18%,23.450000000000003%, 21.78%,-,563b57
41047,0.80%, 31.21%, 32.01%,29.619999999999997%, 23.74%, 5.88%,4f4b51
41049,16.38%, 42.57%, 26.19%,19.709999999999997%, 17.81%,-,6c3242
41051,3.43%, 23.05%, 34.76%,33.23%, 31.33%,-,3a5458
41053,4.86%, 32.07%, 36.93%,24.63%, 19.59%, 5.04%,513e5e
41055,1.71%, 34.86%, 33.14%,29.0%, 23.71%, 5.29%,584954
41057,5.75%, 33.56%, 27.81%,28.009999999999998%, 24.97%, 3.04%,554746
41059,7.02%, 29.30%, 36.32%,27.330000000000002%, 24.26%, 3.07%,4a455c
41061,4.59%, 21.41%, 34.78%,33.160000000000004%, 30.19%, 2.97%,365458
41063,0.55%, 19.27%, 33.30%,35.75%, 32.75%, 3.00%,315b54
41065,5.94%, 29.88%, 35.81%,26.14%, 22.63%, 3.51%,4c425b
41067,0.56%, 27.07%, 30.67%,36.04%, 31.23%, 4.81%,455b4e
41069,12.39%, 44.75%, 32.36%,20.84%, 18.80%, 2.04%,723552
41071,1.57%, 31.27%, 32.84%,29.43%, 21.09%, 8.34%,4f4b53
42001,15.73%, 11.36%, 51.07%,37.57%, 35.34%,-,1c5f82
42003,14.72%, 18.85%, 24.86%,40.82%, 39.57%,-,30683f
42005,12.61%, 18.91%, 30.06%,44.65%, 42.67%,-,30714c
42007,11.74%, 21.89%, 24.10%,40.14%, 35.84%, 4.24%,37663d
42009,3.77%, 15.52%, 36.68%,42.03%, 40.45%,-,276b5d
42011,14.89%, 8.77%, 47.54%,33.17%, 32.65%,-,165479
42013,23.56%, 18.16%, 23.78%,48.800000000000004%, 47.34%,-,2e7c3c
42015,22.08%, 18.56%, 27.01%,52.25%, 49.09%, 3.12%,2f8544
42017,7.75%, 32.00%, 39.75%,25.830000000000002%, 25.12%,-,514165
42019,2.72%, 11.35%, 35.86%,48.78%, 38.58%, 10.16%,1c7c5b
42021,12.81%, 14.97%, 33.52%,47.51%, 46.33%,-,267955
42023,12.80%, 30.10%, 22.58%,44.53%, 42.90%,-,4c7139
42025,1.15%, 13.95%, 40.88%,40.379999999999995%, 39.72%,-,236668
42027,10.51%, 19.01%, 43.46%,34.650000000000006%, 32.95%,-,30586e
42029,1.54%, 28.85%, 34.88%,36.28%, 33.34%,-,495c58
42031,21.64%, 14.63%, 49.17%,31.17%, 27.53%, 3.58%,254f7d
42033,1.80%, 11.81%, 36.20%,41.06%, 38.00%, 2.95%,1e685c
42035,4.54%, 20.12%, 36.45%,33.27%, 31.91%,-,33545c
42037,24.78%, 9.98%, 55.05%,32.26%, 30.27%,-,19528c
42039,1.90%, 20.56%, 32.17%,38.7%, 34.07%, 4.58%,346252
42041,12.94%, 21.91%, 42.89%,32.260000000000005%, 29.94%, 2.24%,37526d
42043,12.42%, 23.29%, 28.93%,42.5%, 41.35%,-,3b6c49
42045,0.63%, 36.23%, 25.82%,37.95%, 35.60%,-,5c6041
42047,10.12%, 10.50%, 35.82%,47.349999999999994%, 45.94%,-,1a785b
42049,3.34%, 26.93%, 30.60%,31.759999999999998%, 27.27%, 4.35%,44504e
42051,16.44%, 22.06%, 38.97%,25.93%, 22.53%, 3.35%,384263
42053,13.78%, 15.38%, 23.91%,43.839999999999996%, 37.69%, 6.15%,276f3c
42055,6.23%, 23.52%, 39.10%,33.79%, 32.86%,-,3b5663
42057,22.16%, 15.34%, 52.25%,32.41%, 30.09%,-,275285
42059,39.67%, 19.00%, 58.67%,19.41%, 17.56%,-,303195
42061,31.03%, 14.33%, 24.41%,57.07%, 55.44%,-,24913e
42063,26.43%, 20.21%, 18.72%,54.92%, 46.64%, 8.17%,338c2f
42065,11.49%, 18.65%, 29.11%,45.61%, 40.61%, 4.99%,2f744a
42067,1.28%, 13.33%, 40.91%,43.160000000000004%, 42.20%,-,216e68
42069,8.44%, 11.55%, 37.78%,47.75%, 46.22%,-,1d7960
42071,1.86%, 36.95%, 25.01%,36.03%, 35.09%,-,5e5b3f
42073,12.39%, 21.62%, 20.07%,41.65%, 34.01%, 7.61%,376a33
42075,14.82%, 22.48%, 28.09%,45.72%, 42.91%, 2.80%,397447
42077,14.58%, 12.20%, 48.56%,34.49%, 33.97%,-,1f577b
42079,16.07%, 12.02%, 32.56%,49.45%, 48.63%,-,1e7e53
42081,5.60%, 11.00%, 40.73%,38.0%, 35.13%, 2.85%,1c6067
42083,14.09%, 16.81%, 29.52%,47.269999999999996%, 43.61%, 3.44%,2a784b
42085,2.98%, 14.73%, 31.76%,40.08%, 34.74%, 5.32%,256650
42087,9.62%, 14.60%, 31.25%,42.3%, 40.87%,-,256b4f
42089,49.15%, 11.64%, 67.48%,20.869999999999997%, 18.33%, 2.02%,1d35ac
42091,1.20%, 26.69%, 35.37%,34.59%, 34.17%,-,44585a
42093,19.79%, 10.98%, 53.19%,35.82%, 33.40%,-,1b5b87
42095,17.13%, 17.91%, 47.50%,31.64%, 30.37%,-,2d5079
42097,1.37%, 12.39%, 35.53%,37.85%, 36.90%,-,1f605a
42099,5.58%, 23.48%, 39.98%,36.54%, 34.40%,-,3b5d65
42101,3.57%, 36.53%, 26.35%,33.230000000000004%, 32.96%,-,5d5443
42103,33.55%, 11.49%, 59.83%,28.69%, 26.28%,-,1d4998
42105,9.87%, 18.17%, 30.88%,44.33%, 40.76%, 3.57%,2e714e
42107,5.84%, 11.09%, 36.83%,43.21%, 42.67%,-,1c6e5d
42109,18.95%, 18.80%, 29.76%,49.22%, 48.71%,-,2f7d4b
42111,29.85%, 14.89%, 22.57%,55.7%, 52.42%, 3.27%,258e39
42113,17.66%, 26.46%, 44.12%,27.34%, 22.84%, 4.26%,434570
42115,1.22%, 26.87%, 34.98%,38.150000000000006%, 33.77%, 4.03%,446159
42117,28.53%, 22.40%, 22.48%,55.12%, 51.00%, 2.57%,398c39
42119,18.76%, 13.56%, 32.50%,53.94%, 51.26%,-,228952
42121,6.64%, 18.26%, 27.57%,40.82%, 34.22%, 6.59%,2e6846
42123,17.19%, 21.55%, 23.23%,46.57%, 40.42%, 6.05%,36763b
42125,4.45%, 22.98%, 29.75%,36.300000000000004%, 34.20%, 2.06%,3a5c4b
42127,12.50%, 12.29%, 35.90%,51.82%, 48.40%, 2.41%,1f845b
42129,3.17%, 14.66%, 31.58%,38.0%, 34.76%, 3.07%,256050
42131,1.16%, 13.59%, 42.60%,43.82%, 41.44%,-,226f6c
42133,23.09%, 17.39%, 49.61%,28.03%, 26.52%,-,2c477e
44001,1.82%, 41.78%, 39.96%,18.259999999999998%, 16.22%,-,6a2e65
44003,2.51%, 38.90%, 36.39%,24.71%, 23.01%,-,633f5c
44005,1.48%, 39.92%, 38.44%,21.64%, 19.77%,-,653762
44007,5.88%, 33.72%, 39.59%,23.43%, 22.41%,-,553b64
44009,9.24%, 44.91%, 35.67%,19.43%, 16.62%,-,72315a
45001,98.01%,-, 98.83%,1.17%,-,-,0002fc
45003,99.31%,-, 99.59%,0.41%,-,-,0001fd
45005,0%,-,-,0.0%,-,-,000000
45007,92.36%,-, 95.28%,4.720000000000001%, 2.91%,-,000cf2
45009,98.87%,-, 99.35%,0.65%,-,-,0001fd
45011,96.98%,-, 98.27%,1.73%,-,-,0004fa
45013,69.79%, 8.68%, 80.56%,10.76%, 10.76%,-,161bcd
45015,90.91%,-, 94.72%,5.28%, 3.81%,-,000df1
45017,90.43%, 3.05%, 93.69%,3.26%, 3.26%,-,0708ee
45019,85.22%,-, 90.35%,6.88%, 5.13%,-,0011e6
45021,96.96%,-, 98.21%,1.79%,-,-,0004fa
45023,96.94%,-, 98.47%,1.53%,-,-,0003fb
45025,99.24%,-, 99.58%,0.42%,-,-,0001fd
45027,93.36%,-, 96.68%,3.32%, 3.32%,-,0008f6
45029,95.14%,-, 96.84%,3.16%,-,-,0008f6
45031,99.55%,-, 99.77%,0.23%,-,-,0000fe
45033,96.54%,-, 98.12%,1.88%,-,-,0004fa
45035,91.93%, 2.97%, 94.89%,2.14%, 2.14%,-,0705f1
45037,95.13%,-, 97.38%,2.63%, 2.25%,-,0006f8
45039,97.00%,-, 98.26%,1.74%,-,-,0004fa
45041,90.97%,-, 95.10%,4.89%, 4.13%,-,000cf2
45043,81.42%, 2.21%, 89.60%,8.19%, 8.19%,-,0514e4
45045,96.56%,-, 98.28%,1.72%,-,-,0004fa
45047,96.41%,-, 97.68%,2.32%,-,-,0005f9
45049,100.00%,-, 100.00%,0.0%,-,-,0000fe
45051,96.26%,-, 97.73%,2.27%,-,-,0005f9
45053,100.00%,-, 100.00%,0.0%,-,-,0000fe
45055,92.30%,-, 95.68%,4.33%, 3.38%,-,000bf3
45057,98.52%,-, 99.04%,0.96%,-,-,0002fc
45059,97.42%,-, 98.49%,1.51%,-,-,0003fb
45061,97.41%,-, 98.45%,1.55%,-,-,0003fb
45063,92.49%,-, 94.94%,2.6100000000000003%, 2.37%,-,0006f2
45065,0%,-,-,0.0%,-,-,000000
45067,96.55%,-, 98.07%,1.93%,-,-,0004fa
45069,100.00%,-, 100.00%,0.0%,-,-,0000fe
45071,97.07%,-, 98.05%,1.95%,-,-,0004fa
45073,77.90%, 6.54%, 85.68%,7.78%, 7.78%,-,1013da
45075,86.35%, 2.37%, 91.99%,5.64%, 5.64%,-,060eea
45077,93.99%,-, 96.11%,3.89%, 2.12%,-,0009f5
45079,79.05%,-, 88.17%,11.84%, 9.12%,-,001ee0
45081,96.42%,-, 98.04%,1.96%,-,-,0004fa
45083,89.26%,-, 94.07%,5.93%, 4.81%,-,000fef
45085,86.40%, 3.12%, 91.64%,5.24%, 5.24%,-,070de9
45087,92.17%,-, 95.49%,4.51%, 3.32%,-,000bf3
45089,94.42%,-, 96.81%,3.1900000000000004%, 2.39%,-,0008f6
45091,97.78%,-, 98.50%,1.5%,-,-,0003fb
46003,9.53%,-, 51.21%,46.04%, 41.69%, 4.35%,007582
46005,0.91%,-, 45.85%,48.949999999999996%, 46.76%, 2.19%,007c74
46007,43.87%,-, 70.75%,29.25%, 26.88%,-,004ab4
46009,7.12%,-, 44.65%,55.35%, 51.77%,-,008d71
46011,27.10%,-, 30.90%,66.68%, 58.00%, 8.68%,00aa4e
46013,15.12%,-, 50.69%,41.46%, 35.57%, 5.89%,006981
46015,12.68%,-, 53.63%,42.11%, 40.96%,-,006b88
46017,11.28%,-, 53.85%,44.1%, 42.56%,-,007089
46019,3.28%,-, 41.08%,46.0%, 44.36%,-,007568
46021,55.35%,-, 19.58%,80.42%, 74.93%, 4.18%,00cd31
46023,5.42%,-, 45.84%,54.17%, 51.26%,-,008a74
46025,16.19%,-, 38.48%,59.45%, 54.67%, 4.78%,009762
46027,14.70%,-, 41.00%,59.0%, 55.69%, 2.12%,009668
46029,3.40%,-, 45.03%,52.089999999999996%, 48.44%, 3.65%,008472
46031,5.16%,-, 44.26%,50.980000000000004%, 49.42%,-,008170
46033,2.63%,-, 45.89%,44.14%, 43.26%,-,007075
46035,3.51%,-, 45.28%,52.29%, 48.78%, 3.51%,008573
46037,18.10%,-, 33.76%,61.48%, 51.87%, 9.61%,009c56
46039,31.52%,-, 31.17%,68.84%, 62.69%, 5.09%,00af4f
46041,10.06%,-, 42.20%,53.489999999999995%, 52.26%,-,00886b
46043,3.39%,-, 47.41%,52.589999999999996%, 50.80%,-,008678
46045,6.00%,-, 49.12%,50.88%, 43.13%, 6.00%,00817d
46047,7.93%,-, 42.16%,51.93000000000001%, 50.09%,-,00846b
46049,3.62%,-, 47.38%,52.62%, 43.76%, 7.09%,008678
46051,13.21%,-, 39.13%,57.400000000000006%, 52.34%, 5.06%,009263
46053,6.50%,-, 44.46%,51.910000000000004%, 50.96%,-,008471
46055,0%,-,-,0.0%,-,-,000000
46057,36.87%,-, 29.92%,70.07000000000001%, 66.79%, 2.21%,00b24c
46059,5.19%,-, 48.73%,48.67%, 43.54%, 5.13%,007c7c
46061,5.42%,-, 45.05%,54.95%, 50.46%, 2.99%,008c72
46063,24.95%,-, 29.49%,60.260000000000005%, 54.45%, 5.81%,00994b
46065,9.01%,-, 50.51%,43.64%, 41.50%, 2.14%,006f80
46067,37.59%,-, 30.25%,69.76%, 67.84%,-,00b14d
46069,23.71%,-, 33.14%,59.29%, 56.86%, 2.43%,009754
46071,0%,-,-,0.0%,-,-,000000
46073,9.50%,-, 38.01%,61.99%, 47.52%, 13.51%,009e60
46075,0%,-,-,0.0%,-,-,000000
46077,18.72%,-, 34.52%,60.25%, 53.23%, 7.02%,009958
46079,26.36%,-, 33.50%,62.47%, 59.87%, 2.60%,009f55
46081,16.10%,-, 53.95%,38.760000000000005%, 37.84%,-,006289
46083,37.88%,-, 28.52%,69.26%, 66.40%, 2.86%,00b048
46085,11.64%,-, 39.79%,53.2%, 51.43%,-,008765
46087,4.69%,-, 44.64%,52.76%, 49.33%, 3.43%,008671
46089,32.36%,-, 32.86%,67.14%, 65.23%,-,00ab53
46091,4.78%,-, 43.07%,53.34%, 47.85%, 5.49%,00886d
46093,2.56%,-, 43.72%,49.46%, 46.28%, 3.18%,007e6f
46095,9.95%,-, 53.96%,46.03%, 44.01%,-,007589
46097,7.90%,-, 43.43%,54.23%, 51.33%, 2.90%,008a6e
46099,7.82%,-, 42.38%,53.410000000000004%, 50.20%, 3.21%,00886c
46101,16.49%,-, 35.61%,57.75%, 52.10%, 5.65%,00935a
46103,2.63%,-, 48.15%,46.88%, 45.52%,-,00777a
46105,10.47%,-, 39.60%,51.97%, 50.07%,-,008464
46107,1.78%,-, 46.95%,53.05%, 48.72%, 2.44%,008777
46109,22.33%,-, 33.02%,58.81%, 55.35%, 3.46%,009554
46111,19.50%,-, 37.13%,62.870000000000005%, 56.63%, 5.02%,00a05e
46113,0%,-,-,0.0%,-,-,000000
46115,2.81%,-, 44.53%,51.24%, 47.34%, 3.90%,008271
46117,3.16%,-, 47.45%,46.37%, 44.29%, 2.08%,007678
46119,8.74%,-, 42.31%,54.37%, 51.05%, 3.32%,008a6b
46121,0%,-,-,0.0%,-,-,000000
46123,7.60%,-, 43.66%,52.690000000000005%, 51.27%,-,00866f
46125,26.67%,-, 34.67%,65.33%, 61.35%, 3.14%,00a658
46127,17.46%,-, 39.08%,60.91%, 56.54%, 3.48%,009b63
46129,11.95%,-, 40.23%,54.87%, 52.19%, 2.68%,008b66
46135,7.58%,-, 44.02%,53.9%, 51.61%, 2.29%,008970
46137,2.87%,-, 45.56%,49.74%, 48.43%,-,007e74
47001,23.56%, 23.04%, 25.52%,49.08%, 49.08%,-,3a7d41
47003,21.41%, 37.98%, 59.39%,2.62%, 2.47%,-,600697
47005,21.44%, 31.56%, 53.00%,15.44%, 13.99%,-,502787
47007,5.02%, 30.22%, 37.00%,32.78%, 31.98%,-,4d535e
47009,17.33%, 27.92%, 26.83%,45.25%, 45.25%,-,477344
47011,5.75%, 28.73%, 38.21%,33.050000000000004%, 32.46%,-,495461
47013,30.41%, 14.37%, 26.37%,56.78%, 56.78%,-,249043
47015,29.57%, 33.74%, 63.32%,2.94%, 2.57%,-,5607a1
47017,7.18%, 33.62%, 40.80%,25.57%, 23.87%,-,554168
47019,18.73%, 34.08%, 13.11%,52.81%, 52.81%,-,568621
47021,49.97%, 20.33%, 70.30%,9.37%, 7.89%,-,3317b3
47023,18.05%, 22.71%, 46.29%,28.24%, 28.24%,-,394876
47025,7.47%, 22.58%, 34.61%,42.82%, 42.09%,-,396d58
47027,22.19%, 35.12%, 57.30%,7.58%, 6.62%,-,591392
47029,8.36%, 39.57%, 31.21%,29.22%, 28.70%,-,644a4f
47031,51.10%, 22.49%, 73.59%,3.93%, 2.72%,-,390abb
47033,16.57%, 31.73%, 48.31%,19.970000000000002%, 18.96%,-,50327b
47035,4.21%, 28.48%, 37.44%,34.07%, 33.23%,-,48565f
47037,64.81%, 11.44%, 76.25%,12.31%, 10.66%,-,1d1fc2
47039,16.00%, 24.27%, 45.42%,30.32%, 29.42%,-,3d4d73
47041,6.08%, 42.33%, 48.40%,9.27%, 9.20%,-,6b177b
47043,49.94%, 18.03%, 67.97%,11.79%, 11.79%,-,2d1ead
47045,50.56%, 14.34%, 66.26%,15.7%, 15.70%,-,2428a8
47047,75.05%, 6.01%, 84.52%,9.47%, 9.47%,-,0f18d7
47049,3.81%, 37.60%, 33.78%,28.62%, 26.84%,-,5f4856
47051,65.81%, 13.51%, 79.33%,7.16%, 5.99%,-,2212ca
47053,39.49%, 23.71%, 63.20%,13.09%, 12.26%,-,3c21a1
47055,29.13%, 31.31%, 60.44%,8.26%, 8.22%,-,4f159a
47057,2.38%, 29.85%, 33.88%,36.26%, 36.26%,-,4c5c56
47059,8.57%, 33.18%, 41.75%,25.07%, 24.97%,-,543f6a
47061,47.38%, 14.20%, 61.58%,10.13%, 10.13%,-,24199d
47063,19.77%, 28.62%, 48.39%,22.990000000000002%, 21.78%,-,483a7b
47065,22.50%, 17.32%, 50.96%,28.46%, 28.46%,-,2c4881
47067,19.83%, 56.32%, 36.50%,7.18%, 7.18%,-,8f125d
47069,52.38%, 16.71%, 69.09%,14.209999999999999%, 13.79%,-,2a24b0
47071,9.37%, 41.22%, 31.85%,26.93%, 25.55%,-,694451
47073,7.82%, 32.70%, 40.52%,26.78%, 26.07%,-,534467
47075,80.48%, 2.79%, 87.69%,7.22%, 7.22%,-,0712df
47077,9.60%, 21.73%, 33.90%,44.37%, 43.50%,-,377156
47079,41.06%, 24.38%, 65.44%,7.31%, 7.31%,-,3e12a6
47081,18.42%, 38.07%, 56.49%,5.44%, 4.87%,-,610d90
47083,45.54%, 18.92%, 64.47%,7.15%, 7.15%,-,3012a4
47085,50.95%, 18.59%, 69.54%,11.870000000000001%, 10.24%,-,2f1eb1
47087,25.71%, 31.78%, 57.49%,10.74%, 10.74%,-,511b92
47089,19.97%, 26.96%, 25.66%,47.38%, 46.93%,-,447841
47091,4.16%, 42.14%, 11.56%,46.3%, 46.30%,-,6b761d
47093,2.53%, 19.86%, 40.73%,39.41%, 38.19%,-,326467
47095,56.69%, 18.35%, 75.04%,6.61%, 4.66%,-,2e10bf
47097,23.37%, 10.18%, 55.83%,33.99%, 32.46%,-,19568e
47099,19.48%, 27.33%, 46.81%,25.86%, 24.37%,-,454177
47101,34.98%, 19.50%, 57.28%,23.22%, 22.29%,-,313b92
47103,57.68%, 19.59%, 77.27%,3.15%, 2.86%,-,3108c5
47105,6.14%, 29.51%, 38.04%,32.449999999999996%, 31.90%,-,4b5261
47107,11.38%, 30.98%, 42.36%,26.66%, 25.87%,-,4e436c
47109,5.56%, 22.22%, 41.67%,36.11%, 36.11%,-,385c6a
47111,20.79%, 56.05%, 35.26%,8.69%, 8.20%,-,8e1659
47113,40.30%, 25.06%, 65.36%,9.58%, 7.64%,-,3f18a6
47115,19.40%, 25.88%, 45.28%,24.71%, 24.71%,-,413f73
47117,58.02%, 18.57%, 76.59%,4.84%, 4.30%,-,2f0cc3
47119,50.40%, 18.30%, 68.70%,13.0%, 11.57%,-,2e21af
47121,17.68%, 33.10%, 50.79%,16.110000000000003%, 16.01%,-,542981
47123,17.77%, 30.86%, 48.63%,20.5%, 20.33%,-,4e347c
47125,46.20%, 21.13%, 67.32%,8.18%, 8.18%,-,3514ab
47127,70.32%, 14.11%, 84.43%,1.46%,-,-,2303d7
47129,22.67%, 18.86%, 28.17%,50.85%, 50.85%,-,308147
47131,59.27%, 15.89%, 75.17%,6.74%, 6.74%,-,2811bf
47133,31.26%, 29.47%, 60.73%,7.18%, 7.18%,-,4b129a
47135,24.17%, 32.15%, 56.32%,7.97%, 7.97%,-,51148f
47137,6.22%, 39.44%, 45.67%,14.89%, 14.89%,-,642574
47139,12.06%, 26.24%, 42.69%,31.07%, 30.63%,-,424f6c
47141,29.68%, 29.02%, 58.69%,12.290000000000001%, 12.13%,-,4a1f95
47143,9.18%, 16.59%, 45.38%,38.040000000000006%, 36.20%,-,2a6173
47145,13.14%, 24.74%, 29.26%,42.4%, 42.40%,-,3f6c4a
47147,57.84%, 16.73%, 74.57%,4.63%, 4.63%,-,2a0bbe
47149,44.07%, 24.50%, 68.57%,6.93%, 5.64%,-,3e11ae
47151,65.41%, 7.49%, 9.74%,75.15%, 75.15%,-,13bf18
47153,34.96%, 22.60%, 57.56%,13.5%, 13.50%,-,392292
47155,38.80%, 26.00%, 9.17%,64.83%, 64.80%,-,42a517
47157,36.01%, 5.61%, 64.11%,28.1%, 28.10%,-,0e47a3
47159,32.01%, 30.89%, 62.90%,6.21%, 6.21%,-,4e0fa0
47161,40.38%, 23.68%, 64.06%,2.64%, 2.64%,-,3c06a3
47163,27.15%, 12.72%, 57.07%,30.200000000000003%, 29.92%,-,204d91
47165,50.29%, 22.64%, 72.94%,4.42%, 2.62%,-,390bb9
47167,23.70%, 31.60%, 55.29%,13.11%, 12.44%,-,50218c
47169,42.15%, 26.71%, 68.86%,4.43%, 4.43%,-,440baf
47171,39.56%, 22.84%, 13.87%,63.3%, 62.40%,-,3aa123
47173,41.19%, 16.05%, 21.12%,62.830000000000005%, 62.31%,-,28a035
47175,30.91%, 27.53%, 58.44%,7.79%, 7.79%,-,461395
47177,59.83%, 14.43%, 74.26%,11.32%, 10.64%,-,241cbd
47179,1.43%, 26.58%, 35.89%,37.53%, 37.32%,-,435f5b
47181,29.70%, 53.80%, 24.10%,22.11%, 21.61%,-,89383d
47183,34.66%, 28.38%, 63.03%,8.59%, 7.85%,-,4815a0
47185,47.25%, 17.48%, 64.72%,14.78%, 14.78%,-,2c25a5
47187,45.82%, 25.94%, 71.75%,2.31%, 2.02%,-,4205b6
