id,margin,taft,wilson,other,roosevelt,other2,hex_color
47189,49.71%, 20.64%, 70.35%,9.02%, 8.84%,-,3417b3
48001,56.44%, 19.38%, 75.82%,4.8%, 4.54%,-,310cc1
48003,89.02%,-, 93.90%,6.1%, 4.88%,-,000fef
48005,89.66%, 3.94%, 93.60%,2.45%, 2.19%,-,0a06ee
48007,70.22%, 3.11%, 83.11%,13.780000000000001%, 12.89%,-,0723d3
48009,78.45%, 4.73%, 86.39%,8.89%, 7.94%,-,0c16dc
48011,70.97%, 9.38%, 80.35%,10.260000000000002%, 9.38%,-,171acc
48013,76.85%, 4.92%, 85.82%,9.26%, 8.97%,-,0c17da
48015,61.75%, 16.43%, 78.18%,5.390000000000001%, 5.19%,-,290dc7
48017,0%,-,-,0.0%,-,-,000000
48019,35.77%, 22.25%, 58.03%,19.72%, 18.31%,-,383293
48021,57.01%, 15.30%, 72.31%,12.399999999999999%, 11.69%,-,271fb8
48023,81.52%, 2.43%, 89.30%,8.27%, 7.78%,-,0615e3
48025,69.43%, 5.91%, 80.41%,13.68%, 10.98%, 2.70%,0f22cd
48027,90.67%, 4.01%, 94.68%,1.31%,-,-,0a03f1
48029,27.98%, 12.13%, 57.77%,30.099999999999998%, 29.79%,-,1e4c93
48031,49.31%, 19.30%, 68.61%,12.100000000000001%, 11.64%,-,311eae
48033,96.95%,-, 97.71%,2.29%,-,-,0005f9
48035,82.62%, 4.67%, 88.90%,6.430000000000001%, 6.28%,-,0b10e2
48037,58.56%, 15.15%, 73.71%,11.14%, 10.42%,-,261cbb
48039,29.21%, 19.02%, 53.94%,27.04%, 24.73%, 2.31%,304489
48041,65.06%, 14.90%, 79.96%,5.140000000000001%, 4.41%,-,250dcb
48043,72.17%, 7.39%, 82.02%,10.59%, 9.85%,-,121bd1
48045,92.26%,-, 95.48%,4.52%, 3.23%,-,000bf3
48047,40.89%, 2.23%, 69.07%,28.7%, 28.18%,-,0549b0
48049,77.21%, 6.81%, 84.84%,8.35%, 7.64%,-,1115d8
48051,50.23%, 21.09%, 71.32%,7.59%, 7.31%,-,3513b5
48053,68.80%, 10.87%, 79.67%,9.47%, 8.57%,-,1b18cb
48055,81.69%, 4.64%, 88.48%,6.87%, 6.79%,-,0b11e1
48057,64.05%, 7.84%, 77.34%,14.819999999999999%, 13.29%,-,1325c5
48059,83.73%, 5.12%, 88.96%,5.91%, 5.23%,-,0d0fe2
48061,82.21%, 6.13%, 88.35%,5.5200000000000005%, 5.19%,-,0f0ee1
48063,45.94%, 22.46%, 68.41%,9.129999999999999%, 8.84%,-,3917ae
48065,51.79%, 7.50%, 71.43%,21.07%, 19.64%,-,1335b6
48067,45.23%, 20.62%, 65.85%,13.54%, 12.26%,-,3422a7
48069,73.08%, 8.65%, 82.21%,9.13%, 9.13%,-,1617d1
48071,74.50%,-, 86.45%,13.54%, 11.95%,-,0022dc
48073,81.43%, 7.67%, 89.10%,3.23%, 3.23%,-,1308e3
48075,84.41%, 4.24%, 89.90%,5.86%, 5.49%,-,0a0ee5
48077,71.88%, 4.49%, 83.36%,12.15%, 11.48%,-,0b1ed4
48079,0%,-,-,0.0%,-,-,000000
48081,83.78%, 2.10%, 90.39%,7.510000000000001%, 6.61%,-,0513e6
48083,87.34%, 3.72%, 91.56%,4.72%, 4.22%,-,090ce9
48085,75.50%, 9.08%, 84.58%,6.34%, 5.92%,-,1710d7
48087,85.49%, 3.08%, 90.99%,5.930000000000001%, 5.49%,-,070fe8
48089,72.63%, 7.24%, 82.18%,10.58%, 9.56%,-,121ad1
48091,45.87%, 16.83%, 64.52%,18.65%, 18.65%,-,2a2fa4
48093,76.36%, 3.52%, 85.83%,10.66%, 9.47%,-,081bda
48095,78.61%, 4.28%, 87.17%,8.56%, 8.56%,-,0a15de
48097,73.65%, 9.64%, 83.29%,7.0600000000000005%, 6.69%,-,1812d4
48099,84.32%, 4.73%, 89.76%,5.510000000000001%, 5.44%,-,0c0ee4
48101,85.48%, 2.64%, 91.42%,5.94%, 5.94%,-,060fe9
48103,0%,-,-,0.0%,-,-,000000
48105,77.42%, 8.06%, 85.48%,6.45%, 6.45%,-,1410d9
48107,69.83%, 2.37%, 83.73%,13.9%, 13.90%,-,0623d5
48109,100.00%,-, 100.00%,0.0%,-,-,0000fe
48111,52.49%, 5.28%, 72.43%,22.290000000000003%, 19.94%, 2.35%,0d38b8
48113,66.79%, 6.09%, 79.79%,14.120000000000001%, 12.99%,-,0f24cb
48115,77.91%, 8.14%, 86.05%,5.8100000000000005%, 4.65%,-,140edb
48117,73.98%, 7.81%, 82.16%,10.04%, 8.18%,-,1319d1
48119,80.20%, 7.05%, 87.25%,5.69%, 4.33%,-,110ede
48121,80.51%, 7.25%, 87.76%,4.99%, 4.34%,-,120cdf
48123,58.88%, 14.96%, 73.84%,11.21%, 11.07%,-,261cbc
48125,72.64%, 3.34%, 84.19%,12.46%, 11.55%,-,081fd6
48127,33.89%, 27.58%, 61.47%,10.95%, 10.95%,-,461b9c
48129,80.14%, 2.74%, 88.36%,8.9%, 8.22%,-,0616e1
48131,98.05%,-, 99.03%,0.97%,-,-,0002fc
48133,85.74%, 3.99%, 90.51%,5.5%, 4.77%,-,0a0ee6
48135,88.54%, 3.13%, 92.71%,4.17%, 4.17%,-,070aec
48137,5.81%, 34.86%, 40.67%,24.47%, 24.16%,-,583e67
48139,80.82%, 7.42%, 88.24%,4.33%, 4.03%,-,120be1
48141,52.39%, 7.21%, 72.18%,20.61%, 19.79%,-,1234b8
48143,74.07%, 8.19%, 82.36%,9.44%, 8.29%,-,1418d2
48145,59.28%, 15.97%, 75.25%,8.78%, 8.60%,-,2816bf
48147,77.79%, 7.25%, 85.04%,7.7%, 7.09%,-,1213d8
48149,57.69%, 17.16%, 74.84%,8.0%, 7.93%,-,2b14be
48151,91.23%, 3.48%, 94.70%,1.82%,-,-,0804f1
48153,74.29%, 4.79%, 83.01%,12.200000000000001%, 8.71%, 3.49%,0c1fd3
48155,78.86%, 3.66%, 87.20%,9.14%, 8.33%,-,0917de
48157,36.31%, 24.86%, 61.17%,13.96%, 13.06%,-,3f239b
48159,91.72%, 3.15%, 94.87%,1.99%,-,-,0805f1
48161,45.86%, 26.24%, 72.10%,1.66%,-,-,4204b7
48163,74.65%, 5.07%, 84.79%,10.14%, 10.14%,-,0c19d8
48165,91.55%,-, 95.77%,4.23%, 4.23%,-,000af4
48167,60.92%, 10.01%, 74.86%,15.129999999999999%, 13.94%,-,1926be
48169,79.88%, 4.27%, 87.80%,7.93%, 7.93%,-,0a14df
48171,47.72%, 13.70%, 19.20%,67.11%, 66.92%,-,22ab30
48173,100.00%,-, 100.00%,0.0%,-,-,0000fe
48175,6.98%, 39.57%, 46.55%,7.55%, 7.08%,-,641376
48177,55.23%, 17.41%, 72.63%,5.58%, 5.36%,-,2c0eb9
48179,47.74%, 3.09%, 64.61%,19.0%, 16.86%, 2.14%,0730a4
48181,66.84%, 7.86%, 75.31%,9.600000000000001%, 8.47%,-,1418c0
48183,59.03%, 16.52%, 75.54%,3.7199999999999998%, 3.46%,-,2a09c0
48185,84.60%, 3.33%, 89.45%,4.85%, 4.85%,-,080ce4
48187,2.29%, 38.71%, 41.00%,20.29%, 19.56%,-,623368
48189,70.65%, 3.74%, 79.71%,10.07%, 9.06%,-,0919cb
48191,66.98%, 2.48%, 79.77%,4.96%, 4.75%,-,060ccb
48193,70.55%, 5.42%, 80.26%,10.200000000000001%, 9.71%,-,0d1acc
48195,38.41%, 7.95%, 61.59%,25.83%, 23.18%, 2.65%,14419d
48197,68.26%, 3.38%, 79.15%,6.57%, 5.82%,-,0810c9
48199,55.22%, 7.18%, 69.58%,8.889999999999999%, 8.53%,-,1216b1
48201,58.29%, 8.01%, 70.69%,13.07%, 12.40%,-,1421b4
48203,69.30%, 9.70%, 79.00%,7.140000000000001%, 5.82%,-,1812c9
48205,53.05%, 9.76%, 70.73%,19.509999999999998%, 17.68%,-,1831b4
48207,45.76%, 3.08%, 69.49%,3.6999999999999997%, 3.63%,-,0709b1
48209,82.54%, 5.63%, 88.17%,6.1899999999999995%, 4.88%,-,0e0fe0
48211,37.26%, 11.60%, 59.32%,23.0%, 22.05%,-,1d3a97
48213,47.70%, 6.84%, 68.36%,4.140000000000001%, 3.89%,-,110aae
48215,79.84%, 2.81%, 86.61%,7.56%, 6.77%,-,0713dc
48217,82.10%, 4.18%, 86.73%,5.39%, 4.64%,-,0a0ddd
48219,0%,-,-,0.0%,-,-,000000
48221,73.03%, 4.53%, 80.43%,7.880000000000001%, 7.40%,-,0b14cd
48223,67.58%, 5.77%, 78.95%,3.91%, 3.16%,-,0e09c9
48225,52.92%, 16.23%, 69.15%,3.09%, 3.04%,-,2907b0
48227,59.34%, 3.14%, 75.61%,4.989999999999999%, 4.56%,-,080cc0
48229,0%,-,-,0.0%,-,-,000000
48231,71.38%, 5.28%, 80.05%,6.01%, 5.00%,-,0d0fcc
48233,59.14%, 17.20%, 76.34%,6.45%, 6.45%,-,2b10c2
48235,82.31%,-, 89.80%,2.72%, 2.72%,-,0006e4
48237,46.41%, 7.35%, 65.25%,8.56%, 8.21%,-,1215a6
48239,44.26%, 6.59%, 60.83%,17.13%, 16.57%,-,102b9b
48241,45.45%, 4.33%, 67.97%,5.1899999999999995%, 4.76%,-,0b0dad
48243,32.68%, 30.24%, 62.93%,6.83%, 4.88%,-,4d11a0
48245,57.84%, 7.81%, 71.17%,13.790000000000001%, 13.33%,-,1323b5
48247,0%,-,-,0.0%,-,-,000000
48249,56.25%, 6.82%, 68.47%,12.5%, 11.93%,-,111fae
48251,69.01%, 3.56%, 80.84%,3.7600000000000002%, 3.60%,-,0909ce
48253,68.25%, 3.89%, 80.36%,3.65%, 3.40%,-,0909cc
48255,77.68%, 7.96%, 85.65%,6.390000000000001%, 5.91%,-,1410da
48257,66.45%, 9.31%, 76.51%,4.13%, 3.83%,-,170ac3
48259,4.36%, 23.56%, 39.60%,36.83%, 35.25%,-,3c5d64
48261,0%,-,-,0.0%,-,-,000000
48263,61.75%, 3.83%, 73.77%,10.38%, 10.38%,-,091abc
48265,48.37%, 14.14%, 64.76%,16.95%, 16.39%,-,242ba5
48267,57.81%, 9.90%, 69.27%,9.38%, 9.38%,-,1917b0
48269,91.46%, 2.44%, 93.90%,1.22%,-,-,0603ef
48271,2.15%, 34.77%, 27.24%,32.98%, 32.62%,-,585445
48273,0%,-,-,0.0%,-,-,000000
48275,60.51%, 3.74%, 75.12%,6.54%, 6.31%,-,0910bf
48277,75.42%, 7.47%, 82.89%,4.36%, 3.92%,-,130bd3
48279,41.67%, 7.14%, 63.10%,29.759999999999998%, 21.43%, 8.33%,124ba0
48281,61.79%, 9.24%, 71.31%,10.76%, 9.52%,-,171bb5
48283,73.79%, 5.10%, 82.28%,8.74%, 8.50%,-,0d16d1
48285,55.22%, 12.30%, 67.52%,11.18%, 10.95%,-,1f1cac
48287,56.03%, 13.58%, 69.60%,6.6899999999999995%, 6.59%,-,2211b1
48289,43.03%, 13.93%, 62.44%,4.23%, 4.16%,-,230a9f
48291,56.17%, 9.52%, 68.63%,13.170000000000002%, 12.46%,-,1821af
48293,68.22%, 7.19%, 78.37%,4.27%, 3.71%,-,120ac7
48295,31.40%, 10.11%, 53.98%,24.95%, 22.58%, 2.37%,193f89
48297,65.91%, 6.52%, 77.19%,11.28%, 11.28%,-,101cc4
48299,71.01%, 5.32%, 79.27%,8.44%, 8.26%,-,0d15ca
48301,0%,-,-,0.0%,-,-,000000
48303,79.02%, 3.73%, 85.31%,8.15%, 6.29%,-,0914d9
48305,75.52%, 4.20%, 84.62%,2.1%, 2.10%,-,0a05d7
48307,53.07%, 4.85%, 70.33%,7.56%, 7.21%,-,0c13b3
48309,76.09%, 6.38%, 82.79%,7.11%, 6.70%,-,1012d3
48311,66.13%, 14.52%, 80.65%,4.84%, 4.84%,-,250ccd
48313,67.76%, 7.55%, 77.35%,5.510000000000001%, 4.69%,-,130ec5
48315,55.22%, 18.48%, 73.70%,7.83%, 7.83%,-,2f13bb
48317,87.59%, 2.92%, 91.24%,2.19%,-,-,0705e8
48319,34.09%, 17.21%, 53.45%,20.05%, 19.37%,-,2b3388
48321,48.29%, 9.64%, 63.96%,18.11%, 15.68%, 2.43%,182ea3
48323,10.54%, 35.05%, 45.59%,19.369999999999997%, 17.65%,-,593174
48325,33.13%, 18.85%, 55.77%,23.06%, 22.63%,-,303a8e
48327,35.00%, 7.50%, 54.50%,19.5%, 19.50%,-,13318a
48329,83.27%, 4.08%, 87.76%,4.9%, 4.49%,-,0a0cdf
48331,52.06%, 8.75%, 69.57%,4.17%, 3.95%,-,160ab1
48333,42.97%, 10.03%, 62.49%,7.97%, 7.42%,-,19149f
48335,69.87%, 2.69%, 81.05%,5.1000000000000005%, 4.53%,-,060dce
48337,55.45%, 7.04%, 71.34%,5.7299999999999995%, 5.31%,-,110eb5
48339,52.06%, 12.67%, 64.73%,12.040000000000001%, 11.83%,-,201ea5
48341,63.01%, 6.85%, 78.08%,15.07%, 15.07%,-,1126c7
48343,29.48%, 25.72%, 55.20%,15.319999999999999%, 13.87%,-,41278c
48345,66.67%, 3.25%, 78.46%,6.51%, 6.10%,-,0810c8
48347,60.83%, 4.48%, 77.00%,2.33%, 2.00%,-,0b05c4
48349,79.53%, 5.41%, 84.94%,4.46%, 4.20%,-,0d0bd8
48351,65.72%, 3.12%, 78.75%,5.1000000000000005%, 4.82%,-,070dc8
48353,71.60%, 7.34%, 80.17%,3.92%, 2.94%,-,1209cc
48355,56.47%, 6.50%, 69.63%,10.71%, 9.56%,-,101bb1
48357,67.57%,-, 83.78%,16.22%, 16.22%,-,0029d5
48359,49.30%, 15.49%, 64.79%,16.91%, 12.68%, 4.23%,272ba5
48361,75.87%, 3.32%, 82.81%,6.94%, 6.79%,-,0811d3
48363,48.68%, 3.83%, 69.27%,6.300000000000001%, 4.95%,-,0910b0
48365,66.86%, 5.37%, 78.78%,3.9299999999999997%, 3.86%,-,0d0ac8
48367,53.83%, 5.62%, 70.72%,6.78%, 6.07%,-,0e11b4
48369,25.14%, 3.35%, 59.78%,36.87%, 34.64%, 2.23%,085e98
48371,40.42%, 17.76%, 59.81%,20.09%, 19.39%,-,2d3398
48373,68.97%, 5.26%, 78.85%,6.02%, 5.38%,-,0d0fc9
48375,63.75%, 3.86%, 75.42%,12.809999999999999%, 11.68%,-,0920c0
48377,29.07%, 25.29%, 54.36%,20.35%, 19.19%,-,40338a
48379,27.21%, 8.72%, 57.81%,2.8600000000000003%, 2.60%,-,160793
48381,72.51%, 6.34%, 81.27%,12.379999999999999%, 8.76%, 2.11%,101fcf
48383,100.00%,-, 100.00%,0.0%,-,-,0000fe
48385,0%,-,-,0.0%,-,-,000000
48387,59.02%, 12.11%, 71.13%,10.110000000000001%, 9.64%,-,1e19b5
48389,69.73%, 2.37%, 82.49%,15.129999999999999%, 12.76%,-,0626d2
48391,22.47%, 29.04%, 51.52%,10.86%, 8.59%, 2.27%,4a1b83
48393,64.14%, 6.75%, 77.22%,13.5%, 13.08%,-,1122c4
48395,67.93%, 11.57%, 79.50%,4.24%, 4.01%,-,1d0aca
48397,92.39%,-, 95.82%,0.75%,-,-,0001f4
48399,63.14%, 3.85%, 76.82%,5.64%, 5.02%,-,090ec3
48401,43.23%, 21.86%, 65.10%,3.54%, 3.45%,-,3709a6
48403,71.73%, 3.70%, 82.85%,2.34%,-,-,0905d3
48405,60.77%, 2.44%, 76.22%,5.9%, 3.66%, 2.24%,060fc2
48407,28.06%, 30.39%, 58.45%,7.29%, 7.13%,-,4d1295
48409,42.11%, 19.60%, 61.70%,10.86%, 8.17%, 2.69%,311b9d
48411,56.18%, 4.16%, 73.77%,4.48%, 3.73%,-,0a0bbc
48413,75.00%, 2.03%, 83.78%,11.48%, 8.78%, 2.70%,051dd5
48415,70.27%, 3.81%, 81.20%,4.050000000000001%, 2.70%,-,090acf
48417,56.76%, 5.29%, 72.35%,6.76%, 6.76%,-,0d11b8
48419,64.55%, 4.02%, 79.74%,1.06%,-,-,0a02cb
48421,47.37%, 14.47%, 63.16%,16.45%, 15.79%,-,2429a1
48423,44.67%, 14.93%, 59.61%,13.52%, 12.84%,-,262298
48425,36.32%, 3.16%, 63.42%,6.31%, 5.26%,-,0810a1
48427,45.47%, 27.16%, 72.63%,0.22%,-,-,4500b9
48429,64.62%,-, 80.91%,2.8%,-,-,0007ce
48431,86.67%, 2.22%, 91.67%,6.11%, 5.00%,-,050fe9
48433,46.56%,-, 71.19%,4.18%, 2.51%,-,000ab5
48435,48.91%, 13.04%, 67.39%,19.57%, 18.48%,-,2131ab
48437,69.74%, 6.63%, 80.12%,13.26%, 10.37%, 2.31%,1021cc
48439,68.34%, 6.13%, 80.79%,13.08%, 12.45%,-,0f21ce
48441,71.78%, 3.14%, 81.79%,5.0600000000000005%, 4.79%,-,080cd0
48443,40.31%, 18.37%, 60.20%,21.43%, 19.90%,-,2e3699
48445,85.71%, 5.71%, 91.43%,2.86%,-,-,0e07e9
48447,88.19%,-, 92.99%,7.01%, 4.80%,-,0011ed
48449,63.11%, 5.58%, 75.14%,7.25%, 6.93%,-,0e12bf
48451,73.12%, 4.48%, 81.18%,8.51%, 8.06%,-,0b15cf
48453,58.49%, 12.04%, 70.54%,12.709999999999999%, 11.68%,-,1e20b3
48455,55.87%, 11.85%, 69.52%,4.98%, 4.66%,-,1e0cb1
48457,69.36%, 4.88%, 81.40%,1.68%,-,-,0c04cf
48459,60.22%, 13.90%, 74.11%,5.71%, 5.05%,-,230ebc
48461,68.57%, 5.71%, 80.00%,11.43%, 11.43%,-,0e1dcc
48463,68.22%, 6.85%, 77.65%,9.69%, 9.43%,-,1118c6
48465,15.64%, 30.06%, 45.71%,20.709999999999997%, 20.40%,-,4c3474
48467,33.77%, 3.87%, 62.90%,4.11%, 3.65%,-,090aa0
48469,51.98%, 9.90%, 68.02%,16.83%, 16.04%,-,192aad
48471,29.45%, 30.88%, 60.33%,3.73%, 3.73%,-,4e0999
48473,52.45%, 16.78%, 69.23%,11.65%, 11.42%,-,2a1db0
48475,58.64%, 3.14%, 76.96%,19.89%, 18.32%,-,0832c4
48477,30.46%, 29.43%, 59.89%,10.67%, 10.40%,-,4b1b98
48479,14.84%, 56.31%, 41.47%,2.22%,-,-,8f0569
48481,48.26%, 8.80%, 64.00%,16.79%, 15.74%,-,162aa3
48483,60.72%, 6.31%, 72.43%,9.55%, 9.01%,-,1018b8
48485,67.53%, 7.35%, 76.51%,9.47%, 8.99%,-,1218c3
48487,61.88%, 3.38%, 76.33%,5.84%, 5.46%,-,080ec2
48489,90.65%, 4.67%, 95.33%,0.0%,-,-,0b00f3
48491,68.79%, 9.57%, 78.37%,8.129999999999999%, 7.47%,-,1814c7
48493,64.25%, 9.18%, 75.17%,11.4%, 10.92%,-,171dbf
48495,100.00%,-, 100.00%,0.0%,-,-,0000fe
48497,73.27%, 6.78%, 80.05%,7.08%, 6.56%,-,1112cc
48499,53.88%, 7.21%, 71.16%,4.34%, 3.60%,-,120bb5
48501,63.27%,-, 81.63%,18.37%, 18.37%,-,002ed0
48503,62.39%, 2.95%, 77.74%,3.96%, 3.96%,-,070ac6
48505,100.00%, 100.00%,-,0.0%,-,-,fe0000
48507,42.72%, 10.68%, 58.74%,14.56%, 13.59%,-,1b2595
49001,4.09%, 39.75%, 35.66%,18.310000000000002%, 18.19%,-,652e5a
49003,6.10%, 40.61%, 34.51%,24.89%, 23.04%,-,673f58
49005,6.32%, 37.92%, 44.25%,17.83%, 15.75%,-,602d70
49007,10.56%, 35.42%, 23.61%,25.17%, 24.85%,-,5a403c
49009,0%,-,-,0.0%,-,-,000000
49011,5.24%, 44.36%, 39.12%,16.509999999999998%, 15.76%,-,712a63
49013,0%,-,-,0.0%,-,-,000000
49015,0.00%, 37.04%, 37.04%,16.66%, 16.37%,-,5e2a5e
49017,39.44%, 62.60%, 23.16%,12.1%, 11.91%,-,9f1e3b
49019,3.71%, 33.75%, 37.46%,20.85%, 20.85%,-,56355f
49021,10.80%, 49.71%, 38.91%,4.58%, 4.51%,-,7e0b63
49023,5.62%, 35.38%, 29.76%,10.690000000000001%, 10.39%,-,5a1b4b
49025,54.95%, 75.27%, 20.32%,4.41%, 3.53%,-,bf0b33
49027,4.45%, 41.10%, 36.65%,17.03%, 16.82%,-,682b5d
49029,5.18%, 36.59%, 26.81%,31.42%, 31.42%,-,5d5044
49031,10.77%, 37.41%, 20.07%,26.64%, 26.64%,-,5f4333
49033,13.52%, 48.89%, 35.36%,15.75%, 14.86%,-,7c285a
49035,6.22%, 35.14%, 28.92%,25.44%, 24.59%,-,594049
49037,0.00%, 37.24%, 37.24%,25.509999999999998%, 24.49%,-,5e415e
49039,8.50%, 41.98%, 33.47%,21.630000000000003%, 21.46%,-,6b3755
49041,15.50%, 41.90%, 26.41%,23.41%, 23.29%,-,6a3b43
49043,10.48%, 44.06%, 33.57%,14.66%, 14.52%,-,702555
49045,14.15%, 44.21%, 30.06%,12.52%, 12.15%,-,701f4c
49047,3.91%, 28.40%, 29.49%,33.5%, 33.40%,-,48554b
49049,3.82%, 35.45%, 39.26%,19.67%, 19.44%,-,5a3264
49051,8.72%, 41.71%, 32.99%,15.17%, 14.89%,-,6a2654
49053,7.96%, 43.60%, 51.56%,4.84%, 4.41%,-,6f0c83
49055,18.27%, 52.03%, 33.76%,4.43%, 4.43%,-,840b56
49057,4.04%, 29.31%, 27.60%,34.13%, 33.35%,-,4a5746
50001,8.60%, 45.34%, 15.34%,39.31%, 36.74%, 2.10%,736427
50003,2.07%, 36.10%, 26.07%,35.24%, 34.03%,-,5c5942
50005,9.67%, 32.86%, 22.11%,45.03%, 42.54%,-,537238
50007,1.59%, 36.80%, 35.21%,27.98%, 25.84%,-,5d4759
50009,9.27%, 39.01%, 29.32%,31.68%, 29.74%,-,63504a
50011,0.56%, 33.16%, 30.48%,36.36%, 33.72%, 2.06%,545c4d
50013,0.96%, 31.03%, 33.76%,35.209999999999994%, 32.80%,-,4f5956
50015,6.09%, 36.04%, 18.23%,45.730000000000004%, 42.13%, 2.33%,5b742e
50017,3.63%, 34.19%, 25.36%,40.45%, 37.82%,-,576740
50019,10.26%, 36.37%, 15.49%,48.13%, 46.63%,-,5c7a27
50021,0.86%, 36.03%, 24.98%,38.989999999999995%, 35.16%, 2.88%,5b633f
50023,15.55%, 41.26%, 25.71%,27.53%, 25.52%, 2.01%,694641
50025,2.20%, 38.25%, 23.69%,38.06%, 36.06%,-,61613c
50027,2.13%, 37.48%, 20.26%,42.26%, 39.61%,-,5f6b33
51001,79.09%, 7.24%, 86.33%,6.43%, 5.20%,-,1210dc
51003,71.26%, 9.58%, 80.84%,9.58%, 8.38%,-,1818ce
51005,16.19%, 15.45%, 48.70%,35.849999999999994%, 32.51%,-,275b7c
51007,67.24%, 7.82%, 79.46%,12.71%, 12.22%,-,1320ca
51009,78.15%, 7.13%, 85.28%,7.58%, 6.69%,-,1213d9
51011,82.15%, 3.81%, 89.10%,7.09%, 6.95%,-,0912e3
51013,0%,-,-,0.0%,-,-,000000
51015,39.84%, 22.90%, 62.74%,14.350000000000001%, 10.97%, 2.94%,3a249f
51017,31.25%, 29.23%, 60.48%,10.29%, 7.17%, 2.02%,4a1a9a
51019,50.55%, 8.19%, 70.34%,21.46%, 19.79%,-,1436b3
51021,13.50%, 33.50%, 46.99%,19.52%, 19.19%,-,553177
51023,23.13%, 32.15%, 55.29%,12.56%, 11.88%,-,51208c
51025,75.39%, 8.77%, 84.16%,7.07%, 5.63%,-,1612d6
51027,11.86%, 19.60%, 46.05%,34.36%, 34.18%,-,315775
51029,60.86%, 11.98%, 74.44%,13.58%, 13.58%,-,1e22bd
51031,65.02%, 9.22%, 77.00%,13.790000000000001%, 11.98%,-,1723c4
51033,51.50%, 16.63%, 68.13%,15.24%, 14.55%,-,2a26ad
51035,5.48%, 43.96%, 38.48%,17.549999999999997%, 17.40%,-,702c62
51036,46.41%, 20.44%, 66.85%,12.71%, 12.71%,-,3420aa
51037,47.28%, 19.06%, 66.34%,14.6%, 13.40%,-,3025a9
51041,73.94%, 7.19%, 82.78%,10.02%, 8.84%,-,1219d3
51043,85.24%, 6.19%, 91.43%,2.3800000000000003%, 2.22%,-,0f06e9
51045,33.75%, 11.19%, 60.83%,27.979999999999997%, 27.08%,-,1c479b
51047,70.38%, 11.80%, 82.19%,6.0200000000000005%, 5.36%,-,1e0fd1
51049,81.93%, 2.48%, 89.60%,7.92%, 7.67%,-,0614e4
51051,12.03%, 36.55%, 48.58%,14.88%, 14.42%,-,5d257b
51053,67.13%, 8.91%, 78.65%,12.44%, 11.52%,-,161fc8
51057,57.06%, 19.94%, 77.01%,3.05%, 3.05%,-,3207c4
51059,60.16%, 13.98%, 74.14%,11.88%, 11.21%,-,231ebd
51061,68.79%, 12.46%, 81.25%,6.29%, 5.95%,-,1f10cf
51063,22.26%, 16.31%, 30.05%,53.63%, 52.31%,-,29884c
51065,66.86%, 10.10%, 77.90%,12.0%, 11.05%,-,191ec6
51067,28.16%, 18.35%, 54.73%,26.92%, 26.57%,-,2e448b
51069,60.00%, 14.66%, 74.66%,10.690000000000001%, 9.07%,-,251bbe
51071,36.76%, 21.43%, 58.19%,20.38%, 19.82%,-,363394
51073,68.13%, 11.56%, 79.69%,8.75%, 8.75%,-,1d16cb
51075,39.69%, 21.76%, 61.45%,16.8%, 15.65%,-,372a9c
51077,0.51%, 42.32%, 42.83%,14.85%, 14.75%,-,6b256d
51079,20.25%, 29.44%, 49.69%,20.869999999999997%, 19.83%,-,4b357e
51081,55.36%, 7.73%, 73.32%,18.96%, 17.96%,-,1330ba
51083,45.42%, 23.20%, 68.63%,8.17%, 6.92%,-,3b14af
51085,74.36%, 12.39%, 86.75%,0.85%,-,-,1f02dd
51087,72.09%, 7.91%, 81.02%,11.07%, 8.94%,-,141cce
51089,25.94%, 16.58%, 54.26%,29.16%, 28.32%,-,2a4a8a
51091,14.56%, 34.97%, 49.53%,15.51%, 13.29%, 2.22%,59277e
51093,68.67%, 8.48%, 80.09%,11.43%, 11.43%,-,151dcc
51095,72.44%, 6.41%, 82.05%,11.54%, 9.62%,-,101dd1
51097,49.17%, 18.78%, 67.96%,13.26%, 13.26%,-,2f21ad
51099,37.59%, 11.79%, 62.90%,25.31%, 25.31%,-,1e40a0
51101,53.76%, 15.72%, 69.48%,14.81%, 14.35%,-,2825b1
51103,67.98%, 14.04%, 82.02%,3.9400000000000004%, 2.74%,-,230ad1
51105,13.98%, 30.16%, 44.13%,25.71%, 24.89%,-,4c4170
51107,63.91%, 14.48%, 78.39%,7.13%, 4.92%,-,2412c7
51109,53.29%, 11.10%, 70.49%,18.419999999999998%, 17.20%,-,1c2eb3
51111,70.38%, 10.51%, 80.89%,8.6%, 7.96%,-,1a15ce
51113,28.36%, 31.02%, 59.38%,9.610000000000001%, 9.31%,-,4f1897
51115,79.40%, 7.48%, 86.88%,5.65%, 5.65%,-,130edd
51117,63.90%, 14.39%, 78.30%,7.3100000000000005%, 6.86%,-,2412c7
51119,46.95%, 24.43%, 71.37%,4.2%, 4.20%,-,3e0ab5
51121,9.59%, 21.87%, 42.86%,35.28%, 33.27%,-,37596d
51125,55.92%, 16.79%, 72.71%,10.5%, 9.78%,-,2a1ab9
51127,48.10%, 12.66%, 67.51%,19.830000000000002%, 19.41%,-,2032ac
51131,72.57%, 9.37%, 81.94%,8.69%, 8.58%,-,1716d0
51133,58.97%, 16.35%, 75.32%,8.33%, 8.33%,-,2915c0
51135,73.09%, 8.61%, 81.70%,9.69%, 8.37%,-,1518d0
51137,69.54%, 11.37%, 80.92%,7.71%, 7.45%,-,1c13ce
