statecounty,Margin,McCain,Obama,Other
30053,29.03%, 61.82%, 32.78%, 1.18%
30055,37.12%, 66.54%, 29.42%, 0.82%
30057,26.60%, 61.78%, 35.18%, 3.04%
30059,33.75%, 64.60%, 30.85%, 2.17%
30061,10.42%, 52.73%, 42.31%, 1.65%
30063,26.63%, 34.99%, 61.63%, 3.38%
30065,40.98%, 68.56%, 27.58%, 1.52%
30067,2.28%, 49.18%, 46.90%, 1.24%
30069,53.00%, 75.67%, 22.67%, 1.67%
30071,36.98%, 67.03%, 30.05%, 2.92%
30073,12.65%, 55.04%, 42.39%, 2.56%
30075,57.23%, 77.26%, 20.04%, 2.70%
30077,23.53%, 59.81%, 36.28%, 1.10%
30079,39.73%, 68.44%, 28.71%, 2.86%
30081,20.82%, 58.83%, 38.01%, 0.93%
30083,43.87%, 70.50%, 26.64%, 2.86%
30085,26.27%, 35.47%, 61.74%, 2.79%
30087,3.96%, 46.40%, 50.37%, 1.02%
30089,27.15%, 60.72%, 33.57%, 1.62%
30091,1.69%, 49.20%, 47.51%, 3.29%
30093,40.24%, 28.27%, 68.51%, 3.22%
30095,31.69%, 64.09%, 32.40%, 1.07%
30097,45.75%, 71.72%, 25.97%, 2.30%
30099,17.73%, 57.27%, 39.55%, 3.18%
30101,27.35%, 62.09%, 34.75%, 3.16%
30103,32.51%, 64.61%, 32.10%, 3.29%
30105,12.17%, 54.23%, 42.06%, 1.30%
30107,37.44%, 66.84%, 29.40%, 1.42%
30109,41.39%, 67.32%, 25.93%, 2.31%
30111,6.29%, 51.62%, 45.33%, 3.05%
31001,27.00%, 62.47%, 35.47%, 2.07%
31003,51.05%, 74.82%, 23.77%, 1.41%
31005,67.68%, 82.51%, 14.83%, 2.66%
31007,68.75%, 83.65%, 14.90%, 1.44%
31009,70.57%, 84.18%, 13.61%, 2.22%
31011,45.84%, 72.00%, 26.16%, 1.83%
31013,21.01%, 58.89%, 37.88%, 3.23%
31015,53.06%, 75.59%, 22.52%, 1.89%
31017,57.24%, 77.09%, 19.85%, 3.06%
31019,37.47%, 67.88%, 30.41%, 1.71%
31021,14.59%, 56.30%, 41.72%, 1.98%
31023,35.61%, 66.61%, 31.00%, 2.40%
31025,19.53%, 58.74%, 39.21%, 2.05%
31027,41.26%, 69.77%, 28.51%, 1.72%
31029,61.61%, 80.10%, 18.49%, 1.41%
31031,57.57%, 77.15%, 19.58%, 3.27%
31033,49.58%, 73.82%, 24.24%, 1.94%
31035,46.06%, 71.78%, 25.72%, 2.51%
31037,27.88%, 63.00%, 35.12%, 1.87%
31039,35.67%, 66.85%, 31.17%, 1.98%
31041,55.74%, 77.11%, 21.37%, 1.52%
31043,4.66%, 51.47%, 46.81%, 1.72%
31045,28.90%, 62.94%, 34.04%, 3.02%
31047,38.33%, 68.37%, 30.04%, 1.59%
31049,49.24%, 73.72%, 24.47%, 1.81%
31051,30.03%, 63.89%, 33.86%, 2.25%
31053,12.01%, 55.03%, 43.02%, 1.95%
31055,4.64%, 46.89%, 51.53%, 1.59%
31057,55.45%, 76.84%, 21.39%, 1.77%
31059,32.27%, 64.91%, 32.64%, 2.44%
31061,41.04%, 69.52%, 28.48%, 2.00%
31063,48.79%, 73.65%, 24.86%, 1.50%
31065,50.21%, 74.10%, 23.88%, 2.02%
31067,9.47%, 53.49%, 44.03%, 2.48%
31069,49.30%, 74.17%, 24.87%, 0.97%
31071,57.09%, 77.67%, 20.58%, 1.75%
31073,49.24%, 74.05%, 24.81%, 1.15%
31075,75.48%, 86.65%, 11.17%, 2.18%
31077,21.43%, 59.63%, 38.20%, 2.17%
31079,24.08%, 61.01%, 36.93%, 2.06%
31081,42.86%, 70.62%, 27.76%, 1.63%
31083,52.49%, 75.25%, 22.76%, 1.98%
31085,67.99%, 83.36%, 15.37%, 1.27%
31087,47.50%, 72.59%, 25.09%, 2.32%
31089,53.42%, 75.31%, 21.89%, 2.79%
31091,63.93%, 81.05%, 17.12%, 1.83%
31093,25.50%, 61.65%, 36.15%, 2.20%
31095,15.77%, 56.88%, 41.11%, 2.00%
31097,10.81%, 54.12%, 43.32%, 2.56%
31099,42.79%, 70.60%, 27.81%, 1.59%
31101,49.60%, 74.14%, 24.55%, 1.31%
31103,55.16%, 76.74%, 21.58%, 1.69%
31105,50.08%, 74.32%, 24.24%, 1.44%
31107,36.07%, 66.80%, 30.73%, 2.47%
31109,4.97%, 46.59%, 51.56%, 1.85%
31111,35.45%, 66.46%, 31.00%, 2.54%
31113,59.13%, 78.61%, 19.47%, 1.92%
31115,54.96%, 76.84%, 21.88%, 1.27%
31117,66.55%, 81.91%, 15.36%, 2.73%
31119,39.25%, 68.74%, 29.49%, 1.77%
31121,40.48%, 69.22%, 28.74%, 2.04%
31123,49.68%, 73.37%, 23.69%, 2.93%
31125,33.22%, 65.38%, 32.16%, 2.46%
31127,25.73%, 61.43%, 35.69%, 2.88%
31129,37.87%, 67.45%, 29.58%, 2.97%
31131,15.76%, 56.87%, 41.10%, 2.03%
31133,27.17%, 62.07%, 34.90%, 3.03%
31135,55.07%, 76.90%, 21.83%, 1.27%
31137,51.64%, 75.12%, 23.47%, 1.41%
31139,49.66%, 73.93%, 24.27%, 1.80%
31141,41.56%, 69.84%, 28.29%, 1.87%
31143,45.38%, 71.65%, 26.27%, 2.08%
31145,49.94%, 74.05%, 24.11%, 1.84%
31147,20.89%, 59.02%, 38.13%, 2.85%
31149,62.55%, 79.90%, 17.35%, 2.75%
31151,4.57%, 46.35%, 50.92%, 2.72%
31153,15.89%, 57.06%, 41.18%, 1.76%
31155,23.71%, 60.60%, 36.89%, 2.52%
31157,33.69%, 65.91%, 32.21%, 1.88%
31159,25.82%, 61.72%, 35.90%, 2.38%
31161,60.40%, 78.84%, 18.44%, 2.72%
31163,23.22%, 60.43%, 37.21%, 2.35%
31165,66.39%, 82.38%, 15.98%, 1.64%
31167,44.77%, 71.38%, 26.61%, 2.00%
31169,33.43%, 65.78%, 32.34%, 1.88%
31171,71.79%, 84.87%, 13.08%, 2.05%
31173,6.96%, 45.72%, 52.68%, 1.60%
31175,39.25%, 68.39%, 29.14%, 2.48%
31177,26.30%, 62.26%, 35.96%, 1.78%
31179,32.93%, 65.73%, 32.80%, 1.47%
31181,37.48%, 67.86%, 30.38%, 1.76%
31183,54.09%, 75.91%, 21.82%, 2.27%
31185,49.35%, 73.81%, 24.47%, 1.72%
32001,31.48%, 64.42%, 32.95%, 2.63%
32003,18.99%, 39.48%, 58.47%, 2.05%
32005,15.35%, 56.55%, 41.20%, 2.25%
32007,40.13%, 68.47%, 28.35%, 3.18%
32009,45.33%, 69.02%, 23.69%, 1.82%
32011,56.38%, 75.70%, 19.33%, 2.68%
32013,29.61%, 63.31%, 33.70%, 2.98%
32015,42.29%, 69.74%, 27.45%, 2.81%
32017,46.51%, 71.10%, 24.58%, 4.32%
32019,17.77%, 57.59%, 39.83%, 2.58%
32021,2.12%, 49.02%, 46.90%, 4.07%
32023,13.21%, 54.53%, 41.31%, 4.16%
32027,21.90%, 58.55%, 36.66%, 4.79%
32029,6.00%, 51.57%, 45.57%, 2.85%
32031,12.63%, 42.61%, 55.25%, 2.14%
32033,31.49%, 63.51%, 32.01%, 4.48%
32510,0.86%, 48.22%, 49.08%, 2.69%
33001,1.17%, 48.80%, 49.97%, 1.24%
33003,6.31%, 46.07%, 52.39%, 1.54%
33005,27.48%, 35.51%, 62.98%, 1.51%
33007,18.19%, 40.11%, 58.31%, 1.58%
33009,27.58%, 35.45%, 63.03%, 1.52%
33011,3.73%, 47.47%, 51.20%, 1.32%
33013,13.82%, 42.46%, 56.27%, 1.27%
33015,1.08%, 48.81%, 49.89%, 1.30%
33017,20.31%, 39.19%, 59.50%, 1.31%
33019,17.93%, 40.30%, 58.23%, 1.48%
34001,15.03%, 41.85%, 56.88%, 1.27%
34003,9.44%, 44.75%, 54.19%, 1.06%
34005,18.59%, 40.05%, 58.64%, 1.31%
34007,36.14%, 31.23%, 67.37%, 1.40%
34009,8.62%, 53.52%, 44.90%, 1.57%
34011,21.58%, 38.42%, 60.00%, 1.57%
34013,52.52%, 23.40%, 75.91%, 0.69%
34015,12.11%, 43.10%, 55.21%, 1.69%
34017,46.68%, 26.16%, 72.84%, 1.00%
34019,13.31%, 55.83%, 42.53%, 1.64%
34021,35.98%, 31.32%, 67.29%, 1.39%
34023,21.78%, 38.43%, 60.21%, 1.36%
34025,3.73%, 51.19%, 47.46%, 1.35%
34027,8.10%, 53.46%, 45.36%, 1.18%
34029,18.36%, 58.43%, 40.07%, 1.50%
34031,21.68%, 38.65%, 60.34%, 1.01%
34033,3.89%, 46.99%, 50.88%, 2.13%
34035,6.10%, 46.28%, 52.38%, 1.34%
34037,20.62%, 59.37%, 38.75%, 1.87%
34039,28.17%, 35.41%, 63.58%, 1.01%
34041,13.99%, 56.00%, 42.01%, 2.00%
35001,21.36%, 38.67%, 60.03%, 1.30%
35003,34.75%, 66.19%, 31.44%, 2.37%
35005,24.67%, 61.74%, 37.07%, 1.19%
35006,29.64%, 34.42%, 64.05%, 1.53%
35007,10.73%, 43.94%, 54.67%, 1.39%
35009,34.14%, 66.48%, 32.35%, 1.17%
35011,30.36%, 64.75%, 34.39%, 0.86%
35013,17.63%, 40.51%, 58.14%, 1.34%
35015,25.63%, 62.21%, 36.58%, 1.20%
35017,19.89%, 39.30%, 59.19%, 1.50%
35019,42.67%, 28.23%, 70.90%, 0.87%
35021,15.65%, 57.19%, 41.53%, 1.28%
35023,2.92%, 47.98%, 50.90%, 1.13%
35025,44.19%, 71.58%, 27.40%, 1.02%
35027,25.43%, 61.89%, 36.46%, 1.65%
35028,6.87%, 45.75%, 52.62%, 1.64%
35029,5.29%, 46.40%, 51.69%, 1.91%
35031,43.91%, 27.50%, 71.41%, 1.09%
35033,57.93%, 20.62%, 78.55%, 0.83%
35035,19.28%, 58.83%, 39.56%, 1.61%
35037,20.52%, 59.23%, 38.71%, 2.05%
35039,50.87%, 24.12%, 74.99%, 0.89%
35041,29.88%, 64.15%, 34.27%, 1.58%
35043,12.75%, 42.97%, 55.72%, 1.31%
35045,21.16%, 59.92%, 38.76%, 1.32%
35047,60.60%, 19.15%, 79.75%, 1.11%
35049,55.05%, 21.89%, 76.94%, 1.18%
35051,12.12%, 55.00%, 42.88%, 2.11%
35053,21.08%, 38.40%, 59.48%, 2.12%
35055,64.85%, 16.97%, 81.82%, 1.21%
35057,9.34%, 53.81%, 44.47%, 1.71%
35059,42.19%, 70.44%, 28.24%, 1.32%
35061,7.72%, 45.45%, 53.17%, 1.37%
36001,29.44%, 34.35%, 63.79%, 1.86%
36003,21.72%, 59.83%, 38.12%, 2.05%
36005,77.78%, 10.93%, 88.71%, 0.36%
36007,8.02%, 45.11%, 53.14%, 1.75%
36009,10.62%, 54.48%, 43.86%, 1.66%
36011,8.48%, 44.80%, 53.28%, 1.91%
36013,0.94%, 48.60%, 49.54%, 1.86%
36015,1.23%, 50.04%, 48.81%, 1.14%
36017,1.14%, 49.59%, 48.45%, 1.97%
36019,22.91%, 37.73%, 60.64%, 1.63%
36021,13.42%, 42.43%, 55.85%, 1.72%
36023,9.96%, 44.15%, 54.11%, 1.74%
36025,5.21%, 51.62%, 46.41%, 1.98%
36027,8.64%, 45.07%, 53.71%, 1.22%
36029,17.53%, 40.46%, 57.99%, 1.55%
36031,13.32%, 42.55%, 55.88%, 1.57%
36033,22.23%, 38.11%, 60.34%, 1.56%
36035,9.23%, 53.65%, 44.42%, 1.92%
36037,18.38%, 58.40%, 40.02%, 1.57%
36039,9.89%, 53.99%, 44.10%, 1.91%
36041,26.85%, 62.77%, 35.91%, 1.32%
36043,9.29%, 53.78%, 44.49%, 1.73%
36045,5.28%, 52.00%, 46.72%, 1.29%
36047,59.44%, 19.99%, 79.43%, 0.59%
36049,8.83%, 53.59%, 44.77%, 1.64%
36051,7.88%, 53.17%, 45.29%, 1.54%
36053,0.87%, 48.43%, 49.30%, 2.27%
36055,17.71%, 40.47%, 58.18%, 1.34%
36057,8.08%, 53.09%, 45.01%, 1.90%
36059,8.40%, 45.43%, 53.84%, 0.73%
36061,72.23%, 13.47%, 85.70%, 0.83%
36063,1.00%, 48.65%, 49.65%, 1.70%
36065,6.09%, 52.20%, 46.10%, 1.70%
36067,20.32%, 38.94%, 59.25%, 1.81%
36069,0.13%, 49.34%, 49.20%, 1.46%
36071,4.13%, 47.40%, 51.54%, 1.06%
36073,18.66%, 58.54%, 39.88%, 1.58%
36075,2.44%, 47.76%, 50.21%, 2.03%
36077,5.91%, 46.04%, 51.95%, 2.01%
36079,7.48%, 53.22%, 45.75%, 1.03%
36081,50.84%, 24.25%, 75.09%, 0.66%
36083,9.34%, 44.39%, 53.73%, 1.88%
36085,4.05%, 51.66%, 47.61%, 0.72%
36087,5.89%, 46.71%, 52.61%, 0.68%
36089,16.33%, 41.03%, 57.36%, 1.61%
36091,3.40%, 47.45%, 50.85%, 1.69%
36093,12.68%, 42.61%, 55.28%, 2.11%
36095,14.32%, 56.04%, 41.72%, 2.24%
36097,7.08%, 52.81%, 45.73%, 1.45%
36099,2.60%, 47.74%, 50.35%, 1.91%
36101,16.83%, 57.75%, 40.92%, 1.34%
36103,5.99%, 46.53%, 52.53%, 0.94%
36105,9.46%, 44.58%, 54.04%, 1.39%
36107,10.22%, 54.20%, 43.98%, 1.83%
36109,42.06%, 28.03%, 70.09%, 1.88%
36111,23.58%, 37.35%, 60.93%, 1.72%
36113,2.64%, 47.85%, 50.49%, 1.66%
36115,0.81%, 48.71%, 49.52%, 1.77%
36117,9.88%, 54.18%, 44.30%, 1.52%
36119,27.60%, 35.79%, 63.39%, 0.83%
36121,26.14%, 62.25%, 36.11%, 1.64%
36123,3.69%, 51.25%, 47.57%, 1.18%
37001,9.23%, 54.17%, 44.94%, 0.90%
37003,38.39%, 68.33%, 29.95%, 1.72%
37005,20.96%, 59.36%, 38.40%, 2.24%
37007,20.95%, 39.20%, 60.15%, 0.65%
37009,23.29%, 60.57%, 37.28%, 2.15%
37011,44.10%, 71.52%, 27.42%, 1.06%
37013,17.41%, 58.50%, 41.09%, 0.42%
37015,30.62%, 34.58%, 65.20%, 0.23%
37017,2.07%, 48.66%, 50.73%, 0.61%
37019,17.91%, 58.46%, 40.55%, 1.00%
37021,13.91%, 42.40%, 56.32%, 1.28%
37023,19.23%, 59.03%, 39.80%, 1.18%
37025,18.43%, 58.88%, 40.45%, 0.67%
37027,29.71%, 64.08%, 34.36%, 1.56%
37029,32.01%, 65.13%, 33.13%, 1.74%
37031,34.69%, 66.86%, 32.17%, 0.97%
37033,3.10%, 47.95%, 51.05%, 1.00%
37035,24.96%, 61.90%, 36.94%, 1.15%
37037,9.71%, 44.61%, 54.32%, 1.06%
37039,38.60%, 68.67%, 30.07%, 1.26%
37041,1.13%, 50.23%, 49.09%, 0.68%
37043,35.59%, 66.88%, 31.28%, 1.84%
37045,19.88%, 59.49%, 39.61%, 0.90%
37047,7.90%, 53.51%, 45.61%, 0.87%
37049,12.44%, 55.83%, 43.39%, 0.77%
37051,17.67%, 40.88%, 58.55%, 0.57%
37053,31.50%, 65.16%, 33.66%, 1.18%
37055,9.26%, 53.99%, 44.74%, 1.27%
37057,33.52%, 66.23%, 32.71%, 1.06%
37059,38.31%, 68.64%, 30.33%, 1.03%
37061,9.43%, 54.43%, 45.01%, 0.56%
37063,51.94%, 23.63%, 75.57%, 0.79%
37065,34.55%, 32.57%, 67.12%, 0.32%
37067,10.48%, 44.35%, 54.83%, 0.83%
37069,0.71%, 49.83%, 49.12%, 1.05%
37071,25.03%, 62.21%, 37.18%, 0.61%
37073,5.22%, 46.99%, 52.21%, 0.79%
37075,37.38%, 67.71%, 30.33%, 1.97%
37077,6.58%, 46.30%, 52.88%, 0.83%
37079,5.87%, 52.72%, 46.85%, 0.43%
37081,18.36%, 40.42%, 58.78%, 0.81%
37083,28.24%, 35.71%, 63.96%, 0.33%
37085,16.69%, 57.93%, 41.24%, 0.84%
37087,7.77%, 53.12%, 45.36%, 1.52%
37089,21.02%, 59.93%, 38.91%, 1.17%
37091,41.54%, 29.00%, 70.54%, 0.45%
37093,18.78%, 40.27%, 59.05%, 0.68%
37095,1.17%, 49.09%, 50.26%, 0.65%
37097,24.37%, 61.71%, 37.34%, 0.95%
37099,5.41%, 46.57%, 51.97%, 1.46%
37101,23.69%, 61.42%, 37.73%, 0.84%
37103,8.40%, 53.89%, 45.49%, 0.61%
37105,8.37%, 53.70%, 45.33%, 0.96%
37107,0.09%, 49.82%, 49.74%, 0.44%
37109,33.29%, 66.01%, 32.72%, 1.27%
37111,26.99%, 62.73%, 35.74%, 1.53%
37113,21.45%, 59.85%, 38.40%, 1.75%
37115,1.60%, 50.02%, 48.42%, 1.55%
37117,4.64%, 47.50%, 52.14%, 0.36%
37119,24.37%, 37.45%, 61.82%, 0.73%
37121,41.56%, 70.09%, 28.52%, 1.39%
37123,10.96%, 54.91%, 43.94%, 1.15%
37125,21.38%, 60.26%, 38.88%, 0.86%
37127,1.33%, 50.36%, 49.02%, 0.62%
37129,1.39%, 50.21%, 48.82%, 0.97%
37131,30.44%, 34.57%, 65.01%, 0.41%
37133,21.47%, 60.31%, 38.84%, 0.85%
37135,44.77%, 27.05%, 71.83%, 1.12%
37137,14.68%, 56.96%, 42.28%, 0.76%
37139,13.72%, 42.78%, 56.50%, 0.72%
37141,15.63%, 57.34%, 41.72%, 0.94%
37143,13.94%, 56.58%, 42.64%, 0.78%
37145,8.50%, 53.83%, 45.33%, 0.84%
37147,8.78%, 45.31%, 54.08%, 0.61%
37149,15.09%, 56.71%, 41.62%, 1.67%
37151,42.28%, 70.51%, 28.23%, 1.26%
37153,1.50%, 48.76%, 50.26%, 0.98%
37155,13.78%, 42.69%, 56.47%, 0.84%
37157,15.97%, 57.43%, 41.47%, 1.10%
37159,22.84%, 60.84%, 38.00%, 1.17%
37161,31.78%, 65.35%, 33.57%, 1.08%
37163,8.46%, 53.91%, 45.46%, 0.63%
37165,15.09%, 42.24%, 57.33%, 0.43%
37167,36.66%, 67.81%, 31.14%, 1.05%
37169,35.01%, 66.63%, 31.62%, 1.75%
37171,27.96%, 63.44%, 35.48%, 1.08%
37173,1.62%, 50.02%, 48.40%, 1.59%
37175,12.57%, 55.60%, 43.02%, 1.38%
37177,1.41%, 50.26%, 48.85%, 0.89%
37179,26.64%, 62.87%, 36.23%, 0.90%
37181,26.64%, 36.44%, 63.08%, 0.47%
37183,14.45%, 42.28%, 56.73%, 0.98%
37185,39.46%, 30.04%, 69.50%, 0.45%
37187,16.70%, 41.37%, 58.07%, 0.56%
37189,4.28%, 47.03%, 51.31%, 1.66%
37191,8.58%, 54.03%, 45.45%, 0.52%
37193,38.20%, 68.25%, 30.06%, 1.69%
37195,6.12%, 46.72%, 52.84%, 0.44%
37197,45.97%, 72.37%, 26.40%, 1.23%
37199,5.75%, 51.92%, 46.17%, 1.91%
38001,27.77%, 62.00%, 34.23%, 1.49%
38003,1.49%, 49.63%, 48.14%, 2.23%
38005,33.53%, 32.56%, 66.09%, 1.35%
38007,52.30%, 75.15%, 22.85%, 2.00%
38009,19.11%, 58.56%, 39.45%, 1.99%
38011,38.35%, 67.50%, 29.15%, 1.10%
38013,37.54%, 67.87%, 30.33%, 1.80%
38015,23.44%, 60.58%, 37.14%, 2.28%
38017,7.04%, 45.34%, 52.37%, 2.29%
38019,9.30%, 52.96%, 43.66%, 0.75%
38021,18.36%, 58.21%, 39.85%, 1.95%
38023,14.68%, 55.70%, 41.03%, 1.06%
38025,33.64%, 65.69%, 32.06%, 2.25%
38027,3.00%, 47.04%, 50.04%, 2.92%
38029,37.23%, 66.96%, 29.72%, 1.09%
38031,13.75%, 55.36%, 41.61%, 3.03%
38033,49.37%, 73.37%, 24.00%, 2.63%
38035,5.06%, 46.34%, 51.40%, 2.26%
38037,34.80%, 64.91%, 30.11%, 2.97%
38039,6.39%, 51.90%, 45.51%, 2.59%
38041,36.13%, 66.25%, 30.12%, 1.26%
38043,26.87%, 61.24%, 34.36%, 2.04%
38045,19.72%, 58.46%, 38.73%, 2.81%
38047,40.40%, 68.68%, 28.29%, 0.57%
38049,16.27%, 56.87%, 40.60%, 0.50%
38051,22.00%, 59.79%, 37.79%, 2.42%
38053,29.72%, 64.09%, 34.36%, 1.55%
38055,19.00%, 58.42%, 39.42%, 2.15%
38057,29.86%, 63.43%, 33.57%, 0.98%
38059,20.92%, 58.99%, 38.08%, 2.93%
38061,2.42%, 47.86%, 50.27%, 1.87%
38063,6.11%, 45.66%, 51.77%, 2.57%
38065,33.65%, 65.58%, 31.92%, 2.50%
38067,6.89%, 52.07%, 45.18%, 2.75%
38069,23.80%, 60.82%, 37.03%, 2.15%
38071,0.99%, 49.58%, 48.59%, 1.83%
38073,15.33%, 41.02%, 56.35%, 2.63%
38075,21.84%, 59.36%, 37.52%, 0.97%
38077,5.12%, 51.57%, 46.45%, 1.98%
38079,52.01%, 23.05%, 75.06%, 1.90%
38081,17.49%, 40.37%, 57.86%, 1.76%
38083,40.60%, 69.12%, 28.52%, 2.37%
38085,67.49%, 15.60%, 83.09%, 1.31%
38087,46.47%, 72.26%, 25.79%, 1.95%
38089,28.96%, 63.13%, 34.17%, 2.71%
38091,20.35%, 39.15%, 59.50%, 1.36%
38093,14.75%, 56.20%, 41.46%, 2.34%
38095,7.10%, 44.78%, 51.88%, 0.58%
38097,7.20%, 45.66%, 52.86%, 1.48%
38099,1.84%, 49.47%, 47.62%, 2.91%
38101,19.08%, 58.45%, 39.37%, 2.18%
38103,26.38%, 61.76%, 35.38%, 2.86%
38105,35.95%, 67.12%, 31.16%, 1.72%
39001,24.04%, 60.57%, 36.53%, 2.89%
39003,20.63%, 59.29%, 38.66%, 2.05%
39005,23.26%, 60.19%, 36.93%, 2.89%
39007,13.48%, 42.04%, 55.52%, 2.44%
39009,35.13%, 31.17%, 66.29%, 2.54%
39011,41.07%, 69.67%, 28.60%, 1.73%
39013,2.70%, 47.40%, 50.10%, 2.50%
39015,23.25%, 60.46%, 37.21%, 2.34%
39017,22.58%, 60.52%, 37.94%, 1.54%
39019,4.82%, 50.75%, 45.93%, 3.32%
39021,19.84%, 58.84%, 39.00%, 2.17%
39023,2.50%, 50.21%, 47.71%, 2.08%
39025,32.33%, 65.35%, 33.02%, 1.63%
39027,30.25%, 64.16%, 33.91%, 1.94%
39029,7.60%, 52.54%, 44.93%, 2.53%
39031,5.82%, 51.22%, 45.39%, 3.39%
39033,18.97%, 58.03%, 39.05%, 2.92%
39035,38.74%, 29.95%, 68.70%, 1.35%
39037,36.09%, 66.92%, 30.82%, 2.26%
39039,10.44%, 54.11%, 43.67%, 2.22%
39041,19.58%, 59.17%, 39.59%, 1.24%
39043,13.82%, 42.13%, 55.95%, 1.92%
39045,17.09%, 57.63%, 40.54%, 1.83%
39047,23.05%, 60.61%, 37.56%, 1.83%
39049,20.69%, 38.89%, 59.58%, 1.53%
39051,8.13%, 53.10%, 44.97%, 1.93%
39053,25.95%, 61.68%, 35.73%, 2.60%
39055,15.31%, 56.78%, 41.47%, 1.75%
39057,18.39%, 58.45%, 40.06%, 1.50%
39059,9.05%, 52.93%, 43.88%, 3.18%
39061,6.98%, 46.00%, 52.98%, 1.02%
39063,23.07%, 60.50%, 37.43%, 2.06%
39065,20.81%, 58.93%, 38.12%, 2.94%
39067,2.42%, 49.53%, 47.12%, 3.35%
39069,12.92%, 55.47%, 42.55%, 1.97%
39071,26.26%, 61.92%, 35.65%, 2.43%
39073,0.81%, 48.89%, 48.09%, 3.02%
39075,41.13%, 69.34%, 28.21%, 2.45%
39077,3.16%, 50.36%, 47.21%, 2.43%
39079,20.09%, 58.51%, 38.42%, 3.07%
39081,0.21%, 48.68%, 48.89%, 2.43%
39083,19.89%, 58.83%, 38.94%, 2.23%
39085,0.83%, 48.62%, 49.45%, 1.93%
39087,15.16%, 56.28%, 41.12%, 2.60%
39089,15.73%, 56.82%, 41.09%, 2.08%
39091,26.53%, 62.15%, 35.61%, 2.24%
39093,17.85%, 40.22%, 58.07%, 1.71%
39095,31.36%, 33.43%, 64.80%, 1.77%
39097,23.27%, 60.57%, 37.30%, 2.12%
39099,26.52%, 35.50%, 62.02%, 2.48%
39101,8.88%, 53.12%, 44.24%, 2.64%
39103,8.01%, 53.16%, 45.14%, 1.70%
39105,18.46%, 57.80%, 39.34%, 2.86%
39107,43.42%, 70.90%, 27.48%, 1.62%
39109,28.43%, 63.15%, 34.72%, 2.13%
39111,9.15%, 43.91%, 53.07%, 3.02%
39113,6.21%, 46.12%, 52.32%, 1.56%
39115,7.16%, 51.96%, 44.80%, 3.23%
39117,23.32%, 60.36%, 37.03%, 2.61%
39119,7.19%, 52.39%, 45.20%, 2.41%
39121,15.77%, 55.75%, 39.98%, 1.99%
39123,6.24%, 46.01%, 52.25%, 1.74%
39125,11.77%, 54.34%, 42.57%, 3.10%
39127,2.98%, 50.02%, 47.04%, 2.95%
39129,21.65%, 59.81%, 38.16%, 2.03%
39131,1.03%, 49.27%, 48.24%, 2.49%
39133,8.97%, 44.41%, 53.39%, 2.20%
39135,31.18%, 64.43%, 33.25%, 2.32%
39137,41.71%, 69.98%, 28.27%, 1.75%
39139,13.56%, 55.58%, 42.01%, 2.41%
39141,7.22%, 52.49%, 45.28%, 2.23%
39143,4.64%, 46.72%, 51.36%, 1.92%
39145,6.32%, 51.93%, 45.61%, 2.45%
39147,2.67%, 50.17%, 47.50%, 2.33%
39149,36.29%, 67.14%, 30.85%, 2.02%
39151,5.45%, 46.14%, 51.59%, 2.27%
39153,17.07%, 40.66%, 57.73%, 1.61%
39155,22.36%, 37.44%, 59.80%, 2.76%
39157,2.42%, 47.50%, 49.93%, 2.57%
39159,27.95%, 63.02%, 35.07%, 1.92%
39161,27.14%, 62.36%, 35.22%, 2.41%
39163,9.88%, 53.51%, 43.62%, 2.87%
39165,35.98%, 67.36%, 31.38%, 1.26%
39167,15.54%, 56.86%, 41.32%, 1.82%
39169,14.60%, 56.13%, 41.53%, 2.34%
39171,9.27%, 53.70%, 44.43%, 1.86%
39173,7.12%, 45.50%, 52.61%, 1.89%
39175,16.44%, 56.99%, 40.55%, 2.46%
40001,38.65%, 69.33%, 30.67%,-
40003,66.23%, 83.11%, 16.89%,-
40005,43.86%, 71.93%, 28.07%,-
40007,78.49%, 89.25%, 10.75%,-
40009,56.06%, 78.03%, 21.97%,-
40011,50.83%, 75.41%, 24.59%,-
40013,35.54%, 67.77%, 32.23%,-
40015,30.65%, 65.33%, 34.67%,-
40017,52.25%, 76.12%, 23.88%,-
40019,40.53%, 70.27%, 29.73%,-
40021,12.16%, 56.08%, 43.92%,-
40023,33.45%, 66.73%, 33.27%,-
40025,76.08%, 88.04%, 11.96%,-
40027,24.00%, 62.00%, 38.00%,-
40029,47.18%, 73.59%, 26.41%,-
40031,17.54%, 58.77%, 41.23%,-
40033,44.42%, 72.21%, 27.79%,-
40035,30.10%, 65.05%, 34.95%,-
40037,41.64%, 70.82%, 29.18%,-
40039,49.34%, 74.67%, 25.33%,-
40041,33.80%, 66.90%, 33.10%,-
40043,68.59%, 84.29%, 15.71%,-
40045,70.46%, 85.23%, 14.77%,-
40047,50.96%, 75.48%, 24.52%,-
40049,43.60%, 71.80%, 28.20%,-
40051,46.71%, 73.35%, 26.65%,-
40053,56.26%, 78.13%, 21.87%,-
40055,46.45%, 73.23%, 26.77%,-
40057,38.90%, 69.45%, 30.55%,-
40059,71.72%, 85.86%, 14.14%,-
40061,37.02%, 68.51%, 31.49%,-
40063,29.42%, 64.71%, 35.29%,-
40065,49.59%, 74.80%, 25.20%,-
40067,34.47%, 67.24%, 32.76%,-
40069,36.87%, 68.44%, 31.56%,-
40071,41.55%, 70.78%, 29.22%,-
