statecounty,margin,bush,clinton,perot
40061,28.99%, 26.34%, 55.34%, 17.94%
40063,23.91%, 27.40%, 51.31%, 20.85%
40065,6.58%, 41.33%, 34.75%, 23.64%
40067,27.23%, 22.23%, 52.34%, 25.11%
40069,20.86%, 27.45%, 48.31%, 23.97%
40071,9.34%, 39.93%, 29.10%, 30.59%
40073,30.34%, 54.27%, 21.51%, 23.93%
40075,10.35%, 33.30%, 43.65%, 22.69%
40077,28.54%, 24.81%, 53.35%, 21.47%
40079,11.89%, 34.90%, 46.79%, 18.02%
40081,11.36%, 42.78%, 31.43%, 25.44%
40083,11.72%, 43.97%, 32.25%, 23.46%
40085,18.35%, 25.06%, 46.43%, 28.08%
40087,9.27%, 40.62%, 31.35%, 27.80%
40089,13.60%, 30.62%, 44.21%, 24.81%
40091,24.82%, 28.19%, 53.01%, 18.61%
40093,34.54%, 57.36%, 19.47%, 22.82%
40095,18.79%, 26.88%, 45.82%, 27.03%
40097,6.51%, 35.89%, 42.40%, 21.32%
40099,18.93%, 27.49%, 46.42%, 25.89%
40101,17.32%, 31.44%, 48.76%, 19.53%
40103,19.40%, 46.83%, 25.23%, 27.43%
40105,8.42%, 33.84%, 42.26%, 23.50%
40107,12.12%, 34.13%, 46.24%, 19.20%
40109,19.44%, 48.78%, 29.34%, 21.60%
40111,20.63%, 29.74%, 50.37%, 19.54%
40113,5.79%, 34.01%, 39.80%, 25.85%
40115,16.38%, 31.35%, 47.73%, 20.60%
40117,0.90%, 38.36%, 37.46%, 23.75%
40119,10.19%, 42.20%, 32.01%, 25.43%
40121,15.21%, 30.06%, 45.27%, 24.40%
40123,7.37%, 33.54%, 40.91%, 25.23%
40125,6.78%, 40.47%, 33.69%, 25.50%
40127,25.20%, 26.93%, 52.13%, 20.42%
40129,5.66%, 40.96%, 35.30%, 23.24%
40131,15.05%, 44.65%, 29.60%, 25.46%
40133,13.39%, 31.77%, 45.16%, 22.75%
40135,8.61%, 36.33%, 44.94%, 18.34%
40137,2.73%, 34.61%, 37.34%, 27.81%
40139,36.85%, 58.15%, 21.30%, 20.30%
40141,8.90%, 32.96%, 41.86%, 24.87%
40143,19.37%, 49.13%, 29.77%, 20.81%
40145,9.35%, 42.05%, 32.70%, 24.99%
40147,20.07%, 47.93%, 27.86%, 23.94%
40149,0.32%, 35.81%, 36.13%, 27.50%
40151,18.09%, 46.58%, 28.49%, 24.43%
40153,18.71%, 46.99%, 24.20%, 28.28%
41001,6.20%, 38.01%, 31.81%, 29.10%
41003,16.92%, 30.46%, 47.37%, 21.37%
41005,4.26%, 34.76%, 39.03%, 25.74%
41007,17.95%, 27.86%, 45.80%, 25.67%
41009,13.54%, 26.94%, 42.77%, 29.22%
41011,9.40%, 31.30%, 40.70%, 26.94%
41013,2.68%, 37.18%, 34.49%, 27.84%
41015,0.29%, 34.47%, 34.76%, 29.95%
41017,0.09%, 35.65%, 35.73%, 27.99%
41019,10.63%, 41.45%, 30.83%, 26.99%
41021,0.29%, 36.32%, 36.03%, 27.26%
41023,4.87%, 37.53%, 28.47%, 32.66%
41025,9.67%, 40.04%, 28.86%, 30.37%
41027,8.33%, 31.28%, 39.61%, 28.50%
41029,0.57%, 37.23%, 37.80%, 24.17%
41031,3.37%, 33.22%, 36.59%, 29.48%
41033,5.95%, 38.75%, 32.80%, 25.11%
41035,14.84%, 44.61%, 29.77%, 24.95%
41037,20.31%, 47.11%, 26.80%, 25.78%
41039,21.27%, 27.52%, 48.78%, 22.99%
41041,16.08%, 26.43%, 44.41%, 28.34%
41043,2.35%, 36.35%, 34.00%, 29.27%
41045,25.51%, 50.40%, 23.81%, 24.89%
41047,0.91%, 38.20%, 37.28%, 23.71%
41049,0.37%, 34.17%, 33.79%, 31.35%
41051,31.10%, 24.25%, 55.34%, 19.52%
41053,2.07%, 39.36%, 37.29%, 22.71%
41055,5.56%, 37.99%, 32.44%, 29.21%
41057,14.64%, 29.25%, 43.89%, 26.10%
41059,1.57%, 36.12%, 34.55%, 28.41%
41061,2.01%, 36.44%, 34.43%, 28.52%
41063,10.33%, 40.01%, 29.53%, 29.68%
41065,12.95%, 29.55%, 42.50%, 27.41%
41067,6.21%, 34.18%, 40.39%, 24.87%
41069,10.47%, 41.51%, 31.05%, 26.40%
41071,1.74%, 37.23%, 35.50%, 26.47%
42001,13.48%, 45.94%, 32.46%, 21.40%
42003,22.95%, 29.80%, 52.75%, 16.85%
42005,13.67%, 32.20%, 45.87%, 21.76%
42007,28.56%, 25.94%, 54.50%, 19.38%
42009,17.94%, 48.98%, 31.04%, 19.83%
42011,5.26%, 40.29%, 35.03%, 24.10%
42013,14.72%, 47.92%, 33.19%, 18.51%
42015,14.66%, 45.17%, 30.51%, 24.09%
42017,1.34%, 38.06%, 39.40%, 21.70%
42019,2.21%, 38.70%, 36.48%, 24.56%
42021,20.44%, 31.30%, 51.75%, 16.68%
42023,13.03%, 43.80%, 30.77%, 25.24%
42025,8.44%, 33.44%, 41.89%, 24.11%
42027,1.36%, 39.98%, 41.34%, 18.26%
42029,8.49%, 43.73%, 35.25%, 20.41%
42031,5.68%, 41.21%, 35.53%, 23.02%
42033,2.25%, 37.45%, 39.70%, 22.66%
42035,7.37%, 35.57%, 42.94%, 21.12%
42037,6.24%, 41.04%, 34.80%, 23.94%
42039,3.75%, 40.75%, 37.00%, 21.35%
42041,19.88%, 51.37%, 31.49%, 16.96%
42043,8.58%, 45.98%, 37.40%, 16.24%
42045,0.99%, 40.81%, 41.80%, 16.43%
42047,0.78%, 35.48%, 36.26%, 28.09%
42049,14.51%, 33.35%, 47.86%, 18.26%
42051,32.97%, 23.80%, 56.77%, 18.87%
42053,4.15%, 37.36%, 41.51%, 20.90%
42055,22.69%, 53.35%, 30.66%, 15.83%
42057,19.31%, 50.93%, 31.61%, 17.30%
42059,32.75%, 23.01%, 55.75%, 21.05%
42061,13.35%, 46.17%, 32.82%, 20.85%
42063,12.69%, 32.92%, 45.61%, 21.28%
42065,7.19%, 41.05%, 33.87%, 24.86%
42067,16.38%, 47.27%, 30.89%, 21.60%
42069,12.23%, 35.22%, 47.44%, 16.50%
42071,27.59%, 55.22%, 27.63%, 16.74%
42073,20.56%, 30.00%, 50.55%, 19.29%
42075,21.30%, 50.00%, 28.71%, 20.93%
42077,3.55%, 37.12%, 40.68%, 21.64%
42079,5.77%, 38.76%, 44.53%, 16.52%
42081,16.73%, 47.57%, 30.84%, 21.24%
42083,9.96%, 42.47%, 32.51%, 24.51%
42085,14.41%, 32.27%, 46.68%, 20.62%
42087,9.22%, 42.89%, 33.67%, 23.03%
42089,2.90%, 38.82%, 35.91%, 24.69%
42091,3.41%, 39.46%, 42.87%, 16.87%
42093,14.23%, 46.58%, 32.35%, 20.66%
42095,7.97%, 35.30%, 43.27%, 20.75%
42097,6.27%, 42.07%, 35.80%, 21.74%
42099,24.69%, 51.35%, 26.66%, 21.75%
42101,47.26%, 20.90%, 68.16%, 10.26%
42103,12.51%, 44.73%, 32.21%, 22.19%
42105,22.15%, 49.01%, 26.86%, 23.95%
42107,3.33%, 40.90%, 37.57%, 21.26%
42109,31.61%, 55.05%, 23.44%, 21.32%
42111,4.17%, 42.30%, 38.14%, 19.33%
42113,9.96%, 43.05%, 33.09%, 23.48%
42115,11.90%, 44.02%, 32.13%, 23.62%
42117,17.86%, 47.29%, 29.43%, 22.99%
42119,22.33%, 51.87%, 29.54%, 18.39%
42121,1.46%, 39.64%, 38.18%, 21.78%
42123,2.10%, 35.74%, 37.84%, 26.02%
42125,28.64%, 26.05%, 54.70%, 19.06%
42127,20.02%, 48.65%, 28.64%, 22.16%
42129,14.57%, 30.63%, 45.20%, 23.98%
42131,18.29%, 47.40%, 29.11%, 23.27%
42133,10.44%, 44.79%, 34.35%, 20.67%
44001,12.87%, 32.95%, 45.82%, 20.60%
44003,13.00%, 30.59%, 43.60%, 25.10%
44005,13.11%, 31.24%, 44.35%, 23.63%
44007,22.01%, 27.45%, 49.46%, 22.32%
44009,12.84%, 30.62%, 43.46%, 25.09%
45001,7.80%, 39.76%, 47.56%, 12.42%
45003,23.36%, 55.01%, 31.64%, 12.95%
45005,32.13%, 30.36%, 62.49%, 6.14%
45007,18.18%, 51.68%, 33.50%, 14.52%
45009,26.54%, 33.28%, 59.82%, 6.29%
45011,8.34%, 49.24%, 40.90%, 9.20%
45013,10.45%, 47.10%, 36.65%, 15.87%
45015,15.54%, 50.87%, 35.33%, 13.06%
45017,6.09%, 41.85%, 47.94%, 9.76%
45019,7.40%, 48.00%, 40.60%, 10.49%
45021,9.85%, 47.31%, 37.46%, 15.02%
45023,19.51%, 33.54%, 53.05%, 13.12%
45025,13.45%, 37.31%, 50.76%, 11.73%
45027,17.23%, 37.89%, 55.12%, 6.80%
45029,8.04%, 40.17%, 48.21%, 11.00%
45031,0.88%, 44.00%, 44.88%, 9.20%
45033,14.68%, 38.07%, 52.75%, 8.85%
45035,20.85%, 53.53%, 32.68%, 13.02%
45037,1.27%, 45.15%, 46.42%, 8.06%
45039,29.03%, 31.12%, 60.15%, 8.06%
45041,10.85%, 50.77%, 39.92%, 8.97%
45043,3.83%, 42.22%, 46.05%, 11.31%
45045,26.70%, 57.12%, 30.42%, 12.03%
45047,7.70%, 47.98%, 40.27%, 11.10%
45049,26.22%, 32.63%, 58.85%, 7.66%
45051,8.97%, 45.87%, 36.90%, 16.55%
45053,29.98%, 29.93%, 59.92%, 9.53%
45055,11.06%, 49.12%, 38.06%, 12.43%
45057,2.95%, 41.58%, 44.53%, 13.74%
45059,9.94%, 48.53%, 38.59%, 12.54%
45061,22.04%, 34.90%, 56.94%, 7.81%
45063,33.97%, 60.50%, 26.53%, 12.54%
45065,31.03%, 29.46%, 60.48%, 9.67%
45067,21.16%, 35.15%, 56.31%, 7.92%
45069,30.16%, 29.47%, 59.64%, 10.44%
45071,8.79%, 48.50%, 39.71%, 11.30%
45073,18.37%, 50.68%, 32.31%, 16.63%
45075,22.06%, 35.14%, 57.21%, 7.39%
45077,29.61%, 57.67%, 28.06%, 14.00%
45079,9.32%, 41.17%, 50.49%, 7.45%
45081,9.26%, 47.80%, 38.54%, 13.42%
45083,16.82%, 51.91%, 35.09%, 12.25%
45085,2.72%, 47.29%, 44.56%, 7.75%
45087,0.03%, 43.51%, 43.48%, 12.84%
45089,19.53%, 37.05%, 56.57%, 6.05%
45091,12.48%, 48.74%, 36.26%, 14.69%
46003,5.02%, 34.70%, 39.72%, 25.41%
46005,6.15%, 36.81%, 42.96%, 19.91%
46007,11.95%, 46.45%, 34.50%, 18.46%
46009,2.44%, 36.00%, 38.43%, 24.83%
46011,0.44%, 39.14%, 38.70%, 21.78%
46013,4.74%, 36.93%, 41.67%, 21.12%
46015,5.68%, 33.93%, 39.61%, 25.67%
46017,29.23%, 27.62%, 56.85%, 14.52%
46019,17.16%, 45.24%, 26.30%, 28.08%
46021,30.58%, 54.51%, 21.08%, 23.93%
46023,1.68%, 38.30%, 39.99%, 21.62%
46025,0.17%, 33.81%, 33.64%, 32.04%
46027,15.85%, 30.96%, 46.82%, 21.59%
46029,2.21%, 36.03%, 33.82%, 29.81%
46031,3.12%, 38.61%, 35.49%, 25.66%
46033,10.23%, 42.28%, 32.05%, 25.13%
46035,2.14%, 38.19%, 40.33%, 20.94%
46037,11.19%, 31.17%, 42.36%, 26.12%
46039,4.21%, 32.11%, 36.32%, 31.41%
46041,7.08%, 36.64%, 43.72%, 19.41%
46043,33.58%, 56.85%, 23.27%, 19.50%
46045,2.21%, 41.77%, 39.56%, 18.36%
46047,3.12%, 40.84%, 37.72%, 21.10%
46049,11.85%, 45.89%, 34.03%, 19.60%
46051,2.70%, 38.81%, 36.11%, 24.77%
46053,5.66%, 39.27%, 33.61%, 26.31%
46055,46.66%, 65.25%, 15.86%, 18.59%
46057,11.20%, 41.35%, 30.15%, 28.25%
46059,13.55%, 44.38%, 30.83%, 24.51%
46061,3.07%, 36.38%, 39.44%, 23.76%
46063,32.92%, 58.46%, 15.78%, 25.54%
46065,21.51%, 53.26%, 31.74%, 14.28%
46067,19.03%, 48.17%, 29.14%, 22.14%
46069,14.55%, 46.07%, 31.52%, 22.09%
46071,23.63%, 53.68%, 30.05%, 15.75%
46073,5.59%, 35.31%, 40.90%, 23.59%
46075,36.97%, 58.28%, 21.31%, 19.77%
46077,4.90%, 35.41%, 40.31%, 23.67%
46079,8.91%, 33.81%, 42.72%, 23.24%
46081,6.35%, 39.03%, 32.68%, 27.67%
46083,5.33%, 42.47%, 37.15%, 20.11%
46085,12.36%, 45.20%, 32.84%, 21.01%
46087,0.34%, 39.44%, 39.11%, 20.68%
46089,26.66%, 53.94%, 27.28%, 18.38%
46091,10.71%, 35.26%, 45.97%, 18.59%
46093,20.15%, 46.89%, 26.74%, 25.92%
46095,16.65%, 49.58%, 32.94%, 16.65%
46097,9.79%, 34.28%, 44.07%, 20.96%
46099,3.03%, 39.32%, 42.35%, 18.02%
46101,18.52%, 28.93%, 47.45%, 23.03%
46103,18.44%, 47.92%, 29.48%, 22.19%
46105,15.37%, 43.80%, 28.43%, 27.17%
46107,22.95%, 50.67%, 27.73%, 21.09%
46109,6.77%, 34.87%, 41.64%, 23.15%
46111,2.30%, 36.96%, 39.25%, 23.35%
46113,63.11%, 13.63%, 76.74%, 8.30%
46115,4.99%, 37.14%, 42.12%, 20.40%
46117,20.87%, 51.39%, 30.52%, 17.16%
46119,28.91%, 55.94%, 27.03%, 16.53%
46121,28.16%, 27.98%, 56.13%, 15.09%
46123,12.28%, 43.38%, 31.10%, 25.22%
46125,9.30%, 44.43%, 35.13%, 20.21%
46127,8.36%, 35.00%, 43.36%, 21.29%
46129,20.98%, 49.48%, 28.51%, 21.60%
46135,0.28%, 36.60%, 36.32%, 26.79%
46137,6.58%, 44.93%, 38.36%, 16.03%
47001,5.75%, 41.38%, 47.12%, 11.01%
47003,18.75%, 33.59%, 52.34%, 13.49%
47005,37.14%, 26.58%, 63.72%, 9.14%
47007,2.69%, 44.20%, 46.89%, 8.76%
47009,9.99%, 48.91%, 38.92%, 11.87%
47011,22.36%, 55.66%, 33.30%, 10.82%
47013,14.38%, 37.87%, 52.25%, 9.59%
47015,31.49%, 28.38%, 59.87%, 11.43%
47017,7.62%, 41.04%, 48.66%, 9.65%
47019,21.94%, 55.82%, 33.88%, 9.89%
47021,13.50%, 35.72%, 49.21%, 14.64%
47023,9.24%, 50.64%, 41.40%, 7.84%
47025,4.68%, 42.86%, 47.54%, 9.07%
47027,26.35%, 33.23%, 59.58%, 6.91%
47029,18.03%, 52.98%, 34.95%, 11.24%
47031,14.59%, 35.48%, 50.07%, 14.20%
47033,8.90%, 40.69%, 49.60%, 9.46%
47035,4.58%, 45.06%, 40.48%, 13.93%
47037,14.62%, 37.57%, 52.18%, 9.90%
47039,20.73%, 35.76%, 56.49%, 7.53%
47041,39.69%, 25.50%, 65.19%, 9.04%
47043,24.22%, 31.58%, 55.79%, 12.28%
47045,1.38%, 44.33%, 45.71%, 9.71%
47047,5.78%, 43.13%, 48.91%, 7.63%
47049,5.89%, 41.52%, 47.40%, 10.52%
47051,23.04%, 31.79%, 54.83%, 12.96%
47053,13.06%, 39.06%, 52.12%, 8.38%
47055,28.36%, 28.90%, 57.26%, 13.38%
47057,9.54%, 49.92%, 40.37%, 9.24%
47059,9.84%, 47.48%, 37.64%, 14.04%
47061,45.44%, 22.89%, 68.33%, 8.34%
47063,9.99%, 49.84%, 39.85%, 9.86%
47065,5.83%, 46.47%, 40.64%, 12.51%
47067,11.19%, 52.02%, 40.83%, 6.17%
47069,19.82%, 36.19%, 56.01%, 6.89%
47071,0.55%, 45.10%, 45.65%, 8.54%
47073,6.97%, 47.64%, 40.67%, 11.34%
47075,15.57%, 39.49%, 55.07%, 5.19%
47077,13.49%, 52.29%, 38.81%, 8.70%
47079,25.93%, 30.27%, 56.20%, 13.13%
47081,33.79%, 27.06%, 60.84%, 11.82%
47083,46.22%, 21.96%, 68.18%, 9.49%
47085,36.41%, 26.75%, 63.16%, 9.93%
47087,58.71%, 16.63%, 75.34%, 7.80%
47089,11.68%, 50.02%, 38.34%, 11.20%
47091,24.97%, 56.98%, 32.02%, 10.32%
47093,4.85%, 46.75%, 41.90%, 11.00%
47095,33.35%, 29.49%, 62.84%, 6.55%
47097,19.15%, 36.79%, 55.94%, 7.05%
47099,8.71%, 40.45%, 49.16%, 10.12%
47101,30.66%, 29.34%, 60.00%, 10.45%
47103,12.12%, 37.02%, 49.15%, 13.31%
47105,7.62%, 47.70%, 40.07%, 11.86%
47107,4.82%, 46.61%, 41.79%, 11.33%
47109,6.23%, 42.66%, 48.89%, 8.07%
47111,11.56%, 40.15%, 51.71%, 7.74%
47113,3.97%, 47.66%, 43.69%, 8.44%
47115,23.11%, 32.40%, 55.51%, 11.78%
47117,24.39%, 31.07%, 55.46%, 12.97%
47119,12.50%, 36.37%, 48.86%, 13.79%
47121,9.13%, 38.89%, 48.02%, 13.00%
47123,5.16%, 48.55%, 43.38%, 7.54%
47125,4.77%, 41.51%, 46.29%, 11.97%
47127,22.84%, 30.82%, 53.66%, 15.24%
47129,14.29%, 37.29%, 51.58%, 10.64%
47131,13.10%, 37.41%, 50.51%, 11.61%
47133,42.58%, 24.91%, 67.49%, 7.04%
47135,40.46%, 24.25%, 64.71%, 10.86%
47137,2.11%, 46.20%, 48.31%, 5.11%
47139,21.67%, 34.36%, 56.03%, 9.09%
47141,13.31%, 37.23%, 50.54%, 11.51%
47143,5.52%, 46.97%, 41.45%, 11.24%
47145,5.21%, 41.52%, 46.73%, 11.41%
47147,20.45%, 33.41%, 53.86%, 12.54%
47149,4.68%, 40.04%, 44.73%, 14.86%
47151,4.38%, 46.91%, 42.54%, 10.02%
47153,10.48%, 38.80%, 49.28%, 11.38%
47155,23.49%, 55.08%, 31.60%, 12.98%
47157,10.38%, 41.88%, 52.26%, 5.52%
47159,50.81%, 21.04%, 71.85%, 6.90%
47161,40.09%, 24.20%, 64.28%, 11.27%
47163,13.80%, 50.55%, 36.74%, 11.81%
47165,4.71%, 41.30%, 46.01%, 12.29%
47167,8.06%, 49.26%, 41.20%, 9.32%
47169,48.09%, 21.21%, 69.29%, 9.12%
47171,15.03%, 51.87%, 36.84%, 11.00%
47173,3.81%, 42.47%, 46.28%, 10.83%
47175,37.21%, 26.68%, 63.89%, 9.18%
47177,28.21%, 29.98%, 58.19%, 11.45%
47179,14.47%, 51.31%, 36.84%, 11.28%
47181,20.64%, 56.11%, 35.47%, 8.05%
47183,7.51%, 40.44%, 47.95%, 11.42%
47185,28.05%, 29.94%, 57.99%, 11.61%
47187,22.30%, 54.77%, 32.47%, 12.50%
47189,6.02%, 40.33%, 46.35%, 12.87%
48001,1.91%, 38.70%, 36.79%, 24.33%
48003,28.03%, 53.60%, 25.57%, 20.70%
48005,2.27%, 36.99%, 39.26%, 23.61%
48007,8.57%, 41.74%, 33.18%, 24.76%
48009,6.96%, 39.32%, 32.37%, 27.88%
48011,27.53%, 54.57%, 27.04%, 18.19%
48013,0.41%, 39.41%, 38.99%, 21.07%
48015,22.02%, 50.89%, 28.87%, 20.09%
48017,26.68%, 55.31%, 28.63%, 15.90%
48019,21.36%, 50.24%, 19.90%, 28.88%
48021,8.79%, 34.41%, 43.19%, 22.38%
48023,17.78%, 28.66%, 46.44%, 24.81%
48025,4.94%, 39.89%, 44.83%, 15.01%
48027,11.35%, 45.27%, 33.92%, 20.02%
48029,0.89%, 40.65%, 41.54%, 17.36%
48031,15.41%, 44.07%, 28.66%, 26.70%
48033,20.63%, 48.68%, 28.04%, 23.02%
48035,1.96%, 35.44%, 33.49%, 30.81%
48037,0.16%, 38.78%, 38.94%, 21.93%
48039,11.93%, 42.51%, 30.59%, 26.52%
48041,18.49%, 48.53%, 30.03%, 21.02%
48043,7.88%, 34.71%, 42.59%, 21.93%
48045,7.31%, 37.62%, 44.93%, 17.14%
48047,60.32%, 15.54%, 75.86%, 8.45%
48049,8.31%, 42.07%, 33.76%, 24.02%
48051,8.72%, 35.25%, 43.97%, 20.64%
48053,5.87%, 39.53%, 33.66%, 26.51%
48055,12.52%, 32.95%, 45.47%, 21.28%
48057,1.33%, 38.94%, 37.62%, 23.29%
48059,8.33%, 40.38%, 32.05%, 27.47%
48061,15.77%, 34.07%, 49.84%, 15.72%
48063,18.07%, 30.63%, 48.69%, 20.63%
48065,26.89%, 53.88%, 26.99%, 18.91%
48067,12.67%, 34.30%, 46.96%, 18.59%
48069,6.67%, 44.91%, 38.25%, 16.67%
48071,6.77%, 40.62%, 33.85%, 25.36%
48073,5.97%, 41.36%, 35.39%, 23.15%
48075,6.50%, 44.18%, 37.68%, 18.01%
48077,6.78%, 32.30%, 39.08%, 28.45%
48079,20.26%, 51.33%, 31.07%, 17.45%
48081,3.72%, 39.65%, 35.94%, 24.35%
48083,2.83%, 35.33%, 38.16%, 26.46%
48085,13.37%, 46.97%, 19.02%, 33.60%
48087,3.88%, 43.56%, 39.69%, 16.56%
48089,11.78%, 45.88%, 34.10%, 19.84%
48091,25.42%, 50.72%, 25.31%, 23.42%
48093,12.00%, 31.75%, 43.75%, 24.41%
48095,6.07%, 33.50%, 39.56%, 26.62%
48097,4.90%, 40.50%, 23.73%, 35.60%
48099,13.88%, 42.93%, 29.05%, 27.77%
48101,28.98%, 23.90%, 52.88%, 22.93%
48103,21.90%, 49.76%, 27.86%, 22.33%
48105,1.82%, 37.87%, 39.70%, 22.37%
48107,0.17%, 43.08%, 43.25%, 13.40%
48109,20.43%, 29.63%, 50.06%, 20.19%
48111,29.00%, 54.78%, 25.79%, 19.31%
48113,3.72%, 38.72%, 35.00%, 25.80%
48115,21.67%, 55.43%, 33.76%, 10.67%
48117,26.89%, 56.43%, 29.54%, 13.89%
48119,13.15%, 29.73%, 42.88%, 27.34%
48121,7.58%, 41.60%, 23.93%, 34.01%
48123,16.51%, 48.11%, 31.60%, 20.00%
48125,14.05%, 32.16%, 46.21%, 21.55%
48127,53.15%, 19.27%, 72.42%, 8.24%
48129,18.16%, 51.47%, 33.31%, 14.99%
48131,65.70%, 13.86%, 79.56%, 6.47%
48133,1.26%, 38.87%, 37.60%, 23.32%
48135,19.49%, 50.35%, 30.85%, 18.48%
48137,23.22%, 51.86%, 28.64%, 19.28%
48139,9.74%, 40.50%, 28.47%, 30.76%
48141,15.16%, 34.94%, 50.10%, 14.60%
48143,2.91%, 36.77%, 33.85%, 29.20%
48145,16.20%, 31.63%, 47.83%, 20.53%
48147,12.95%, 26.11%, 43.31%, 30.36%
48149,9.82%, 42.94%, 33.13%, 23.67%
48151,31.60%, 24.22%, 55.82%, 19.87%
48153,24.23%, 55.70%, 31.47%, 12.79%
48155,28.64%, 26.01%, 54.65%, 19.10%
48157,12.55%, 46.62%, 34.07%, 19.14%
48159,8.38%, 31.66%, 40.04%, 28.19%
48161,2.03%, 36.39%, 38.41%, 25.07%
48163,25.52%, 29.52%, 55.04%, 15.14%
48165,26.52%, 54.36%, 27.84%, 17.70%
48167,8.11%, 34.69%, 42.80%, 22.28%
48169,22.46%, 52.01%, 29.56%, 18.27%
48171,32.18%, 56.28%, 19.11%, 24.10%
48173,48.61%, 66.03%, 17.42%, 16.20%
48175,5.90%, 43.66%, 37.76%, 18.40%
48177,8.93%, 45.02%, 36.10%, 18.32%
48179,35.47%, 58.86%, 23.39%, 17.45%
48181,2.03%, 32.15%, 32.73%, 34.77%
48183,18.52%, 49.11%, 30.59%, 20.17%
48185,3.09%, 38.64%, 41.72%, 19.51%
48187,18.39%, 46.79%, 28.40%, 24.30%
48189,32.61%, 59.59%, 26.98%, 13.26%
48191,10.97%, 36.81%, 47.78%, 15.34%
48193,4.05%, 37.80%, 33.75%, 28.26%
48195,52.52%, 69.08%, 14.36%, 16.56%
48197,17.56%, 31.71%, 49.28%, 18.70%
48199,5.17%, 35.04%, 40.21%, 24.59%
48201,4.94%, 43.14%, 38.20%, 18.34%
48203,3.55%, 38.50%, 42.05%, 19.27%
48205,37.56%, 60.16%, 22.59%, 17.14%
48207,20.54%, 29.86%, 50.40%, 19.70%
48209,3.06%, 36.70%, 39.76%, 22.93%
48211,30.00%, 58.18%, 28.18%, 13.65%
48213,3.04%, 34.49%, 37.53%, 27.81%
48215,27.48%, 30.60%, 58.08%, 11.07%
48217,2.51%, 35.36%, 37.87%, 26.52%
48219,24.91%, 54.16%, 29.25%, 16.41%
48221,6.04%, 37.52%, 30.78%, 31.47%
48223,6.45%, 31.93%, 38.38%, 29.57%
48225,2.28%, 38.24%, 40.52%, 21.07%
48227,12.82%, 47.17%, 34.35%, 18.25%
48229,4.49%, 37.40%, 41.89%, 20.48%
48231,9.28%, 39.51%, 30.23%, 29.97%
48233,29.40%, 55.42%, 26.02%, 18.30%
48235,0.84%, 34.06%, 30.81%, 34.90%
48237,6.24%, 31.10%, 37.47%, 31.22%
48239,14.15%, 47.57%, 33.42%, 18.94%
48241,14.79%, 32.02%, 46.81%, 21.01%
48243,4.45%, 41.10%, 36.64%, 21.35%
48245,19.66%, 31.00%, 50.66%, 18.05%
48247,49.38%, 22.65%, 72.04%, 5.07%
48249,35.83%, 26.36%, 62.19%, 11.25%
48251,3.88%, 36.22%, 32.34%, 31.11%
48253,5.26%, 35.20%, 40.46%, 24.21%
48255,1.98%, 42.34%, 40.36%, 17.06%
48257,0.42%, 34.51%, 34.09%, 31.02%
48259,32.49%, 56.60%, 18.68%, 24.11%
48261,10.34%, 39.66%, 50.00%, 10.34%
48263,15.74%, 28.69%, 44.43%, 26.72%
48265,30.55%, 53.72%, 22.66%, 23.17%
48267,20.02%, 48.98%, 28.95%, 21.95%
48269,12.17%, 41.80%, 28.57%, 29.63%
48271,2.34%, 41.20%, 38.86%, 19.43%
48273,11.47%, 36.89%, 48.36%, 13.92%
48275,18.35%, 28.71%, 47.05%, 24.13%
48277,3.39%, 35.57%, 38.96%, 25.20%
48279,23.14%, 55.01%, 31.87%, 13.01%
48281,13.98%, 43.07%, 29.08%, 27.62%
48283,40.36%, 25.27%, 65.63%, 9.10%
48285,8.51%, 43.24%, 34.72%, 21.81%
48287,5.16%, 41.68%, 36.52%, 21.51%
48289,3.09%, 40.16%, 37.07%, 22.71%
48291,0.42%, 37.95%, 38.37%, 23.51%
48293,11.76%, 33.40%, 45.16%, 21.32%
48295,34.48%, 57.74%, 23.26%, 18.58%
48297,11.60%, 45.52%, 33.92%, 20.33%
48299,8.88%, 41.96%, 33.08%, 24.70%
48301,14.58%, 32.29%, 20.83%, 46.88%
48303,32.11%, 58.95%, 26.84%, 14.02%
48305,13.63%, 50.78%, 37.15%, 11.99%
48307,8.16%, 31.74%, 39.90%, 28.24%
48309,3.67%, 40.67%, 37.00%, 22.14%
48311,41.76%, 61.85%, 17.61%, 20.09%
48313,0.23%, 39.76%, 39.99%, 20.04%
48315,21.25%, 29.03%, 50.28%, 20.57%
48317,17.35%, 49.60%, 32.24%, 17.91%
48319,11.96%, 45.06%, 33.10%, 21.14%
48321,4.32%, 40.47%, 36.15%, 23.13%
48323,34.58%, 27.28%, 61.86%, 10.51%
48325,11.70%, 45.54%, 33.84%, 20.09%
48327,14.57%, 27.72%, 43.30%, 28.74%
48329,36.24%, 58.39%, 22.15%, 19.06%
48331,15.10%, 32.32%, 47.43%, 20.02%
48333,2.56%, 35.28%, 37.84%, 26.63%
48335,7.27%, 36.47%, 43.74%, 19.53%
48337,7.37%, 30.61%, 38.33%, 30.96%
48339,26.65%, 51.28%, 23.80%, 24.63%
48341,32.48%, 57.24%, 24.75%, 17.75%
48343,29.23%, 25.14%, 54.37%, 20.43%
48345,23.20%, 54.46%, 31.26%, 14.29%
48347,13.52%, 45.58%, 32.05%, 22.19%
48349,7.53%, 33.27%, 40.80%, 25.81%
